
[00:00:00.000 --> 00:00:02.880]  我帶你去看幾次聖經
[00:00:02.880 --> 00:00:04.840]  不知道你有沒有留意過
[00:00:04.840 --> 00:00:08.960]  就是最後雅各給他們的兒子的祝福
[00:00:08.960 --> 00:00:12.440]  雅各給他們的兒子的祝福
[00:00:12.440 --> 00:00:13.280]  第一
[00:00:13.280 --> 00:00:17.000]  雅各的大兒子叫做魯貝爾
[00:00:17.000 --> 00:00:26.400]  他說:魯貝爾,你是我的長子,我的力量,我壯年投生之子,極有尊榮,權力超羣
[00:00:26.400 --> 00:00:30.640]  如果按照一切正常的話,誰是太子呢?
[00:00:30.640 --> 00:00:32.400]  裏面
[00:00:32.400 --> 00:00:35.720]  我問你,耶穌基督應該從哪裏出來呢?
[00:00:35.720 --> 00:00:37.160]  裏面
[00:00:37.160 --> 00:00:39.400]  應該是從大兒子身上出來的
[00:00:39.400 --> 00:00:41.200]  但他沒有,不是從大兒子身上出來的
[00:00:41.200 --> 00:00:41.680]  爲什麼呢?
[00:00:41.680 --> 00:00:46.640]  因爲你卻放縱如水,必不得居首位
[00:00:46.640 --> 00:00:48.760]  如果你記得故事
[00:00:48.760 --> 00:00:50.560]  《創世紀》第三十五章
[00:00:50.560 --> 00:00:54.400]  他和他爸爸的妻妾是有染的
[00:00:54.400 --> 00:00:58.640]  所以長子查了
[00:00:58.640 --> 00:01:01.040]  他次子用三子
[00:01:01.040 --> 00:01:03.080]  西冕是第二
[00:01:03.080 --> 00:01:05.360]  利美是第三
[00:01:05.360 --> 00:01:08.560]  西冕和利美是兄弟
[00:01:08.560 --> 00:01:11.760]  他們的刀劍是殘暴的兵器
[00:01:11.760 --> 00:01:14.560]  願我的心不與他們同謀
[00:01:14.560 --> 00:01:16.600]  願我的靈不與他們合夥
[00:01:16.600 --> 00:01:19.120]  因爲他們在烈路中殺人
[00:01:19.120 --> 00:01:23.560]  任意割斷牛腿的筋
[00:01:23.560 --> 00:01:24.560]  說的是什麼呢?
[00:01:24.560 --> 00:01:27.440]  你又要回去看《創世紀》第三十四章
[00:01:27.440 --> 00:01:28.240]  說的是什麼呢?
[00:01:28.240 --> 00:01:32.560]  就是他們的妹妹被人佔污了
[00:01:32.560 --> 00:01:39.920]  是那個叫什麼名字呢?
[00:01:39.920 --> 00:01:43.560]  那個族叫什麼呢?
[00:01:43.560 --> 00:01:44.720]  糟糕了
[00:01:44.720 --> 00:01:45.440]  司儉
[00:01:45.440 --> 00:01:46.720]  司儉,對了
[00:01:46.720 --> 00:01:49.280]  於是他們假仁假義
[00:01:49.280 --> 00:01:53.040]  說好了,我們和你相親,對親家
[00:01:53.040 --> 00:01:54.600]  但是要他們行國禮
[00:01:54.600 --> 00:01:55.480]  行了國禮之後
[00:01:55.480 --> 00:01:56.640]  第三天他們出來
[00:01:56.640 --> 00:01:57.480]  將他們全部殺了
[00:01:57.480 --> 00:01:59.520]  然後搶了他們所有的東西
[00:01:59.520 --> 00:02:00.840]  因爲這件事
[00:02:00.840 --> 00:02:03.320]  二哥三哥又被革了
[00:02:03.320 --> 00:02:08.400]  於是官員就應該留給四哥
[00:02:08.400 --> 00:02:09.560]  但四哥是誰呢?
[00:02:09.560 --> 00:02:11.560]  四哥是猶大
[00:02:11.560 --> 00:02:12.720]  如果你這麼說
[00:02:12.720 --> 00:02:16.960]  不過猶大還需要亂倫
[00:02:16.960 --> 00:02:18.920]  但是你看看最後
[00:02:18.920 --> 00:02:22.200]  瓦割和猶大的祝福是怎麼樣呢?
[00:02:22.200 --> 00:02:23.720]  瓦割是這麼說的
[00:02:23.720 --> 00:02:27.680]  猶大,你的兄弟必讚美你
[00:02:27.680 --> 00:02:36.880]  你的手必按住仇敵的根汗
[00:02:36.880 --> 00:02:40.800]  你父親的兒子要向你下拜
[00:02:40.800 --> 00:02:42.640]  權杖必不離
[00:02:42.640 --> 00:02:45.800]  猶大,統治者的杖必不離
[00:02:45.800 --> 00:02:48.760]  他兩腳之間,直等細羅
[00:02:48.760 --> 00:02:50.120]  細羅就是說那些貢物
[00:02:50.120 --> 00:02:53.240]  相傳我們猜猜這個字不知
[00:02:53.240 --> 00:02:54.760]  直到貢物來到
[00:02:54.760 --> 00:02:56.400]  萬民都要歸順他
[00:02:56.400 --> 00:03:00.280]  所以誰結果是燕軍之祖呢?
[00:03:00.280 --> 00:03:02.720]  竟然是猶大
[00:03:02.720 --> 00:03:04.680]  你有沒有搞錯
[00:03:04.680 --> 00:03:08.440]  整個故事明明去到37-50
[00:03:08.440 --> 00:03:11.200]  誰是救主的樣子呢?
[00:03:11.200 --> 00:03:12.960]  怎麼都是弱勢的
[00:03:12.960 --> 00:03:19.840]  爲什麼竟然猶大是這樣呢?
[00:03:19.840 --> 00:03:20.280]  你明白嗎?
[00:03:20.280 --> 00:03:21.720]  我不知道你有沒有想過這個問題
[00:03:21.720 --> 00:03:24.560]  這個問題聖經學者是有討論的
[00:03:24.560 --> 00:03:26.760]  如果你看完《創世紀》
[00:03:26.760 --> 00:03:29.040]  我問你
[00:03:29.040 --> 00:03:32.200]  最後那個燕軍之祖是誰的族
[00:03:32.200 --> 00:03:33.760]  十二支派你選吧
[00:03:33.760 --> 00:03:35.960]  當然是選弱勢的
[00:03:35.960 --> 00:03:37.520]  竟然不是弱勢
[00:03:37.520 --> 00:03:39.680]  不是弱勢也找個好一點的
[00:03:39.680 --> 00:03:40.560]  竟然是猶大
[00:03:40.560 --> 00:03:42.680]  爲什麼猶大呢?
[00:03:42.680 --> 00:03:44.680]  你可能沒有仔細的時間關係
[00:03:44.680 --> 00:03:49.120]  我直接開股給你看
[00:03:49.120 --> 00:03:52.600]  因爲在《創世紀》的44章裏面
[00:03:52.600 --> 00:03:55.120]  猶大做了一件事
[00:03:55.120 --> 00:03:58.560]  你會發現它是不同了
[00:03:58.560 --> 00:04:01.880]  你記得他賣弱勢的時候
[00:04:01.880 --> 00:04:03.040]  猶大是有份的
[00:04:03.040 --> 00:04:04.880]  甚至聖經學者一直覺得
[00:04:04.880 --> 00:04:06.680]  猶大是最自然的領袖
[00:04:06.680 --> 00:04:11.280]  他是當時兄弟裏面的一個領袖
[00:04:11.280 --> 00:04:13.280]  去到44章發生什麼事呢?
[00:04:13.280 --> 00:04:13.880]  你看看
[00:04:13.880 --> 00:04:14.680]  這個是
[00:04:14.680 --> 00:04:16.960]  你記得弱勢是這樣玩弄他們的
[00:04:16.960 --> 00:04:19.120]  我不知道,我經常覺得弱勢玩弄他們
[00:04:19.120 --> 00:04:20.040]  不過聖經學者說
[00:04:20.040 --> 00:04:21.760]  因爲他不知道他們有沒有改變
[00:04:21.760 --> 00:04:24.040]  所以就繼續試他們
[00:04:24.040 --> 00:04:25.320]  總之試到最後
[00:04:25.320 --> 00:04:29.200]  他就找了他的弟弟辯雅敏來
[00:04:29.200 --> 00:04:31.160]  然後突然間又冤枉辯雅敏
[00:04:31.160 --> 00:04:33.360]  說要留辯雅敏在身邊
[00:04:33.360 --> 00:04:34.800]  不讓辯雅敏回家
[00:04:34.800 --> 00:04:35.720]  他們就死了
[00:04:35.720 --> 00:04:37.720]  我爸爸一定死了
[00:04:37.720 --> 00:04:40.040]  我爸爸一直都不肯讓辯雅敏來
[00:04:40.040 --> 00:04:41.760]  因爲他最愛的兒子只有兩個
[00:04:41.760 --> 00:04:43.040]  一個已經死了
[00:04:43.040 --> 00:04:44.680]  他以爲死了
[00:04:44.680 --> 00:04:45.440]  等等
[00:04:45.440 --> 00:04:49.080]  在那個時候那個危急的情況之下
[00:04:49.080 --> 00:04:50.120]  猶太說了一件事
[00:04:50.120 --> 00:04:52.560]  他說現在求你把僕人留下
[00:04:52.560 --> 00:04:53.960]  就是他自己
[00:04:53.960 --> 00:04:58.000]  代替這年輕人作我主的奴隸
[00:04:58.000 --> 00:05:01.280]  讓這年輕人辯雅敏和他哥哥一同上去
[00:05:01.280 --> 00:05:04.640]  若這年輕人不和我一起
[00:05:04.640 --> 00:05:08.320]  我怎能上到我父親那裏呢
[00:05:08.320 --> 00:05:12.600]  恐怕我要看災禍臨到我父親
[00:05:12.600 --> 00:05:15.040]  所以他提供了一件事
[00:05:15.040 --> 00:05:19.000]  將他自己的生命和他的弟弟交匯
[00:05:19.000 --> 00:05:21.800]  讓他自己成爲人的奴僕
[00:05:21.800 --> 00:05:28.560]  以至他和他起初賣藥膳是剛剛調轉了
[00:05:28.560 --> 00:05:31.240]  這個和他媽那件事有什麼關係呢
[00:05:31.240 --> 00:05:33.040]  那你要計算一下
[00:05:33.040 --> 00:05:35.560]  我不知道你的數學怎麼樣
[00:05:35.560 --> 00:05:37.080]  藥膳被賣的時候
[00:05:37.080 --> 00:05:39.240]  糟了我都不太記得
[00:05:39.240 --> 00:05:41.120]  被賣的時候17歲
[00:05:41.120 --> 00:05:45.360]  接着他做埃及宰相的時候30歲
[00:05:45.360 --> 00:05:50.680]  接着好修成7年就旱災
[00:05:50.680 --> 00:05:52.400]  最後44歲
[00:05:52.400 --> 00:05:54.240]  你當他40歲左右
[00:05:54.240 --> 00:05:56.520]  他的兄弟去找他
[00:05:56.520 --> 00:06:00.400]  中間其實就
[00:06:00.400 --> 00:06:01.840]  計算一下數多久
[00:06:01.840 --> 00:06:05.480]  20年20、20、20、23年左右
[00:06:05.480 --> 00:06:09.560]  如果你看回《創世紀》第38章
[00:06:09.560 --> 00:06:14.400]  就是好像藥膳被賣了去埃及之後
[00:06:14.400 --> 00:06:16.000]  猶太就去結婚
[00:06:16.000 --> 00:06:18.160]  生了三顆持膚丁
[00:06:18.160 --> 00:06:20.440]  所以你計算一下
[00:06:20.440 --> 00:06:23.920]  很有可能當猶太說這句話的時候
[00:06:23.920 --> 00:06:26.760]  就是他媽那件事剛剛發生了
[00:06:26.760 --> 00:06:28.320]  就是之前
[00:06:28.320 --> 00:06:29.960]  你記得在他媽那件事上
[00:06:29.960 --> 00:06:32.280]  當他知道他媽是誰
[00:06:32.280 --> 00:06:34.080]  當他知道是他自己錯的時候
[00:06:34.080 --> 00:06:36.640]  他說你比我更加公義
[00:06:36.640 --> 00:06:38.520]  最不公義的是他
[00:06:38.520 --> 00:06:42.640]  所以這些事情告訴我們
[00:06:42.640 --> 00:06:44.480]  當然你可以不同意
[00:06:44.480 --> 00:06:46.720]  但是很有理由相信
[00:06:46.720 --> 00:06:53.000]  其實猶太成爲了一個迴轉的猶太
[00:06:53.000 --> 00:06:54.600]  而回轉到一個地步
[00:06:54.600 --> 00:06:56.600]  竟然最後的祝福
[00:06:56.600 --> 00:06:58.000]  當然出於他爸爸
[00:06:58.000 --> 00:07:00.000]  也是出於聖帝
[00:07:00.000 --> 00:07:00.800]  是什麼呢
[00:07:00.800 --> 00:07:03.720]  就是我們之前所讀的
[00:07:03.720 --> 00:07:08.600]  就是《權杖必不離猶太》
[00:07:08.600 --> 00:07:10.000]  很有趣
[00:07:10.000 --> 00:07:13.520]  一個這樣的故事
[00:07:13.520 --> 00:07:16.320]  我不知道這個算是插曲還是什麼
[00:07:16.320 --> 00:07:17.680]  不過我們都要回到這裏
[00:07:17.680 --> 00:07:19.400]  快快脆脆完它
[00:07:19.400 --> 00:07:23.600]  又願你再以百里行亨通你的名
[00:07:23.600 --> 00:07:26.120]  讓你的家好像猶太一樣
[00:07:26.120 --> 00:07:27.520]  現在猶太不是壞人
