
[00:00:00.000 --> 00:00:02.000]  (主席)各位弟兄姊妹,早安
[00:00:02.000 --> 00:00:03.000]  (弟兄姊妹)早安
[00:00:03.000 --> 00:00:05.000]  (主席)我們再次同心祈禱
[00:00:05.000 --> 00:00:13.000]  願僕人口中的言語
[00:00:13.000 --> 00:00:16.000]  弟兄姊妹的心思意念
[00:00:16.000 --> 00:00:19.000]  夢聖靈的啟迪
[00:00:19.000 --> 00:00:20.000]  夢主的月立
[00:00:20.000 --> 00:00:23.000]  禱告藉主耶穌基督的聖名而求
[00:00:23.000 --> 00:00:25.000]  阿們
[00:00:29.000 --> 00:00:33.000]  當一個人在哀傷之中
[00:00:33.000 --> 00:00:38.000]  他會有幾種不同的反應出現
[00:00:38.000 --> 00:00:42.000]  其中一種就是抑鬱
[00:00:42.000 --> 00:00:45.000]  在抑鬱的時候,人會怎樣呢?
[00:00:45.000 --> 00:00:50.000]  他會對周圍的事物失去了興趣
[00:00:50.000 --> 00:00:53.000]  就算可能擺在他面前
[00:00:53.000 --> 00:00:55.000]  是他最喜歡吃的東西
[00:00:55.000 --> 00:00:58.000]  或者是原本他最有興趣做的事
[00:00:59.000 --> 00:01:02.000]  他會覺得這一切都不吸引他
[00:01:02.000 --> 00:01:06.000]  他會失去了生活的動力
[00:01:06.000 --> 00:01:10.000]  甚至乎不想繼續活下去
[00:01:10.000 --> 00:01:17.000]  他也有機會和外界斷絕接觸
[00:01:17.000 --> 00:01:19.000]  希望躲起來
[00:01:19.000 --> 00:01:23.000]  當我剛才這樣說的時候
[00:01:23.000 --> 00:01:26.000]  大家有沒有發現自己有這樣的情況呢?
[00:01:26.000 --> 00:01:28.000]  應該沒有的
[00:01:28.000 --> 00:01:30.000]  至少你現在坐在這裡
[00:01:30.000 --> 00:01:32.000]  就代表著你不是躲起來了
[00:01:32.000 --> 00:01:34.000]  你不想接觸人
[00:01:34.000 --> 00:01:37.000]  所以你應該沒有這個抑鬱
[00:01:37.000 --> 00:01:40.000]  不過如果你發現身邊有些人
[00:01:40.000 --> 00:01:42.000]  有我剛才所說的情況
[00:01:42.000 --> 00:01:45.000]  可能他們就進入了一個抑鬱的狀態
[00:01:45.000 --> 00:01:49.000]  今天除了是聖靈降臨節
[00:01:49.000 --> 00:01:51.000]  分享主日
[00:01:51.000 --> 00:01:54.000]  剛才劉執事在帶領我們禱告的時候
[00:01:54.000 --> 00:01:55.000]  也讓我們去記得
[00:01:55.000 --> 00:01:57.000]  今天是六月四日
[00:01:57.000 --> 00:01:59.000]  在二十八年前
[00:01:59.000 --> 00:02:01.000]  在這個日子當中
[00:02:01.000 --> 00:02:07.000]  我們看到很多令人震驚和心碎的畫面
[00:02:07.000 --> 00:02:12.000]  我們沒有辦法將這些記憶抹走
[00:02:12.000 --> 00:02:14.000]  更加認識我的弟兄姊妹
[00:02:14.000 --> 00:02:16.000]  有我手提電話的都知道
[00:02:16.000 --> 00:02:20.000]  牧師的電話是有六四這兩個字在前面
[00:02:20.000 --> 00:02:26.000]  因為這些記憶對我們來說是很重要的
[00:02:26.000 --> 00:02:28.000]  是我們的歷史的一部份
[00:02:28.000 --> 00:02:30.000]  也是我們知道
[00:02:30.000 --> 00:02:32.000]  有些人為著崇高的理想
[00:02:32.000 --> 00:02:34.000]  無辜犧牲了生命
[00:02:34.000 --> 00:02:37.000]  其實也是因為這個緣故
[00:02:37.000 --> 00:02:38.000]  在一九九零年
[00:02:38.000 --> 00:02:40.000]  我又進入了神學院
[00:02:40.000 --> 00:02:44.000]  所以這些事情對我們來說
[00:02:44.000 --> 00:02:47.000]  的確會令我們在哀傷當中
[00:02:47.000 --> 00:02:50.000]  特別在這些日子
[00:02:50.000 --> 00:02:53.000]  當讀到天安門母親他們所寫的文章
[00:02:53.000 --> 00:02:56.000]  就算有些人他們不認同
[00:02:56.000 --> 00:02:59.000]  或者怎樣去重新理解這些事件
[00:02:59.000 --> 00:03:02.000]  對於這班女士來說
[00:03:02.000 --> 00:03:04.000]  她們失去了至親
[00:03:04.000 --> 00:03:06.000]  可能是她們的孩子
[00:03:06.000 --> 00:03:08.000]  是她們的丈夫
[00:03:08.000 --> 00:03:11.000]  在一個這樣的狀況當中
[00:03:11.000 --> 00:03:13.000]  很難令到她們覺得
[00:03:13.000 --> 00:03:17.000]  是在一個開心快樂的日子當中
[00:03:17.000 --> 00:03:19.000]  可以去生活
[00:03:19.000 --> 00:03:21.000]  因為在往後的日子
[00:03:21.000 --> 00:03:23.000]  她們會繼續被監控
[00:03:23.000 --> 00:03:25.000]  她們很多的生命
[00:03:25.000 --> 00:03:27.000]  是在痛苦當中
[00:03:27.000 --> 00:03:29.000]  這樣的哀傷
[00:03:29.000 --> 00:03:31.000]  這樣的鬱結
[00:03:31.000 --> 00:03:33.000]  是會令人沮喪
[00:03:33.000 --> 00:03:36.000]  所以當我們今天讀到
[00:03:36.000 --> 00:03:39.000]  約翰福音第二十章這段經文
[00:03:39.000 --> 00:03:42.000]  其實我們都很容易可以去想像
[00:03:42.000 --> 00:03:44.000]  當時耶穌的門徒
[00:03:44.000 --> 00:03:47.000]  其實都有類似的情況
[00:03:47.000 --> 00:03:49.000]  因為失去了
[00:03:49.000 --> 00:03:53.000]  他們最尊敬的老師
[00:03:53.000 --> 00:03:58.000]  他們失去了生命的方向和目標
[00:03:58.000 --> 00:04:01.000]  他們知道可能下一刻
[00:04:01.000 --> 00:04:03.000]  他們老師所走的路
[00:04:03.000 --> 00:04:05.000]  就是他們要走的路
[00:04:05.000 --> 00:04:08.000]  他們可能都會被猶太人捉拿
[00:04:08.000 --> 00:04:10.000]  所以他們很害怕
[00:04:10.000 --> 00:04:11.000]  他們躲起來
[00:04:11.000 --> 00:04:13.000]  他們關上了門
[00:04:13.000 --> 00:04:17.000]  因為他們不想面對這些折磨
[00:04:17.000 --> 00:04:20.000]  不想面對被十字架的刑罰
[00:04:20.000 --> 00:04:23.000]  來奪去他們的生命
[00:04:23.000 --> 00:04:25.000]  這班人
[00:04:25.000 --> 00:04:28.000]  在這麼大的哀傷和抑鬱當中
[00:04:28.000 --> 00:04:31.000]  他們看不見出路
[00:04:31.000 --> 00:04:35.000]  所以經文第十九和第二十節裡
[00:04:35.000 --> 00:04:38.000]  給我們看見一個很大的對比
[00:04:38.000 --> 00:04:41.000]  在這兩節的經文裡
[00:04:41.000 --> 00:04:47.000]  封書的作者將懼怕、平安、喜樂
[00:04:47.000 --> 00:04:51.000]  這個可以說是很不同的情緒狀況
[00:04:51.000 --> 00:04:53.000]  放在一起
[00:04:53.000 --> 00:04:55.000]  大家可以知道
[00:04:55.000 --> 00:04:58.000]  這班門徒他們的懼怕
[00:04:58.000 --> 00:05:01.000]  是有很足夠的原因
[00:05:01.000 --> 00:05:03.000]  不過很多時候
[00:05:03.000 --> 00:05:07.000]  人的懼怕可能是因為想得太多
[00:05:07.000 --> 00:05:11.000]  以致被自己的想像嚇到
[00:05:11.000 --> 00:05:15.000]  實際上其實未必像想像一樣
[00:05:15.000 --> 00:05:19.000]  我相信大家可能都有這樣的經驗
[00:05:19.000 --> 00:05:21.000]  可能在明天
[00:05:21.000 --> 00:05:25.000]  你就要面對一個重大的考驗
[00:05:25.000 --> 00:05:28.000]  可能是在學習上的考驗
[00:05:28.000 --> 00:05:30.000]  或者在工作上的考驗
[00:05:30.000 --> 00:05:33.000]  在之前一晚
[00:05:33.000 --> 00:05:35.000]  你可能會睡不著
[00:05:35.000 --> 00:05:37.000]  或者會睡得不好
[00:05:37.000 --> 00:05:39.000]  因為你會不斷去想
[00:05:39.000 --> 00:05:41.000]  當明天來到的時候
[00:05:41.000 --> 00:05:44.000]  我應該怎樣去面對呢?
[00:05:44.000 --> 00:05:46.000]  如果是面對考試的話
[00:05:46.000 --> 00:05:47.000]  可能就會擔心
[00:05:47.000 --> 00:05:49.000]  我讀了的就不出
[00:05:49.000 --> 00:05:51.000]  我不讀的又出
[00:05:51.000 --> 00:05:55.000]  這是很多時候學生的經歷
[00:05:55.000 --> 00:05:58.000]  就覺得很慘了
[00:05:58.000 --> 00:06:01.000]  或者在工作上也是
[00:06:01.000 --> 00:06:06.000]  通常不好的就由我去承受
[00:06:06.000 --> 00:06:09.000]  好的就沒有我的份
[00:06:09.000 --> 00:06:12.000]  所以當你不斷去想的時候
[00:06:12.000 --> 00:06:15.000]  就會令你非常困擾
[00:06:15.000 --> 00:06:18.000]  但是到了明天
[00:06:18.000 --> 00:06:21.000]  你要面對這個實際的情況
[00:06:21.000 --> 00:06:24.000]  可能又會有另外一個情景出現
[00:06:24.000 --> 00:06:28.000]  你讀了的可能真的沒有出
[00:06:28.000 --> 00:06:30.000]  不過也有一些
[00:06:30.000 --> 00:06:32.000]  你很擔心的工作
