
[00:00:00.000 --> 00:00:03.920]  今天的講題是《當耶穌遇上邊緣人》
[00:00:03.920 --> 00:00:08.120]  經文是來自《馬可福音》第五章一到二十節
[00:00:08.120 --> 00:00:10.920]  這個故事對於很多翻開教會的人來說
[00:00:10.920 --> 00:00:12.920]  應該一點也不會太過陌生
[00:00:12.920 --> 00:00:14.200]  因爲這個故事
[00:00:14.200 --> 00:00:16.480]  我們很多時候聽到或者查經
[00:00:16.480 --> 00:00:19.640]  都會能夠聽到或者讀到
[00:00:19.640 --> 00:00:21.680]  但是這個故事有幾個很特別的地方
[00:00:21.680 --> 00:00:24.000]  或者我們從來都沒有想過
[00:00:24.000 --> 00:00:26.360]  裏面有那麼特別的成分
[00:00:26.360 --> 00:00:27.720]  例如第一樣東西就是
[00:00:27.720 --> 00:00:28.840]  這個故事裏面
[00:00:28.840 --> 00:00:32.720]  在神蹟當中從來都沒有用什麼特別講求醫治
[00:00:32.720 --> 00:00:34.960]  或者比較傳統用的
[00:00:34.960 --> 00:00:37.600]  「趕鬼」的字眼來出現
[00:00:37.600 --> 00:00:38.800]  還有第二樣東西就是
[00:00:38.800 --> 00:00:40.040]  這個被鬼附的人
[00:00:40.040 --> 00:00:43.040]  去到最後他請求跟着耶穌的時候
[00:00:43.040 --> 00:00:44.600]  你有沒有留意耶穌怎麼回答?
[00:00:44.600 --> 00:00:47.040]  耶穌竟然不准他
[00:00:47.040 --> 00:00:48.160]  還有第三樣東西
[00:00:48.160 --> 00:00:52.120]  耶穌問這個鬼祂的貴姓
[00:00:52.120 --> 00:00:53.840]  但是你留意在方書裏面
[00:00:53.840 --> 00:00:55.000]  沒有一個地方
[00:00:55.000 --> 00:00:58.000]  耶穌主動問這個人叫什麼名字
[00:00:58.000 --> 00:00:58.960]  這是第四樣東西
[00:00:58.960 --> 00:01:00.000]  更加重要的就是
[00:01:00.000 --> 00:01:02.680]  在《馬太·努加福音》的記載裏面
[00:01:02.680 --> 00:01:04.920]  都有記載這個相同的故事
[00:01:04.920 --> 00:01:07.400]  但是如果論篇幅、長度來說
[00:01:07.400 --> 00:01:10.320]  遠遠都不及篇幅比他們少的
[00:01:10.320 --> 00:01:12.520]  《馬河福音》這個版本
[00:01:12.520 --> 00:01:14.400]  一般相信《馬河福音》
[00:01:14.400 --> 00:01:19.160]  是在耶路撒冷被毀的前後附近寫成的
[00:01:19.160 --> 00:01:23.040]  可能是主後的66到74年左右
[00:01:23.040 --> 00:01:25.760]  而當時正正就是羅馬王尼祿
[00:01:25.760 --> 00:01:29.480]  用鐵腕的政治手段去鎮壓
[00:01:29.480 --> 00:01:34.200]  去打壓他異見的分子
[00:01:34.200 --> 00:01:36.000]  而且甚至迫害很多猶太人
[00:01:36.000 --> 00:01:37.200]  甚至基督徒
[00:01:37.200 --> 00:01:38.040]  不少的信徒
[00:01:38.040 --> 00:01:40.080]  因爲這樣的緣故來到殉道
[00:01:40.080 --> 00:01:43.120]  教會那時候大遭逼白
[00:01:43.120 --> 00:01:47.160]  雖然尼祿王在主後68年自殺死了
[00:01:47.160 --> 00:01:48.360]  整個羅馬帝國
[00:01:48.360 --> 00:01:51.640]  陷入一片混亂、凌亂的狀態裏面
[00:01:51.640 --> 00:01:54.880]  一年換了三個君王
[00:01:54.880 --> 00:01:58.440]  而就在《馬河福音》寫作的這一段時期
[00:01:58.440 --> 00:02:02.160]  主後66到74年的這一段時間
[00:02:02.160 --> 00:02:05.520]  正正是羅馬軍事鎮壓猶太人
[00:02:05.520 --> 00:02:09.040]  起以革命的一個最厲害的時期
[00:02:09.040 --> 00:02:10.800]  結果在主後70年
[00:02:10.800 --> 00:02:14.480]  羅馬大軍直搗耶路撒冷
[00:02:14.480 --> 00:02:16.680]  聖殿被毀滅
[00:02:16.680 --> 00:02:20.160]  《馬河福音》在這麼緊迫的時間
[00:02:20.160 --> 00:02:24.680]  就寫出這一卷這麼短的福音書
[00:02:24.680 --> 00:02:26.600]  只有十六章
[00:02:26.600 --> 00:02:29.040]  不過竟然今天這個故事
[00:02:29.040 --> 00:02:35.160]  很出奇地比起另外兩卷的福音書更爲詳細
[00:02:35.160 --> 00:02:38.120]  所以《馬河福音》的作者一定背後
[00:02:38.120 --> 00:02:39.440]  有更加重要的信息
[00:02:39.440 --> 00:02:42.120]  透過這個故事來帶出來
[00:02:42.120 --> 00:02:46.200]  我們很快看看這個故事裏面的主角是一個怎樣的主角
[00:02:46.200 --> 00:02:47.080]  第一樣東西
[00:02:47.080 --> 00:02:50.680]  這個故事的主角是一個被隔離的邊緣人
[00:02:50.680 --> 00:02:53.080]  隔離這個字眼
[00:02:53.080 --> 00:02:55.600]  大概這幾個月、這麼多個月以來
[00:02:55.600 --> 00:02:57.920]  我們還聽不夠
[00:02:57.920 --> 00:03:00.520]  不是你還想再聽一次吧
[00:03:00.520 --> 00:03:03.200]  不過既然我們聽了這麼多次
[00:03:03.200 --> 00:03:04.720]  就再聽一遍今天
[00:03:04.720 --> 00:03:08.360]  這個就是一個被隔離的邊緣人
[00:03:08.360 --> 00:03:11.760]  如果根據第五章第二到第三節
[00:03:11.760 --> 00:03:13.080]  耶穌一落船
[00:03:13.080 --> 00:03:14.920]  就有一個被污鬼附着的人
[00:03:14.920 --> 00:03:17.160]  從墳型裏出來迎着他
[00:03:17.160 --> 00:03:22.240]  乃人常住在墳型裏
[00:03:22.240 --> 00:03:24.280]  在《路加福音》另一個版本
[00:03:24.280 --> 00:03:26.400]  在八章二十九節的版本
[00:03:26.400 --> 00:03:30.200]  告訴我們他是被趕到曠野的
[00:03:30.200 --> 00:03:33.800]  香港人當然相信你買房子的時候
[00:03:33.800 --> 00:03:34.520]  特別是在香港
[00:03:34.520 --> 00:03:37.960]  你不會喜歡買對着墓場的房子
[00:03:37.960 --> 00:03:38.480]  是不是?
[00:03:38.480 --> 00:03:39.720]  如果來到英國
[00:03:39.720 --> 00:03:41.040]  可能你要明白一下
[00:03:41.040 --> 00:03:43.280]  英國人是不會介意這一件事的
[00:03:43.280 --> 00:03:47.040]  就算對面在教堂門口有很多墳墓
[00:03:47.040 --> 00:03:50.080]  他們也會照樣買
[00:03:50.080 --> 00:03:52.760]  我們很明白香港人的這個心態
[00:03:52.760 --> 00:03:54.560]  所以過來挑房子的時候
[00:03:54.560 --> 00:03:58.080]  請大家要留意一下這個文化
[00:03:58.080 --> 00:04:00.000]  我們要記得
[00:04:00.000 --> 00:04:03.400]  墳型裏通常不會有人住
[00:04:03.400 --> 00:04:05.440]  除了死人之外
[00:04:05.440 --> 00:04:08.040]  你留意一下這段聖經
[00:04:08.040 --> 00:04:12.280]  當這個人好轉了之後
[00:04:12.280 --> 00:04:13.560]  無論是路加也好
[00:04:13.560 --> 00:04:15.040]  或者馬可也好
[00:04:15.040 --> 00:04:18.840]  他都可以回家的
[00:04:18.840 --> 00:04:22.080]  很明顯他是被這個社區隔離了
[00:04:22.080 --> 00:04:24.880]  他是被這個社羣隔離了
[00:04:24.880 --> 00:04:27.840]  就好像等同他失去了公民權一樣
[00:04:27.840 --> 00:04:29.880]  爲什麼他要被隔離?
[00:04:29.880 --> 00:04:31.520]  聖經告訴我們
[00:04:31.520 --> 00:04:33.600]  在第五章第二節就告訴我們
[00:04:33.600 --> 00:04:36.320]  他是被污鬼附着的
[00:04:36.320 --> 00:04:38.760]  五章第九節就告訴我們
[00:04:38.760 --> 00:04:40.480]  耶穌問他你叫什麼名字
[00:04:40.480 --> 00:04:41.920]  回答說我叫羣
[00:04:41.920 --> 00:04:45.000]  因爲我們多的緣故
[00:04:45.000 --> 00:04:46.640]  聖經說得很清楚
[00:04:46.640 --> 00:04:48.880]  原來他的名字叫羣
[00:04:48.880 --> 00:04:49.920]  羣這個字
[00:04:49.920 --> 00:04:51.160]  Legion這個字
[00:04:51.160 --> 00:04:54.200]  其實就是指羅馬軍兵的一個旅
[00:04:54.200 --> 00:04:56.880]  有可能是指五千到六千的軍兵
[00:04:56.880 --> 00:04:58.920]  又或者是六千的步兵
[00:04:58.920 --> 00:05:02.160]  或者是加起來120個馬兵
[00:05:02.160 --> 00:05:03.360]  而羣這個字
[00:05:03.360 --> 00:05:04.400]  有些學者就說
[00:05:04.400 --> 00:05:06.880]  其實極有可能是源於軍事的單位
[00:05:06.880 --> 00:05:08.240]  Telos這個字
[00:05:08.240 --> 00:05:12.640]  大概是二千零四十八個人
[00:05:12.640 --> 00:05:17.640]  其實無論是什麼數字都好
[00:05:17.640 --> 00:05:20.720]  這裏的意思不在於數字上面的本身
[00:05:20.720 --> 00:05:23.680]  而是在於背後的勢力有多龐大
[00:05:23.680 --> 00:05:25.360]  就如軍事性一樣
[00:05:25.360 --> 00:05:27.120]  那麼極具侵略性
[00:05:27.120 --> 00:05:28.560]  現在這位男士
[00:05:28.560 --> 00:05:33.160]  他的靈魂被一個很強大的勢力
[00:05:33.160 --> 00:05:34.440]  很有攻擊性的
[00:05:34.440 --> 00:05:36.320]  很邪惡的軍團
[00:05:36.320 --> 00:05:37.480]  來到他被俘虜
[00:05:37.480 --> 00:05:39.560]  搞到他瘋了
[00:05:39.560 --> 00:05:42.400]  其實不僅是他的靈魂
[00:05:42.400 --> 00:05:44.720]  他的肉身也是如此痛苦
[00:05:44.720 --> 00:05:46.360]  有沒有留意第五章第五節
[00:05:46.360 --> 00:05:50.400]  他周夜常在墳營裏和山中喊叫
[00:05:50.400 --> 00:05:54.200]  又用石頭砍自己
[00:05:54.200 --> 00:05:55.560]  作爲讀者
[00:05:55.560 --> 00:05:57.400]  我們一定感受得到
[00:05:57.400 --> 00:06:00.840]  這個男人的痛苦有多沉重
[00:06:00.840 --> 00:06:03.440]  還有他日夜不斷喊叫
[00:06:03.440 --> 00:06:04.840]  Kraso這個字
[00:06:04.840 --> 00:06:06.840]  就是代表嘶叫
[00:06:06.840 --> 00:06:10.040]  很大聲地尖叫出來
[00:06:10.040 --> 00:06:13.440]  大概我們從這個字的用出來
[00:06:13.440 --> 00:06:16.960]  就感覺到他其實真的沒有好好睡覺
[00:06:16.960 --> 00:06:19.160]  這位他隔離的邊緣人
[00:06:19.160 --> 00:06:22.840]  站在一種很沉重的痛苦狀態裏面
[00:06:22.840 --> 00:06:26.240]  就好像代表着他多麼絕望
[00:06:26.240 --> 00:06:28.240]  他多麼辛苦
[00:06:28.240 --> 00:06:30.440]  多麼痛苦
[00:06:30.440 --> 00:06:33.440]  他是一個被隔離的邊緣人
[00:06:33.440 --> 00:06:34.520]  不僅如此
[00:06:34.520 --> 00:06:37.000]  他更加是社會上的邊緣人
[00:06:37.000 --> 00:06:38.480]  第一件事我們要留意的
[00:06:38.480 --> 00:06:41.400]  就是他經常住在墳營裏面
[00:06:41.400 --> 00:06:42.920]  根據五章第三節
[00:06:42.920 --> 00:06:45.160]  乃人常住在墳營裏
[00:06:45.160 --> 00:06:47.560]  願問其實如果直接翻譯的話
[00:06:47.560 --> 00:06:50.920]  就是他的家在墳營裏面
[00:06:50.920 --> 00:06:55.480]  家這個字正正就是中文翻譯的住這個字
[00:06:55.480 --> 00:06:56.360]  家這個字
[00:06:56.360 --> 00:06:58.080]  Kathokesis這個字
[00:06:58.080 --> 00:07:01.200]  其實就是指家或者住處
[00:07:01.200 --> 00:07:03.400]  他的住處在哪裏?
[00:07:03.400 --> 00:07:04.440]  在墳墓
[00:07:04.440 --> 00:07:05.560]  他的家在哪裏?
[00:07:05.560 --> 00:07:07.200]  在墳營
[00:07:07.200 --> 00:07:07.880]  沒錯
[00:07:07.880 --> 00:07:09.160]  洞穴式的墳墓
[00:07:09.160 --> 00:07:12.920]  除了是當時死人安葬的地點之外
[00:07:12.920 --> 00:07:15.280]  空置的這些洞穴式的墳墓
[00:07:15.280 --> 00:07:17.080]  也是給無家可歸
[00:07:17.080 --> 00:07:18.400]  或者是貧窮人
[00:07:18.400 --> 00:07:22.280]  社會上的邊緣人來棲身的地方
[00:07:22.280 --> 00:07:24.120]  還有第二件事值得我們留意的
[00:07:24.120 --> 00:07:25.880]  就是作爲社會的邊緣人
[00:07:25.880 --> 00:07:28.880]  他更加是一位失控的人
[00:07:28.880 --> 00:07:31.000]  留意第五章第三節
[00:07:31.000 --> 00:07:31.960]  第四節
[00:07:31.960 --> 00:07:34.400]  願問的寫作的結構很特別
[00:07:34.400 --> 00:07:38.120]  兩句經文的結束都是很相近的
[00:07:38.120 --> 00:07:39.280]  第五章第三節就說
[00:07:39.280 --> 00:07:42.120]  無人能夠再捆住他
[00:07:42.120 --> 00:07:43.160]  捆住他
[00:07:43.160 --> 00:07:44.280]  Dale這個字
[00:07:44.280 --> 00:07:47.000]  其實就是指捆綁他
[00:07:47.000 --> 00:07:49.720]  特別有時候用在一隻動物身上
[00:07:49.720 --> 00:07:50.840]  綁住那隻動物
[00:07:50.840 --> 00:07:52.680]  即是綁着一隻狗到處拉它
[00:07:52.680 --> 00:07:54.600]  那個就是Dale
[00:07:54.600 --> 00:07:55.800]  你綁住它
[00:07:55.800 --> 00:07:58.600]  還有第五章第四節的結束
[00:07:58.600 --> 00:08:00.960]  也是一句很相似的說話
[00:08:00.960 --> 00:08:04.400]  無人能夠控制他
[00:08:04.400 --> 00:08:06.440]  但Muscle這個字
[00:08:06.440 --> 00:08:07.960]  控制制服他
[00:08:07.960 --> 00:08:10.600]  也說到特別是對動物上
[00:08:10.600 --> 00:08:13.760]  那種要控制他、馴服他
[00:08:13.760 --> 00:08:14.600]  換句話說
[00:08:14.600 --> 00:08:15.960]  你看不看到這裏
[00:08:15.960 --> 00:08:19.080]  社會上的人對於這個人來說
[00:08:19.080 --> 00:08:24.880]  他當這個人是一隻動物來看待
[00:08:24.880 --> 00:08:26.920]  還有第三件事很值得我們留意的
[00:08:26.920 --> 00:08:30.280]  就是他是一位極度危險的人物
[00:08:30.280 --> 00:08:33.440]  聖經雖然沒有說到他傷害其他人
[00:08:33.440 --> 00:08:36.040]  但在《馬太福音》第八章二十八節
[00:08:36.040 --> 00:08:38.360]  就很特別用了一個字眼
[00:08:38.360 --> 00:08:39.400]  而這個字眼
[00:08:39.400 --> 00:08:41.200]  就是Kalippos這個字
[00:08:41.200 --> 00:08:49.160]  就是說到一種極其兇猛的狀況
[00:08:49.160 --> 00:08:52.640]  就好像看電影的那些喪屍
[00:08:52.640 --> 00:08:54.640]  又或者是屍殺列車的人
[00:08:54.640 --> 00:08:55.920]  撲出來衝出來
[00:08:55.920 --> 00:08:57.200]  就要致你於死
[00:08:57.200 --> 00:09:00.240]  咬死你的情況一模一樣
[00:09:00.240 --> 00:09:01.960]  福音書裏面用這個字
[00:09:01.960 --> 00:09:03.360]  讓我們知道這個人
[00:09:03.360 --> 00:09:06.080]  在社會上是極其危險的人物
[00:09:06.080 --> 00:09:08.640]  害人害物我們真的不知道
[00:09:08.640 --> 00:09:12.320]  浪費社會的資源、物力、人力、財力
[00:09:12.320 --> 00:09:14.600]  納稅人要養這樣的人
[00:09:14.600 --> 00:09:17.320]  你說這個男人對於社會來說
[00:09:17.320 --> 00:09:19.520]  是否一個邊緣人
[00:09:19.520 --> 00:09:22.600]  還有第三件事
[00:09:22.600 --> 00:09:25.200]  他是家庭裏面的邊緣人
[00:09:25.200 --> 00:09:26.720]  根據第五章第十九節
[00:09:26.720 --> 00:09:28.480]  耶穌不許拒他話
[00:09:28.480 --> 00:09:30.600]  你回家去到你親屬那裏
[00:09:30.600 --> 00:09:33.640]  將主爲你所做的何等大的事
[00:09:33.640 --> 00:09:36.480]  是怎樣憐憫你都告訴他們
[00:09:36.480 --> 00:09:39.840]  這裏是說到整件事情幾乎結束的時候
[00:09:39.840 --> 00:09:40.800]  這個人康復了
[00:09:40.800 --> 00:09:42.320]  耶穌就叫他回家
[00:09:42.320 --> 00:09:43.560]  換句話說
[00:09:43.560 --> 00:09:45.480]  暗示了他的家人
[00:09:45.480 --> 00:09:47.280]  這段時期
[00:09:47.280 --> 00:09:48.600]  未康復的這段時期
[00:09:48.600 --> 00:09:50.800]  他的家人去了哪裏呢?
[00:09:50.800 --> 00:09:52.320]  放棄了他?
[00:09:52.320 --> 00:09:53.320]  理不了他?
[00:09:53.320 --> 00:09:55.200]  還是覺得他是一個婦女
[00:09:55.200 --> 00:09:56.800]  就等於這個時代
[00:09:56.800 --> 00:09:58.240]  有很多人的家
[00:09:58.240 --> 00:10:00.360]  他們有些親人的家人
[00:10:00.360 --> 00:10:01.600]  因爲賭的緣故
[00:10:01.600 --> 00:10:02.960]  因爲財務的問題
[00:10:02.960 --> 00:10:04.160]  欠債累累
[00:10:04.160 --> 00:10:06.680]  所以和他劃清界線割席
[00:10:06.680 --> 00:10:08.480]  又或者有些人有病
[00:10:08.480 --> 00:10:09.800]  沉重的病
[00:10:09.800 --> 00:10:10.960]  令到他們的家人
[00:10:10.960 --> 00:10:12.200]  再支持不下去
[00:10:12.200 --> 00:10:13.760]  再撐不下去
[00:10:13.760 --> 00:10:15.400]  所以不理他們?
[00:10:15.400 --> 00:10:17.640]  又或者有些人做壞事
[00:10:17.640 --> 00:10:18.520]  出策
[00:10:18.520 --> 00:10:20.560]  家人不再理他?
[00:10:20.560 --> 00:10:22.680]  又或者現實一點
