
[00:00:00.000 --> 00:00:05.000]  各位弟兄姊妹朋友早上好
[00:00:05.000 --> 00:00:13.000]  今天想代表你今天能夠在一個很安舒的環境去敬拜聆聽神的話
[00:00:13.000 --> 00:00:23.000]  我們知道一切都是上帝的恩典
[00:00:26.000 --> 00:00:32.000]  因為主耶穌願意死在十字架上,換取我們的安息
[00:00:32.000 --> 00:00:42.000]  所以也希望我們珍惜這段時間
[00:00:42.000 --> 00:00:47.000]  我們先有簡單的祈禱
[00:00:47.000 --> 00:00:52.000]  天父,我們感謝你賜下你的話
[00:00:55.000 --> 00:00:58.000]  我求你親自打開你的話語
[00:00:58.000 --> 00:01:06.000]  讓人能夠聽明白,並且願意遵行
[00:01:06.000 --> 00:01:10.000]  祈禱奉靠救主耶穌名字祈禱
[00:01:10.000 --> 00:01:20.000]  我們主席幫我們讀一段經文,是來自《約翰福音》第十七章
[00:01:24.000 --> 00:01:28.000]  因為今天跟大家一起看整章的經文
[00:01:28.000 --> 00:01:32.000]  不過太長,我們請主席讀了一部分
[00:01:32.000 --> 00:01:42.000]  不過大家不用怕,整章的經文有夠長的
[00:01:42.000 --> 00:01:51.000]  我們會很略略講出中間的重點
[00:01:55.000 --> 00:01:59.000]  首先要帶出當中的背景
[00:01:59.000 --> 00:02:12.000]  我知道在《約翰福音》第十三章開始到第十六章結束
[00:02:12.000 --> 00:02:16.000]  這段經文被稱為告別的講論
[00:02:24.000 --> 00:02:28.000]  之後到第十七章,今天的祈禱
[00:02:28.000 --> 00:02:37.000]  而祈禱之後,耶穌被捉拿,並且被釘在十字架上
[00:02:37.000 --> 00:02:50.000]  所以我們看到告別的論述,是一個與眾心長的一段話
[00:02:54.000 --> 00:02:58.000]  也是耶穌最關心的事情
[00:02:58.000 --> 00:03:03.000]  而在耶穌的祈禱裏面,我見到一個中心思想
[00:03:03.000 --> 00:03:07.000]  就是要遵行神的話語的重要性
[00:03:07.000 --> 00:03:18.000]  當中有榮耀、合一和誠勝
[00:03:22.000 --> 00:03:25.000]  我們也一起去專注這三部分
[00:03:25.000 --> 00:03:33.000]  首先一至五節,耶穌向父神祈禱
[00:03:33.000 --> 00:03:36.000]  而榮耀就是當中很重要的地方
[00:03:36.000 --> 00:03:48.000]  我也特意強調了,在這段經文裏面有五次提到榮耀
[00:03:51.000 --> 00:03:54.000]  而在第四節裏面,耶穌說
[00:03:54.000 --> 00:04:02.000]  我在地上已經榮耀你,你交給我的工作,我已經成就
[00:04:02.000 --> 00:04:06.000]  什麼是耶穌看來榮耀的事情呢?
[00:04:06.000 --> 00:04:13.000]  說到榮耀,耶穌心裏想的是什麼呢?
[00:04:16.000 --> 00:04:22.000]  當人遵行神的話語,並且願意犧牲,這就是榮耀
[00:04:22.000 --> 00:04:34.000]  今天人怎麼看榮耀呢?
[00:04:34.000 --> 00:04:38.000]  可能是個人的成就
[00:04:38.000 --> 00:04:43.000]  包括財富、能力和名聲
[00:04:47.000 --> 00:04:53.000]  當人越被人認識、被人讚賞,他就看我很有榮耀
[00:04:53.000 --> 00:05:03.000]  或者說我很厲害,因為很多人認識我
[00:05:03.000 --> 00:05:08.000]  我知道很多的事情
[00:05:10.000 --> 00:05:16.000]  今年年頭有個國際巨星來到雪莉和墨爾本獻唱
[00:05:16.000 --> 00:05:19.000]  大家知道是誰嗎?
[00:05:19.000 --> 00:05:27.000]  他現在應該是在英國吧?
[00:05:27.000 --> 00:05:29.000]  還是美國?
[00:05:29.000 --> 00:05:36.000]  大家這麼時代尖端,應該知道是Taylor Swift
[00:05:38.000 --> 00:05:42.000]  大家知道她來到澳洲,叫做一票難求
[00:05:42.000 --> 00:05:48.000]  確實她是一個很有才華的歌星
[00:05:48.000 --> 00:05:54.000]  她整個演唱會的歌曲都是她自己編排的
[00:05:54.000 --> 00:06:02.000]  當她站在台上,得到很多人的擁戴
[00:06:05.000 --> 00:06:10.000]  聽說她去到每個地方都帶來當地經濟很大的效益
[00:06:10.000 --> 00:06:18.000]  誰有看過她的演唱會呢?
[00:06:18.000 --> 00:06:22.000]  不用害羞的
[00:06:22.000 --> 00:06:24.000]  有啊
[00:06:24.000 --> 00:06:27.000]  厲害,一票難求都找到了
[00:06:31.000 --> 00:06:35.000]  不過在神的眼中,榮耀不是這樣的
[00:06:35.000 --> 00:06:45.000]  不是一個人站在台上,或者當她得獎的時候在台上感謝神
[00:06:45.000 --> 00:06:48.000]  這個都不是神所看的榮耀
[00:06:57.000 --> 00:07:01.000]  神看的榮耀是人怎樣去遵行祂的吩咐
[00:07:01.000 --> 00:07:09.000]  怎樣去完成祂所交給我們的工作
[00:07:09.000 --> 00:07:16.000]  這些才是神喜悅和祂的紀念
[00:07:16.000 --> 00:07:23.000]  我記得這個比喻,綿羊和山羊的比喻
[00:07:26.000 --> 00:07:30.000]  是耶穌藉著當中去講到將來祂回來的情況
[00:07:30.000 --> 00:07:39.000]  簡單來說,綿羊就是那些明白神心意,又願意照顧別人的人
[00:07:39.000 --> 00:07:50.000]  而聖經裡面說到,當你願意坐在最小的弟兄身上的時候
[00:07:55.000 --> 00:07:57.000]  就是坐在我身上
[00:07:57.000 --> 00:08:01.000]  什麼叫做最小的身上呢?
[00:08:01.000 --> 00:08:05.000]  那些微不足道的事情
[00:08:05.000 --> 00:08:12.000]  但是神紀念並且看這些是那個人的榮耀
[00:08:12.000 --> 00:08:21.000]  世人看高高在上是榮耀,但是神不是這樣看
[00:08:26.000 --> 00:08:29.000]  不是站在台上的就得著榮耀
[00:08:29.000 --> 00:08:35.000]  相反,容許我大膽地說
[00:08:35.000 --> 00:08:41.000]  在台下,甚至沒有人看到的情況下
[00:08:41.000 --> 00:08:44.000]  你默默願意遵行神的吩咐
[00:08:44.000 --> 00:08:49.000]  這個榮耀比起站在台上的人更加的多
[00:08:55.000 --> 00:08:57.000]  在現實的地方,你願意遵行神的話
[00:08:57.000 --> 00:09:00.000]  這比站在台上的榮耀更大
[00:09:00.000 --> 00:09:05.000]  我知道耶穌被釘在十字架上面
[00:09:05.000 --> 00:09:08.000]  這個在當時來說,人看為羞辱
[00:09:08.000 --> 00:09:13.000]  我們知道,耶穌被釘在十字架上
[00:09:13.000 --> 00:09:15.000]  在當時的人看來是羞辱
[00:09:15.000 --> 00:09:17.000]  但是神的眼中是榮耀
[00:09:17.000 --> 00:09:20.000]  因為什麼?祂願意遵行父神的吩咐
[00:09:20.000 --> 00:09:23.000]  但在神的眼中看為榮耀
[00:09:24.000 --> 00:09:25.000]  祂願意遵行神的吩咐
[00:09:25.000 --> 00:09:28.000]  就像保羅在菲律賓書所說
[00:09:28.000 --> 00:09:31.000]  就像保羅在菲律賓書所說
[00:09:31.000 --> 00:09:33.000]  耶穌既有人的樣子
[00:09:33.000 --> 00:09:36.000]  就自己卑微,全心信服
[00:09:36.000 --> 00:09:39.000]  以致於死,且死在十字架上
[00:09:39.000 --> 00:09:42.000]  所以神將祂升為至高
[00:09:42.000 --> 00:09:46.000]  又賜給祂超乎萬名之上的名字
[00:09:46.000 --> 00:09:52.000]  所以我們都要重新思考什麼是榮耀
[00:09:53.000 --> 00:09:55.000]  以及今天我們所追求的是什麼?
[00:09:55.000 --> 00:09:58.000]  我們希望得到的是世界的看法
[00:09:58.000 --> 00:10:01.000]  還是得著神的心意、榮耀呢?
[00:10:01.000 --> 00:10:04.000]  我們希望看到的是世界的看法
[00:10:04.000 --> 00:10:08.000]  還是希望得著神的心意作為榮耀呢?
[00:10:08.000 --> 00:10:11.000]  神說你聰明,因為你願意遵行我的說話
[00:10:11.000 --> 00:10:14.000]  神說你很好,因為你願意遵行我的說話
[00:10:14.000 --> 00:10:17.000]  神說你聰明,因為你願意遵行我的說話
[00:10:17.000 --> 00:10:20.000]  神說你聰明,因為你願意遵行我的說話
[00:10:21.000 --> 00:10:23.000]  神說你很好,因為你願意遵行我的說話
[00:10:23.000 --> 00:10:25.000]  我知道世界的榮耀是短暫的
[00:10:25.000 --> 00:10:28.000]  但是神的榮耀是永恆的
[00:10:28.000 --> 00:10:31.000]  我們知道世上的榮耀是短暫的
[00:10:31.000 --> 00:10:34.000]  但神的榮耀卻是永恆的
[00:10:34.000 --> 00:10:37.000]  當耶穌定義榮耀之後
[00:10:37.000 --> 00:10:40.000]  當耶穌定義榮耀之後
[00:10:40.000 --> 00:10:42.000]  我們就為門徒去祈禱
[00:10:42.000 --> 00:10:44.000]  我們就為門徒去禱告
[00:10:44.000 --> 00:10:46.000]  在耶穌的禱告裡面
[00:10:46.000 --> 00:10:48.000]  看到有兩樣東西祂很掛心的事
[00:10:48.000 --> 00:10:50.000]  在耶穌的禱告當中
[00:10:51.000 --> 00:10:52.000]  看到有兩樣東西祂很掛心的事
[00:10:52.000 --> 00:10:56.000]  就是信徒的合一,和信徒的成勝
[00:10:56.000 --> 00:11:00.000]  就是信徒的合一,和信徒的成勝
[00:11:00.000 --> 00:11:05.000]  在外面合一是耶穌祈禱的第一個重要的地方
[00:11:05.000 --> 00:11:10.000]  在外面合一是耶穌祈禱的第一個重要的地方
[00:11:10.000 --> 00:11:13.000]  耶穌祈禱保守信徒之間的事
[00:11:13.000 --> 00:11:17.000]  耶穌祈禱保守信徒之間的事
[00:11:18.000 --> 00:11:21.000]  祈禱的不是求神保守他們平安無事
[00:11:21.000 --> 00:11:24.000]  祈禱的不是求神保守他們平安無事
[00:11:24.000 --> 00:11:27.000]  祈禱的不是求神保守他們平安無事
[00:11:27.000 --> 00:11:30.000]  祈禱的不是求神保守他們平安無事
[00:11:30.000 --> 00:11:32.000]  祈禱的不是求神保守他們平安無事
[00:11:32.000 --> 00:11:35.000]  祈禱的不是求神保守他們平安無事
[00:11:35.000 --> 00:11:37.000]  祈禱的不是求神保守他們平安無事
[00:11:37.000 --> 00:11:39.000]  祈禱的不是求神保守他們平安無事
[00:11:39.000 --> 00:11:41.000]  祈禱的不是求神保守他們平安無事
[00:11:41.000 --> 00:11:43.000]  祈禱的不是求神保守他們平安無事
[00:11:43.000 --> 00:11:46.000]  祈禱的不是求神保守他們平安無事
[00:11:47.000 --> 00:11:48.000]  祈禱的不是求神保守他們平安無事
[00:11:48.000 --> 00:11:50.000]  祈禱的不是求神保守他們平安無事
[00:11:50.000 --> 00:11:52.000]  祈禱的不是求神保守他們平安無事
[00:11:52.000 --> 00:11:54.000]  祈禱的不是求神保守他們平安無事
[00:11:54.000 --> 00:11:56.000]  祈禱的不是求神保守他們平安無事
[00:11:56.000 --> 00:11:58.000]  祈禱的不是求神保守他們平安無事
[00:11:58.000 --> 00:12:00.000]  祈禱的不是求神保守他們平安無事
[00:12:00.000 --> 00:12:02.000]  祈禱的不是求神保守他們平安無事
[00:12:02.000 --> 00:12:04.000]  祈禱的不是求神保守他們平安無事
[00:12:04.000 --> 00:12:06.000]  祈禱的不是求神保守他們平安無事
[00:12:06.000 --> 00:12:08.000]  祈禱的不是求神保守他們平安無事
[00:12:08.000 --> 00:12:10.000]  祈禱的不是求神保守他們平安無事
[00:12:11.000 --> 00:12:17.000]  祈禱的不是求神保守他們平安無事
[00:12:17.000 --> 00:12:19.000]  祈禱的不是求神保守他們平安無事
[00:12:19.000 --> 00:12:21.000]  祈禱的不是求神保守他們平安無事
[00:12:21.000 --> 00:12:23.000]  祈禱的不是求神保守他們平安無事
[00:12:23.000 --> 00:12:25.000]  祈禱的不是求神保守他們平安無事
[00:12:25.000 --> 00:12:27.000]  祈禱的不是求神保守他們平安無事
[00:12:27.000 --> 00:12:29.000]  祈禱的不是求神保守他們平安無事
[00:12:29.000 --> 00:12:31.000]  祈禱的不是求神保守他們平安無事
[00:12:31.000 --> 00:12:33.000]  祈禱的不是求神保守他們平安無事
[00:12:33.000 --> 00:12:35.000]  祈禱的不是求神保守他們平安無事
[00:12:35.000 --> 00:12:37.000]  祈禱的不是求神保守他們平安無事
[00:12:37.000 --> 00:12:39.000]  祈禱的不是求神保守他們平安無事
[00:12:40.000 --> 00:12:41.000]  祈禱的不是求神保守他們平安無事
[00:12:41.000 --> 00:12:43.000]  祈禱的不是求神保守他們平安無事
[00:12:43.000 --> 00:12:45.000]  祈禱的不是求神保守他們平安無事
[00:12:45.000 --> 00:12:47.000]  祈禱的不是求神保守他們平安無事
[00:12:47.000 --> 00:12:49.000]  祈禱的不是求神保守他們平安無事
[00:12:49.000 --> 00:12:51.000]  祈禱的不是求神保守他們平安無事
[00:12:51.000 --> 00:12:53.000]  祈禱的不是求神保守他們平安無事
[00:12:53.000 --> 00:12:55.000]  祈禱的不是求神保守他們平安無事
[00:12:55.000 --> 00:12:57.000]  祈禱的不是求神保守他們平安無事
[00:12:57.000 --> 00:12:59.000]  祈禱的不是求神保守他們平安無事
[00:12:59.000 --> 00:13:01.000]  祈禱的不是求神保守他們平安無事
[00:13:01.000 --> 00:13:03.000]  祈禱的不是求神保守他們平安無事
[00:13:04.000 --> 00:13:10.000]  祈禱的不是求神保守他們平安無事
[00:13:10.000 --> 00:13:12.000]  祈禱的不是求神保守他們平安無事
[00:13:12.000 --> 00:13:14.000]  祈禱的不是求神保守他們平安無事
[00:13:14.000 --> 00:13:16.000]  祈禱的不是求神保守他們平安無事
[00:13:16.000 --> 00:13:18.000]  祈禱的不是求神保守他們平安無事
[00:13:18.000 --> 00:13:20.000]  祈禱的不是求神保守他們平安無事
[00:13:20.000 --> 00:13:22.000]  祈禱的不是求神保守他們平安無事
[00:13:22.000 --> 00:13:24.000]  祈禱的不是求神保守他們平安無事
[00:13:24.000 --> 00:13:26.000]  祈禱的不是求神保守他們平安無事
[00:13:26.000 --> 00:13:28.000]  祈禱的不是求神保守他們平安無事
[00:13:28.000 --> 00:13:30.000]  祈禱的不是求神保守他們平安無事
[00:13:30.000 --> 00:13:32.000]  祈禱的不是求神保守他們平安無事
[00:13:33.000 --> 00:13:34.000]  祈禱的不是求神保守他們平安無事
[00:13:34.000 --> 00:13:36.000]  祈禱的不是求神保守他們平安無事
[00:13:36.000 --> 00:13:38.000]  祈禱的不是求神保守他們平安無事
[00:13:38.000 --> 00:13:40.000]  祈禱的不是求神保守他們平安無事
[00:13:40.000 --> 00:13:42.000]  祈禱的不是求神保守他們平安無事
[00:13:42.000 --> 00:13:44.000]  祈禱的不是求神保守他們平安無事
[00:13:44.000 --> 00:13:46.000]  祈禱的不是求神保守他們平安無事
[00:13:46.000 --> 00:13:48.000]  祈禱的不是求神保守他們平安無事
[00:13:48.000 --> 00:13:50.000]  祈禱的不是求神保守他們平安無事
[00:13:50.000 --> 00:13:52.000]  祈禱的不是求神保守他們平安無事
