
[00:00:00.000 --> 00:00:02.000]  (主席)請你再一次同心和同祈禱
[00:00:02.000 --> 00:00:04.600]  (主席)天父我們再一次感謝祢
[00:00:04.600 --> 00:00:06.980]  (主席)讓祢寶貴的華語作為我們的生命指引
[00:00:06.980 --> 00:00:09.320]  (主席)求祢藉著祢的華語提醒
[00:00:09.320 --> 00:00:10.300]  (主席)勸勉
[00:00:10.300 --> 00:00:11.220]  (主席)教導
[00:00:11.220 --> 00:00:12.240]  (主席)安慰
[00:00:12.240 --> 00:00:13.160]  (主席)複雜
[00:00:13.160 --> 00:00:14.260]  (主席)改變我們
[00:00:14.260 --> 00:00:15.600]  (主席)奉耶穌名求
[00:00:15.600 --> 00:00:16.360]  (主席)阿門
[00:00:16.360 --> 00:00:22.200]  (主席)臨別之言
[00:00:22.200 --> 00:00:23.520]  (主席)即屈指一算
[00:00:23.520 --> 00:00:26.140]  (主席)我回到窩福這次有十三年
[00:00:26.140 --> 00:00:28.680]  (主席)還有六個星期
[00:00:28.680 --> 00:00:33.340]  (主席)就要暫時離開
[00:00:33.340 --> 00:00:34.480]  (主席)正如聖經所說
[00:00:34.480 --> 00:00:35.960]  (主席)希望大家為我祈禱
[00:00:35.960 --> 00:00:37.960]  (主席)能夠早早回到你們那裡
[00:00:37.960 --> 00:00:41.980]  (主席)回想起來
[00:00:41.980 --> 00:00:45.400]  (主席)我記得二千年
[00:00:45.400 --> 00:00:47.400]  (主席)我回來窩福的時候
[00:00:47.400 --> 00:00:50.820]  (主席)第一封家書寫給窩福的弟兄姊妹
[00:00:50.820 --> 00:00:53.560]  (主席)我拿回來看也挺有趣
[00:00:53.560 --> 00:00:54.940]  (主席)我讀一讀給大家聽
[00:00:55.420 --> 00:00:58.820]  (主席)這封家書的名字叫蘇Sir也是人
[00:00:58.820 --> 00:01:01.880]  (主席)這封家書是這樣寫的
[00:01:01.880 --> 00:01:05.320]  (主席)我記得去年十二月回來香港的時候
[00:01:05.320 --> 00:01:07.320]  (主席)有機會在窩福正道
[00:01:07.320 --> 00:01:09.320]  (主席)散會之後
[00:01:09.320 --> 00:01:12.700]  (主席)有一班年青人在慧康門口見到我
[00:01:12.700 --> 00:01:15.700]  (主席)其中一個年青人口快心快跟我說
[00:01:15.700 --> 00:01:17.700]  (主席)蘇Sir 你很厲害
[00:01:17.700 --> 00:01:19.700]  (主席)我當時不知道怎麼回答
[00:01:19.700 --> 00:01:23.000]  (主席)因為已經很久沒有人跟我說我很厲害
[00:01:23.000 --> 00:01:27.460]  (主席)這次得到年青人賞識說我厲害
[00:01:27.460 --> 00:01:29.460]  (主席)心裡自然很開心
[00:01:29.460 --> 00:01:31.460]  (主席)但另一方面
[00:01:31.460 --> 00:01:33.460]  (主席)我是不是真的這麼厲害呢
[00:01:33.460 --> 00:01:36.800]  (主席)假如發覺這個蘇Sir只不過是紙老虎的時候
[00:01:36.800 --> 00:01:38.800]  (主席)那就令他大感失望
[00:01:38.800 --> 00:01:41.480]  (主席)突然之間我就覺得很大壓力
[00:01:41.480 --> 00:01:44.480]  (主席)從不同的消息和觀察
[00:01:44.480 --> 00:01:46.480]  (主席)我體驗到窩福的弟兄姊妹
[00:01:46.480 --> 00:01:48.480]  (主席)對這個蘇Sir帶有不同的期望
[00:01:48.480 --> 00:01:52.740]  (主席)有些人期望蘇Sir來到窩福之後大事改革
[00:01:52.740 --> 00:01:54.740]  (主席)整頓一番
[00:01:54.740 --> 00:01:56.740]  (主席)帶給教會的復興和增長
[00:01:56.740 --> 00:01:58.740]  (主席)有些人以為蘇Sir是窩福的始祖
[00:01:58.740 --> 00:02:00.740]  (主席)這次重回窩福
[00:02:00.740 --> 00:02:03.740]  (主席)一定會帶給窩福的活力和更生
[00:02:03.740 --> 00:02:05.740]  (主席)也有些人不太認識我
[00:02:05.740 --> 00:02:07.740]  (主席)心裡有點疑惑
[00:02:07.740 --> 00:02:09.740]  (主席)為什麼這個牧師這麼古怪呢
[00:02:09.740 --> 00:02:12.740]  (主席)有些人不叫做蘇牧師
[00:02:12.740 --> 00:02:14.740]  (主席)叫做蘇Sir呢
[00:02:14.740 --> 00:02:20.740]  (主席)我記得有一次和一班人去旅行
[00:02:20.740 --> 00:02:24.740]  (主席)有一個六年級的小朋友和我一起行山
[00:02:24.740 --> 00:02:28.740]  (主席)他跟我說蘇Sir你是不是做警察的
