
[00:00:00.000 --> 00:00:04.000]  大家還記得你讀書的時候學校的校訓嗎?
[00:00:04.000 --> 00:00:07.000]  還記得吧?
[00:00:07.000 --> 00:00:10.000]  子於至善
[00:00:10.000 --> 00:00:13.000]  有沒有人讀這間學校的校訓?
[00:00:13.000 --> 00:00:15.000]  知不知道是哪一間?
[00:00:15.000 --> 00:00:17.000]  培靖
[00:00:17.000 --> 00:00:19.000]  香港大學的校訓是什麼?
[00:00:19.000 --> 00:00:25.000]  革脈自知?
[00:00:25.000 --> 00:00:26.000]  明德革脈
[00:00:27.000 --> 00:00:30.000]  有沒有留意到他們取材在哪裡?
[00:00:30.000 --> 00:00:33.000]  大學
[00:00:33.000 --> 00:00:36.000]  大學之道在明、明德、在親民
[00:00:36.000 --> 00:00:37.000]  在什麼?
[00:00:37.000 --> 00:00:39.000]  子於至善
[00:00:39.000 --> 00:00:41.000]  今天就說大衛
[00:00:41.000 --> 00:00:46.000]  大學四書裡面
[00:00:46.000 --> 00:00:48.000]  中國的經典古籍
[00:00:48.000 --> 00:00:54.000]  其中大學可以說是一個為靖者
[00:00:54.000 --> 00:00:56.000]  都有很多的期望
[00:00:57.000 --> 00:01:04.000]  提及到正心、修身、齊家、治國、平天下
[00:01:04.000 --> 00:01:07.000]  很多人都喜歡用這些名字
[00:01:07.000 --> 00:01:09.000]  用這些說話成為他的名字
[00:01:09.000 --> 00:01:11.000]  有什麼修身
[00:01:11.000 --> 00:01:13.000]  有家齊
[00:01:13.000 --> 00:01:16.000]  有正心等等
[00:01:16.000 --> 00:01:17.000]  有治國
[00:01:17.000 --> 00:01:18.000]  或者國治
[00:01:18.000 --> 00:01:22.000]  這些名字就成為父母改的名字
[00:01:22.000 --> 00:01:26.000]  大衛來到三十八歲了
[00:01:28.000 --> 00:01:29.000]  本來
[00:01:29.000 --> 00:01:31.000]  你可以說在三十歲的時候
[00:01:31.000 --> 00:01:32.000]  七年多前
[00:01:32.000 --> 00:01:36.000]  已經可以建立一個統一的皇國
[00:01:36.000 --> 00:01:38.000]  所謂統一的皇國就是十二支派
[00:01:38.000 --> 00:01:42.000]  一同被大衛所統治
[00:01:42.000 --> 00:01:45.000]  但是因為一些緣故
[00:01:45.000 --> 00:01:46.000]  上次說了
[00:01:46.000 --> 00:01:50.000]  身邊有些不是同心合意的人在中間
[00:01:50.000 --> 00:01:54.000]  就令事情沒那麼順利
[00:01:55.000 --> 00:01:57.000]  直至現在過了七年多之後
[00:01:57.000 --> 00:02:00.000]  大衛在南邊
[00:02:00.000 --> 00:02:02.000]  這個猶大地
[00:02:02.000 --> 00:02:03.000]  這個支派裡面
[00:02:03.000 --> 00:02:05.000]  希伯倫就做皇
[00:02:05.000 --> 00:02:10.000]  北邊就是散修修的十一支派
[00:02:10.000 --> 00:02:12.000]  他們就發覺到
[00:02:12.000 --> 00:02:14.000]  這樣不行的
[00:02:14.000 --> 00:02:18.000]  都期望十二支派
[00:02:18.000 --> 00:02:19.000]  有一個很完整的
[00:02:19.000 --> 00:02:21.000]  建立成為一個國家
[00:02:21.000 --> 00:02:23.000]  所以來到這段經文裡面
[00:02:23.000 --> 00:02:25.000]  就看到
[00:02:25.000 --> 00:02:27.000]  就開始有這樣的背景
[00:02:27.000 --> 00:02:30.000]  大衛開始要統一十二支派
[00:02:30.000 --> 00:02:32.000]  建立以色列國
[00:02:32.000 --> 00:02:35.000]  現在中間提及到
[00:02:35.000 --> 00:02:38.000]  他要有一個首都
[00:02:38.000 --> 00:02:41.000]  大家現在知道首都是耶路撒冷
[00:02:41.000 --> 00:02:44.000]  如何去拿到首都
[00:02:44.000 --> 00:02:45.000]  如何去安排
[00:02:45.000 --> 00:02:48.000]  更加重要的是裡面說
[00:02:48.000 --> 00:02:49.000]  由頭
[00:02:49.000 --> 00:02:51.000]  大衛的生平裡面
[00:02:52.000 --> 00:02:54.000]  講到大衛的興旺興盛
[00:02:54.000 --> 00:02:56.000]  連著一句當然是這樣的
[00:02:56.000 --> 00:02:58.000]  神與他同在
[00:02:58.000 --> 00:03:00.000]  好像剛才唱的詩歌
[00:03:00.000 --> 00:03:01.000]  以馬來尼那樣
[00:03:01.000 --> 00:03:03.000]  好
[00:03:03.000 --> 00:03:04.000]  今天的題目就是
[00:03:04.000 --> 00:03:06.000]  換上新心
[00:03:06.000 --> 00:03:08.000]  牧人的心
[00:03:08.000 --> 00:03:12.000]  因為自覺知道
[00:03:12.000 --> 00:03:14.000]  聖經裡面提及到
[00:03:14.000 --> 00:03:17.000]  一種牧人的心腸
[00:03:17.000 --> 00:03:20.000]  一方面就是在說牧養意識的人
[00:03:21.000 --> 00:03:23.000]  第二方面我想講的是攻打耶布斯人
[00:03:23.000 --> 00:03:26.000]  第三就是建造耶路撒冷
[00:03:26.000 --> 00:03:29.000]  就是我主斷經文的次序
[00:03:29.000 --> 00:03:31.000]  有三個分題
[00:03:31.000 --> 00:03:33.000]  首先講牧養意識的人
[00:03:33.000 --> 00:03:34.000]  剛才講了
[00:03:34.000 --> 00:03:36.000]  一字那裡就這些
[00:03:36.000 --> 00:03:39.000]  十一支派長老這些領袖
[00:03:39.000 --> 00:03:42.000]  特地來到希伯倫南下
[00:03:42.000 --> 00:03:44.000]  去找大衛
[00:03:44.000 --> 00:03:46.000]  我們的骨肉
[00:03:46.000 --> 00:03:48.000]  從前蘇羅做王的時候
[00:03:49.000 --> 00:03:51.000]  你已經帶領以色列出入
[00:03:51.000 --> 00:03:53.000]  有說過
[00:03:53.000 --> 00:03:56.000]  你要牧養我的百姓
[00:03:56.000 --> 00:03:59.000]  你必定作我們以色列的君王
[00:03:59.000 --> 00:04:01.000]  你看到
[00:04:01.000 --> 00:04:05.000]  《引經據典》有很多期望
[00:04:05.000 --> 00:04:08.000]  裡面很希望擁戴
[00:04:08.000 --> 00:04:10.000]  大衛能夠成為
[00:04:10.000 --> 00:04:12.000]  不單單由大地
[00:04:12.000 --> 00:04:14.000]  北邊的十一支派
[00:04:14.000 --> 00:04:17.000]  一同建立一個以色列國
[00:04:18.000 --> 00:04:20.000]  為他們的君王
[00:04:20.000 --> 00:04:23.000]  這裡你會看到他們的期望
[00:04:23.000 --> 00:04:26.000]  當然剛才我們講的
[00:04:26.000 --> 00:04:28.000]  大學之道
[00:04:28.000 --> 00:04:30.000]  對為政者的期望
[00:04:30.000 --> 00:04:32.000]  當然是講到
[00:04:32.000 --> 00:04:34.000]  包括了個人的修養
[00:04:34.000 --> 00:04:36.000]  和對國家的管治
[00:04:36.000 --> 00:04:39.000]  有一個相輔相成
[00:04:39.000 --> 00:04:42.000]  希望能夠修正自身
[00:04:42.000 --> 00:04:44.000]  能夠進一步影響家庭
[00:04:44.000 --> 00:04:46.000]  影響社會
[00:04:47.000 --> 00:04:48.000]  影響國家
[00:04:48.000 --> 00:04:51.000]  甚至帶來世界的和平
[00:04:51.000 --> 00:04:53.000]  很有期望
[00:04:53.000 --> 00:04:56.000]  你看到他們有幾樣東西這樣講下去
[00:04:56.000 --> 00:04:58.000]  他們講的重點是什麼呢
[00:04:58.000 --> 00:05:01.000]  講大衛和他們的關係
[00:05:01.000 --> 00:05:04.000]  這裡講的關係很特別
[00:05:04.000 --> 00:05:09.000]  用了兩個重要的名稱
[00:05:09.000 --> 00:05:11.000]  第一個就是牧人
[00:05:11.000 --> 00:05:13.000]  牧養我的百姓
[00:05:13.000 --> 00:05:15.000]  牧者
[00:05:16.000 --> 00:05:18.000]  這也是在以色列
[00:05:18.000 --> 00:05:21.000]  一貫以來他們有這樣的想法
[00:05:21.000 --> 00:05:24.000]  當然 直到耶穌基督是我們的大牧者
[00:05:24.000 --> 00:05:26.000]  我們更加明白
[00:05:26.000 --> 00:05:28.000]  關係這麼密切
[00:05:28.000 --> 00:05:30.000]  這麼重要
[00:05:30.000 --> 00:05:33.000]  另外 原來他們稱呼大衛
[00:05:33.000 --> 00:05:35.000]  要做我們的王
[00:05:35.000 --> 00:05:40.000]  意思和剛才所講的
[00:05:40.000 --> 00:05:43.000]  數羅做王的王是不同的
[00:05:43.000 --> 00:05:45.000]  數羅做王就是王
[00:05:46.000 --> 00:05:47.000]  數羅為了做君王
[00:05:47.000 --> 00:05:49.000]  聖經翻譯為君王
[00:05:49.000 --> 00:05:51.000]  其實意思是什麼呢
[00:05:51.000 --> 00:05:53.000]  王子
[00:05:53.000 --> 00:05:56.000]  王子你看到有一個感覺
[00:05:56.000 --> 00:06:00.000]  這個王不是空降過來的王
[00:06:00.000 --> 00:06:02.000]  這個王是繼承的
[00:06:02.000 --> 00:06:05.000]  這個王好像有父王
[00:06:05.000 --> 00:06:07.000]  有王子 繼承下來
[00:06:07.000 --> 00:06:09.000]  這是我們的骨肉
[00:06:09.000 --> 00:06:11.000]  是一脈相連的
[00:06:11.000 --> 00:06:13.000]  血脈相連的
[00:06:13.000 --> 00:06:15.000]  所以很想牧養我們
[00:06:16.000 --> 00:06:17.000]  管治我們
[00:06:17.000 --> 00:06:20.000]  所以有一個王子
[00:06:20.000 --> 00:06:22.000]  所以耶穌基督
[00:06:22.000 --> 00:06:25.000]  一樣稱為上帝的兒子
[00:06:25.000 --> 00:06:28.000]  君王 是人子
[00:06:28.000 --> 00:06:30.000]  所以你看到大衛
[00:06:30.000 --> 00:06:32.000]  處處都好像
[00:06:32.000 --> 00:06:36.000]  預表了耶穌基督的身份
[00:06:36.000 --> 00:06:38.000]  說回這個王子
[00:06:38.000 --> 00:06:40.000]  意思就是
[00:06:40.000 --> 00:06:42.000]  他們是很有關係的
[00:06:42.000 --> 00:06:44.000]  大家是一脈相承的
[00:06:45.000 --> 00:06:46.000]  家人是一樣的
[00:06:46.000 --> 00:06:48.000]  這個想法
[00:06:48.000 --> 00:06:50.000]  所以這些長老
[00:06:50.000 --> 00:06:52.000]  很想大衛
[00:06:52.000 --> 00:06:55.000]  和這些百姓血脈相連
[00:06:55.000 --> 00:06:57.000]  屬於他們的一份子
[00:06:57.000 --> 00:06:59.000]  不只是牧養
[00:06:59.000 --> 00:07:02.000]  或者管理南邊的支派
[00:07:02.000 --> 00:07:04.000]  右大支派
[00:07:04.000 --> 00:07:07.000]  要一起互相扶持
[00:07:07.000 --> 00:07:09.000]  互相依賴
[00:07:09.000 --> 00:07:11.000]  一起走過艱難
[00:07:11.000 --> 00:07:13.000]  或者建立這個國家
[00:07:14.000 --> 00:07:16.000]  南邊一個國家
[00:07:16.000 --> 00:07:18.000]  吞滅了北邊十二個支派
[00:07:18.000 --> 00:07:21.000]  大家都是應該被
[00:07:21.000 --> 00:07:24.000]  一個君王去管治
[00:07:24.000 --> 00:07:27.000]  這個就是王子大衛
[00:07:27.000 --> 00:07:29.000]  另一方面
[00:07:29.000 --> 00:07:32.000]  看到這個當然是親密的關係
[00:07:32.000 --> 00:07:34.000]  不是另一個人
[00:07:34.000 --> 00:07:36.000]  是很有關係的
[00:07:36.000 --> 00:07:38.000]  本來就應該在他們中間
[00:07:38.000 --> 00:07:40.000]  我記得我太太
[00:07:40.000 --> 00:07:42.000]  神學畢業之後
[00:07:43.000 --> 00:07:45.000]  三十年前
[00:07:45.000 --> 00:07:48.000]  她在一間教會裡侍奉
[00:07:48.000 --> 00:07:52.000]  我有機會參與她教會的聚會
[00:07:52.000 --> 00:07:55.000]  我就去到教會
[00:07:55.000 --> 00:07:57.000]  去到教會
[00:07:57.000 --> 00:07:59.000]  看到她的會助
[00:07:59.000 --> 00:08:01.000]  跟我說 父馬來了
[00:08:01.000 --> 00:08:03.000]  嚇到我
[00:08:03.000 --> 00:08:05.000]  這麼誇張
[00:08:05.000 --> 00:08:08.000]  因為你太太是公主
[00:08:08.000 --> 00:08:10.000]  我們教會的公主
[00:08:11.000 --> 00:08:13.000]  當然這也是一個
[00:08:13.000 --> 00:08:15.000]  大家開心的說話
[00:08:15.000 --> 00:08:18.000]  這個大皇宮的教會
[00:08:18.000 --> 00:08:20.000]  但是也感受到
[00:08:20.000 --> 00:08:22.000]  那種親切在裡面
[00:08:22.000 --> 00:08:24.000]  所以你會留意到
[00:08:24.000 --> 00:08:26.000]  我們教會有很多女傳道
[00:08:26.000 --> 00:08:28.000]  應該也有很多父馬
[00:08:28.000 --> 00:08:30.000]  在中間的
[00:08:30.000 --> 00:08:32.000]  男傳道有很多皇妃
[00:08:32.000 --> 00:08:34.000]  這樣的情況
[00:08:34.000 --> 00:08:36.000]  當然這是很美麗的
[00:08:36.000 --> 00:08:38.000]  我們也是彼此關心
[00:08:39.000 --> 00:08:42.000]  我很希望我們服侍的童工
[00:08:42.000 --> 00:08:44.000]  當然好像家人一樣
[00:08:44.000 --> 00:08:49.000]  很多童工在占占的時間很短
[00:08:49.000 --> 00:08:51.000]  幾年時間
[00:08:51.000 --> 00:08:53.000]  不及一個普普通通的會友
[00:08:53.000 --> 00:08:56.000]  十年以上 十幾二十年 幾十年
[00:08:56.000 --> 00:09:01.000]  但是我們還是要彼此建立關係
[00:09:01.000 --> 00:09:03.000]  主要是家人一樣
[00:09:03.000 --> 00:09:06.000]  另一樣就是僕人
[00:09:06.000 --> 00:09:08.000]  僕人的比喻
[00:09:09.000 --> 00:09:10.000]  這個大家都比較熟悉
[00:09:10.000 --> 00:09:12.000]  因為 僕人 對不起
