
[00:00:00.000 --> 00:00:02.560]  我們繼續看啟示錄
[00:00:02.560 --> 00:00:11.360]  看到啟示錄第20章21章我們就很歡喜快樂
[00:00:11.360 --> 00:00:20.480]  因為撒旦的權勢要被一筆勾銷
[00:00:20.480 --> 00:00:24.720]  我們跟主耶穌在同作王
[00:00:24.720 --> 00:00:27.840]  跟著有今天講的新天新地
[00:00:28.320 --> 00:00:31.360]  一個很美麗的地方
[00:00:31.360 --> 00:00:38.400]  如果大家沒有留意新聞
[00:00:38.400 --> 00:00:42.720]  星期五在紅磡火車站和格倫的商場
[00:00:42.720 --> 00:00:47.280]  是很久沒有試過的打蛇餅
[00:00:47.280 --> 00:00:52.000]  他們不是搭火車回大陸
[00:00:52.000 --> 00:00:54.720]  因為有個新樓盤出售
[00:00:59.280 --> 00:01:01.200]  今天看報紙
[00:01:01.200 --> 00:01:07.920]  發覺496個單位一天賣光
[00:01:07.920 --> 00:01:12.800]  賣樓賣樓
[00:01:12.800 --> 00:01:19.280]  好像是今時今日的香港人的夢
[00:01:19.280 --> 00:01:25.840]  當然我不是在反對人賣樓
[00:01:27.760 --> 00:01:32.080]  但是香港似乎到了一個地步
[00:01:32.080 --> 00:01:37.280]  好像人人都為了樓
[00:01:37.280 --> 00:01:43.440]  去成為了他生命唯一的目的
[00:01:43.440 --> 00:01:48.000]  今天講的新天新地
[00:01:48.000 --> 00:01:52.080]  講到一切都更新了
[00:01:54.000 --> 00:01:58.160]  我不知道當我們看到一切都更新了的時候
[00:01:58.160 --> 00:02:02.240]  我們又怎樣的發夢呢?
[00:02:02.240 --> 00:02:06.560]  我們翻開啟示錄
[00:02:06.560 --> 00:02:08.000]  第21章
[00:02:08.000 --> 00:02:19.280]  如果你看第一至第四節
[00:02:19.280 --> 00:02:21.280]  或者看完第五節的話
[00:02:22.240 --> 00:02:25.440]  你在一些場合
[00:02:25.440 --> 00:02:27.520]  很多時候會聽到一段經文
[00:02:27.520 --> 00:02:29.520]  就是《安息禮拜》
[00:02:29.520 --> 00:02:35.360]  很多時候《安息禮拜》
[00:02:35.360 --> 00:02:37.600]  來分享一段經文
[00:02:37.600 --> 00:02:39.040]  勸勉我們
[00:02:39.040 --> 00:02:46.160]  不要單單看眼前離別的傷感而感到絕望
[00:02:46.960 --> 00:02:54.240]  也同泰著一個盼望來等候著將來在天下重聚
[00:02:54.240 --> 00:02:57.920]  而帶來給我們那種喜悅
[00:02:57.920 --> 00:03:03.920]  這段經文所致
[00:03:03.920 --> 00:03:11.440]  令到這麼多人來講到將來我們在天下重聚的情景
[00:03:11.440 --> 00:03:14.160]  這是一般猶太人
[00:03:14.160 --> 00:03:17.040]  通常都會在死人復活之後
[00:03:17.040 --> 00:03:19.280]  覺得是所發生的事情
[00:03:19.280 --> 00:03:22.640]  但是你不要忘記
[00:03:22.640 --> 00:03:25.760]  啟示錄不單止是一個啟示的文學
[00:03:25.760 --> 00:03:27.760]  也是一個書信
[00:03:27.760 --> 00:03:31.760]  你寫信給別人
[00:03:31.760 --> 00:03:34.640]  是寫給當時的人
[00:03:34.640 --> 00:03:36.640]  當時代的人
[00:03:40.080 --> 00:03:46.640]  寫信給人是講很多很針對當時的情況
[00:03:46.640 --> 00:03:49.520]  一個很現實的情況
[00:03:49.520 --> 00:03:51.840]  帶給讀者
[00:03:51.840 --> 00:04:00.080]  他對當時的情況有著一個盼望的體驗
[00:04:00.080 --> 00:04:02.720]  所以新天新地
[00:04:02.720 --> 00:04:07.440]  不單止是將來的情景
[00:04:07.680 --> 00:04:10.560]  也是帶給當時的信徒
[00:04:10.560 --> 00:04:13.680]  有著這個美麗的圖畫的時候
[00:04:13.680 --> 00:04:18.880]  他們堅忍地來繼續守候
[00:04:18.880 --> 00:04:22.640]  神的國
[00:04:22.640 --> 00:04:24.640]  彰顯
[00:04:24.640 --> 00:04:28.160]  過往都講過了
[00:04:28.160 --> 00:04:30.160]  吳循璇在這裡講
[00:04:30.160 --> 00:04:35.280]  當時信徒正處於羅馬的迫害
[00:04:36.160 --> 00:04:41.280]  他們不單止有一個尼祿的暴君
[00:04:41.280 --> 00:04:46.480]  更加有一個比尼祿更殘酷的多米田
[00:04:46.480 --> 00:04:51.840]  聽說多米田更加殘酷過尼祿
[00:04:51.840 --> 00:04:56.960]  所以看到這個啟示
[00:04:56.960 --> 00:04:59.840]  是指向當時信徒的處境
[00:04:59.840 --> 00:05:01.840]  告訴他們
[00:05:01.840 --> 00:05:06.320]  沒錯,我們現在正處於迫害、憂患
[00:05:06.320 --> 00:05:12.400]  但是大淫婦、撒旦不會得逞的
[00:05:12.400 --> 00:05:15.920]  苦難也必然會過去的
[00:05:15.920 --> 00:05:18.560]  耶穌將撒旦捆綁
[00:05:18.560 --> 00:05:21.280]  我們和耶穌作王
[00:05:21.280 --> 00:05:25.200]  這就是上一章講的千禧年的情況
[00:05:25.200 --> 00:05:28.720]  千禧年之後
[00:05:28.720 --> 00:05:31.600]  一個全新的天地景象出現了
[00:05:31.600 --> 00:05:33.600]  就在第二十一章
[00:05:33.600 --> 00:05:40.560]  經文提到約翰去看到兩個全新的面貌
[00:05:40.560 --> 00:05:46.640]  第一節說看到一個新天、新地
[00:05:46.640 --> 00:05:51.440]  第二節說看到一個聖城
[00:05:51.440 --> 00:05:53.440]  新耶路撒冷
[00:05:53.440 --> 00:05:57.760]  聖經很多時候都提到
[00:05:57.760 --> 00:06:00.400]  人是聽到神的聲音的
[00:06:01.840 --> 00:06:03.840]  但是這裡說
[00:06:03.840 --> 00:06:06.880]  或者在過往我們看啟示錄的時候
[00:06:06.880 --> 00:06:08.880]  都經常提到
[00:06:08.880 --> 00:06:10.880]  約翰是什麼呢?
[00:06:10.880 --> 00:06:12.880]  是漢奸
[00:06:12.880 --> 00:06:18.240]  漢奸比聽的更加清晰
[00:06:18.240 --> 00:06:23.120]  更具體、更立體
[00:06:23.120 --> 00:06:27.680]  如果你想像你是約翰的時候
[00:06:27.680 --> 00:06:32.560]  看到這麼新天、新地的這幅美麗的圖畫
[00:06:32.560 --> 00:06:37.760]  有一個聖城、新耶路撒冷出現在你眼前的時候
[00:06:37.760 --> 00:06:40.720]  你有什麼感受?
[00:06:40.720 --> 00:06:44.800]  我相信約翰一定很驚訝
[00:06:44.800 --> 00:06:50.800]  我相信他嘆為觀止
[00:06:50.800 --> 00:06:53.840]  如果我們去旅行
[00:06:53.840 --> 00:06:56.960]  我們看到一些很美的風景的時候
[00:06:56.960 --> 00:06:58.960]  我們會拍爛手掌
[00:06:58.960 --> 00:07:01.440]  當我們去看煙花的時候
[00:07:01.440 --> 00:07:03.440]  看到很美麗的煙花的時候
[00:07:03.440 --> 00:07:05.440]  我們都非常讚嘆不絕
[00:07:05.440 --> 00:07:10.880]  一個全新的新天、新地
[00:07:10.880 --> 00:07:13.760]  一個聖城、新耶路撒冷
[00:07:13.760 --> 00:07:19.360]  帶來給約翰一個很感動
[00:07:19.360 --> 00:07:24.800]  很真實的一個景況在他眼前
[00:07:27.840 --> 00:07:34.480]  約翰看到的面貌的特點是新和聖
[00:07:34.480 --> 00:07:39.760]  新天、新地是新的
[00:07:39.760 --> 00:07:43.360]  新耶路撒冷是新的
[00:07:43.360 --> 00:07:48.480]  這個新是全新的
[00:07:48.480 --> 00:07:54.640]  不是將現有的更新
[00:07:55.600 --> 00:07:58.480]  如果用現代的字眼就是活化
[00:07:58.480 --> 00:07:59.840]  不是的
[00:07:59.840 --> 00:08:01.360]  是一個新的
[00:08:01.360 --> 00:08:03.360]  是全新的
[00:08:03.360 --> 00:08:07.680]  而不單是新
[00:08:07.680 --> 00:08:09.680]  也是聖
[00:08:09.680 --> 00:08:11.680]  聖城、新耶路撒冷
[00:08:11.680 --> 00:08:13.680]  從神那裡來
[00:08:13.680 --> 00:08:15.280]  從神那裡來
[00:08:15.280 --> 00:08:17.280]  不可能不是聖的
[00:08:17.280 --> 00:08:21.520]  所以新天、新地最大的特點
[00:08:21.520 --> 00:08:24.160]  不單是新也是聖的
[00:08:24.160 --> 00:08:25.840]  是神的居所
[00:08:25.840 --> 00:08:27.840]  是充滿了神的榮光
[00:08:27.840 --> 00:08:36.640]  自從始祖亞裝犯罪之後
[00:08:36.640 --> 00:08:40.800]  這個天地就變了
[00:08:40.800 --> 00:08:44.400]  罪就不斷侵害世界
[00:08:44.400 --> 00:08:46.400]  荼毒人類
[00:08:46.400 --> 00:08:48.400]  我想不多說
[00:08:48.400 --> 00:08:50.400]  不需要說大家都會明白
[00:08:50.400 --> 00:08:53.280]  罪的侵害、破壞性
[00:08:53.280 --> 00:08:57.360]  讓神創造的世界扭曲了
[00:08:57.360 --> 00:09:00.320]  人也損壞了
[00:09:00.320 --> 00:09:03.920]  不單是將世界扭曲
[00:09:03.920 --> 00:09:05.920]  破壞了人
[00:09:05.920 --> 00:09:10.240]  也破壞了神和人的關係
[00:09:10.240 --> 00:09:12.560]  天文提到
[00:09:12.560 --> 00:09:15.680]  新天、新地神要親自與人同在
[00:09:15.680 --> 00:09:19.200]  作我們的神、作祂的子民
[00:09:19.200 --> 00:09:22.880]  在新天、新地的景況裡
[00:09:22.880 --> 00:09:24.880]  就是活現出
[00:09:24.880 --> 00:09:27.680]  起了神創造天地的時候
[00:09:27.680 --> 00:09:33.440]  人和神沒有阻隔的溝通
[00:09:33.440 --> 00:09:37.920]  而主耶穌基督道成肉身
[00:09:37.920 --> 00:09:40.800]  也是住在我們的中間
[00:09:40.800 --> 00:09:43.520]  主耶穌的名字是稱為
[00:09:43.520 --> 00:09:46.880]  「以馬來尼神與人同在」
[00:09:46.880 --> 00:09:49.680]  主耶穌的救贖
[00:09:49.680 --> 00:09:53.440]  也是將我們從罪惡來救贖出來
[00:09:53.440 --> 00:09:57.360]  恢復我們與神的關係
[00:09:57.360 --> 00:10:00.560]  神與人同在
[00:10:00.560 --> 00:10:02.560]  作我們的神
[00:10:02.560 --> 00:10:04.560]  我們作祂的子民
[00:10:04.560 --> 00:10:09.680]  是上帝由創世以來一直的
[00:10:09.680 --> 00:10:14.160]  對人類的心意和期盼
[00:10:16.160 --> 00:10:21.040]  我們是否一直期盼著、夢想著
[00:10:21.040 --> 00:10:24.800]  與神同在?
[00:10:24.800 --> 00:10:25.760]  你說不是啊
[00:10:25.760 --> 00:10:28.000]  將來的事
[00:10:28.000 --> 00:10:31.440]  其實我們每一天
[00:10:31.440 --> 00:10:36.000]  都可以與神同在、與神同行
[00:10:36.000 --> 00:10:38.560]  就是透過讀經、透過禱告
[00:10:38.560 --> 00:10:41.200]  享受與祂的相交
[00:10:41.200 --> 00:10:44.000]  不需要等待將來
[00:10:44.000 --> 00:10:46.640]  但很多時候我們今天
[00:10:46.640 --> 00:10:50.400]  常常被很多事情捆綁著
[00:10:50.400 --> 00:10:52.320]  不僅是罪
[00:10:52.320 --> 00:10:54.800]  忙碌
[00:10:54.800 --> 00:10:56.800]  生活很多瑣碎事
[00:10:56.800 --> 00:11:02.400]  阻隔了我們與神相交
[00:11:02.400 --> 00:11:05.120]  聖城耶路撒冷
[00:11:05.120 --> 00:11:10.560]  我們都知道是一個敬拜的地方
[00:11:10.560 --> 00:11:14.000]  新天新地有耶路撒冷
[00:11:14.000 --> 00:11:20.560]  表示著我們不住的敬拜
[00:11:20.560 --> 00:11:24.560]  我們作為新耶路撒冷的居民
[00:11:24.560 --> 00:11:29.040]  將來我們都要不住地去敬拜
[00:11:29.040 --> 00:11:31.040]  但這個敬拜
[00:11:31.040 --> 00:11:34.160]  我們都不需要等待將來
[00:11:34.160 --> 00:11:38.080]  我們現今也都好好地去敬拜
[00:11:38.080 --> 00:11:42.240]  在第二節說到
[00:11:42.240 --> 00:11:43.840]  「預備好了
[00:11:43.840 --> 00:11:51.520]  好像打扮整齊等候丈夫的新娘
[00:11:51.520 --> 00:11:54.400]  一個代價的新娘
[00:11:54.400 --> 00:11:57.200]  當然會穿著整齊
[00:11:57.200 --> 00:11:59.840]  預備迎婚」
[00:11:59.840 --> 00:12:07.600]  聖經用了教會給了基督的新婦
[00:12:07.600 --> 00:12:13.200]  我們每次來到敬拜上帝的時候
[00:12:13.200 --> 00:12:15.680]  有沒有好好的準備呢?
[00:12:15.680 --> 00:12:20.640]  好像代價的新娘一樣
[00:12:20.640 --> 00:12:22.800]  裝飾整齊
[00:12:22.800 --> 00:12:28.240]  等待著迎接新郎
[00:12:28.240 --> 00:12:30.640]  每次的崇拜
[00:12:30.640 --> 00:12:33.840]  我們的態度是怎樣呢?
[00:12:33.840 --> 00:12:40.880]  每次的敬拜我們有沒有準備好
[00:12:40.880 --> 00:12:46.400]  就好像新娘等候一樣呢?
[00:12:46.400 --> 00:12:49.040]  一個全新的景象
[00:12:49.040 --> 00:12:51.760]  有一個特徵的就是
[00:12:51.760 --> 00:12:58.480]  將一切的威脅都解除
[00:12:58.480 --> 00:12:59.840]  經文提到
[00:12:59.840 --> 00:13:02.160]  一個新天新地來到
[00:13:02.160 --> 00:13:10.080]  海也都沒有了
[00:13:10.080 --> 00:13:13.440]  「神要拆去我們一切的眼淚
[00:13:13.440 --> 00:13:15.440]  不再有死亡
[00:13:15.440 --> 00:13:18.640]  悲哀哭嚎痛苦」第四章
[00:13:18.640 --> 00:13:21.120]  一切的事情都過去了
[00:13:21.120 --> 00:13:24.240]  我們生活上的種種事情
[00:13:24.240 --> 00:13:31.200]  都因著新天新地而解除了
[00:13:31.200 --> 00:13:33.440]  海
[00:13:33.440 --> 00:13:35.760]  很多學者都說
[00:13:35.760 --> 00:13:38.960]  不是指一個實質的海
[00:13:38.960 --> 00:13:43.040]  它代表著邪惡的源頭
[00:13:43.040 --> 00:13:46.720]  混亂邪惡的象徵
[00:13:46.720 --> 00:13:48.880]  十三章的第一節
[00:13:48.880 --> 00:13:55.520]  講到獸是從海裏面出來的
[00:13:55.520 --> 00:13:56.880]  海消失了
[00:13:56.880 --> 00:14:04.320]  就表示一切對信徒迫害和迷惑的罪
[00:14:04.320 --> 00:14:08.720]  全部都沒有了
[00:14:08.720 --> 00:14:10.800]  海
[00:14:10.800 --> 00:14:16.720]  也可以說是羅馬帝國的權勢
[00:14:16.720 --> 00:14:21.520]  和經濟的象徵
