
[00:00:00.000 --> 00:00:04.000]  今天我們已經開始上星期很順利
[00:00:04.000 --> 00:00:06.000]  結束了我們的40 days
[00:00:06.000 --> 00:00:08.000]  Be the light together
[00:00:08.000 --> 00:00:10.000]  今天我們會繼續第二課
[00:00:10.000 --> 00:00:12.000]  Be the light together的第二課
[00:00:12.000 --> 00:00:15.000]  今天我們會說到小組
[00:00:15.000 --> 00:00:17.000]  我想透過這一課鼓勵大家
[00:00:17.000 --> 00:00:19.000]  一起在小組裡學習
[00:00:19.000 --> 00:00:21.000]  第一點我想和大家分享的是
[00:00:21.000 --> 00:00:24.000]  我們要在小組裡學習一同成長
[00:00:24.000 --> 00:00:27.000]  小組裡我們要一同成長
[00:00:27.000 --> 00:00:29.000]  在羅馬書十二章一到二節
[00:00:29.000 --> 00:00:31.000]  今天看的都是羅馬書的經文
[00:00:31.000 --> 00:00:33.000]  十二章我們會第一節看到第六節
[00:00:33.000 --> 00:00:35.000]  羅馬書十二章一到二節說
[00:00:35.000 --> 00:00:37.000]  所以弟兄姊妹們
[00:00:37.000 --> 00:00:40.000]  既然上帝這樣憐恤我們
[00:00:40.000 --> 00:00:45.000]  我勸你們把自己當作活活的祭物獻給上帝
[00:00:45.000 --> 00:00:47.000]  專心侍奉他蒙他喜悅
[00:00:47.000 --> 00:00:51.000]  這就是你們應該獻上的真實敬拜
[00:00:51.000 --> 00:00:54.000]  不要被這世界同化
[00:00:54.000 --> 00:00:56.000]  要讓上帝改造你們
[00:00:56.000 --> 00:00:59.000]  更生你們的心思意念
[00:00:59.000 --> 00:01:01.000]  好明察什麼是他的旨意
[00:01:01.000 --> 00:01:03.000]  知道什麼是良善
[00:01:03.000 --> 00:01:06.000]  完全可蒙月立的
[00:01:06.000 --> 00:01:13.000]  羅馬書其實是新約當中一卷很經典的書
[00:01:13.000 --> 00:01:16.000]  被人稱為是新約書中之書
[00:01:16.000 --> 00:01:19.000]  其實新約聖經有二十七卷書
[00:01:19.000 --> 00:01:20.000]  每一卷都很有價值
[00:01:20.000 --> 00:01:23.000]  但如果你硬要選一卷最有價值
[00:01:23.000 --> 00:01:25.000]  那你就一定要選羅馬書
[00:01:25.000 --> 00:01:26.000]  為什麼呢?
[00:01:26.000 --> 00:01:28.000]  因為保祿在羅馬書中
[00:01:28.000 --> 00:01:34.000]  將整套基督教最基本的教義
[00:01:34.000 --> 00:01:38.000]  無論是人的罪、神的創造、救贖
[00:01:38.000 --> 00:01:41.000]  解釋得最深入、最徹底、最全面
[00:01:41.000 --> 00:01:44.000]  其他書卷都稍為解釋一點點
[00:01:44.000 --> 00:01:48.000]  但最全面的就是羅馬書
[00:01:48.000 --> 00:01:50.000]  羅馬書之所以最出名
[00:01:50.000 --> 00:01:52.000]  因為他的教義很厲害
[00:01:52.000 --> 00:01:54.000]  羅馬書不易讀
[00:01:54.000 --> 00:01:58.000]  所以很多港元都喜歡挑戰羅馬書
[00:01:58.000 --> 00:02:01.000]  因為對於港元來說是一個試金石
[00:02:01.000 --> 00:02:05.000]  如果羅馬書你可以駕馭、解釋、教得好
[00:02:05.000 --> 00:02:07.000]  就表示你有一定的功力
[00:02:07.000 --> 00:02:09.000]  就好像現在的《我是歌手》
[00:02:09.000 --> 00:02:14.000]  自從林志源唱完這首離開過之後
[00:02:14.000 --> 00:02:16.000]  接下來的比賽很多歌星都選那首歌
[00:02:16.000 --> 00:02:18.000]  因為成為歌手的試金石
[00:02:18.000 --> 00:02:20.000]  如果你可以駕馭那首歌
[00:02:20.000 --> 00:02:22.000]  表示你是唱功的人
[00:02:22.000 --> 00:02:25.000]  羅馬書對於港元來說就是那種試金石
[00:02:25.000 --> 00:02:26.000]  就是那首歌
[00:02:26.000 --> 00:02:28.000]  如果你駕馭到這本書
[00:02:28.000 --> 00:02:32.000]  就表示你的教義有一定準確度
[00:02:32.000 --> 00:02:35.000]  我自己被釋放在會點教育第七年
[00:02:35.000 --> 00:02:38.000]  到現在為止
[00:02:38.000 --> 00:02:41.000]  聖經有三本書我還沒有勇氣去挑戰
[00:02:41.000 --> 00:02:43.000]  其中一本就是羅馬書
[00:02:43.000 --> 00:02:45.000]  其他書只要你給我時間預備
[00:02:45.000 --> 00:02:46.000]  我都夠膽去教
[00:02:46.000 --> 00:02:49.000]  但羅馬書我未必夠膽去教
[00:02:49.000 --> 00:02:51.000]  阿哥我是不夠膽去教的
[00:02:51.000 --> 00:02:54.000]  我看招募師的編排
[00:02:54.000 --> 00:02:57.000]  我們接下來有個系列是講阿哥的
[00:02:57.000 --> 00:02:59.000]  我自己怎會選阿哥呢
[00:02:59.000 --> 00:03:01.000]  就要早點時間預備
[00:03:01.000 --> 00:03:03.000]  另外一本當然就是啟示錄
[00:03:03.000 --> 00:03:06.000]  我們在會點教育有弟兄很喜歡教啟示錄
[00:03:06.000 --> 00:03:08.000]  下次找他來教
[00:03:08.000 --> 00:03:11.000]  羅馬書就是其中一本這樣的書
[00:03:11.000 --> 00:03:14.000]  今天我想特別和大家分享
[00:03:14.000 --> 00:03:15.000]  其實羅馬書
[00:03:15.000 --> 00:03:19.000]  為什麼保羅會選擇在羅馬書
[00:03:19.000 --> 00:03:23.000]  那麼詳盡解釋福音的真理呢
[00:03:23.000 --> 00:03:26.000]  其實保羅沒有見過羅馬教會的人
[00:03:26.000 --> 00:03:27.000]  你就奇怪
[00:03:27.000 --> 00:03:28.000]  對一班你沒有見過的人
[00:03:28.000 --> 00:03:30.000]  你又不知道發生什麼事
[00:03:30.000 --> 00:03:33.000]  如果保羅寫信給哥林多教會
[00:03:33.000 --> 00:03:36.000]  他知道這班人對福音不清不楚
[00:03:36.000 --> 00:03:38.000]  我就寫封信解釋福音
[00:03:38.000 --> 00:03:39.000]  理所當然
[00:03:39.000 --> 00:03:41.000]  因為我們教會需要
