
[00:00:00.000 --> 00:00:08.000]  Dewsbury 啟示錄到了第十九章
[00:00:08.000 --> 00:00:11.000]  四次的哈雷路亞之後
[00:00:11.000 --> 00:00:15.000]  你知道這是敬拜讚美團
[00:00:15.000 --> 00:00:20.000]  在那地方為婚禮展開了空前絕後的婚禮
[00:00:20.000 --> 00:00:24.000]  展開了一次非常榮耀的敬拜
[00:00:24.000 --> 00:00:26.000]  所以我們上禮拜講到說
[00:00:26.000 --> 00:00:28.000]  第一節到第六節
[00:00:28.000 --> 00:00:31.000]  今天應該是第七節到第十節
[00:00:31.000 --> 00:00:33.000]  第一節到第六節裡面講到說
[00:00:33.000 --> 00:00:36.000]  這是一個讚美的時間
[00:00:36.000 --> 00:00:38.000]  這是啟示錄七次的讚美
[00:00:38.000 --> 00:00:40.000]  最後一次的讚美
[00:00:40.000 --> 00:00:42.000]  你可以看見讚美的重要性
[00:00:42.000 --> 00:00:46.000]  敬拜讚美是基督徒生活的一個很重要的部分
[00:00:46.000 --> 00:00:48.000]  基督徒不應該只是聽到
[00:00:48.000 --> 00:00:50.000]  不應該只是讀聖經
[00:00:50.000 --> 00:00:52.000]  基督徒裡面應當要有讚美
[00:00:52.000 --> 00:00:54.000]  應當要有詩歌
[00:00:54.000 --> 00:00:56.000]  這是我們基督教跟很多其他宗教
[00:00:56.000 --> 00:01:00.000]  截然不同的地方
[00:01:00.000 --> 00:01:06.000]  跟你旁邊說你要讚美主
[00:01:06.000 --> 00:01:08.000]  當你講這句話的時候
[00:01:08.000 --> 00:01:09.000]  臉上應該帶著笑容
[00:01:09.000 --> 00:01:10.000]  雖然你的口罩看不出來
[00:01:10.000 --> 00:01:12.000]  但是你的眼睛可以表現出來
[00:01:12.000 --> 00:01:17.000]  跟你旁邊說你要讚美主
[00:01:17.000 --> 00:01:18.000]  親愛的同志們
[00:01:18.000 --> 00:01:21.000]  每一次當我們看到這個啟示錄前面
[00:01:21.000 --> 00:01:22.000]  這樣子一路響下來的時候
[00:01:22.000 --> 00:01:24.000]  都是審判審判審判
[00:01:24.000 --> 00:01:26.000]  災難災難災難
[00:01:26.000 --> 00:01:28.000]  看到人都心裡面好像很沮喪
[00:01:28.000 --> 00:01:30.000]  是不是
[00:01:30.000 --> 00:01:32.000]  突然在這個第十九章開始
[00:01:32.000 --> 00:01:34.000]  又開始一次讚美
[00:01:34.000 --> 00:01:36.000]  而且這個讚美
[00:01:36.000 --> 00:01:40.000]  接下來高揚婚曲的時候
[00:01:40.000 --> 00:01:44.000]  要來臨了
[00:01:44.000 --> 00:01:47.000]  所以第七節說我們要歡喜快樂
[00:01:47.000 --> 00:01:49.000]  將榮耀歸給他
[00:01:49.000 --> 00:01:52.000]  因為高揚婚曲的時候到了
[00:01:52.000 --> 00:01:56.000]  是嗎
[00:01:56.000 --> 00:01:59.000]  最近我女兒結婚
[00:01:59.000 --> 00:02:00.000]  所以不要誤會
[00:02:00.000 --> 00:02:03.000]  那個我旁邊的是我女兒
[00:02:03.000 --> 00:02:09.000]  我不是新郎
[00:02:09.000 --> 00:02:10.000]  親愛的同志們
[00:02:10.000 --> 00:02:12.000]  我想對一個女孩子來講
[00:02:12.000 --> 00:02:16.000]  我想她一生當中最大的夢想是什麼
[00:02:16.000 --> 00:02:18.000]  就是穿著婚紗的時候
[00:02:18.000 --> 00:02:24.000]  是嗎
[00:02:24.000 --> 00:02:28.000]  所有的婚禮你可以看見
[00:02:28.000 --> 00:02:35.000]  這個都是在把這個主角放在誰身上
[00:02:35.000 --> 00:02:38.000]  新郎
[00:02:38.000 --> 00:02:41.000]  那是你的婚禮吧
[00:02:41.000 --> 00:02:44.000]  婚禮為什麼要大家通通坐好了
[00:02:44.000 --> 00:02:46.000]  然後新郎站在這邊
[00:02:46.000 --> 00:02:48.000]  然後呢
[00:02:48.000 --> 00:02:50.000]  然後後面就怎麼樣
[00:02:50.000 --> 00:02:52.000]  新娘走進來
[00:02:52.000 --> 00:02:55.000]  父親牽著她或怎麼樣
[00:02:55.000 --> 00:02:57.000]  這表示什麼
[00:02:57.000 --> 00:03:00.000]  新娘是主角
[00:03:00.000 --> 00:03:01.000]  但是丟著妹你知道
[00:03:01.000 --> 00:03:04.000]  如果根據聖經來講的話
[00:03:04.000 --> 00:03:07.000]  婚禮的主角應該是誰啊
[00:03:07.000 --> 00:03:12.000]  新郎
[00:03:12.000 --> 00:03:14.000]  首先我們要看見
[00:03:14.000 --> 00:03:17.000]  婚姻是上帝所設立的
[00:03:17.000 --> 00:03:19.000]  從整個聖經裡面
[00:03:19.000 --> 00:03:21.000]  我們很清楚的看見
[00:03:21.000 --> 00:03:24.000]  這個婚姻是神所設立的
[00:03:24.000 --> 00:03:26.000]  婚姻是神的心意
[00:03:26.000 --> 00:03:29.000]  婚姻是神的祝福
[00:03:29.000 --> 00:03:31.000]  但今天親愛的同志們
[00:03:31.000 --> 00:03:32.000]  你看見今天的婚姻
[00:03:32.000 --> 00:03:35.000]  真的是很狼狽不堪
[00:03:35.000 --> 00:03:39.000]  今天的婚姻真的是叫做
[00:03:39.000 --> 00:03:45.000]  食之無味棄之
[00:03:45.000 --> 00:03:48.000]  為什麼會這樣子
[00:03:48.000 --> 00:03:50.000]  從亞當夏娃開始
[00:03:50.000 --> 00:03:51.000]  你可以看見
[00:03:51.000 --> 00:03:53.000]  本來神設立他們的時候
[00:03:53.000 --> 00:03:56.000]  神對人類的婚姻的美好
[00:03:56.000 --> 00:03:59.000]  神從亞當的肋骨裡面
[00:03:59.000 --> 00:04:00.000]  拿出一個肋骨
[00:04:00.000 --> 00:04:03.000]  然後就做成了夏娃
[00:04:03.000 --> 00:04:05.000]  然後就跟他說什麼
[00:04:05.000 --> 00:04:07.000]  祂說你是我骨中的骨
[00:04:07.000 --> 00:04:10.000]  是肉中的肉
[00:04:10.000 --> 00:04:11.000]  然後神就說
[00:04:11.000 --> 00:04:13.000]  因此人要離開父母
[00:04:13.000 --> 00:04:14.000]  與妻子和好
[00:04:14.000 --> 00:04:20.000]  聯合二人成為一體
[00:04:20.000 --> 00:04:22.000]  亞當夏娃
[00:04:22.000 --> 00:04:24.000]  原本他們兩個人赤身露體
[00:04:24.000 --> 00:04:25.000]  不覺得羞恥
[00:04:25.000 --> 00:04:26.000]  為什麼
[00:04:26.000 --> 00:04:29.000]  今天我們看到
[00:04:29.000 --> 00:04:31.000]  特別是你到歐洲去
[00:04:31.000 --> 00:04:33.000]  你看到一些的圖畫
[00:04:33.000 --> 00:04:34.000]  都是裸體的
[00:04:34.000 --> 00:04:37.000]  你看了之後你就小孩子不宜看
[00:04:37.000 --> 00:04:40.000]  其實問題是什麼
[00:04:40.000 --> 00:04:42.000]  不是他們有問題
[00:04:42.000 --> 00:04:43.000]  是誰有問題
[00:04:43.000 --> 00:04:44.000]  是我們有問題
[00:04:44.000 --> 00:04:46.000]  是因為人類犯罪之後
[00:04:46.000 --> 00:04:50.000]  人才開始發現
[00:04:50.000 --> 00:04:56.000]  需要用這個葉子來遮羞
[00:04:56.000 --> 00:04:59.000]  神本來設立這個婚姻的時候
[00:04:59.000 --> 00:05:03.000]  是一個美好的婚姻
[00:05:03.000 --> 00:05:05.000]  但是亞當夏娃犯罪之後
[00:05:05.000 --> 00:05:07.000]  使得這個婚姻
[00:05:07.000 --> 00:05:10.000]  甚至使得整個人類離開了神
[00:05:10.000 --> 00:05:13.000]  因為罪的緣故
[00:05:13.000 --> 00:05:15.000]  在舊約聖經裡面
[00:05:15.000 --> 00:05:17.000]  荷西亞書是一個非常經典的書
[00:05:17.000 --> 00:05:21.000]  講到上帝跟以色列人的關係
[00:05:21.000 --> 00:05:22.000]  在舊約聖經裡面
[00:05:22.000 --> 00:05:25.000]  常常把上帝這個比作是
[00:05:25.000 --> 00:05:27.000]  就是他的妻子
[00:05:27.000 --> 00:05:30.000]  他的妻子就是以色列人
[00:05:30.000 --> 00:05:33.000]  所以神用這種夫妻的關係來比喻
[00:05:33.000 --> 00:05:36.000]  他跟我們之間的關係
[00:05:36.000 --> 00:05:38.000]  荷西亞書裡面講到說
[00:05:38.000 --> 00:05:42.000]  荷西亞是一個先知
[00:05:42.000 --> 00:05:45.000]  大概是在主前760年的時候
[00:05:45.000 --> 00:05:47.000]  耶羅伯安第二
[00:05:47.000 --> 00:05:50.000]  成為北國以色列王的時候
[00:05:50.000 --> 00:05:53.000]  神的話就臨到了先知荷西亞
[00:05:53.000 --> 00:05:56.000]  要他去娶淫婦
[00:05:56.000 --> 00:06:00.000]  叫做戈滅為妻
[00:06:00.000 --> 00:06:03.000]  戈滅本來是一個祭旅
[00:06:03.000 --> 00:06:05.000]  可能是所謂的廟祭
[00:06:05.000 --> 00:06:07.000]  因為那時候一些異教裡面
[00:06:07.000 --> 00:06:09.000]  都有在廟裡面有祭旅的
[00:06:09.000 --> 00:06:10.000]  這樣子的一個
[00:06:10.000 --> 00:06:11.000]  跟來進香的
[00:06:11.000 --> 00:06:13.000]  或者來自一些拜的人發生關係
[00:06:13.000 --> 00:06:17.000]  這是當時候異教的一個習俗
[00:06:17.000 --> 00:06:20.000]  那麼當先知荷西亞娶了她之後呢
[00:06:20.000 --> 00:06:24.000]  後來起初還十分的甜美
[00:06:24.000 --> 00:06:27.000]  但是在她第一個孩子耶穌列出生之後
[00:06:27.000 --> 00:06:29.000]  戈滅就改變了
[00:06:29.000 --> 00:06:31.000]  她厭煩
[00:06:31.000 --> 00:06:34.000]  她不耐煩這個荷西亞
[00:06:34.000 --> 00:06:37.000]  常常出去傳講上帝的話語
[00:06:37.000 --> 00:06:38.000]  然後呢
[00:06:38.000 --> 00:06:41.000]  就開始在外面
[00:06:41.000 --> 00:06:45.000]  去跟別的男人在一起
[00:06:45.000 --> 00:06:50.000]  好了
[00:06:50.000 --> 00:06:53.000]  荷西亞在這樣子的一個情況之下
[00:06:53.000 --> 00:06:54.000]  親愛的同志們
[00:06:54.000 --> 00:06:55.000]  一般來講
[00:06:55.000 --> 00:06:59.000]  這樣子的情況之下怎麼辦
[00:06:59.000 --> 00:07:00.000]  就離了吧
[00:07:00.000 --> 00:07:01.000]  是不是
[00:07:01.000 --> 00:07:02.000]  今天你可以看見這個社會
[00:07:02.000 --> 00:07:06.000]  今天這個時代的婚姻就是如此
[00:07:06.000 --> 00:07:08.000]  有了小三那還得了
[00:07:08.000 --> 00:07:10.000]  不過今天的這個問題不是
[00:07:10.000 --> 00:07:13.000]  不是這個男的有小三是什麼
[00:07:13.000 --> 00:07:15.000]  是女的有小三
[00:07:15.000 --> 00:07:18.000]  所以荷西亞照理來講
[00:07:18.000 --> 00:07:20.000]  她應該把這個妻拋棄了
[00:07:20.000 --> 00:07:22.000]  她拋棄的也非常符合
[00:07:22.000 --> 00:07:23.000]  聖經原則
[00:07:23.000 --> 00:07:24.000]  是不是
[00:07:24.000 --> 00:07:25.000]  不能說符合聖經原則
[00:07:25.000 --> 00:07:27.000]  就說聖經也允許
[00:07:27.000 --> 00:07:28.000]  是不是
[00:07:28.000 --> 00:07:29.000]  親愛的同志們
[00:07:29.000 --> 00:07:31.000]  神接著荷西亞這一個先知
[00:07:31.000 --> 00:07:34.000]  要帶讓我們看見這件事情
[00:07:34.000 --> 00:07:36.000]  他還叫荷西亞去把她
[00:07:36.000 --> 00:07:38.000]  這個後來簡單講
[00:07:38.000 --> 00:07:40.000]  就說這個戈滅後來
[00:07:40.000 --> 00:07:44.000]  在外面很這樣子的一個
[00:07:44.000 --> 00:07:46.000]  就是說亂招男人跟女人
[00:07:46.000 --> 00:07:49.000]  所以她後面兩個兒子生出來
[00:07:49.000 --> 00:07:51.000]  都不是跟荷西亞生的
[00:07:51.000 --> 00:07:53.000]  都是跟別的男人生的
[00:07:53.000 --> 00:07:55.000]  這個我就不細講了
[00:07:55.000 --> 00:07:58.000]  到最後又被她自己的情人
[00:07:58.000 --> 00:07:59.000]  把她拋棄
[00:07:59.000 --> 00:08:01.000]  所以戈滅被拋棄之後很慘
[00:08:01.000 --> 00:08:04.000]  最後她真是在流浪在外面
[00:08:04.000 --> 00:08:07.000]  甚至最後賣身為奴
[00:08:07.000 --> 00:08:11.000]  在這種情況之下
[00:08:11.000 --> 00:08:17.000]  上帝要荷西亞去把她找回來
[00:08:17.000 --> 00:08:19.000]  再把她找回來
[00:08:19.000 --> 00:08:27.000]  上帝要荷西亞再取她的銀妻為妻
[00:08:27.000 --> 00:08:29.000]  讓她重披婚紗
[00:08:29.000 --> 00:08:32.000]  重新的跟她再一次的結為夫婦
[00:08:32.000 --> 00:08:34.000]  親愛的同志們
[00:08:34.000 --> 00:08:35.000]  你知道嗎
[00:08:35.000 --> 00:08:37.000]  在荷西亞書第二章十九節二十節
[00:08:37.000 --> 00:08:38.000]  三次講的這句話
[00:08:38.000 --> 00:08:42.000]  他說我必聘你永遠歸我為妻
[00:08:42.000 --> 00:08:44.000]  我必聘你為妻
[00:08:44.000 --> 00:08:45.000]  聘你歸我
[00:08:45.000 --> 00:08:51.000]  聘你歸我講了三次
[00:08:51.000 --> 00:08:55.000]  這就是代表著今天許許多多時候
[00:08:55.000 --> 00:08:57.000]  不單單是當時候的以色列
[00:08:57.000 --> 00:09:00.000]  今天許多時候基督徒神的兒女
[00:09:00.000 --> 00:09:03.000]  事實上我們也是如此
[00:09:03.000 --> 00:09:05.000]  我們是不是也常常移情別戀
[00:09:05.000 --> 00:09:07.000]  親愛的同志們
[00:09:07.000 --> 00:09:08.000]  有沒有
[00:09:08.000 --> 00:09:11.000]  耶和華本應該是我的目的
[00:09:11.000 --> 00:09:13.000]  但是我們常常變成是
[00:09:13.000 --> 00:09:21.000]  手機是我的目的
[00:09:21.000 --> 00:09:27.000]  所以神要荷西亞去取銀妻割面
[00:09:27.000 --> 00:09:29.000]  再一次讓我們看見
[00:09:29.000 --> 00:09:32.000]  神對我們所立的約
[00:09:32.000 --> 00:09:34.000]  神所訂的這個約
[00:09:34.000 --> 00:09:38.000]  這個是世界上沒有的一種約
[00:09:38.000 --> 00:09:41.000]  這個約是一種主動的約
[00:09:41.000 --> 00:09:44.000]  這個約是一個永遠不改變的約
[00:09:44.000 --> 00:09:45.000]  這個約就是說
[00:09:45.000 --> 00:09:47.000]  你這一方毀約
[00:09:47.000 --> 00:09:49.000]  但是我絕對不毀約
[00:09:49.000 --> 00:09:51.000]  你懂這個意思嗎
[00:09:51.000 --> 00:09:53.000]  這個叫做covenant
[00:09:53.000 --> 00:09:55.000]  這不是contract
[00:09:55.000 --> 00:09:58.000]  這是神跟人立約
[00:09:58.000 --> 00:10:01.000]  這是covenant
[00:10:01.000 --> 00:10:03.000]  神主動
[00:10:03.000 --> 00:10:04.000]  神不毀這個約
[00:10:04.000 --> 00:10:06.000]  神永遠持守這個約
[00:10:06.000 --> 00:10:08.000]  不管人再怎麼樣的卑劣
[00:10:08.000 --> 00:10:12.000]  神永遠在那個地方等候著我們
[00:10:12.000 --> 00:10:13.000]  窮子們
[00:10:13.000 --> 00:10:15.000]  這個婚姻
[00:10:15.000 --> 00:10:17.000]  到了新約的時候呢
[00:10:17.000 --> 00:10:19.000]  到了新約的時候
[00:10:19.000 --> 00:10:20.000]  所以呢
[00:10:20.000 --> 00:10:23.000]  耶穌基督降世
[00:10:23.000 --> 00:10:24.000]  基督來了
[00:10:24.000 --> 00:10:27.000]  接著基督跟教會的關係
[00:10:27.000 --> 00:10:29.000]  特別是在禮福所書裡面
[00:10:29.000 --> 00:10:32.000]  就講到基督跟教會之間的關係
[00:10:32.000 --> 00:10:34.000]  他說教會怎麼樣順服基督
[00:10:34.000 --> 00:10:37.000]  妻子也要怎樣順服丈夫
[00:10:37.000 --> 00:10:39.000]  然後這一句話
[00:10:39.000 --> 00:10:40.000]  我想可能很多的婚禮
[00:10:40.000 --> 00:10:42.000]  都是在講這一段
[00:10:42.000 --> 00:10:43.000]  我們當中有沒有
[00:10:43.000 --> 00:10:44.000]  你在婚禮的時候
[00:10:44.000 --> 00:10:45.000]  牧師講到就講這一段
[00:10:45.000 --> 00:10:47.000]  請舉一下手
[00:10:47.000 --> 00:10:48.000]  有沒有
[00:10:48.000 --> 00:10:50.000]  看看做個調查
[00:10:50.000 --> 00:10:51.000]  還是都忘掉
[00:10:51.000 --> 00:10:54.000]  這個那天在講什麼
[00:10:54.000 --> 00:10:55.000]  好
[00:10:55.000 --> 00:10:57.000]  很多時候
[00:10:57.000 --> 00:10:59.000]  這個大概一般的婚禮裡面
[00:10:59.000 --> 00:11:00.000]  不管是讀經也好
[00:11:00.000 --> 00:11:01.000]  或者講道也好
