
[00:00:00.000 --> 00:00:03.000]  我們再一次禱告,弟兄姐妹
[00:00:03.000 --> 00:00:07.000]  慈悲天父,我們再一次感謝你
[00:00:07.000 --> 00:00:09.000]  你寶貴的話語
[00:00:09.000 --> 00:00:14.000]  值得保羅和我們分享他個人的經歷
[00:00:14.000 --> 00:00:18.000]  他如何在人生中經歷一個沒有基督的日子
[00:00:18.000 --> 00:00:20.000]  直到他信主之後
[00:00:20.000 --> 00:00:24.000]  他有基督,他的生命不再一樣
[00:00:24.000 --> 00:00:26.000]  主求你幫我們
[00:00:26.000 --> 00:00:30.000]  叫我們認識你是最寶貴
[00:00:30.000 --> 00:00:33.000]  叫我們不單信主
[00:00:33.000 --> 00:00:36.000]  我們還能經歷你的大能
[00:00:36.000 --> 00:00:39.000]  願主你帶領我們
[00:00:39.000 --> 00:00:41.000]  不要用世界的價值觀
[00:00:41.000 --> 00:00:44.000]  是用神的價值觀
[00:00:44.000 --> 00:00:46.000]  去看我們的人生
[00:00:46.000 --> 00:00:48.000]  好像保羅一樣
[00:00:48.000 --> 00:00:51.000]  他以認識基督為至寶
[00:00:51.000 --> 00:00:55.000]  他甘願凋棄萬事,看作墳土
[00:00:55.000 --> 00:00:57.000]  我們要得著基督
[00:00:57.000 --> 00:00:59.000]  主求你幫我們
[00:00:59.000 --> 00:01:01.000]  更加經歷,更加認識你
[00:01:01.000 --> 00:01:03.000]  多謝你聽我們祈禱
[00:01:03.000 --> 00:01:05.000]  奉耶穌的聖名,阿門
[00:01:05.000 --> 00:01:09.000]  喇叭有Echo
[00:01:09.000 --> 00:01:11.000]  聽到嗎?
[00:01:11.000 --> 00:01:13.000]  可以延長嗎?
[00:01:13.000 --> 00:01:14.000]  好
[00:01:14.000 --> 00:01:16.000]  弟兄姐妹
[00:01:16.000 --> 00:01:18.000]  在我們信仰裡
[00:01:18.000 --> 00:01:20.000]  如果你留心
[00:01:20.000 --> 00:01:23.000]  在福音書或保羅書信
[00:01:23.000 --> 00:01:24.000]  無論是耶穌
[00:01:24.000 --> 00:01:26.000]  使徒彼得,使徒保羅
[00:01:26.000 --> 00:01:28.000]  他們都說過
[00:01:28.000 --> 00:01:30.000]  一個很震撼
[00:01:30.000 --> 00:01:32.000]  而又很重要的真理
[00:01:32.000 --> 00:01:33.000]  或者我們說
[00:01:33.000 --> 00:01:35.000]  對一個基督徒來說
[00:01:35.000 --> 00:01:37.000]  甚至對每一個人來說
[00:01:37.000 --> 00:01:39.000]  有一句很吊詭
[00:01:39.000 --> 00:01:42.000]  但是最重要的一句經文
[00:01:42.000 --> 00:01:44.000]  這句經文是說到
[00:01:44.000 --> 00:01:46.000]  我們人生的一個選擇
[00:01:46.000 --> 00:01:48.000]  在引言裡說
[00:01:48.000 --> 00:01:51.000]  門徒生命的抉擇
[00:01:51.000 --> 00:01:54.000]  而保羅一樣
[00:01:54.000 --> 00:01:57.000]  他就好像耶穌基督所說
[00:01:57.000 --> 00:01:59.000]  他說出這裡
[00:01:59.000 --> 00:02:01.000]  我們剛才讀第三章的七和八節
[00:02:01.000 --> 00:02:04.000]  他說我以前以為對我有益的
[00:02:04.000 --> 00:02:06.000]  現在我當作有損
[00:02:06.000 --> 00:02:08.000]  不但如此
[00:02:08.000 --> 00:02:11.000]  我還以認識基督為至寶
[00:02:11.000 --> 00:02:13.000]  我已經凋棄萬事
[00:02:13.000 --> 00:02:15.000]  看作糞土
[00:02:15.000 --> 00:02:17.000]  原來認識基督
[00:02:17.000 --> 00:02:19.000]  比其他東西更重要
[00:02:19.000 --> 00:02:21.000]  這個對比
[00:02:21.000 --> 00:02:22.000]  你讀到這裡
[00:02:22.000 --> 00:02:23.000]  你就知道
[00:02:23.000 --> 00:02:25.000]  原來很特別
[00:02:25.000 --> 00:02:28.000]  在輔佐經文第一段
[00:02:28.000 --> 00:02:30.000]  就是耶穌說的那句話
[00:02:30.000 --> 00:02:33.000]  在馬考弗的八章三十五節說什麼呢
[00:02:33.000 --> 00:02:36.000]  他說人如果要得著生命
[00:02:36.000 --> 00:02:39.000]  就要放下自己的生命
[00:02:39.000 --> 00:02:43.000]  我請文進幫我們讀八章三十五到三十七節
[00:02:43.000 --> 00:02:46.000]  因為凡要救自己生命的
[00:02:46.000 --> 00:02:48.000]  必喪失生命
[00:02:48.000 --> 00:02:51.000]  凡為我福音喪失生命的
[00:02:51.000 --> 00:02:53.000]  必救自己的生命
[00:02:53.000 --> 00:02:55.000]  人就是賺得全世界
[00:02:55.000 --> 00:02:57.000]  賠上自己的生命
[00:02:57.000 --> 00:02:59.000]  有什麼益處呢
[00:02:59.000 --> 00:03:02.000]  人還能拿什麼來換生命呢
[00:03:02.000 --> 00:03:05.000]  頂姐妹你聽過
[00:03:05.000 --> 00:03:06.000]  三十六節
[00:03:06.000 --> 00:03:08.000]  三十七節
[00:03:08.000 --> 00:03:09.000]  他說
[00:03:09.000 --> 00:03:11.000]  人就算賺到全世界
[00:03:11.000 --> 00:03:13.000]  賠上自己的生命
[00:03:13.000 --> 00:03:14.000]  你留意
[00:03:14.000 --> 00:03:16.000]  這裡有講賺
[00:03:16.000 --> 00:03:17.000]  有講蝕
[00:03:17.000 --> 00:03:19.000]  你賺到
[00:03:19.000 --> 00:03:21.000]  不要說全世界
[00:03:21.000 --> 00:03:23.000]  你賺到
[00:03:23.000 --> 00:03:24.000]  一億
[00:03:24.000 --> 00:03:25.000]  一個億
[00:03:25.000 --> 00:03:27.000]  嘩
[00:03:27.000 --> 00:03:28.000]  打敗腳不用有
[00:03:28.000 --> 00:03:29.000]  但這裡聖經說
[00:03:29.000 --> 00:03:32.000]  耶穌挑戰
[00:03:32.000 --> 00:03:33.000]  在這段經文裡面
[00:03:33.000 --> 00:03:34.000]  耶穌說
[00:03:34.000 --> 00:03:36.000]  所有跟從主的人
[00:03:36.000 --> 00:03:38.000]  要做主的門徒的人
[00:03:38.000 --> 00:03:41.000]  要做一個聰明的抉擇
[00:03:41.000 --> 00:03:43.000]  他說凡有人要跟從主
[00:03:43.000 --> 00:03:44.000]  他怎樣
[00:03:44.000 --> 00:03:46.000]  他就要捨己
[00:03:46.000 --> 00:03:48.000]  就是向自己的肉體說不
[00:03:48.000 --> 00:03:49.000]  捨一己
[00:03:49.000 --> 00:03:52.000]  背起自己的十字架
[00:03:52.000 --> 00:03:53.000]  背起十字架
[00:03:53.000 --> 00:03:55.000]  就是要付代價
[00:03:55.000 --> 00:03:57.000]  甚至付上生命的代價
[00:03:57.000 --> 00:03:59.000]  就是全個生命
[00:03:59.000 --> 00:04:00.000]  不只是說
[00:04:00.000 --> 00:04:03.000]  我願意為主死這麼簡單
[00:04:03.000 --> 00:04:05.000]  是你不死的時候
[00:04:05.000 --> 00:04:06.000]  你的人生
[00:04:06.000 --> 00:04:07.000]  你的時間
[00:04:07.000 --> 00:04:09.000]  你生命所擁有的東西
[00:04:09.000 --> 00:04:12.000]  就好像背十字架一樣
[00:04:12.000 --> 00:04:14.000]  甘願為主放下
[00:04:14.000 --> 00:04:18.000]  耶穌說誰願意為他撇下人生一切
[00:04:18.000 --> 00:04:21.000]  那個人才有資格跟從他
[00:04:21.000 --> 00:04:22.000]  背十字架
[00:04:22.000 --> 00:04:23.000]  捨己
[00:04:23.000 --> 00:04:24.000]  天天跟從主
[00:04:24.000 --> 00:04:25.000]  說完這句
[00:04:25.000 --> 00:04:27.000]  他就說三十五節
[00:04:27.000 --> 00:04:30.000]  他說凡要救自己生命的
[00:04:30.000 --> 00:04:32.000]  就會失去
[00:04:32.000 --> 00:04:34.000]  凡是主和他的福音
[00:04:34.000 --> 00:04:35.000]  放下自己生命
[00:04:35.000 --> 00:04:37.000]  就會得著
[00:04:37.000 --> 00:04:39.000]  我就想今天
[00:04:39.000 --> 00:04:41.000]  藉著保羅的生平
[00:04:41.000 --> 00:04:44.000]  仿佛他個人的見證
[00:04:44.000 --> 00:04:47.000]  去跟大家說最重要的真理
[00:04:47.000 --> 00:04:49.000]  我們教會有個mission statement
[00:04:49.000 --> 00:04:51.000]  有個使命宣言
[00:04:51.000 --> 00:04:54.000]  其實是重覆聖經教
[00:04:54.000 --> 00:04:56.000]  耶穌基督來
[00:04:56.000 --> 00:04:58.000]  要拯救我們出死入生
[00:04:58.000 --> 00:05:00.000]  從罪裡面出來
[00:05:00.000 --> 00:05:01.000]  要他成長
[00:05:01.000 --> 00:05:03.000]  跟著我們的老師
[00:05:03.000 --> 00:05:04.000]  我們的師父
