
[00:00:00.000 --> 00:00:04.000]  陳志全:鄧小平,我們今天會看一個題目叫如何突破限制,
[00:00:04.000 --> 00:00:12.000]  今天會看一個老人家叫加勒,但我想今天講的限制,
[00:00:12.000 --> 00:00:16.000]  不單只是一個老人家的限制,或者年齡大的限制,
[00:00:16.000 --> 00:00:22.000]  我們講的是一些我們在時空裏面對很多不同的限制,
[00:00:22.000 --> 00:00:24.000]  我們怎樣能夠去突破呢?
[00:00:24.000 --> 00:00:30.000]  講到老,我想很多人都有些誤解,講到年紀老的時候,
[00:00:30.000 --> 00:00:41.000]  老就等於沒有,老就等於沒有價值,沒有意義,沒有健康,沒有氣息,
[00:00:41.000 --> 00:00:47.000]  很多人對於老是一個不同的看法,但是什麼叫老呢?
[00:00:47.000 --> 00:00:52.000]  以往好像我這個年紀,接近60歲已經叫老了,
[00:00:52.000 --> 00:00:58.000]  接下來我們美國即將選的總統候選人,無論誰對聘也好,
[00:00:58.000 --> 00:01:03.000]  一個71歲,一個74歲,一個79歲,
[00:01:03.000 --> 00:01:09.000]  接近80歲都可以仍然成為國家的元首,
[00:01:09.000 --> 00:01:18.000]  其實除了年紀之外,我們每一個人在上帝面前都有不同的所謂限制,
[00:01:18.000 --> 00:01:21.000]  但是這些限制我們怎樣能夠突破呢?
[00:01:21.000 --> 00:01:26.000]  今天我們從加勒這個老人家,85歲的老人家裏面,
[00:01:26.000 --> 00:01:28.000]  他的經歷提醒我們一件很重要的事,
[00:01:28.000 --> 00:01:31.000]  剛才在我們讀聖經裏面也讀了,
[00:01:31.000 --> 00:01:34.000]  這個老人家有一些很特別的特色,
[00:01:34.000 --> 00:01:37.000]  我剛才紅色字也特別講了出來,
[00:01:37.000 --> 00:01:42.000]  這個特色就是聖經說到他是專心跟從,
[00:01:42.000 --> 00:01:44.000]  什麼叫專心跟從呢?
[00:01:44.000 --> 00:01:48.000]  在原文裏面,專心這個字,
[00:01:48.000 --> 00:01:55.000]  在原文裏面這個字的意思就是滿足或者充滿,
[00:01:55.000 --> 00:02:03.000]  就是說這個人在他的人生裏面跟從上帝是充充滿滿,
[00:02:03.000 --> 00:02:09.000]  跟從上帝的心智是完全充滿了他的人生,
[00:02:09.000 --> 00:02:19.000]  就是說他人生裏面他是很一心一意,很專心一意,很集中精神去跟從上帝,
[00:02:19.000 --> 00:02:27.000]  原來一個這樣的人是能夠將他面對的限制能夠突破的,
[00:02:27.000 --> 00:02:31.000]  所以我們今天就從加勒的人生裏面去看一下,
[00:02:31.000 --> 00:02:36.000]  這一段的記載怎樣對我們今天在服侍上帝的人,
[00:02:36.000 --> 00:02:42.000]  或者年紀大的人,甚至你年輕的,我們都可以從當中學習的機會,
[00:02:42.000 --> 00:02:46.000]  聖經裏面告訴我們,去到約書亞記十三章,
[00:02:46.000 --> 00:02:50.000]  約書亞年紀老邁,耶華就對他說,
[00:02:50.000 --> 00:02:54.000]  他說你年紀老邁了,但是還有很多美德之地,
[00:02:54.000 --> 00:02:59.000]  這句話其實有一點點悲傷,
[00:02:59.000 --> 00:03:04.000]  試想一下約書亞帶領以色列人進去迦南地,
[00:03:04.000 --> 00:03:10.000]  接著年年征戰,已經攻陷了很多城池,
[00:03:10.000 --> 00:03:17.000]  但是他開始老邁,老邁就說他快要面對人生的終結,
[00:03:17.000 --> 00:03:21.000]  當他面對人生的終結的時候,上帝就跟他說,
[00:03:21.000 --> 00:03:28.000]  你老了,但是還有很多地方還沒得著,那怎麼辦呢?
[00:03:28.000 --> 00:03:36.000]  你想一下,你壯志未酬,年輕的時候帶領以色列人進去迦南地,
[00:03:36.000 --> 00:03:40.000]  打了這麼多年仗,為什麼還有很多地還沒得著呢?
[00:03:40.000 --> 00:03:44.000]  當然上帝不是怪責他,但是要告訴他知道,
[00:03:44.000 --> 00:03:50.000]  其實這個應許的地方,很多應許地都還沒有完全得著,
[00:03:50.000 --> 00:03:54.000]  提醒他仍然繼續要去為主席爭戰,
[00:03:54.000 --> 00:03:59.000]  我們看這幅地圖,我們都看到以色列人分地,
[00:03:59.000 --> 00:04:08.000]  分給十二個支派,但是當時仍然有很多地方還沒得著,
[00:04:08.000 --> 00:04:14.000]  其中一個地方就是猶大,原本分地分給猶大的希伯倫這個地方,
[00:04:14.000 --> 00:04:19.000]  希伯倫如果你看這個地圖,就知道希伯倫是一個山地,
[00:04:19.000 --> 00:04:26.000]  是山脈的地方,所以不容易攻的,
[00:04:26.000 --> 00:04:30.000]  當中聖經也記載有亞納族的巨人,
[00:04:30.000 --> 00:04:35.000]  就是說城市很堅固,你上山攻是很困難,
[00:04:35.000 --> 00:04:38.000]  而且那些人很大隻,好像巨人一樣,
[00:04:38.000 --> 00:04:42.000]  那怎麼去攻擊希伯倫呢?
[00:04:42.000 --> 00:04:47.000]  所以一直以來希伯倫都還沒得到以色列人的佔領,
[00:04:47.000 --> 00:04:51.000]  順勢就說還有很多地要繼續努力,
[00:04:51.000 --> 00:04:56.000]  當約書亞面對這樣的光景的時候,
[00:04:56.000 --> 00:05:00.000]  有一個人跟他可以說是出生入死,
[00:05:00.000 --> 00:05:07.000]  但是這個人是沒有任何的,聖經沒有記載他要爭做領袖,
[00:05:07.000 --> 00:05:12.000]  你知道就是上一代的以色列人,
[00:05:12.000 --> 00:05:15.000]  大部份都死在曠野裡面,包括摩西,
[00:05:15.000 --> 00:05:20.000]  但是只有兩個人能夠進到迦南的美地,
[00:05:20.000 --> 00:05:24.000]  一個就是約書亞,而另外一個就是迦勒,
[00:05:24.000 --> 00:05:27.000]  我們今天就看看迦勒這個人,
[00:05:27.000 --> 00:05:30.000]  怎樣能夠成為我們一個提醒呢?
[00:05:30.000 --> 00:05:33.000]  我們就叫迦勒專心跟從,
[00:05:33.000 --> 00:05:38.000]  有三樣東西我從這篇聖經裡面希望我們每一個人去學習,
[00:05:38.000 --> 00:05:41.000]  第一就是珍惜過去,第二就是把握現在,
[00:05:41.000 --> 00:05:46.000]  第三就是夢想未來,我們來看看這個迦勒的人生,
[00:05:46.000 --> 00:05:52.000]  一個叡別的人生,那時候猶大人約書亞還在籌儲,
[00:05:52.000 --> 00:05:55.000]  怎樣搞呢?還有這麼多地還沒有得到,
[00:05:55.000 --> 00:05:58.000]  猶大人來到吉甲見約書亞,
[00:05:58.000 --> 00:06:06.000]  當時有基尼洗族,耶夫尼的兒子迦勒對約書亞這樣說,
[00:06:06.000 --> 00:06:11.000]  這句話告訴我們迦勒的出生和背景,
[00:06:11.000 --> 00:06:13.000]  他是耶夫尼的兒子,
[00:06:13.000 --> 00:06:18.000]  聖經裡面經常說,誰是誰的兒子,
[00:06:18.000 --> 00:06:20.000]  但是我想很重要的一件事就是,
[00:06:20.000 --> 00:06:24.000]  猶大族這個整個民族的人或者代表,
[00:06:24.000 --> 00:06:26.000]  來到吉甲見約書亞的時候,
[00:06:26.000 --> 00:06:30.000]  有迦勒這個人,特別記載到,
[00:06:30.000 --> 00:06:33.000]  不單止在這裡,其他地方記載到,
[00:06:33.000 --> 00:06:40.000]  迦勒他的背景是基尼洗族的人,
[00:06:40.000 --> 00:06:46.000]  以色列人十二支派,究竟基尼洗族是什麼族呢?
[00:06:46.000 --> 00:06:50.000]  他不是猶大族,但他已經是猶大族的人,
[00:06:50.000 --> 00:06:52.000]  那基尼洗族是什麼人呢?
[00:06:52.000 --> 00:06:55.000]  原來,各位聽眾,當我們考據聖經裡面的時候,
[00:06:55.000 --> 00:07:04.000]  和聖經特別針對講,為什麼耶夫尼他不是猶大族而是基尼洗族,
[00:07:04.000 --> 00:07:10.000]  因為基尼洗族是一個愛邦的民族,
[00:07:10.000 --> 00:07:16.000]  原來迦勒的背景就是,迦勒本身他不是猶太人,
[00:07:16.000 --> 00:07:18.000]  他不是一個純種的猶太人,
[00:07:18.000 --> 00:07:22.000]  他爸爸是一個愛邦人,
[00:07:22.000 --> 00:07:25.000]  所以幫他改了一個名字,爸爸幫他改了一個名字,
[00:07:25.000 --> 00:07:27.000]  也是一個愛邦人的名字,
[00:07:27.000 --> 00:07:31.000]  迦勒,原來原文,如果你看希臘來文,
[00:07:31.000 --> 00:07:34.000]  原文迦勒的字根是什麼意思呢?
[00:07:34.000 --> 00:07:39.000]  迦勒的字根就是狗,窩窩狗,
[00:07:39.000 --> 00:07:45.000]  大家都知道,不同的民族對狗是有不同的看法,
[00:07:45.000 --> 00:07:48.000]  有些民族覺得狗就好像牧羊犬那樣,
[00:07:48.000 --> 00:07:53.000]  很能夠幫忙,是人類的朋友,是守門口的,
[00:07:53.000 --> 00:07:56.000]  是很忠誠的,對狗是很讚許的,
[00:07:56.000 --> 00:08:01.000]  所以很多愛邦人對子女改名叫阿財、阿旺,
[00:08:01.000 --> 00:08:04.000]  都是一個讚美來的,
[00:08:04.000 --> 00:08:09.000]  但是猶太人,大家都知道猶太人對狗的看法就很不同,
[00:08:09.000 --> 00:08:12.000]  猶太人對狗的看法就是,那些狗是污穢的,
[00:08:12.000 --> 00:08:19.000]  如果你記得耶穌有一天有一個迦南的婦人,
[00:08:19.000 --> 00:08:21.000]  一個愛邦人來見耶穌,
[00:08:21.000 --> 00:08:25.000]  就是耶穌給我救恩,
[00:08:25.000 --> 00:08:30.000]  耶穌就說主人吃的東西不要給狗吃,
[00:08:30.000 --> 00:08:33.000]  因為猶太人看那些愛邦人,
[00:08:33.000 --> 00:08:36.000]  看他們不順眼,就好像狗一樣,
[00:08:36.000 --> 00:08:38.000]  好像一個低等動物一樣,
[00:08:38.000 --> 00:08:40.000]  但是當然那個迦南婦人就說,
[00:08:40.000 --> 00:08:44.000]  狗也是吃主人桌上掉下來的零碎,
[00:08:44.000 --> 00:08:47.000]  主人吃不完的,
[00:08:47.000 --> 00:08:49.000]  猶太人吃不完的救恩,
[00:08:49.000 --> 00:08:51.000]  我們愛邦人都可以去享受,
[00:08:51.000 --> 00:08:53.000]  看到這個迦南婦人的信心,
[00:08:53.000 --> 00:08:56.000]  所以耶穌幾多就讚許這個迦南的婦人,
[00:08:56.000 --> 00:08:58.000]  我們看到的就是,
[00:08:58.000 --> 00:09:02.000]  猶太人對狗,對愛邦人很鄙視,
[00:09:02.000 --> 00:09:04.000]  對狗又很鄙視,
[00:09:04.000 --> 00:09:07.000]  但是為什麼迦納的名字是狗呢?
[00:09:07.000 --> 00:09:13.000]  原來他的爸爸不是一個純種的猶太人,
[00:09:13.000 --> 00:09:16.000]  他原本不是屬於猶太族的,
[00:09:16.000 --> 00:09:20.000]  原來他是一個愛邦人的背景,
[00:09:20.000 --> 00:09:24.000]  但是他爸爸或者是他,
[00:09:24.000 --> 00:09:27.000]  就因為信義或是他的緣故,
[00:09:27.000 --> 00:09:32.000]  就加入了,成為了猶太族的一份子,
[00:09:32.000 --> 00:09:35.000]  所以當猶太族來到建約書院的時候,
[00:09:35.000 --> 00:09:37.000]  迦納就一起來,
[00:09:37.000 --> 00:09:40.000]  因為他已經是屬於猶太族的一份子,
[00:09:40.000 --> 00:09:42.000]  首先第一件事,
[00:09:42.000 --> 00:09:44.000]  我想我們要明白的就是,
[00:09:44.000 --> 00:09:48.000]  我們要看回我們的過去,
[00:09:48.000 --> 00:09:51.000]  沒錯我們過去有很多的失敗的經歷,
[00:09:51.000 --> 00:09:53.000]  或者我們有很多的限制,
[00:09:53.000 --> 00:09:55.000]  很多的我們的經驗,
[00:09:55.000 --> 00:09:56.000]  我們的成長,
[00:09:56.000 --> 00:09:57.000]  我們的背景,
[00:09:57.000 --> 00:09:59.000]  令到我們今天有很多的限制,
[00:09:59.000 --> 00:10:01.000]  但是我們要明白一樣很重要的東西,
[00:10:01.000 --> 00:10:06.000]  就好像迦納人在基督裡面,
[00:10:06.000 --> 00:10:07.000]  有人在基督裡面,
[00:10:07.000 --> 00:10:09.000]  他就是新造的人,
[00:10:09.000 --> 00:10:11.000]  舊時已過都變成新的你,
[00:10:11.000 --> 00:10:14.000]  哥倫多後書第五章十七字,
[00:10:14.000 --> 00:10:15.000]  一段很重要的經文,
[00:10:15.000 --> 00:10:17.000]  提醒我們一樣東西就是,
[00:10:17.000 --> 00:10:18.000]  無論你過去是怎樣,
[00:10:18.000 --> 00:10:20.000]  你的成長是怎樣,
[00:10:20.000 --> 00:10:21.000]  你過去經歷了什麼,
[00:10:21.000 --> 00:10:23.000]  或者你是多大的罪人,
[00:10:23.000 --> 00:10:25.000]  好像數羅補羅一樣,
[00:10:25.000 --> 00:10:30.000]  但是當你願意回轉歸向上帝的話,
[00:10:30.000 --> 00:10:32.000]  上帝仍然要使用你,
[00:10:32.000 --> 00:10:34.000]  上帝仍然會尊重你,
[00:10:34.000 --> 00:10:40.000]  上帝仍然會透過你去完成他要完成的服事,
[00:10:40.000 --> 00:10:45.000]  迦納他有一個愛幫人的過去,
[00:10:45.000 --> 00:10:49.000]  但是當他已經成為了神的子民的一部份的時候,
[00:10:49.000 --> 00:10:54.000]  他不再擔心這些東西成為了他一個服事的限制,
[00:10:54.000 --> 00:10:58.000]  因為他有一個改變的人生,
