
[00:00:00.000 --> 00:00:04.180]  我們今天繼續講到幸福
[00:00:04.180 --> 00:00:07.700]  大家覺得自己幸不幸福?
[00:00:07.700 --> 00:00:10.820]  有沒有幸福的感覺?
[00:00:10.820 --> 00:00:13.740]  我記得有一次
[00:00:13.740 --> 00:00:15.100]  搭飛機的時候
[00:00:15.100 --> 00:00:16.540]  不知道大家有沒有搭過飛機
[00:00:16.540 --> 00:00:17.860]  多數搭過飛機了
[00:00:17.860 --> 00:00:20.620]  我相信不是很多人搭頭等的
[00:00:20.620 --> 00:00:24.220]  那我們那些窮人就去後面
[00:00:24.220 --> 00:00:25.780]  其實很擠迫的
[00:00:25.780 --> 00:00:29.060]  我經過頭等就覺得他們很幸福的
[00:00:29.060 --> 00:00:30.500]  有人倒茶倒水
[00:00:30.500 --> 00:00:32.260]  好像準備喫骨頭似的
[00:00:32.260 --> 00:00:34.620]  很舒服地在等待
[00:00:34.620 --> 00:00:36.300]  我們後面就擠迫進去
[00:00:36.300 --> 00:00:40.900]  通常人對幸福的感覺都是很被動的
[00:00:40.900 --> 00:00:43.860]  有人煮給我們喫
[00:00:43.860 --> 00:00:45.540]  有人服侍我們
[00:00:45.540 --> 00:00:46.660]  這樣就很幸福的
[00:00:46.660 --> 00:00:50.700]  其實聖經裏面的幸福的標準
[00:00:50.700 --> 00:00:53.260]  幸福的心態不是這樣的
[00:00:53.260 --> 00:00:57.020]  耶穌說:施比受更爲有福
[00:00:57.020 --> 00:01:00.860]  要看看八福在《瑪勒科》裏面說的八福
[00:01:00.860 --> 00:01:03.860]  完全不是我們想象當中
[00:01:03.860 --> 00:01:06.860]  這個社會里面所稱的被動的幸福
[00:01:06.860 --> 00:01:10.860]  反而是我們生命裏面能夠被神使用
[00:01:10.860 --> 00:01:14.660]  所以跟大家講一講一些口訣好不好?
[00:01:14.660 --> 00:01:18.220]  這些是不需要記的
[00:01:18.220 --> 00:01:22.540]  「幸福口訣:不是要得人的稱讚
[00:01:22.540 --> 00:01:23.980]  只要榮耀主的聖名」
[00:01:23.980 --> 00:01:25.380]  我們一起讀好不好?
[00:01:25.380 --> 00:01:28.420]  「幸福:不是要得人的稱讚
[00:01:28.420 --> 00:01:30.460]  只是要榮耀主的聖名」
[00:01:30.460 --> 00:01:32.740]  你們沒什麼聲氣的
[00:01:32.740 --> 00:01:34.180]  沒睡醒是吧?
[00:01:34.180 --> 00:01:36.820]  我們唱完那首歌都興奮了
[00:01:36.820 --> 00:01:39.180]  有點像電影的插曲
[00:01:39.180 --> 00:01:39.820]  是不是?
[00:01:39.820 --> 00:01:41.020]  那是什麼火熱來的
[00:01:41.020 --> 00:01:42.900]  好像小李飛刀那樣
[00:01:42.900 --> 00:01:44.820]  那首歌是感受的
[00:01:44.820 --> 00:01:45.940]  第二是
[00:01:45.940 --> 00:01:47.780]  「不是外面風平浪靜」
[00:01:47.780 --> 00:01:50.020]  不要以爲幸福就什麼都沒事
[00:01:50.020 --> 00:01:52.820]  是裏面要靠主常常喜樂
[00:01:52.820 --> 00:01:55.540]  靠主常樂
[00:01:55.540 --> 00:01:57.900]  外面可能有很多困難
[00:01:57.900 --> 00:01:59.260]  很多人大風大浪
[00:01:59.260 --> 00:02:03.140]  但我們心裏靠主常樂
[00:02:03.140 --> 00:02:06.060]  這是神向我們所定的旨意
[00:02:06.060 --> 00:02:07.340]  第三
[00:02:07.340 --> 00:02:08.780]  「不是與別人比較」
[00:02:08.780 --> 00:02:10.020]  不要比較、計較
[00:02:10.020 --> 00:02:10.860]  不要和別人計較
[00:02:10.860 --> 00:02:12.820]  不要和別人比較
[00:02:12.820 --> 00:02:18.620]  記得我們要凡事向主謝恩
[00:02:18.620 --> 00:02:20.940]  包括你以爲不好的事
[00:02:20.940 --> 00:02:23.500]  包括你有些不如意的事
[00:02:23.500 --> 00:02:24.980]  都要感謝神
[00:02:24.980 --> 00:02:27.100]  那就有幸福了
[00:02:27.100 --> 00:02:29.620]  這在生命當中是我們的幸福
[00:02:29.620 --> 00:02:31.020]  我們很希望弟兄姊妹
[00:02:31.020 --> 00:02:34.420]  今天我們最後一講幸福的時候
[00:02:34.420 --> 00:02:36.740]  我們真的明白神的心意
[00:02:36.740 --> 00:02:39.340]  今天我們很奇妙地
[00:02:39.340 --> 00:02:42.740]  引用一個很熟悉的故事
[00:02:42.740 --> 00:02:46.020]  就是大衛打死哥利亞的故事
[00:02:46.020 --> 00:02:49.060]  大家有沒有聽過?
[00:02:49.060 --> 00:02:51.180]  大衛打死哥利亞的故事
[00:02:51.180 --> 00:02:55.820]  是講到我們拿到幸福的時候
[00:02:55.820 --> 00:02:58.500]  其實有很多的障礙
[00:02:58.500 --> 00:03:00.700]  很多的妨礙
[00:03:00.700 --> 00:03:03.620]  很多東西是想我們不幸福
[00:03:03.620 --> 00:03:05.820]  這個世界的幸福
[00:03:05.820 --> 00:03:08.420]  其實是一種假局
[00:03:08.420 --> 00:03:11.980]  使我們信徒得不到真正的幸福
[00:03:11.980 --> 00:03:14.420]  所以大衛打死哥利亞的故事
[00:03:14.420 --> 00:03:16.820]  就是講到有些巨人
[00:03:16.820 --> 00:03:19.820]  在我們的心裏面、在我們的周圍
[00:03:19.820 --> 00:03:21.660]  是妨礙着我們的
[00:03:21.660 --> 00:03:22.820]  但我們不需要怕
[00:03:22.820 --> 00:03:24.540]  我們要靠着主
[00:03:24.540 --> 00:03:26.420]  我們就一無拘殺
[00:03:26.420 --> 00:03:27.620]  「愛你沒有懼怕」
[00:03:27.620 --> 00:03:28.780]  「愛的完全」
[00:03:28.780 --> 00:03:31.940]  就是把懼怕除去
[00:03:31.940 --> 00:03:36.620]  所以我們心裏面有主的幸福在當中
[00:03:36.620 --> 00:03:38.660]  求主幫助我們
[00:03:38.660 --> 00:03:41.900]  看到有些什麼人在我們身邊
[00:03:41.900 --> 00:03:44.300]  今天經文都挺多的
[00:03:44.300 --> 00:03:48.540]  所以我就不會很詳細地跟大家講
[00:03:48.540 --> 00:03:52.340]  只是用一個口述的方法跟大家來講
[00:03:52.340 --> 00:03:57.940]  其實大衛在他身邊有四種的人
[00:03:57.940 --> 00:04:01.340]  是在妨礙着他得到幸福的
[00:04:01.340 --> 00:04:04.540]  大衛的故事是非常之感動
[00:04:04.540 --> 00:04:07.940]  因爲大衛當時是一個赤子之心
[00:04:07.940 --> 00:04:09.460]  我們看回《聖經》的時候
[00:04:09.460 --> 00:04:13.780]  看到《撒慕爾記》上第十七章的時候
[00:04:13.780 --> 00:04:18.140]  大衛也是我們現在年輕人的年紀
[00:04:18.140 --> 00:04:21.620]  我猜測他大約是十八、九歲
[00:04:21.620 --> 00:04:23.620]  二十歲左右
[00:04:23.620 --> 00:04:25.780]  因爲哥里亞看到大衛出來
[00:04:25.780 --> 00:04:26.380]  就在那裏笑
[00:04:26.380 --> 00:04:29.580]  「哇,這個小孩出來跟我打架」
[00:04:29.580 --> 00:04:31.980]  所以哥里亞看不起他
[00:04:31.980 --> 00:04:34.980]  我們看到大衛當時
[00:04:34.980 --> 00:04:39.940]  一個年輕人
[00:04:39.940 --> 00:04:42.420]  能夠很單純地
[00:04:42.420 --> 00:04:45.020]  去跟從主
