
[00:00:00.000 --> 00:00:01.080]  鄭智梅:鄭智梅,平安。
[00:00:01.080 --> 00:00:07.400]  最近有一套港產片,票房是勢如可觸的。
[00:00:07.400 --> 00:00:09.520]  在很短時間之內,
[00:00:09.520 --> 00:00:12.360]  刷新了香港電影的票房紀錄。
[00:00:12.360 --> 00:00:16.320]  劇情是講到一位大律師,
[00:00:16.320 --> 00:00:18.960]  去處理一單官司的時候,
[00:00:18.960 --> 00:00:21.560]  因為過於自負,
[00:00:21.560 --> 00:00:23.320]  以及過分自信,
[00:00:23.320 --> 00:00:25.240]  加上粗心大意,
[00:00:25.240 --> 00:00:29.920]  令到被告很無辜地坐了七年的冤獄。
[00:00:31.000 --> 00:00:33.400]  後來有一次翻案的機會,
[00:00:33.400 --> 00:00:36.480]  這位律師迫失一切,
[00:00:36.480 --> 00:00:40.640]  要為這位現代犯的戚秦氏翻案。
[00:00:40.640 --> 00:00:43.920]  在審訊期間,他發現,
[00:00:43.920 --> 00:00:46.320]  要為弱勢社群發聲,
[00:00:46.320 --> 00:00:49.840]  要對抗的不單止是真正的兇手,
[00:00:49.840 --> 00:00:54.240]  更是要面對可以隻手遮天的權貴,
[00:00:54.240 --> 00:00:55.880]  那個黑暗勢力,
[00:00:55.880 --> 00:00:59.600]  甚至是涉及傳媒、警界、司法界。
[00:01:00.560 --> 00:01:02.480]  他面對重重的困難。
[00:01:02.480 --> 00:01:07.000]  今天我們讀到這一段的經文,
[00:01:07.000 --> 00:01:10.640]  同樣是熟讀法律的民事。
[00:01:10.640 --> 00:01:12.560]  在耶穌時代,
[00:01:12.560 --> 00:01:15.840]  他卻沒有為弱勢社群出力,
[00:01:15.840 --> 00:01:18.560]  反而他欺壓寡婦,
[00:01:18.560 --> 00:01:21.680]  被耶穌點名去指責。
[00:01:21.680 --> 00:01:23.840]  我們看第一點,
[00:01:23.840 --> 00:01:27.520]  欺壓寡婦的民事,
[00:01:28.360 --> 00:01:30.160]  經文在三十八至四十節。
[00:01:30.160 --> 00:01:33.480]  經文是這樣的說法,
[00:01:33.480 --> 00:01:36.360]  耶穌在教訓之間說:
[00:01:36.360 --> 00:01:38.480]  「你們要防備民事,
[00:01:38.480 --> 00:01:40.840]  他們好穿長衣遊行,
[00:01:40.840 --> 00:01:44.320]  喜愛人在街市上問他們的安,
[00:01:44.320 --> 00:01:47.160]  由喜愛會同類的高畏,
[00:01:47.160 --> 00:01:48.960]  現職上的守衛,
[00:01:48.960 --> 00:01:51.840]  他們侵吞寡婦的家產,
[00:01:51.840 --> 00:01:54.280]  假以做懇詳的禱告,
[00:01:54.280 --> 00:01:57.360]  這些人要受更重的刑罰。」
[00:01:59.360 --> 00:02:01.040]  在第三十八節這裏,
[00:02:01.040 --> 00:02:04.400]  耶穌說:「你們要防備民事。」
[00:02:04.400 --> 00:02:07.360]  在新約時期,
[00:02:07.360 --> 00:02:10.000]  究竟民事是甚麼人呢?
[00:02:10.000 --> 00:02:14.880]  是當時羅馬人開設了一些民職的工作,
[00:02:14.880 --> 00:02:18.480]  是專責協助巴勒斯坦政府,
[00:02:18.480 --> 00:02:22.760]  因為當時大部分的百姓其實都是文盲,
[00:02:22.760 --> 00:02:26.800]  只有民事能夠閱讀,能夠書寫,
[00:02:27.560 --> 00:02:30.600]  所以出任這些職位多數都是猶太人,
[00:02:30.600 --> 00:02:31.880]  稱為「民事」,
[00:02:31.880 --> 00:02:37.440]  他們很難得到當時的君王和政府的器重和賞識。
[00:02:37.440 --> 00:02:39.920]  在新約的時期,
[00:02:39.920 --> 00:02:44.280]  民事有權去抄寫法律文件,
[00:02:44.280 --> 00:02:48.320]  他們會朗讀一些律法書給百姓聽,
[00:02:48.320 --> 00:02:50.720]  讓百姓學習神教話語,
[00:02:50.720 --> 00:02:54.680]  他們可以出任國務卿或財政大臣,
[00:02:55.600 --> 00:02:57.600]  其實他們的地位是很超然的。
[00:02:57.600 --> 00:02:59.960]  在新約時期,
[00:02:59.960 --> 00:03:04.080]  民事擔任律法的教師和審判官,
[00:03:04.080 --> 00:03:08.400]  是負責推行羅馬政府所頒布的一些法例,
[00:03:08.400 --> 00:03:12.480]  由於民事實在是學會淵博,
[00:03:12.480 --> 00:03:15.280]  他們懂得去解釋律法,
[00:03:15.280 --> 00:03:20.600]  所以甚至是理財人或祭司會給他們錢,
[00:03:20.600 --> 00:03:23.160]  諮詢他們一些法律的意見。
[00:03:24.480 --> 00:03:29.720]  在道經文裡,耶穌在教訓中提及民事的裝束,
[00:03:29.720 --> 00:03:33.760]  耶穌提及他們「套穿長衣遊行」,
[00:03:33.760 --> 00:03:37.560]  事實上民事是有一定的裝束的,
[00:03:37.560 --> 00:03:41.200]  民事很喜歡他們這個特殊的裝束,
[00:03:41.200 --> 00:03:45.880]  能夠去突顯他們與不同的社會地位。
[00:03:45.880 --> 00:03:49.720]  民事所穿的長衣,
[00:03:49.720 --> 00:03:53.400]  NIV 本譯為「下垂的長袍」,
[00:03:54.320 --> 00:03:56.560]  是一個榮譽的標誌,
[00:03:56.560 --> 00:04:00.400]  是凸顯著穿這些衣服的人,
[00:04:00.400 --> 00:04:02.520]  是一個遊行的生死。
[00:04:02.520 --> 00:04:04.480]  一個人的服飾,
[00:04:04.480 --> 00:04:08.920]  某程度上是反映了他的社會地位和階層。
[00:04:08.920 --> 00:04:11.360]  因為任何一個人,
[00:04:11.360 --> 00:04:15.280]  如果他是為了生活而奔波露露的話,
[00:04:15.280 --> 00:04:19.880]  他是不會穿這種服飾來妨礙自己的工作。
[00:04:19.880 --> 00:04:24.240]  民事實在很喜歡他自己的服飾,
[00:04:24.920 --> 00:04:27.200]  他會穿著這件長袍,
[00:04:27.200 --> 00:04:30.760]  在聖殿,在神面前去敬拜。
[00:04:30.760 --> 00:04:33.800]  他很喜歡穿著這件長袍,
[00:04:33.800 --> 00:04:35.120]  沒什麼事做,
[00:04:35.120 --> 00:04:37.200]  在街上走來走去,
[00:04:37.200 --> 00:04:38.800]  就覺得很滿足,
[00:04:38.800 --> 00:04:40.080]  很與別不同。
[00:04:40.080 --> 00:04:43.880]  馬太福音亦有類似的技術,
[00:04:43.880 --> 00:04:46.040]  馬太美術到民事,
[00:04:46.040 --> 00:04:49.160]  很喜歡佩戴大經文袋,
[00:04:49.160 --> 00:04:51.680]  又加長衣裳的帥紙。
[00:04:52.760 --> 00:04:55.440]  在摩登律法的規定之下,
[00:04:55.440 --> 00:04:59.440]  以色列的男士要在他們穿的衣服的邊緣裏面,
[00:04:59.440 --> 00:05:00.760]  奉上一些帥紙,
[00:05:00.760 --> 00:05:05.680]  主要是提醒他們要進行神的律法,
[00:05:05.680 --> 00:05:06.840]  神的誡命。
[00:05:06.840 --> 00:05:10.920]  民事他們佩戴大經文袋,
[00:05:10.920 --> 00:05:13.640]  他們加長衣裳的帥紙。
[00:05:13.640 --> 00:05:15.400]  這個舉動,
[00:05:15.400 --> 00:05:18.760]  並不是因為他們內心很敬畏神,
[00:05:18.760 --> 00:05:20.760]  並不是因為他們很敬虔,
[00:05:21.800 --> 00:05:24.160]  而是他們很想讓民眾,
[00:05:24.160 --> 00:05:26.720]  讓其他人很容易看到他們,
[00:05:26.720 --> 00:05:30.760]  很容易看到他們的袋裝著很多的經文,
[00:05:30.760 --> 00:05:34.760]  這些經文是猶太人必須背誦的經文,
[00:05:34.760 --> 00:05:38.880]  他們很想來顯示他們自己很有學問,
[00:05:38.880 --> 00:05:42.800]  很想其他人看到他們是很敬虔的,
[00:05:42.800 --> 00:05:45.560]  很想其他人看到他們,認同他們,
[00:05:45.560 --> 00:05:49.880]  是比其他人更加懂得去遵行神的誡命。
[00:05:52.120 --> 00:05:55.320]  很可惜這些行為得不到主耶穌的稱讚,
[00:05:55.320 --> 00:05:58.400]  因為神是看人的內心,
[00:05:58.400 --> 00:06:01.560]  不是看一個人的外表和意識。
[00:06:01.560 --> 00:06:06.720]  耶穌很嚴厲地去責備民事,
[00:06:06.720 --> 00:06:09.640]  祂在說要提防民事,
[00:06:09.640 --> 00:06:14.800]  正如《馬可福音》在第八章十五節也說到,
[00:06:14.800 --> 00:06:17.560]  要防備法利塞人和希律黨。
[00:06:17.560 --> 00:06:20.320]  耶穌說要防備民事,
[00:06:20.800 --> 00:06:23.600]  就像是要防備法利塞人和希律黨,
[00:06:23.600 --> 00:06:25.400]  甚至是假先知一樣,
[00:06:25.400 --> 00:06:28.200]  因為在耶穌的眼中,
[00:06:28.200 --> 00:06:32.160]  民事和法利塞人一樣是如此虛偽。
[00:06:32.160 --> 00:06:35.400]  在經文裡,
[00:06:35.400 --> 00:06:40.400]  耶穌描述到民事一連串喜愛炫耀自己的行為,
[00:06:40.400 --> 00:06:43.920]  他們好穿長衣遊行,
[00:06:43.920 --> 00:06:47.200]  喜愛被史上的人問安,
[00:06:48.000 --> 00:06:52.000]  喜愛座會堂高位和賢直的首位。
[00:06:52.000 --> 00:06:55.000]  這裡所說的特別的座位,
[00:06:55.000 --> 00:06:57.600]  通常都是為一些官員,
[00:06:57.600 --> 00:07:00.800]  或者是有特殊的人身份去準備的。
[00:07:00.800 --> 00:07:03.520]  民事有時候,
[00:07:03.520 --> 00:07:05.880]  他往往未得到邀請,
[00:07:05.880 --> 00:07:09.280]  就自己走去坐這些很特殊的位置。
[00:07:09.280 --> 00:07:15.400]  他很想表示自己的地位比其他人高人等。
