
[00:00:00.000 --> 00:00:02.000]  「同類敬拜,親生皇后」
[00:00:02.000 --> 00:00:04.000]  有沒有看過這個節目?
[00:00:04.000 --> 00:00:06.000]  有沒有誰看過這個節目?
[00:00:06.000 --> 00:00:12.000]  她的名字叫什麼名字?
[00:00:12.000 --> 00:00:14.000]  Steve Harvey
[00:00:14.000 --> 00:00:16.000]  Family Phil
[00:00:16.000 --> 00:00:20.000]  有一次Family Phil這個節目
[00:00:20.000 --> 00:00:22.000]  就訪問一些
[00:00:22.000 --> 00:00:24.000]  你知道他有很多問題問的
[00:00:24.000 --> 00:00:26.000]  叫你給答案
[00:00:26.000 --> 00:00:28.000]  他就問
[00:00:30.000 --> 00:00:34.000]  當一個人說到King
[00:00:34.000 --> 00:00:36.000]  King是什麼?
[00:00:36.000 --> 00:00:38.000]  當一個人說到King的時候
[00:00:38.000 --> 00:00:42.000]  你會想到他在說誰
[00:00:42.000 --> 00:00:44.000]  OK?
[00:00:44.000 --> 00:00:46.000]  當有人說King王的時候
[00:00:46.000 --> 00:00:48.000]  你會想他在說誰
[00:00:48.000 --> 00:00:50.000]  你們說呢?
[00:00:50.000 --> 00:00:56.000]  嘩!你們這麼聰明啊!
[00:00:56.000 --> 00:00:58.000]  不是秦始皇啊!
[00:00:58.000 --> 00:01:00.000]  哈哈!
[00:01:00.000 --> 00:01:02.000]  結果有大部份的人
[00:01:02.000 --> 00:01:04.000]  大部份的人
[00:01:04.000 --> 00:01:08.000]  他的答案就是Alvis Presley
[00:01:08.000 --> 00:01:10.000]  哈哈!
[00:01:10.000 --> 00:01:12.000]  這個不是基督教的節目
[00:01:12.000 --> 00:01:14.000]  所以他們大部份
[00:01:14.000 --> 00:01:16.000]  想到什麼話?
[00:01:16.000 --> 00:01:18.000]  貓王
[00:01:18.000 --> 00:01:20.000]  貓王
[00:01:20.000 --> 00:01:22.000]  有一些人就說
[00:01:22.000 --> 00:01:24.000]  Martin Luther King
[00:01:24.000 --> 00:01:26.000]  Martin Luther King
[00:01:26.000 --> 00:01:28.000]  我們美國人經常說
[00:01:28.000 --> 00:01:30.000]  The King
[00:01:30.000 --> 00:01:32.000]  我們知道他是一個民運
[00:01:32.000 --> 00:01:38.000]  為種族人士
[00:01:38.000 --> 00:01:40.000]  有社會行動
[00:01:40.000 --> 00:01:42.000]  他也是一個非常好的
[00:01:42.000 --> 00:01:44.000]  基督徒
[00:01:44.000 --> 00:01:46.000]  但是呢
[00:01:46.000 --> 00:01:48.000]  小部份人還很好笑
[00:01:48.000 --> 00:01:50.000]  他就想到吃
[00:01:50.000 --> 00:01:52.000]  你知道吃是什麼嗎?
[00:01:52.000 --> 00:01:54.000]  Burger King
[00:01:54.000 --> 00:01:56.000]  所以他們想到King的時候
[00:01:56.000 --> 00:01:58.000]  現在你們有通過嗎?
[00:01:58.000 --> 00:02:00.000]  他們想到Burger King
[00:02:00.000 --> 00:02:02.000]  也很好
[00:02:02.000 --> 00:02:04.000]  有七個人
[00:02:04.000 --> 00:02:06.000]  就說
[00:02:06.000 --> 00:02:08.000]  God
[00:02:08.000 --> 00:02:10.000]  Jesus
[00:02:10.000 --> 00:02:12.000]  Jesus is the King
[00:02:12.000 --> 00:02:14.000]  神就是王
[00:02:14.000 --> 00:02:16.000]  耶穌是王
[00:02:16.000 --> 00:02:18.000]  我們在這裡來紀念和慶祝
[00:02:18.000 --> 00:02:20.000]  這位新生王
[00:02:20.000 --> 00:02:22.000]  我們同來敬拜這位新生王
[00:02:22.000 --> 00:02:24.000]  其實他不只是新生王
[00:02:24.000 --> 00:02:26.000]  當然他當時是新生王
[00:02:26.000 --> 00:02:28.000]  因為從天上
[00:02:28.000 --> 00:02:30.000]  進入人類的歷史
[00:02:30.000 --> 00:02:32.000]  成為一個新生王
[00:02:32.000 --> 00:02:34.000]  今天來說
[00:02:34.000 --> 00:02:36.000]  我們知道
[00:02:36.000 --> 00:02:38.000]  已經不是昔日2000年前
[00:02:38.000 --> 00:02:40.000]  的新生王
[00:02:40.000 --> 00:02:42.000]  他是永遠的君王
[00:02:42.000 --> 00:02:44.000]  所以今天我們同來敬拜這位
[00:02:44.000 --> 00:02:46.000]  新生王
[00:02:46.000 --> 00:02:48.000]  其實是指導他將新的生命賜給我們
[00:02:48.000 --> 00:02:50.000]  他是永遠的君王
[00:02:50.000 --> 00:02:52.000]  他是為我們而生的君王
[00:02:52.000 --> 00:02:54.000]  如果大家有參加
[00:02:54.000 --> 00:02:56.000]  上兩個禮拜的崇拜
[00:02:56.000 --> 00:02:58.000]  這幾個禮拜
[00:02:58.000 --> 00:03:00.000]  我都說到關乎張臨節的訊息
[00:03:00.000 --> 00:03:02.000]  張臨節
[00:03:02.000 --> 00:03:04.000]  是紀念耶穌來到這個世界
[00:03:04.000 --> 00:03:06.000]  帶給我們的喜樂
[00:03:06.000 --> 00:03:08.000]  平安
[00:03:08.000 --> 00:03:10.000]  公義和愛
[00:03:10.000 --> 00:03:12.000]  更加最重要的是
[00:03:12.000 --> 00:03:14.000]  指導這位太初的道
[00:03:14.000 --> 00:03:16.000]  他親自進入人類的歷史
[00:03:16.000 --> 00:03:18.000]  成為肉身
[00:03:18.000 --> 00:03:20.000]  道成了肉身
[00:03:20.000 --> 00:03:22.000]  在張臨節
[00:03:22.000 --> 00:03:24.000]  聖誕節
[00:03:24.000 --> 00:03:26.000]  如果是一些禮儀教會
[00:03:26.000 --> 00:03:28.000]  因為我們比較不是很多
[00:03:28.000 --> 00:03:30.000]  一些經課
[00:03:30.000 --> 00:03:32.000]  禮儀的教會
[00:03:32.000 --> 00:03:34.000]  我們方派教會
[00:03:34.000 --> 00:03:36.000]  比較少很多這些禮儀
[00:03:36.000 --> 00:03:38.000]  不過其實這些禮儀教會
[00:03:38.000 --> 00:03:40.000]  都有它的
[00:03:40.000 --> 00:03:42.000]  特別在節期裡有它很特別的意義
[00:03:42.000 --> 00:03:44.000]  每逢張臨節聖誕節的時候
[00:03:44.000 --> 00:03:46.000]  他們都用經課
[00:03:46.000 --> 00:03:48.000]  Lectionary
[00:03:48.000 --> 00:03:50.000]  經課就是說
[00:03:50.000 --> 00:03:52.000]  他一定讀幾段的經文
[00:03:52.000 --> 00:03:54.000]  是從聖經舊約和新約讀出來的
[00:03:54.000 --> 00:03:56.000]  包括了什麼呢?
[00:03:56.000 --> 00:03:58.000]  經課裡面通常包括四個
[00:03:58.000 --> 00:04:00.000]  主要的聖經的來源
[00:04:00.000 --> 00:04:02.000]  第一就是舊約的歷史書
[00:04:02.000 --> 00:04:04.000]  然後就是舊約的先知書
[00:04:04.000 --> 00:04:06.000]  然後就是舊約的先知書
[00:04:06.000 --> 00:04:08.000]  然後就是新約的書信
[00:04:08.000 --> 00:04:10.000]  然後最後
[00:04:10.000 --> 00:04:12.000]  就將焦點放在新約的
[00:04:12.000 --> 00:04:14.000]  福音書那裡
[00:04:14.000 --> 00:04:16.000]  這四個經課
[00:04:16.000 --> 00:04:18.000]  今天我們都用
[00:04:18.000 --> 00:04:20.000]  這四方面的經課
[00:04:20.000 --> 00:04:22.000]  來跟大家思想一下
[00:04:22.000 --> 00:04:24.000]  從舊約
[00:04:24.000 --> 00:04:26.000]  無論歷史書、先知書
[00:04:26.000 --> 00:04:28.000]  到新約的書信
[00:04:28.000 --> 00:04:30.000]  還有福音書裡面
[00:04:30.000 --> 00:04:32.000]  記載關乎主耶穌基督
[00:04:32.000 --> 00:04:34.000]  是我們要敬拜的
[00:04:34.000 --> 00:04:36.000]  永活的新生之王
[00:04:36.000 --> 00:04:38.000]  讓我們今天來思想一下
[00:04:38.000 --> 00:04:40.000]  這位王者的身份
[00:04:40.000 --> 00:04:42.000]  讓我們來
[00:04:42.000 --> 00:04:44.000]  有更深的體會
[00:04:44.000 --> 00:04:46.000]  聖經一早的預言
[00:04:46.000 --> 00:04:48.000]  先知的傳講
[00:04:48.000 --> 00:04:50.000]  直到新約的應驗
[00:04:50.000 --> 00:04:52.000]  正如斯班剛才所唱的詩歌
[00:04:52.000 --> 00:04:54.000]  如果大家有留意
[00:04:54.000 --> 00:04:56.000]  遠古的時候
[00:04:56.000 --> 00:04:58.000]  神已經有預言
[00:04:58.000 --> 00:05:00.000]  直到先知的宣告
[00:05:00.000 --> 00:05:02.000]  叫應許成就
[00:05:02.000 --> 00:05:04.000]  所以今天我們來看看
[00:05:04.000 --> 00:05:06.000]  第一個就是這個
[00:05:06.000 --> 00:05:08.000]  原來是神所賜的
[00:05:08.000 --> 00:05:10.000]  這位
[00:05:10.000 --> 00:05:12.000]  永活的新生王
[00:05:12.000 --> 00:05:14.000]  是一位什麼的王呢?
[00:05:14.000 --> 00:05:16.000]  他是應許之王
[00:05:16.000 --> 00:05:18.000]  就像我們剛才
[00:05:18.000 --> 00:05:20.000]  斯班剛才所唱的詩歌一樣
[00:05:20.000 --> 00:05:22.000]  這個是從遠古開始
[00:05:22.000 --> 00:05:24.000]  神所應許
[00:05:24.000 --> 00:05:26.000]  藉著先知的預言
[00:05:26.000 --> 00:05:28.000]  到基督降生的時候
[00:05:28.000 --> 00:05:30.000]  應驗的一位應許之王
[00:05:30.000 --> 00:05:32.000]  所以
[00:05:32.000 --> 00:05:34.000]  第一個書卷
[00:05:34.000 --> 00:05:36.000]  我們來看就是
[00:05:36.000 --> 00:05:38.000]  舊約的歷史書
[00:05:40.000 --> 00:05:42.000]  好 舊約的歷史書
[00:05:42.000 --> 00:05:44.000]  就是看到
[00:05:44.000 --> 00:05:46.000]  撒慕爾記下
[00:05:46.000 --> 00:05:48.000]  第七章十六節
[00:05:48.000 --> 00:05:50.000]  一直到第二十五節
[00:05:50.000 --> 00:05:52.000]  好不好我們一起
[00:05:52.000 --> 00:05:54.000]  同聲讀出這段經文
[00:05:54.000 --> 00:05:56.000]  中間是有少許損讀的
[00:05:56.000 --> 00:05:58.000]  所以撒慕爾記下
[00:05:58.000 --> 00:06:00.000]  七章十六節 大家請讀
[00:06:10.000 --> 00:06:12.000]  直到永遠
[00:06:12.000 --> 00:06:14.000]  拿丹就按這一切話
[00:06:14.000 --> 00:06:16.000]  朝者默示
[00:06:16.000 --> 00:06:18.000]  告送大衛
[00:06:18.000 --> 00:06:20.000]  於是
[00:06:20.000 --> 00:06:22.000]  大衛王進去
[00:06:22.000 --> 00:06:24.000]  坐在耶和華面前
[00:06:24.000 --> 00:06:26.000]  說 主耶和華
[00:06:26.000 --> 00:06:28.000]  我是誰
[00:06:28.000 --> 00:06:30.000]  我的家算什麼
[00:06:30.000 --> 00:06:32.000]  你竟使我
[00:06:32.000 --> 00:06:34.000]  到這地步呢
[00:06:34.000 --> 00:06:36.000]  主耶和華
[00:06:36.000 --> 00:06:38.000]  這在
[00:06:38.000 --> 00:06:40.000]  你眼中
[00:06:40.000 --> 00:06:42.000]  還看為少
[00:06:42.000 --> 00:06:44.000]  又應許你僕人的家
[00:06:44.000 --> 00:06:46.000]  至於
[00:06:46.000 --> 00:06:48.000]  九院二十二節
[00:06:48.000 --> 00:06:50.000]  主耶和華啊
[00:06:50.000 --> 00:06:52.000]  你本為大 照我們
[00:06:52.000 --> 00:06:54.000]  以中聽見
[00:06:54.000 --> 00:06:56.000]  沒有可比你的
[00:06:56.000 --> 00:06:58.000]  除你以外
[00:06:58.000 --> 00:07:00.000]  再無上帝
[00:07:00.000 --> 00:07:02.000]  耶和華上帝啊
[00:07:02.000 --> 00:07:04.000]  你所應許僕人
[00:07:04.000 --> 00:07:06.000]  和僕人家的話
[00:07:06.000 --> 00:07:08.000]  由你堅定
[00:07:08.000 --> 00:07:10.000]  直到永遠
[00:07:10.000 --> 00:07:12.000]  照你所說的
[00:07:12.000 --> 00:07:14.000]  而行
[00:07:14.000 --> 00:07:16.000]  這經文是神直著
[00:07:16.000 --> 00:07:18.000]  拿丹來向大衛
[00:07:18.000 --> 00:07:20.000]  講明
[00:07:20.000 --> 00:07:22.000]  大衛的兒子 所羅門
[00:07:22.000 --> 00:07:24.000]  將要接續大衛
[00:07:24.000 --> 00:07:26.000]  他的父親 作王
[00:07:26.000 --> 00:07:28.000]  但是這個不只是
[00:07:28.000 --> 00:07:30.000]  停在所羅門
[00:07:30.000 --> 00:07:32.000]  不只是停在大衛傳給所羅門
[00:07:32.000 --> 00:07:34.000]  他說 你的國道
[00:07:34.000 --> 00:07:36.000]  是一直到永遠的
[00:07:36.000 --> 00:07:38.000]  可見這不只是當時
[00:07:38.000 --> 00:07:40.000]  一代相傳
[00:07:40.000 --> 00:07:42.000]  而是代代相傳
[00:07:42.000 --> 00:07:44.000]  這個國道將要被神建立
[00:07:44.000 --> 00:07:46.000]  開始一個新的國道
[00:07:46.000 --> 00:07:48.000]  他說
[00:07:48.000 --> 00:07:50.000]  大衛領受的
[00:07:50.000 --> 00:07:52.000]  這就是上帝給他的約
[00:07:52.000 --> 00:07:54.000]  所以在
[00:07:54.000 --> 00:07:56.000]  舊約的聖經裡
[00:07:56.000 --> 00:07:58.000]  有好幾個約
[00:07:58.000 --> 00:08:00.000]  我們看見神和亞當夏娃
[00:08:00.000 --> 00:08:02.000]  後來和羅亞
[00:08:02.000 --> 00:08:04.000]  後來又和
[00:08:04.000 --> 00:08:06.000]  阿伯拉罕
[00:08:06.000 --> 00:08:08.000]  等等
[00:08:08.000 --> 00:08:10.000]  不斷的納約
[00:08:10.000 --> 00:08:12.000]  直到大衛的時候
[00:08:12.000 --> 00:08:14.000]  這個很出名的 大衛之約
[00:08:14.000 --> 00:08:16.000]  大衛之約就是
[00:08:16.000 --> 00:08:18.000]  要直著大衛家
[00:08:18.000 --> 00:08:20.000]  來設立一個永遠的寶座
[00:08:20.000 --> 00:08:22.000]  這裡就去到王的身份
[00:08:22.000 --> 00:08:24.000]  過往的都是講到
[00:08:24.000 --> 00:08:26.000]  救主 講到
[00:08:26.000 --> 00:08:28.000]  萬族要因他得福
[00:08:28.000 --> 00:08:30.000]  但來到大衛的時候
[00:08:30.000 --> 00:08:32.000]  就顯出
[00:08:32.000 --> 00:08:34.000]  大衛之約提到
[00:08:34.000 --> 00:08:36.000]  這位國道的
[00:08:36.000 --> 00:08:38.000]  王要來
[00:08:38.000 --> 00:08:40.000]  統治萬遊
[00:08:40.000 --> 00:08:42.000]  所以讓我們看見
[00:08:42.000 --> 00:08:44.000]  原來這個在遠古的時候
[00:08:44.000 --> 00:08:46.000]  耶穌基督是
[00:08:46.000 --> 00:08:48.000]  這位新生王
[00:08:48.000 --> 00:08:50.000]  原來他不只是在二千年前降生
[00:08:50.000 --> 00:08:52.000]  更加是在遠古的時候
[00:08:52.000 --> 00:08:54.000]  就直著神的
[00:08:54.000 --> 00:08:56.000]  啟示
[00:08:56.000 --> 00:08:58.000]  直著神所立的一個約
[00:08:58.000 --> 00:09:00.000]  叫將來在大衛家裡面
[00:09:00.000 --> 00:09:02.000]  要興起這位
[00:09:02.000 --> 00:09:04.000]  應許之王
[00:09:04.000 --> 00:09:06.000]  所以這裡提到很多次
[00:09:06.000 --> 00:09:08.000]  神求你照著你的應許來成就
[00:09:08.000 --> 00:09:10.000]  求你按著
[00:09:10.000 --> 00:09:12.000]  所應許僕人和僕人的話
[00:09:12.000 --> 00:09:14.000]  堅定你所說的而行
[00:09:14.000 --> 00:09:16.000]  堅定你所說的而行
[00:09:16.000 --> 00:09:18.000]  所以我們見到這個就指到
[00:09:18.000 --> 00:09:20.000]  大衛之約 神同人納約
[00:09:20.000 --> 00:09:22.000]  所以奇妙
[00:09:22.000 --> 00:09:24.000]  今天我們都是
[00:09:24.000 --> 00:09:26.000]  因著耶穌基督
[00:09:26.000 --> 00:09:28.000]  將這個應許之王
[00:09:28.000 --> 00:09:30.000]  來實現
[00:09:30.000 --> 00:09:32.000]  在每一個信靠主的人身上
[00:09:32.000 --> 00:09:34.000]  其實神
[00:09:34.000 --> 00:09:36.000]  不單止和以色列人納約
[00:09:36.000 --> 00:09:38.000]  不單止和大衛納約
[00:09:38.000 --> 00:09:40.000]  也與我們納約
[00:09:40.000 --> 00:09:42.000]  這就是新約
[00:09:42.000 --> 00:09:44.000]  所以我們見到這個約的漸進
[00:09:44.000 --> 00:09:46.000]  和去堅定
[00:09:46.000 --> 00:09:48.000]  神向世人
[00:09:48.000 --> 00:09:50.000]  所要賦予的
[00:09:50.000 --> 00:09:52.000]  恩典
[00:09:52.000 --> 00:09:54.000]  所以說到約的時候
[00:09:54.000 --> 00:09:56.000]  是一個普通的合約
[00:09:56.000 --> 00:09:58.000]  合約英文叫什麼
[00:09:58.000 --> 00:10:00.000]  你們很多時候
[00:10:00.000 --> 00:10:02.000]  和人簽什麼
[00:10:02.000 --> 00:10:04.000]  簽合約
[00:10:04.000 --> 00:10:06.000]  合約是雙方的
[00:10:06.000 --> 00:10:08.000]  合約就是
[00:10:08.000 --> 00:10:10.000]  大家維護雙方的利益
[00:10:10.000 --> 00:10:12.000]  合約是
[00:10:12.000 --> 00:10:14.000]  兩方面都有得
[00:10:14.000 --> 00:10:16.000]  有失來找到一個
[00:10:16.000 --> 00:10:18.000]  共同的地方
[00:10:18.000 --> 00:10:20.000]  但是原來在這個
[00:10:20.000 --> 00:10:22.000]  神和我們納的約
[00:10:22.000 --> 00:10:24.000]  是一個不合約
[00:10:24.000 --> 00:10:26.000]  不是
[00:10:26.000 --> 00:10:28.000]  合約這種
[00:10:28.000 --> 00:10:30.000]  雙方利益的維繫
[00:10:30.000 --> 00:10:32.000]  而是上帝主動
[00:10:32.000 --> 00:10:34.000]  上帝主動
[00:10:34.000 --> 00:10:36.000]  與人納一個聖約
[00:10:36.000 --> 00:10:38.000]  是祂
[00:10:38.000 --> 00:10:40.000]  用祂豐富的恩典
[00:10:40.000 --> 00:10:42.000]  祂自己無限的祝福
[00:10:42.000 --> 00:10:44.000]  來與人
[00:10:44.000 --> 00:10:46.000]  納約
[00:10:46.000 --> 00:10:48.000]  祂不是為了自己的好處
[00:10:48.000 --> 00:10:50.000]  有什麼可以保護
[00:10:50.000 --> 00:10:52.000]  那些與祂納約的人的好處
[00:10:52.000 --> 00:10:54.000]  來堅守這個約
[00:10:54.000 --> 00:10:56.000]  本身所納定的
[00:10:56.000 --> 00:10:58.000]  一些內容
[00:10:58.000 --> 00:11:00.000]  所以說祂是非條件性的
[00:11:00.000 --> 00:11:02.000]  祂沒有附任何的條件
[00:11:02.000 --> 00:11:04.000]  意思就是說
[00:11:04.000 --> 00:11:06.000]  當然有時候神告訴我們
[00:11:06.000 --> 00:11:08.000]  我們要這樣這樣做
[00:11:08.000 --> 00:11:10.000]  我們才能領受祂的恩典
[00:11:10.000 --> 00:11:12.000]  但是本身這個恩典的意思
[00:11:12.000 --> 00:11:14.000]  什麼叫恩典呢
[00:11:14.000 --> 00:11:16.000]  恩典就是說你怎樣都無法靠我們自己
[00:11:16.000 --> 00:11:18.000]  守到某一些的規條
[00:11:18.000 --> 00:11:20.000]  或者履行到
[00:11:20.000 --> 00:11:22.000]  某一些的責任
[00:11:22.000 --> 00:11:24.000]  而能夠得到的
[00:11:24.000 --> 00:11:26.000]  恩典的意思就是白白的
[00:11:26.000 --> 00:11:28.000]  不是你做功賺回來的
[00:11:28.000 --> 00:11:30.000]  是不用做事
[00:11:30.000 --> 00:11:32.000]  因為耶穌為我們完成了
[00:11:32.000 --> 00:11:34.000]  所以神就可以將這個恩典賜給我們
[00:11:34.000 --> 00:11:36.000]  所以在約裏面
[00:11:36.000 --> 00:11:38.000]  神是帶著
[00:11:38.000 --> 00:11:40.000]  恩典
[00:11:40.000 --> 00:11:42.000]  非合約性的意思
[00:11:42.000 --> 00:11:44.000]  就是帶著祝福
[00:11:44.000 --> 00:11:46.000]  不是為祂自己
[00:11:46.000 --> 00:11:48.000]  是非條件性的意思
