
[00:00:00.000 --> 00:00:05.040]  我們讀一段聖經在以賽亞書第六章第一到第三節
[00:00:05.040 --> 00:00:07.080]  當烏西亞王崩的那年
[00:00:07.080 --> 00:00:09.880]  我見主坐在高高的寶座上
[00:00:09.880 --> 00:00:12.520]  祂的衣裳垂下遮滿聖殿
[00:00:12.520 --> 00:00:14.360]  其上有撒拉弗勢力
[00:00:14.360 --> 00:00:15.880]  各有六個翅膀
[00:00:15.880 --> 00:00:17.080]  有兩個翅膀遮臉
[00:00:17.080 --> 00:00:18.160]  兩個翅膀遮腳
[00:00:18.160 --> 00:00:19.800]  兩個翅膀飛翔
[00:00:19.800 --> 00:00:20.880]  彼此呼喊說
[00:00:20.880 --> 00:00:22.840]  聖哉!聖哉!聖哉!
[00:00:22.840 --> 00:00:24.360]  萬軍之夜華
[00:00:24.360 --> 00:00:27.600]  祂的榮光充滿全地
[00:00:27.600 --> 00:00:29.120]  我們就讀到這裡
[00:00:29.120 --> 00:00:32.640]  各位今天是一個非常特別的日子
[00:00:32.640 --> 00:00:35.280]  因為這是疫情之後第一個主日
[00:00:35.280 --> 00:00:37.920]  我們是可以不必預先登記
[00:00:37.920 --> 00:00:40.080]  自由回到教會敬拜
[00:00:40.080 --> 00:00:43.520]  Aleluia!
[00:00:43.520 --> 00:00:46.680]  我們經過十五個月的居家隔離
[00:00:46.680 --> 00:00:49.880]  好像是被捆鎖的光景
[00:00:49.880 --> 00:00:52.880]  現在要從捆鎖當中走出來
[00:00:52.880 --> 00:00:54.680]  進入神的自由跟豐盛裡面
[00:00:54.680 --> 00:00:56.120]  Aleluia!
[00:00:56.120 --> 00:00:56.480]  好不好
[00:00:56.480 --> 00:00:58.000]  我想我們一定要shout一下
[00:00:58.000 --> 00:00:59.240]  站起來好不好
[00:00:59.240 --> 00:01:00.480]  從我站這裡起來
[00:01:00.480 --> 00:01:02.000]  拍掌誇聖
[00:01:02.000 --> 00:01:02.840]  呼喊一下
[00:01:02.840 --> 00:01:05.120]  Aleluia!
[00:01:05.120 --> 00:01:07.400]  Glory to God!
[00:01:07.400 --> 00:01:08.320]  什麼
[00:01:08.320 --> 00:01:10.480]  大聲來呼喊
[00:01:10.480 --> 00:01:12.840]  Aleluia!
[00:01:12.840 --> 00:01:14.080]  讚美我們的主
[00:01:14.080 --> 00:01:15.840]  讚美我們的主
[00:01:15.840 --> 00:01:17.800]  Aleluia!Aleluia!
[00:01:17.800 --> 00:01:18.480]  Amen
[00:01:18.480 --> 00:01:19.880]  請坐 請坐
[00:01:19.880 --> 00:01:23.440]  有時候是需要shout一下
[00:01:23.440 --> 00:01:26.240]  讓自由的靈能夠充滿在我們中間
[00:01:26.240 --> 00:01:27.200]  Amen
[00:01:27.200 --> 00:01:29.280]  過去因為疫情的緣故
[00:01:29.280 --> 00:01:33.480]  讓我們失去了經歷神同在的恩典
[00:01:33.480 --> 00:01:35.280]  不是說神不與我們同在
[00:01:35.280 --> 00:01:37.440]  神永遠與我們同在
[00:01:37.440 --> 00:01:41.120]  只是我們無法經歷神同在
[00:01:41.120 --> 00:01:45.200]  彰顯出來那種榮耀跟能力
[00:01:45.200 --> 00:01:48.480]  現在一個恢復季節來到了
[00:01:48.480 --> 00:01:51.320]  當神的百姓聚集在一起的時候
[00:01:51.320 --> 00:01:53.440]  神要在祂的百姓當中
[00:01:53.440 --> 00:01:56.080]  能夠彰顯祂的同在的能力
[00:01:56.080 --> 00:01:59.520]  好叫每一個來到祂寶座面前都知道
[00:01:59.520 --> 00:02:03.440]  神就在我們中間
[00:02:03.440 --> 00:02:06.480]  為什麼敬拜讚美這麼重要?
[00:02:06.480 --> 00:02:12.320]  因為敬拜讚美是我們能夠經歷神同在的一個管道
[00:02:12.320 --> 00:02:15.320]  10篇22篇第三節我們一同來念
[00:02:15.320 --> 00:02:17.480]  但祢是聖節的
[00:02:17.480 --> 00:02:20.200]  是用以色列的讚美為寶
[00:02:20.200 --> 00:02:21.080]  這裡怎麼說
[00:02:21.080 --> 00:02:24.640]  我們的神的寶座在哪裡啊?
[00:02:24.640 --> 00:02:27.000]  是在以色列的讚美上
[00:02:27.000 --> 00:02:29.840]  什麼時候當我們聚集在神面前
[00:02:29.840 --> 00:02:31.400]  敬拜讚美的時候
[00:02:31.400 --> 00:02:34.720]  神的寶座就要在我們中間設立
[00:02:34.720 --> 00:02:38.880]  神要釋放祂同在的能力在我們的中間
[00:02:38.880 --> 00:02:41.360]  讓我們經歷到祂的釋放
[00:02:41.360 --> 00:02:43.040]  經歷到祂的醫治
[00:02:43.040 --> 00:02:44.400]  你們
[00:02:44.400 --> 00:02:48.760]  所以今天當我們在準備進入神新的恢復季節的時候
[00:02:48.760 --> 00:02:51.160]  我們首先要恢復的
[00:02:51.160 --> 00:02:55.400]  就是我們在寶座面前的敬拜
[00:02:55.400 --> 00:02:57.200]  從今天的經文當中我們看見
[00:02:57.200 --> 00:03:02.160]  今天這段經文是以色列來到神的寶座面前的經驗
[00:03:02.160 --> 00:03:07.560]  我們要從他的經驗當中來思想敬拜的恢復
[00:03:07.560 --> 00:03:08.640]  首先第一個
[00:03:08.640 --> 00:03:11.360]  敬拜是一種對神的尊崇
[00:03:11.360 --> 00:03:12.640]  各位一同來說來
[00:03:12.640 --> 00:03:16.760]  敬拜是一種對神的尊崇
[00:03:16.760 --> 00:03:18.640]  在剛才讀的經文六章第一節
[00:03:18.640 --> 00:03:20.160]  以色列來到神的面前
[00:03:20.160 --> 00:03:23.320]  第一件事情他看到什麼
[00:03:23.320 --> 00:03:24.280]  第一件事情
[00:03:24.280 --> 00:03:26.960]  他來到神面第一件事情
[00:03:26.960 --> 00:03:31.080]  他就看見神坐在高高的寶座上
[00:03:31.080 --> 00:03:34.520]  弟兄姊妹這是非常重要一件事情
[00:03:34.520 --> 00:03:37.800]  今天如果你不明白這個真理
[00:03:37.800 --> 00:03:39.560]  那在你的生活當中
[00:03:39.560 --> 00:03:42.280]  你就很難來順服神不是嗎
[00:03:42.280 --> 00:03:47.400]  因為在你心中永遠有千萬個為什麼
[00:03:47.400 --> 00:03:50.560]  主啊你為什麼不祝福我呢
[00:03:50.560 --> 00:03:52.480]  我奉獻了
[00:03:52.480 --> 00:03:53.560]  我有福祉了
[00:03:53.560 --> 00:03:55.320]  你還是不祝福我呢
[00:03:55.320 --> 00:03:57.360]  為什麼
[00:03:57.360 --> 00:04:01.000]  我們人總是喜歡問為什麼
[00:04:01.000 --> 00:04:01.840]  就像約伯
[00:04:01.840 --> 00:04:04.840]  約伯在舊約的約伯記裡面
[00:04:04.840 --> 00:04:09.280]  你看人家從約伯記頭三十七章
[00:04:09.280 --> 00:04:11.400]  三十七章
[00:04:11.400 --> 00:04:16.440]  約伯不斷的在問為什麼
[00:04:16.440 --> 00:04:20.360]  我從來不知道一個人可以問這麼多個為什麼
[00:04:20.360 --> 00:04:24.280]  但神卻從來沒有回答他的為什麼
[00:04:24.280 --> 00:04:27.520]  反而從約伯記第三十八章開始
[00:04:27.520 --> 00:04:31.360]  神開始反問約伯
[00:04:31.360 --> 00:04:36.960]  神問約伯說是誰立定天地的
[00:04:36.960 --> 00:04:41.080]  是誰托住萬有
[00:04:41.080 --> 00:04:44.520]  是誰創造眾生
[00:04:44.520 --> 00:04:48.680]  是誰供養萬物
[00:04:48.680 --> 00:04:53.800]  這下子是約伯無言以對了
[00:04:53.800 --> 00:04:58.040]  他開始明白到無論他周圍的環境如何的改變
[00:04:58.040 --> 00:05:01.320]  神永遠在掌權
[00:05:01.320 --> 00:05:07.160]  連我們的生活存留都是因為神的恩典
[00:05:07.160 --> 00:05:10.880]  神從來沒有改變過
[00:05:10.880 --> 00:05:14.800]  所以在約伯記四十二章第五節他講出一句最出名的一句話
[00:05:14.800 --> 00:05:16.000]  我們一同來唸來
[00:05:16.000 --> 00:05:19.760]  他說我從前風聞有你
[00:05:19.760 --> 00:05:23.360]  現在親眼見你
[00:05:23.360 --> 00:05:25.120]  弟兄姊妹今天我們所信的神
[00:05:25.120 --> 00:05:29.120]  祂是宇宙萬有的真神
[00:05:29.120 --> 00:05:34.000]  祂也是創造宇宙萬物的真神
[00:05:34.000 --> 00:05:37.160]  聖經創世第一章第一節開宗明義就說
[00:05:37.160 --> 00:05:40.040]  起初神創造天地
