
[00:00:00.000 --> 00:00:06.000]  「我喜歡看書,其中一樣我喜歡看的是漫畫書」
[00:00:06.000 --> 00:00:10.500]  「而看漫畫書當然就包括花生漫畫」
[00:00:10.500 --> 00:00:14.000]  「裡面很多都是法人心繩」
[00:00:14.000 --> 00:00:17.500]  「好像寫給小朋友的連環圖」
[00:00:17.500 --> 00:00:22.500]  「卻是隱藏著很深刻的意思」
[00:00:22.500 --> 00:00:27.000]  「其中一幅是這樣的」
[00:00:27.000 --> 00:00:32.000]  「查理布朗查理布朗和他的朋友Patty一起走」
[00:00:32.000 --> 00:00:35.000]  「年紀小小的查理他說」
[00:00:35.000 --> 00:00:40.500]  「未來讓我感到很恐懼」
[00:00:40.500 --> 00:00:44.000]  「認真是人世鬼大」
[00:00:44.000 --> 00:00:46.500]  「說起話來都這麼老職」
[00:00:46.500 --> 00:00:49.500]  「而Patty就安慰他說」
[00:00:49.500 --> 00:00:53.500]  「我不明白,你這麼年輕」
[00:00:53.500 --> 00:00:56.500]  「還有很長的人生」
[00:00:56.500 --> 00:00:59.000]  「接著他們坐下來」
[00:00:59.000 --> 00:01:05.500]  「Patty繼續說,應該還有起碼60年」
[00:01:05.500 --> 00:01:09.500]  「查理布朗於是抬起頭來看著他的朋友」
[00:01:09.500 --> 00:01:14.000]  「懶散的回答說,正是因為這樣」
[00:01:14.000 --> 00:01:18.500]  「所以我才這麼恐懼」
[00:01:18.500 --> 00:01:24.500]  「人面對未來,應該是可以很恐懼」
[00:01:24.500 --> 00:01:29.000]  今天我打算和大家分享主土文的終結篇
[00:01:29.000 --> 00:01:31.500]  《馬太福音》六章十三節
[00:01:31.500 --> 00:01:35.500]  「因為國道、權柄、榮耀,全是你的」
[00:01:35.500 --> 00:01:39.500]  「直到永遠,衙門」
[00:01:39.500 --> 00:01:42.500]  我們翻開聖經看《馬太福音》
[00:01:42.500 --> 00:01:45.500]  第六章所記載的主土文
[00:01:45.500 --> 00:01:49.000]  就知道有些古卷裡面
[00:01:49.000 --> 00:01:52.500]  主土文到上一句就完結了
[00:01:52.500 --> 00:01:54.500]  下面這半節
[00:01:54.500 --> 00:01:57.500]  「因為國道、權柄、榮耀,全是你的」
[00:01:57.500 --> 00:02:00.000]  「直到永遠,衙門」
[00:02:00.000 --> 00:02:02.000]  都沒有的
[00:02:02.000 --> 00:02:05.500]  在主後第二世紀的時候
[00:02:05.500 --> 00:02:08.500]  有人覺得既然有些古卷有
[00:02:08.500 --> 00:02:10.500]  有些古卷沒有
[00:02:10.500 --> 00:02:14.500]  這一句重贊詞應該正式加上去
[00:02:14.500 --> 00:02:19.000]  這篇土文才顯得完整
[00:02:19.000 --> 00:02:23.000]  「因為國道、權柄、榮耀,全是你的」
[00:02:23.000 --> 00:02:25.500]  「直到永遠,衙門」
[00:02:25.500 --> 00:02:29.000]  我們先看《國道》
[00:02:29.000 --> 00:02:30.500]  掌管歷史的神
[00:02:30.500 --> 00:02:34.500]  亦都是掌管世上的萬國
[00:02:34.500 --> 00:02:37.500]  《真言》二十一篇一節
[00:02:37.500 --> 00:02:40.000]  黃的心在耶和華手中
[00:02:40.000 --> 00:02:44.500]  好像籠溝的水隨意流轉
[00:02:44.500 --> 00:02:46.500]  水即使是再喘急
[00:02:46.500 --> 00:02:50.000]  也都不能夠越出籠溝一步
[00:02:50.000 --> 00:02:54.500]  任何事也都不能夠超出神的計劃當中
[00:02:54.500 --> 00:02:59.500]  因為國道全部都是神的
[00:02:59.500 --> 00:03:01.500]  當我們知道世上的國道
[00:03:01.500 --> 00:03:04.500]  全部都是屬於神之後
[00:03:04.500 --> 00:03:06.500]  對目前世界的局勢
[00:03:06.500 --> 00:03:09.500]  我們就會有一個新的看法
[00:03:09.500 --> 00:03:12.500]  新的希望
[00:03:12.500 --> 00:03:15.500]  羅馬書十三章一到二節
[00:03:15.500 --> 00:03:19.500]  「在上有權柄的,人人當順服他」
[00:03:19.500 --> 00:03:23.000]  「因為沒有權柄,不是出於神的」
[00:03:23.000 --> 00:03:26.000]  「凡掌權的,都是神所命的」
[00:03:26.000 --> 00:03:30.500]  「所以抗拒掌權的,就是抗拒神的命」
[00:03:30.500 --> 00:03:32.500]  我們既然知道
[00:03:32.500 --> 00:03:35.500]  沒有權柄,不是出於神的
[00:03:35.500 --> 00:03:39.000]  凡掌權的,都是神所命的
[00:03:39.000 --> 00:03:42.000]  都是神所容許的
[00:03:42.000 --> 00:03:49.000]  這樣在上有權柄的,即使不是我們所喜歡的政黨
[00:03:49.000 --> 00:03:52.000]  即使不是我投票選他的
[00:03:52.000 --> 00:03:55.500]  我們都應當順服他
[00:03:55.500 --> 00:03:58.500]  當立的,納稅給他
[00:03:58.500 --> 00:04:01.500]  當恭敬的,恭敬他
[00:04:01.500 --> 00:04:05.000]  做一個奉公守法的公民
[00:04:05.000 --> 00:04:08.000]  即使是時局動盪
[00:04:08.000 --> 00:04:11.000]  在位的,殘暴示弱
[00:04:11.000 --> 00:04:13.500]  我們也不懼怕
[00:04:13.500 --> 00:04:15.500]  同時也不失望
[00:04:15.500 --> 00:04:20.000]  因為我們知道,神掌管
[00:04:20.000 --> 00:04:23.500]  詩篇二十九篇,十節
[00:04:23.500 --> 00:04:27.500]  「洪水氾濫之時,耶和華坐著為王」
[00:04:27.500 --> 00:04:32.500]  「耶和華坐著為王,直到永遠」
[00:04:32.500 --> 00:04:36.000]  世上的國度是很有限
[00:04:36.000 --> 00:04:41.000]  但已經足夠令人打到頭崩額裂
[00:04:41.000 --> 00:04:43.500]  一個國會的選舉
[00:04:43.500 --> 00:04:45.500]  就已經令人疲於奔命
[00:04:45.500 --> 00:04:50.000]  互相殘殺,抹黑彼此撕裂、謾罵
[00:04:50.000 --> 00:04:54.500]  甚至公然的敵對神、博奕神
[00:04:54.500 --> 00:04:56.000]  就以加拿大為例
[00:04:56.000 --> 00:05:01.000]  為了選票,可以讓大馬槍技合法化
[00:05:01.000 --> 00:05:05.000]  神擊國度卻是沒有疆界
[00:05:05.000 --> 00:05:08.000]  沒有領域的限制
[00:05:08.000 --> 00:05:10.000]  無需選票
[00:05:10.000 --> 00:05:15.000]  是充滿和諧、是傳言完美
[00:05:15.000 --> 00:05:18.000]  我們生活在一個民主自由的國家
[00:05:18.000 --> 00:05:21.500]  做一個安分守己的好公民
[00:05:21.500 --> 00:05:25.000]  可能我們會感到滿足
[00:05:25.000 --> 00:05:28.000]  但是神並不滿足
[00:05:28.000 --> 00:05:34.000]  祂還要將你遷徙到祂愛子的國裏面
[00:05:34.000 --> 00:05:38.000]  享受心靈自由的生活
[00:05:38.000 --> 00:05:44.500]  從前以色列人在埃及法老王的合制下受苦、受逼迫
[00:05:44.500 --> 00:05:47.000]  神聽到他們的苦情
[00:05:47.000 --> 00:05:50.000]  就差派摩西去拯救他們
[00:05:50.000 --> 00:05:58.500]  神並不是派摩西去跟法老王談判、去磋商、去妥協
[00:05:58.500 --> 00:06:03.500]  祂不是要提高以色列民這班外奴的工資
[00:06:03.500 --> 00:06:05.500]  摩西不是工會代表
[00:06:05.500 --> 00:06:09.500]  去改善他們的生活狀況等等
[00:06:09.500 --> 00:06:15.500]  神乃是差派摩西去領他們出來
[00:06:15.500 --> 00:06:18.500]  連同家眷、連同生畜
[00:06:18.500 --> 00:06:21.500]  全部離開埃及
[00:06:21.500 --> 00:06:26.000]  過紅海去到應許之地
[00:06:26.000 --> 00:06:30.000]  今天神打發祂的愛子來到這個世界
[00:06:30.000 --> 00:06:35.500]  也是同樣要救我們脫離黑暗的權勢
[00:06:35.500 --> 00:06:42.000]  將我們遷徙到祂愛子的國度裏面
[00:06:42.000 --> 00:06:44.000]  耶穌在世的時候
[00:06:44.000 --> 00:06:51.000]  很多人都誤會祂是要來到這個世界上作猶太人的王
[00:06:51.000 --> 00:06:55.500]  但是耶穌在約翰福音十八章三十六節
[00:06:55.500 --> 00:06:59.500]  明明白白地回答比拉多說
[00:06:59.500 --> 00:07:03.500]  我的國不屬這世界
[00:07:03.500 --> 00:07:09.000]  意思就是說祂並不是要做我們肉身的王
[00:07:09.000 --> 00:07:14.500]  祂的國度亦都不是世上屬物質的國度
[00:07:14.500 --> 00:07:21.000]  因此我們肉身雖然是加拿大或者某一個國家的國民
[00:07:21.000 --> 00:07:23.000]  在靈性上面
[00:07:23.000 --> 00:07:27.000]  我們卻都是天上的國民
[00:07:27.000 --> 00:07:33.000]  並且等待救主就是主耶穌基督祂的再來
[00:07:33.000 --> 00:07:39.000]  祂在天上的再次降臨
[00:07:39.000 --> 00:07:45.000]  主耶穌在世的時候在路加福音十二章三十二節
[00:07:45.000 --> 00:07:46.000]  祂對門徒說
[00:07:46.000 --> 00:07:49.000]  你們這小群不要懼怕
[00:07:49.000 --> 00:07:54.500]  因為你們的父樂意把國賜給你們
[00:07:54.500 --> 00:07:58.500]  在路加福音二十二章二十九到三十節
[00:07:58.500 --> 00:08:01.500]  又說我將國賜給你們
[00:08:01.500 --> 00:08:04.000]  正如我父賜給我一樣
[00:08:04.000 --> 00:08:08.500]  叫你們在我國裡坐在我的席上吃喝
[00:08:08.500 --> 00:08:15.000]  並且坐在寶座上審判以色列十二個支派
