
[00:00:00.000 --> 00:00:03.800]  很高興今天和大家一起來學習思想
[00:00:03.800 --> 00:00:07.600]  聖經語言和現代人的挑戰
[00:00:07.600 --> 00:00:09.500]  對不起,我廣東話不太好
[00:00:09.500 --> 00:00:11.300]  我在加拿大學廣東話
[00:00:11.300 --> 00:00:16.200]  我上次來過
[00:00:16.200 --> 00:00:19.100]  就再簡單介紹我自己的背景
[00:00:19.100 --> 00:00:20.900]  我是中國出生
[00:00:20.900 --> 00:00:23.100]  三歲離開中國
[00:00:23.100 --> 00:00:25.300]  同家人是印尼
[00:00:25.300 --> 00:00:28.300]  我是印尼是非法
[00:00:29.700 --> 00:00:31.200]  我不是印尼公民
[00:00:31.200 --> 00:00:33.600]  我就不可以有機會讀大學
[00:00:33.600 --> 00:00:38.400]  所以當時是印尼很多那些旅行社
[00:00:38.400 --> 00:00:43.400]  是專幫華人搞假出生證假護照
[00:00:43.400 --> 00:00:47.800]  結果我就找一個旅行社
[00:00:47.800 --> 00:00:51.200]  幫我整假護照假出生證
[00:00:51.200 --> 00:00:53.700]  結果就被抓到
[00:00:53.700 --> 00:00:58.200]  我十七歲的時候我才明白到
[00:00:58.200 --> 00:01:00.800]  有可能我要坐二十五年牢
[00:01:00.800 --> 00:01:03.500]  當時我沒有信耶穌
[00:01:03.500 --> 00:01:05.000]  但是我父母是基督徒
[00:01:05.000 --> 00:01:08.100]  我就是走投無路
[00:01:08.100 --> 00:01:14.200]  就找求救我父母的神幫助我
[00:01:14.200 --> 00:01:16.900]  結果我是打官司兩年
[00:01:16.900 --> 00:01:18.100]  我坐牢兩天
[00:01:18.100 --> 00:01:21.500]  法官後來就給我兩個選擇
[00:01:21.500 --> 00:01:24.300]  你既然不是印尼公民
[00:01:24.300 --> 00:01:25.900]  我們可以趕你走
[00:01:28.300 --> 00:01:29.900]  你留下你坐牢
[00:01:29.900 --> 00:01:31.700]  你要誰
[00:01:31.700 --> 00:01:34.800]  走還是留下
[00:01:34.800 --> 00:01:36.100]  走
[00:01:36.100 --> 00:01:38.100]  走去哪裏
[00:01:38.100 --> 00:01:42.500]  中間你看到是Traveling to Canada
[00:01:42.500 --> 00:01:45.300]  下面Valid for Single Journey
[00:01:45.300 --> 00:01:49.500]  你要明白1965加拿大移民政策
[00:01:49.500 --> 00:01:52.200]  只是歡迎白種人
[00:01:52.200 --> 00:01:56.200]  我是黃色人種被趕走
[00:01:56.200 --> 00:01:57.100]  歡迎嗎
[00:01:59.200 --> 00:02:02.000]  但是我竟然可以拿這張藍紙
[00:02:02.000 --> 00:02:04.100]  從印尼被趕走
[00:02:04.100 --> 00:02:07.600]  去到香港1965年11月15日
[00:02:07.600 --> 00:02:12.200]  去到香港因為我沒有護照
[00:02:12.200 --> 00:02:13.500]  只有這張藍紙
[00:02:13.500 --> 00:02:16.200]  英國政府就給我48小時
[00:02:16.200 --> 00:02:19.500]  在中間48小時請你走人
[00:02:19.500 --> 00:02:22.700]  結果我就去了東京
[00:02:22.700 --> 00:02:25.200]  東京又說你走人
[00:02:25.500 --> 00:02:28.800]  結果我竟然可以從加拿大大門
[00:02:28.800 --> 00:02:29.900]  不是偷渡
[00:02:29.900 --> 00:02:32.000]  正式入到加拿大
[00:02:32.000 --> 00:02:35.300]  我沒有因此信耶穌
[00:02:35.300 --> 00:02:38.900]  我是大學二年級1967
[00:02:38.900 --> 00:02:42.200]  第一次參加小小的報道會
[00:02:42.200 --> 00:02:43.500]  大家讀一讀
[00:02:43.500 --> 00:02:44.500]  耶穌說
[00:02:44.500 --> 00:02:47.000]  說赦免他們
[00:02:47.000 --> 00:02:50.300]  因為他們所作的他們不曉得
[00:02:50.300 --> 00:02:53.300]  我就一路流淚
[00:02:54.100 --> 00:02:57.000]  我就突然之間明白到
[00:02:57.000 --> 00:02:59.200]  我不需要坐25年牢
[00:02:59.200 --> 00:03:00.600]  我只是坐兩日牢
[00:03:00.600 --> 00:03:03.600]  我不需要任何國家的護照
[00:03:03.600 --> 00:03:05.500]  我可以從印尼去到香港
[00:03:05.500 --> 00:03:06.800]  從香港去到東京
[00:03:06.800 --> 00:03:08.500]  從東京去到加拿大
[00:03:08.500 --> 00:03:10.900]  從那個時候開始
[00:03:10.900 --> 00:03:13.500]  我願意全心全意接受我父母的神
[00:03:13.500 --> 00:03:15.200]  成為我個人的救主
[00:03:15.200 --> 00:03:19.300]  我受洗之前
[00:03:19.300 --> 00:03:21.600]  牧師給我這段簡單的《聖經節》
[00:03:21.600 --> 00:03:22.300]  大家一起讀
[00:03:22.300 --> 00:03:24.300]  因為尊重我的
[00:03:24.300 --> 00:03:26.100]  我必崇看他
[00:03:26.100 --> 00:03:27.400]  藐視我的
[00:03:27.400 --> 00:03:29.000]  他必被輕視
[00:03:29.000 --> 00:03:30.300]  感激神
[00:03:30.300 --> 00:03:31.200]  我信了耶穌
[00:03:31.200 --> 00:03:33.400]  我就要學習尊重我的神
[00:03:33.400 --> 00:03:35.900]  你想一想
[00:03:35.900 --> 00:03:37.000]  中國出生
[00:03:37.000 --> 00:03:38.100]  印尼長大
[00:03:38.100 --> 00:03:39.500]  17歲坐牢
[00:03:39.500 --> 00:03:44.400]  竟然當時想入到加拿大國防部
[00:03:44.400 --> 00:03:46.300]  做飛彈的研究工作
[00:03:46.300 --> 00:03:48.600]  我問你機會大不大
[00:03:48.600 --> 00:03:51.300]  但是我竟然入去到
[00:03:52.500 --> 00:03:55.900]  這個是東西德統一之後
[00:03:55.900 --> 00:04:01.100]  北大西洋工業國第一次在德國開會
[00:04:01.100 --> 00:04:03.400]  柏林開會
[00:04:03.400 --> 00:04:04.800]  我是在那裏
[00:04:04.800 --> 00:04:10.300]  這個是加拿大外交部大樓的後院
[00:04:10.300 --> 00:04:16.800]  一個北大西洋工業國開會團體照片
[00:04:16.800 --> 00:04:19.100]  我竟然可以坐在前面
[00:04:20.700 --> 00:04:24.600]  我竟然可以加拿大國防部
[00:04:24.600 --> 00:04:26.600]  我是做少將主管
[00:04:26.600 --> 00:04:32.800]  負責國防、太空、通訊、衛星、反飛彈和核子的工作
[00:04:32.800 --> 00:04:35.100]  感激神
[00:04:35.100 --> 00:04:37.600]  我信耶穌
[00:04:37.600 --> 00:04:39.500]  我有沒有蒙羞愧
[00:04:39.500 --> 00:04:40.100]  有沒有
[00:04:40.100 --> 00:04:43.300]  如果你問我
[00:04:43.300 --> 00:04:45.200]  我信耶穌最大的得著是什麼
[00:04:45.200 --> 00:04:46.800]  最大的得著就是
[00:04:46.800 --> 00:04:49.500]  我敢相信我的神
[00:04:50.800 --> 00:04:55.300]  我的人生經歷是否超越所有的可能性
[00:04:55.300 --> 00:04:58.800]  不是小財大用
[00:04:58.800 --> 00:05:01.200]  是廢物被上帝使用
[00:05:01.200 --> 00:05:02.700]  你想一想
[00:05:02.700 --> 00:05:04.400]  如果我是印尼
[00:05:04.400 --> 00:05:05.300]  十七歲
[00:05:05.300 --> 00:05:08.000]  是骯髒骯髒又黑
[00:05:08.000 --> 00:05:11.000]  又骯髒一點
[00:05:11.000 --> 00:05:13.000]  這樣過二十五年的生活
[00:05:13.000 --> 00:05:14.400]  我是不是一個廢物
[00:05:14.400 --> 00:05:14.900]  是不是
[00:05:14.900 --> 00:05:17.400]  但是神憐憫
[00:05:17.900 --> 00:05:23.300]  將一個廢物變成一個珍貴的器皿
[00:05:23.300 --> 00:05:25.700]  今天我想請大家
[00:05:25.700 --> 00:05:29.400]  我們從六個角度思想一下聖經而言
[00:05:29.400 --> 00:05:34.400]  這些題目是可以用十幾個小時講的
[00:05:34.400 --> 00:05:37.400]  我今天就會大約用五十五分鐘
[00:05:37.400 --> 00:05:39.500]  一個小時來分享
[00:05:39.500 --> 00:05:39.800]  對不起
[00:05:39.800 --> 00:05:41.600]  我今天時間長一點
[00:05:43.200 --> 00:05:48.100]  思想一下今天這個時代怎麼改變
[00:05:48.100 --> 00:05:51.500]  思想一下美國的沒落
[00:05:51.500 --> 00:05:52.800]  中國的崛起
[00:05:52.800 --> 00:05:54.800]  地球經歷的恐怖
[00:05:54.800 --> 00:05:56.400]  中東經歷的恐怖
[00:05:56.400 --> 00:05:58.100]  還有地震海嘯
[00:05:58.100 --> 00:05:59.700]  我們做一個祈禱
[00:05:59.700 --> 00:06:01.600]  主我們感謝祢
[00:06:01.600 --> 00:06:03.200]  給我們祢自己的話語
[00:06:03.200 --> 00:06:05.400]  求祢預備我們的心
[00:06:05.400 --> 00:06:07.700]  個別對我們講說話
[00:06:07.700 --> 00:06:08.400]  哄耶穌
[00:06:08.400 --> 00:06:09.500]  聖明求
[00:06:09.500 --> 00:06:10.000]  阿們
[00:06:12.100 --> 00:06:13.300]  我信了耶穌之後
[00:06:13.300 --> 00:06:16.400]  我很勤力想明白聖經的話語
