
[00:00:00.000 --> 00:00:01.200]  在我們領受神的話語之前
[00:00:01.200 --> 00:00:02.600]  我們再一次低頭去禱告
[00:00:02.600 --> 00:00:04.560]  天文教你自己親自用你的話語
[00:00:04.560 --> 00:00:05.720]  成為我們的提醒
[00:00:05.720 --> 00:00:07.680]  讓我們回到聖經裏面
[00:00:07.680 --> 00:00:09.240]  來看神你自己的作為
[00:00:09.240 --> 00:00:10.880]  以致我們懂得怎樣去反思
[00:00:10.880 --> 00:00:12.080]  求神你來眷顧
[00:00:12.080 --> 00:00:13.160]  帶領人的時間
[00:00:13.160 --> 00:00:14.760]  祈禱拉動主德聖的命
[00:00:14.760 --> 00:00:15.560]  Amen
[00:00:15.560 --> 00:00:18.880]  我想武漢的肺炎影響到整個世界
[00:00:18.880 --> 00:00:20.160]  我想大家都會知道
[00:00:20.160 --> 00:00:22.120]  這個不單單是天災
[00:00:22.120 --> 00:00:23.360]  一定是人禍
[00:00:23.360 --> 00:00:25.520]  因為至少在國內裏面
[00:00:25.520 --> 00:00:27.280]  刺針雜誌都承認
[00:00:27.280 --> 00:00:30.400]  就是當時的肺炎是由武漢開始
[00:00:30.400 --> 00:00:32.080]  特別是華南市場
[00:00:32.080 --> 00:00:35.600]  人事篇幅那個地方裏面的環境非常惡劣
[00:00:35.600 --> 00:00:38.000]  但最大的問題就是12月的時候
[00:00:38.000 --> 00:00:39.160]  已經有問題了
[00:00:39.160 --> 00:00:42.960]  但是一直沒有跟市民理解去講
[00:00:42.960 --> 00:00:45.760]  人民日報1號到20號的時候
[00:00:45.760 --> 00:00:48.080]  都沒有提到這件事
[00:00:48.080 --> 00:00:51.240]  但是其實華春瑩已經通知了
[00:00:51.240 --> 00:00:53.840]  美國有這個疫情的出現
[00:00:53.840 --> 00:00:58.360]  引致到當時的人仍然在尼泰去慶祝春節
[00:00:58.360 --> 00:01:01.080]  幾萬人一齊去尼泰慶祝
[00:01:01.080 --> 00:01:02.560]  以致交叉感染
[00:01:02.560 --> 00:01:04.280]  好了,到了最後的時候
[00:01:04.280 --> 00:01:06.080]  後來武漢要封城之前
[00:01:06.080 --> 00:01:08.760]  有超過500萬人離開武漢
[00:01:08.760 --> 00:01:10.160]  真是無遠弗屆
[00:01:10.160 --> 00:01:11.920]  去到世界各地的地方
[00:01:11.920 --> 00:01:15.120]  所以尼泰去的問題一直延伸
[00:01:15.120 --> 00:01:17.480]  香港一直都沒有尼泰去
[00:01:17.480 --> 00:01:19.360]  絕對的尼泰去封關
[00:01:19.360 --> 00:01:21.280]  所以帶給我們很多的問題
[00:01:21.280 --> 00:01:24.280]  好了,現在連歐美國家也都出現問題了
[00:01:24.280 --> 00:01:26.280]  因為他們沒有這些的意識
[00:01:26.280 --> 00:01:28.280]  我們收到很多的訊息
[00:01:28.280 --> 00:01:30.360]  我們華人來戴口罩
[00:01:30.360 --> 00:01:31.680]  被人歧視
[00:01:31.680 --> 00:01:33.000]  被人來打
[00:01:33.000 --> 00:01:35.200]  甚至會來尼泰去侮辱
[00:01:35.200 --> 00:01:38.600]  他們不會來尼泰去很緊張這些
[00:01:38.600 --> 00:01:40.360]  所以現在在歐美國家裡面
[00:01:40.360 --> 00:01:42.240]  也都出現了很大的問題
[00:01:42.240 --> 00:01:43.600]  所以我們不否定
[00:01:43.600 --> 00:01:46.200]  這個是有很多人的問題來產生
[00:01:46.200 --> 00:01:47.800]  但是我們有信仰的
[00:01:47.800 --> 00:01:50.240]  我們相信神是掌管宇宙萬物
[00:01:50.240 --> 00:01:51.920]  神掌管這個世界
[00:01:51.920 --> 00:01:55.840]  那這個瘟疫和神又有什麼的關聯呢?
[00:01:55.840 --> 00:01:59.800]  會不會是神許一些的審判或者作為呢?
[00:01:59.800 --> 00:02:03.240]  今天我們會從四方面尼泰去思想
[00:02:03.240 --> 00:02:06.240]  第一,我們先從聖經裡面來看看
[00:02:06.240 --> 00:02:10.000]  聖經裡面出現的瘟疫事件是怎樣
[00:02:10.000 --> 00:02:12.000]  還有怎樣來停止
[00:02:12.000 --> 00:02:14.000]  第二,我們會看聖經
[00:02:14.000 --> 00:02:16.440]  有透過那個警告
[00:02:16.440 --> 00:02:18.080]  關於瘟疫的警告
[00:02:18.080 --> 00:02:19.520]  給我們一些什麼的反省
[00:02:19.520 --> 00:02:21.680]  第三,我們會集中看一次
[00:02:21.680 --> 00:02:23.960]  聖經裡面最大的瘟疫事件
[00:02:23.960 --> 00:02:25.600]  死了七萬多人
[00:02:25.600 --> 00:02:28.960]  就是大衛當政的時候有一場的瘟疫
[00:02:28.960 --> 00:02:31.720]  而這一場的瘟疫怎樣來尼泰去停止呢?
[00:02:31.720 --> 00:02:34.200]  好了,我們看完這三方面之後
[00:02:34.200 --> 00:02:38.720]  我們就會來尼泰去藉著這些聖經的教導
[00:02:38.720 --> 00:02:43.440]  來反省我們今天怎樣去面對現在這個處境
[00:02:43.440 --> 00:02:46.040]  好,我們首先來尼泰去看一看
[00:02:46.040 --> 00:02:48.840]  聖經裡面曾經發生瘟疫的事件
[00:02:48.840 --> 00:02:51.400]  第一次發生瘟疫是在哪裡呢?
[00:02:51.400 --> 00:02:52.920]  大家可能很熟悉
[00:02:52.920 --> 00:02:55.680]  就是在埃及這個地方
[00:02:55.680 --> 00:03:00.760]  摩西要求法老來給子民離開
[00:03:00.760 --> 00:03:02.120]  但是法老不肯
[00:03:02.120 --> 00:03:03.960]  因為如果子民一離開的時候
[00:03:03.960 --> 00:03:06.120]  他失去了很大的經濟動力
[00:03:06.120 --> 00:03:09.840]  於是神就透過摩西施行十災
[00:03:09.840 --> 00:03:11.760]  我們一想的時候就會覺得
[00:03:11.760 --> 00:03:13.040]  哇,神好殘忍
[00:03:13.040 --> 00:03:14.560]  特別第十個災害
[00:03:14.560 --> 00:03:16.560]  是殺頭生之災
[00:03:16.560 --> 00:03:20.600]  但是如果我們看回那個十災的次序的時候
[00:03:20.600 --> 00:03:25.240]  你就知道原來最早的時候是很輕的
[00:03:25.240 --> 00:03:27.000]  水變血
[00:03:27.000 --> 00:03:29.880]  影響他們的日用生活
[00:03:29.880 --> 00:03:31.640]  然後是嘩災
[00:03:31.640 --> 00:03:34.640]  然後就是失災營災
[00:03:34.640 --> 00:03:37.160]  你有沒有留意第五個災害
[00:03:37.160 --> 00:03:39.440]  才是瘟疫之災
[00:03:39.440 --> 00:03:43.880]  我想每一個父母,特別是媽媽會很深體會這個意思
[00:03:43.880 --> 00:03:47.280]  你的孩子頑皮的時候,你很溫柔的跟他說
[00:03:47.280 --> 00:03:49.520]  乖了,用心做功課好不好
[00:03:49.520 --> 00:03:50.920]  你也要好一點讀書
[00:03:50.920 --> 00:03:52.280]  你猜他們聽不聽話呢?
[00:03:52.280 --> 00:03:53.320]  他們不聽的嘛
[00:03:53.320 --> 00:03:54.480]  可能你就會惡一點
[00:03:54.480 --> 00:03:56.760]  好了,不要再要我勞氣了
[00:03:56.760 --> 00:03:59.640]  那你那個程度是越來越嚴重
[00:03:59.640 --> 00:04:01.400]  如果你留意的時候
[00:04:01.400 --> 00:04:06.080]  就是因為法老王他那種的剛硬
[00:04:06.080 --> 00:04:07.480]  剛愎自用
[00:04:07.480 --> 00:04:09.680]  甚至有臣子都會來
[00:04:09.680 --> 00:04:12.000]  但是他說不如讓你走,都不肯
[00:04:12.000 --> 00:04:14.520]  你留意第五個災害是什麼呢?
[00:04:14.520 --> 00:04:16.400]  摩西一早已經警告了
[00:04:16.400 --> 00:04:17.680]  我們一起來去讀
[00:04:17.680 --> 00:04:20.480]  《進一及記》第九章第三節
[00:04:20.480 --> 00:04:21.600]  我們一起來讀出
[00:04:21.600 --> 00:04:26.200]  「耶和華的守家在你天間的畜牲上
[00:04:26.200 --> 00:04:31.040]  就是在馬騮、駱駝、牛群、羊群上
[00:04:31.040 --> 00:04:33.280]  亦有重重的瘟疫」
[00:04:33.280 --> 00:04:34.480]  你留意到,第一
[00:04:34.480 --> 00:04:37.600]  這個瘟疫不是在人的身上
[00:04:37.600 --> 00:04:39.520]  是在動物的身上
[00:04:39.520 --> 00:04:41.400]  摩西已經警告
[00:04:41.400 --> 00:04:42.840]  但是法老不聽
[00:04:42.840 --> 00:04:45.440]  結果這一次的瘟疫很特別
[00:04:45.440 --> 00:04:48.200]  只是在埃及人的生畜裡面
[00:04:48.200 --> 00:04:50.840]  其實神已經有那個憐憫
[00:04:50.840 --> 00:04:52.800]  聖經裡面很清楚說
[00:04:52.800 --> 00:04:56.400]  「我若伸手用瘟疫攻擊你和你的百姓
[00:04:56.400 --> 00:04:59.560]  你早就從地上除滅」
[00:04:59.560 --> 00:05:00.560]  看到嗎?
[00:05:00.560 --> 00:05:03.280]  其實神是已經很有憐憫
[00:05:03.280 --> 00:05:07.080]  這個瘟疫只是在生畜的當中
[00:05:07.080 --> 00:05:09.720]  完全沒有傷害到人
[00:05:09.720 --> 00:05:12.440]  而為何會這樣呢?
[00:05:12.440 --> 00:05:13.760]  最大的問題就是
[00:05:13.760 --> 00:05:16.720]  法老王尼達去藐視神
[00:05:16.720 --> 00:05:21.280]  當摩西尼達向法老宣告
[00:05:21.280 --> 00:05:23.280]  「你要容讓我的百姓離開」
[00:05:23.280 --> 00:05:25.520]  尼達去敬拜耶和華神的時候
[00:05:25.520 --> 00:05:27.320]  法老是強幹
[00:05:27.320 --> 00:05:29.120]  他想著「我是強國之首」
[00:05:29.120 --> 00:05:29.960]  耶和華是誰呢?
[00:05:29.960 --> 00:05:31.080]  我們一起去讀
[00:05:31.080 --> 00:05:33.240]  《出乃及記》第五章第二節
[00:05:33.240 --> 00:05:34.320]  我們一起讀出
[00:05:34.320 --> 00:05:37.160]  「法老說耶和華是誰
[00:05:37.160 --> 00:05:39.160]  使我聽他的話
[00:05:39.160 --> 00:05:41.160]  容以色列人去
[00:05:41.160 --> 00:05:43.160]  我不認識耶和華
[00:05:43.160 --> 00:05:45.480]  也不容以色列人去」
[00:05:45.480 --> 00:05:46.680]  大家讀得太溫柔了
[00:05:46.680 --> 00:05:48.680]  沒有把感情放進去
[00:05:48.680 --> 00:05:49.880]  那個語氣一定是
[00:05:49.880 --> 00:05:52.280]  「甚麼?耶和華是誰?
[00:05:52.280 --> 00:05:53.680]  叫我聽信他?
[00:05:53.680 --> 00:05:54.880]  我已是一國之首
[00:05:54.880 --> 00:05:56.600]  我不會認識耶和華」
[00:05:56.600 --> 00:05:58.280]  其實某個程度可以認識
[00:05:58.280 --> 00:06:00.000]  不過是輕描
[00:06:00.000 --> 00:06:02.200]  當他這樣尼達去藐視神的時候
[00:06:02.200 --> 00:06:06.280]  摩西已經馬上向尼達宣告
[00:06:06.280 --> 00:06:08.280]  「求你讓我們往曠野去
[00:06:08.280 --> 00:06:09.720]  走三天的路程
