
[00:00:00.000 --> 00:00:02.200]  今天要講的是失控
[00:00:02.200 --> 00:00:06.240]  失控是遇上神的開始
[00:00:06.240 --> 00:00:12.200]  我相信失控對我們人生都不是一個很大的陌生的字句
[00:00:12.200 --> 00:00:17.880]  而是對我們的體驗可能都會常常經歷到這種無助
[00:00:17.880 --> 00:00:21.720]  或者是我們預期不發生又發生
[00:00:21.720 --> 00:00:24.640]  我們預期發生但是又不發生的事
[00:00:24.640 --> 00:00:28.920]  甚至有時會叫我們要有一段的日子
[00:00:28.920 --> 00:00:30.400]  一個狀態
[00:00:30.400 --> 00:00:33.240]  一個無終
[00:00:33.240 --> 00:00:37.240]  當然在我們的失控裏面有大有小
[00:00:37.240 --> 00:00:38.600]  那我又講一下
[00:00:38.600 --> 00:00:40.720]  我就知道小的失控
[00:00:40.720 --> 00:00:43.480]  相信大家都有小和有大的失控
[00:00:43.480 --> 00:00:46.920]  我記得我剛剛出來工作當時是做核數的
[00:00:46.920 --> 00:00:50.720]  收到命令就去一個我從來沒有去過的地方
[00:00:50.720 --> 00:00:53.160]  就叫做戶外蒙古烏蘭巴托
[00:00:53.160 --> 00:00:55.040]  不是今天的烏蘭巴托
[00:00:55.040 --> 00:00:57.720]  是9X年的時候
[00:00:57.720 --> 00:01:00.440]  即是三十幾年前的時候
[00:01:00.440 --> 00:01:01.840]  並非如此
[00:01:01.840 --> 00:01:05.480]  當時去的時候都有些的期待
[00:01:05.480 --> 00:01:07.080]  亦都有些的模糊
[00:01:07.080 --> 00:01:09.720]  我記得有三樣發生
[00:01:09.720 --> 00:01:13.640]  第一次一去到在入境的時候
[00:01:13.640 --> 00:01:16.480]  突然間就聽到前面的人說
[00:01:16.480 --> 00:01:18.880]  你準備了美金未呀
[00:01:18.880 --> 00:01:21.640]  入境準備了美金未呀
[00:01:21.640 --> 00:01:24.880]  即是他將美金夾在他的護照裏
[00:01:24.880 --> 00:01:28.320]  我問入境要準備美金嗎
[00:01:28.320 --> 00:01:29.760]  對我是非常陌生
[00:01:29.760 --> 00:01:33.080]  很短的時間我究竟準備還是不準備
[00:01:33.080 --> 00:01:34.560]  好了 第一樣
[00:01:34.560 --> 00:01:41.160]  第二 入境後就覺得這個地方非常簡樸
[00:01:41.160 --> 00:01:44.080]  這間酒店是負二星級的
[00:01:44.080 --> 00:01:46.360]  不是二星級 是負二星級
[00:01:46.360 --> 00:01:48.760]  當時是躲起來看開廠
[00:01:48.760 --> 00:01:51.840]  我們會核數、看數、看貨等等
[00:01:51.840 --> 00:01:53.560]  週末的時候
[00:01:53.560 --> 00:01:56.200]  因為當時沒有上網聽到
[00:01:56.200 --> 00:01:59.120]  在蒙古教會也不知道有沒有
[00:01:59.120 --> 00:02:01.080]  蒙古話 不知道怎樣
[00:02:01.080 --> 00:02:07.120]  於是就跟了當時的人出去玩
[00:02:07.120 --> 00:02:08.120]  那些人就跟我說
[00:02:08.120 --> 00:02:09.200]  你知不知駕車有車
[00:02:09.200 --> 00:02:11.800]  我駕了很多年
[00:02:11.800 --> 00:02:14.800]  接著他就說
[00:02:14.800 --> 00:02:15.560]  讓你們駕吧
[00:02:15.560 --> 00:02:17.480]  我說不行 我沒有國際牌
[00:02:17.480 --> 00:02:18.880]  不用的 沒有人理的
[00:02:18.880 --> 00:02:20.640]  一駕 二十分鐘而已
[00:02:20.640 --> 00:02:23.680]  立刻有Roll Block
[00:02:23.680 --> 00:02:25.760]  立刻在查不是馬
[00:02:25.760 --> 00:02:28.600]  在外蒙想著沒有人知道去玩
[00:02:28.600 --> 00:02:30.600]  好了 接著一會兒再說
[00:02:30.600 --> 00:02:34.600]  接著就去到一個山玩
[00:02:34.600 --> 00:02:39.520]  我就弄了一匹馬在山上走
[00:02:39.520 --> 00:02:41.960]  我又不行山 我又不騎馬
[00:02:41.960 --> 00:02:42.880]  他就跟我說
[00:02:42.880 --> 00:02:48.880]  哇 你可以在同一時間做兩件事
[00:02:48.880 --> 00:02:50.160]  騎著馬行山
[00:02:50.160 --> 00:02:51.680]  結果我就很勇
[00:02:51.680 --> 00:02:52.800]  我以為我真的行
[00:02:52.800 --> 00:02:54.000]  一上去就不怕
[00:02:54.000 --> 00:02:56.760]  兩分鐘我已經墮馬了
[00:02:56.760 --> 00:02:58.600]  那些某高 山路高
[00:02:58.600 --> 00:02:59.880]  我一墮馬一撞
[00:02:59.880 --> 00:03:01.680]  胸骨掉在地上
[00:03:01.680 --> 00:03:03.080]  接著我發現回到看醫生
[00:03:03.080 --> 00:03:05.400]  我是全裂了
[00:03:05.400 --> 00:03:12.520]  是有些不如期失控的事會發生
[00:03:12.520 --> 00:03:13.360]  我們人生都會
[00:03:13.360 --> 00:03:14.760]  我不知道你也會
[00:03:14.760 --> 00:03:16.440]  剛才的都是小事
[00:03:16.440 --> 00:03:19.480]  但是如果有些大事又怎樣呢
[00:03:19.480 --> 00:03:21.800]  今天會用兩個事件
[00:03:21.800 --> 00:03:22.600]  我們都熟悉的
[00:03:22.600 --> 00:03:24.840]  一個是平靜風浪事件
[00:03:24.840 --> 00:03:26.960]  一個是格拉森的事件
[00:03:26.960 --> 00:03:28.160]  是連貫的
[00:03:28.160 --> 00:03:30.480]  看一看有三樣東西學
[00:03:30.480 --> 00:03:33.080]  究竟在失控的時候
[00:03:33.080 --> 00:03:35.520]  我們可以學習到些什麼
[00:03:35.520 --> 00:03:37.080]  好 我們馬上進去
[00:03:37.080 --> 00:03:38.440]  第一
[00:03:38.440 --> 00:03:40.800]  平靜風浪的事件
[00:03:40.800 --> 00:03:43.200]  我們讀一讀頭四節經文
[00:03:43.200 --> 00:03:43.880]  我們一起讀
[00:03:43.880 --> 00:03:44.800]  預備起
[00:03:44.800 --> 00:03:48.240]  有一天 耶穌和門路上了樹
[00:03:48.240 --> 00:03:49.560]  對門同說
[00:03:49.560 --> 00:03:52.560]  我們可以到那裡探望祂
[00:03:52.560 --> 00:03:54.560]  那門就開了樹
[00:03:54.560 --> 00:03:56.080]  聖經就寫透了
[00:03:56.080 --> 00:03:57.760]  耶穌順著了
[00:03:57.760 --> 00:04:00.280]  互相一起飄泡泡
[00:04:00.280 --> 00:04:02.040]  泉漿滿水
[00:04:02.040 --> 00:04:03.560]  心事一件
[00:04:03.560 --> 00:04:05.760]  滿肚袋起上了飯
[00:04:05.760 --> 00:04:07.840]  說 夫子 夫子
[00:04:07.840 --> 00:04:09.560]  我們聡明了
[00:04:09.560 --> 00:04:10.920]  耶穌聖了
[00:04:10.920 --> 00:04:13.240]  聖誕晚餐和大餐
[00:04:13.240 --> 00:04:16.200]  我們就知主 聖聖了
[00:04:16.200 --> 00:04:18.040]  耶穌對他們說
[00:04:18.040 --> 00:04:20.560]  你們的信心在那裡呢
[00:04:20.560 --> 00:04:23.160]  剛剛有對派有寄信
[00:04:23.160 --> 00:04:24.280]  你自說
[00:04:24.280 --> 00:04:25.960]  這老弟是誰
[00:04:25.960 --> 00:04:28.040]  他奮不顧風和水
[00:04:28.040 --> 00:04:30.840]  連風和水也聽從了
[00:04:30.840 --> 00:04:32.680]  這件事我想都很熟悉了
[00:04:32.680 --> 00:04:34.760]  在船上面有大風浪
[00:04:34.760 --> 00:04:35.720]  然後很害怕
[00:04:35.720 --> 00:04:37.000]  叫耶穌睡一覺
[00:04:37.000 --> 00:04:38.120]  叫耶穌醒
[00:04:38.120 --> 00:04:39.440]  耶穌就平靜風浪
[00:04:39.440 --> 00:04:41.440]  問他們做什麼 沒信心
[00:04:41.440 --> 00:04:43.000]  但是我們剛才讀到一樣
[00:04:43.000 --> 00:04:44.000]  很簡單
[00:04:44.000 --> 00:04:45.240]  就是很表示
[00:04:45.240 --> 00:04:47.760]  這種心情都沒什麼
[00:04:47.760 --> 00:04:49.880]  不過當時其實不是這樣
[00:04:49.880 --> 00:04:52.120]  如果我們知道
[00:04:52.120 --> 00:04:54.120]  幻想一下當時的景況
[00:04:54.120 --> 00:04:55.080]  你就知道
[00:04:55.080 --> 00:04:57.120]  當他說 夫子 夫子
[00:04:57.120 --> 00:04:58.960]  我們聡明
[00:04:58.960 --> 00:05:01.840]  的情況就不像剛才大家這樣
[00:05:01.840 --> 00:05:03.000]  夫子 夫子
[00:05:03.000 --> 00:05:04.280]  我們聡明了
[00:05:04.280 --> 00:05:04.880]  夫子 夫子
[00:05:04.880 --> 00:05:06.640]  我們聡明了
[00:05:06.640 --> 00:05:08.280]  他一定會是這樣
[00:05:08.280 --> 00:05:09.160]  死了
[00:05:09.160 --> 00:05:09.880]  懂不懂
[00:05:09.880 --> 00:05:12.480]  死了 我就死去睡覺
[00:05:12.480 --> 00:05:13.880]  夫子就是老師
[00:05:13.880 --> 00:05:16.240]  老師 醒醒吧
[00:05:16.240 --> 00:05:18.160]  我死了
[00:05:18.160 --> 00:05:19.400]  我死了
[00:05:19.400 --> 00:05:20.960]  我們死了
[00:05:20.960 --> 00:05:22.040]  懂不懂
[00:05:22.040 --> 00:05:23.640]  當時是很激動的
[00:05:23.640 --> 00:05:26.000]  那種處境一直很害怕
[00:05:26.000 --> 00:05:27.400]  很有趣
[00:05:27.400 --> 00:05:30.160]  整個處境突然間發現
[00:05:30.160 --> 00:05:31.120]  我不行了
[00:05:31.120 --> 00:05:32.120]  我不知道怎麼辦
[00:05:32.120 --> 00:05:32.920]  我死定了
[00:05:32.920 --> 00:05:34.040]  我什麼都做過了
[00:05:34.040 --> 00:05:36.120]  當時他們是漁夫
[00:05:36.120 --> 00:05:37.920]  他什麼都做過了
[00:05:37.920 --> 00:05:39.320]  不過
[00:05:39.320 --> 00:05:40.840]  沒什麼發生
[00:05:40.840 --> 00:05:42.200]  改變不了
[00:05:42.200 --> 00:05:44.520]  於是我死了
[00:05:44.520 --> 00:05:45.040]  懂不懂
[00:05:45.040 --> 00:05:46.640]  失控有時就是這樣
[00:05:46.640 --> 00:05:47.880]  你什麼都試過
[00:05:47.880 --> 00:05:49.280]  沒什麼發生
[00:05:49.280 --> 00:05:52.040]  我死了
[00:05:52.040 --> 00:05:52.920]  很多時候想起
[00:05:52.920 --> 00:05:53.760]  這個情況
[00:05:53.760 --> 00:05:55.680]  究竟耶穌在哪呢
[00:05:55.680 --> 00:05:57.280]  為什麼祂不聽呢
[00:05:57.280 --> 00:05:58.240]  祂還未延遲呢
[00:05:58.240 --> 00:05:59.320]  不到呢
[00:05:59.320 --> 00:06:00.280]  不過很有趣
[00:06:00.280 --> 00:06:01.600]  第一件事我們要學習
[00:06:01.600 --> 00:06:02.760]  在這個景況
[00:06:02.760 --> 00:06:07.320]  原來是耶穌帶他們進入這個險境
[00:06:07.320 --> 00:06:09.840]  這條黃色的字說
[00:06:09.840 --> 00:06:11.200]  耶穌對門圖說
[00:06:11.200 --> 00:06:13.600]  我們可以
[00:06:13.600 --> 00:06:18.520]  到到戶戶的那邊去
[00:06:18.520 --> 00:06:19.640]  很奇怪
[00:06:19.640 --> 00:06:20.880]  原來整件事
[00:06:20.880 --> 00:06:23.840]  是耶穌叫他們體驗
[00:06:23.840 --> 00:06:24.800]  所以第一樣
[00:06:24.800 --> 00:06:26.920]  我們要察覺一件事就是
[00:06:26.920 --> 00:06:28.680]  當我們在失控
[00:06:28.680 --> 00:06:30.080]  什麼都做到
[00:06:30.080 --> 00:06:31.480]  又沒什麼發生
[00:06:31.480 --> 00:06:33.280]  我們要知道
[00:06:33.280 --> 00:06:35.920]  如果我們是跟隨主的人
[00:06:35.920 --> 00:06:37.600]  這些景況
[00:06:37.600 --> 00:06:42.520]  是耶穌帶著我們進入去
[00:06:43.640 --> 00:06:44.640]  暴風的雷
[00:06:44.640 --> 00:06:47.200]  來襲令到門戶很驚慌
[00:06:47.200 --> 00:06:50.440]  但是耶穌沒有缺席
[00:06:50.440 --> 00:06:53.600]  祂一直在船上
[00:06:53.600 --> 00:06:56.520]  平靜風浪的船去哪
[00:06:56.520 --> 00:06:58.840]  已經很害怕了
[00:06:58.840 --> 00:07:01.200]  一輪的辛苦
[00:07:01.200 --> 00:07:03.040]  我們應該去些舒服的地方
[00:07:03.040 --> 00:07:04.320]  就好像我們今天上班
[00:07:04.320 --> 00:07:05.880]  嘩!很辛苦
[00:07:05.880 --> 00:07:06.880]  放假
[00:07:06.880 --> 00:07:08.160]  我們應該去哪呢
[00:07:08.160 --> 00:07:10.120]  當然是去我們的後花園
[00:07:10.120 --> 00:07:13.200]  去我們鄉下日本東京
[00:07:13.200 --> 00:07:16.040]  是我們全世界最多人去的地方
[00:07:16.040 --> 00:07:18.400]  吃個魚生舒服一下
[00:07:18.400 --> 00:07:19.800]  或者去法國
[00:07:19.800 --> 00:07:23.120]  或者去泰國
[00:07:23.120 --> 00:07:23.920]  它不是
