
[00:00:00.000 --> 00:00:03.280]  好,大兄姊妹我們一起禱告
[00:00:03.280 --> 00:00:07.480]  天父上到寶羅寫到《哥羅西書》
[00:00:07.480 --> 00:00:11.280]  臨結尾的時候有一段的文案
[00:00:11.280 --> 00:00:13.280]  上到在天國裏面
[00:00:13.280 --> 00:00:14.560]  我們都是
[00:00:14.560 --> 00:00:18.280]  不只是一個人來去侍奉
[00:00:18.280 --> 00:00:20.760]  一個人來去為神的國度
[00:00:20.760 --> 00:00:22.280]  來去努力
[00:00:22.280 --> 00:00:24.560]  而是一個團隊
[00:00:24.560 --> 00:00:26.560]  一班的人大家同心合意
[00:00:26.560 --> 00:00:31.400]  亦都是一班的人他們互相的來去支持
[00:00:31.400 --> 00:00:32.840]  願祢都幫助我們
[00:00:32.840 --> 00:00:35.840]  叫我們在福音的事供上面
[00:00:35.840 --> 00:00:37.840]  在神的國度裏面
[00:00:37.840 --> 00:00:41.040]  我們都是在祢裏面
[00:00:41.040 --> 00:00:43.840]  一齊來去同心合力的侍奉的時候
[00:00:43.840 --> 00:00:47.840]  神祢閱立我們成為祢所喜悅的團隊
[00:00:47.840 --> 00:00:49.440]  奉耶穌基督的名祈求
[00:00:49.440 --> 00:00:50.440]  阿們
[00:00:50.440 --> 00:00:56.440]  剛剛讀完那段就是《哥羅西書》最後的一章
[00:00:56.440 --> 00:01:00.440]  亦都是一堆的問安的說話
[00:01:00.440 --> 00:01:03.440]  可能有些大兄姐會不知道
[00:01:03.440 --> 00:01:05.440]  你讀到這些問安的說話
[00:01:05.440 --> 00:01:10.440]  很多時候都覺得是讀完就算了
[00:01:10.440 --> 00:01:14.440]  都沒有詳細去想下究竟是有些甚麼說的
[00:01:14.440 --> 00:01:16.440]  因為這些都好像是例行公事
[00:01:16.440 --> 00:01:20.440]  而那些人全部都是當時寫信的時候
[00:01:20.440 --> 00:01:22.440]  寶羅當然要問他們安
[00:01:22.440 --> 00:01:24.440]  但現在已經不在了
[00:01:24.440 --> 00:01:27.440]  因為他們已經離開了
[00:01:27.440 --> 00:01:29.440]  所以都好像不關自己的事
[00:01:29.440 --> 00:01:31.440]  但當我看到這些問安的時候
[00:01:31.440 --> 00:01:36.440]  其實特別和今天去講的角度就是
[00:01:36.440 --> 00:01:39.440]  你可以想下
[00:01:39.440 --> 00:01:43.440]  在這些問安當中其實反映到寶羅的關注
[00:01:43.440 --> 00:01:46.440]  寶羅究竟是關注些甚麼呢
[00:01:46.440 --> 00:01:49.440]  或者在他傳道的時候
[00:01:49.440 --> 00:01:52.440]  我們想像之中的寶羅很厲害
[00:01:52.440 --> 00:01:54.440]  到處去傳福音
[00:01:54.440 --> 00:01:56.440]  建立教會
[00:01:56.440 --> 00:01:58.440]  獨根無二的使徒
[00:01:58.440 --> 00:02:03.440]  諸如此類這些當然是很令人敬佩
[00:02:03.440 --> 00:02:06.440]  但其實寶羅的時代
[00:02:06.440 --> 00:02:08.440]  寶羅去傳福音
[00:02:08.440 --> 00:02:12.440]  寶羅的侍宮的樣貌究竟是怎樣的呢
[00:02:12.440 --> 00:02:17.440]  我相信其實從這些問安的細節的蛛絲馬跡
[00:02:17.440 --> 00:02:19.440]  其實可以讓我們看到
[00:02:19.440 --> 00:02:24.440]  所以今天就從這個角度去反省
[00:02:24.440 --> 00:02:29.440]  一開始寶羅就說你們要行切禱告
[00:02:29.440 --> 00:02:31.440]  在此警醒感恩
[00:02:31.440 --> 00:02:34.440]  也要為我禱告求神給我開傳道的門
[00:02:34.440 --> 00:02:37.440]  能以講基督的奧秘
[00:02:37.440 --> 00:02:40.440]  我為此被困所叫我按著所該說的話
[00:02:40.440 --> 00:02:44.440]  將這奧秘發明出來
[00:02:44.440 --> 00:02:47.440]  在結束的時候其實寶羅
[00:02:47.440 --> 00:02:50.440]  最後他要呼喚一件事
[00:02:50.440 --> 00:02:53.440]  就是基督徒要行切禱告
[00:02:53.440 --> 00:02:56.440]  這是一個很重要的呼喚
[00:02:56.440 --> 00:03:01.440]  我們在神面前是要行切禱告
[00:03:01.440 --> 00:03:05.440]  寶羅恐怕弟兄姊妹都忘記了
[00:03:05.440 --> 00:03:08.440]  或者在很多其他的事
[00:03:08.440 --> 00:03:11.440]  都好像擺為很重要的時候
[00:03:11.440 --> 00:03:15.440]  忘記了這個其實禱告也是一個非常之重要
[00:03:15.440 --> 00:03:18.440]  所以在結束的時候
[00:03:18.440 --> 00:03:22.440]  他特別的吩咐你們要行切禱告
[00:03:22.440 --> 00:03:24.440]  這裡說到禱告這方面
[00:03:24.440 --> 00:03:28.440]  其實他有幾個要旨去吩咐
[00:03:28.440 --> 00:03:30.440]  第一
[00:03:30.440 --> 00:03:33.440]  他是說要行切的
[00:03:33.440 --> 00:03:38.440]  行切的意思就是你是consistent的
[00:03:38.440 --> 00:03:41.440]  即是你不是即興的
[00:03:41.440 --> 00:03:45.440]  是有那個規律地
[00:03:45.440 --> 00:03:48.440]  持續地 固定地
[00:03:48.440 --> 00:03:51.440]  這樣就為之行切
[00:03:51.440 --> 00:03:52.440]  不知道你有沒有想過
[00:03:52.440 --> 00:03:55.440]  很多時候我們想的禱告其實就
[00:03:55.440 --> 00:03:58.440]  是都幾即興的
[00:03:58.440 --> 00:04:01.440]  特別我們不會
[00:04:01.440 --> 00:04:04.440]  很多時候我們自己的禱告都不會寫下
[00:04:04.440 --> 00:04:07.440]  不會說有固定的
[00:04:07.440 --> 00:04:11.440]  譬如聖公會有本公禱書
[00:04:11.440 --> 00:04:13.440]  沒人照著這本書讀
[00:04:13.440 --> 00:04:15.440]  但是我們沒有
[00:04:15.440 --> 00:04:18.440]  所以在我們的感覺上禱告都是一些比較
[00:04:18.440 --> 00:04:20.440]  隨心而發
[00:04:20.440 --> 00:04:24.440]  由心底書法出來的內容
[00:04:24.440 --> 00:04:28.440]  所以都是通常比較即興的
[00:04:28.440 --> 00:04:31.440]  或者隨機的
[00:04:31.440 --> 00:04:34.440]  但其實這個只是禱告的一部份
[00:04:34.440 --> 00:04:37.440]  其實在禱告生活裏面
[00:04:37.440 --> 00:04:41.440]  行切是代表了有固定的
[00:04:41.440 --> 00:04:43.440]  恆常的
[00:04:43.440 --> 00:04:46.440]  和你要成為堅韌
[00:04:46.440 --> 00:04:50.440]  不過習慣也是很重要的一部份
[00:04:50.440 --> 00:04:52.440]  你用的形式是怎樣
[00:04:52.440 --> 00:04:54.440]  不要緊的
[00:04:54.440 --> 00:04:55.440]  有些人跪在這裏
[00:04:55.440 --> 00:04:56.440]  有些人站在這裏
[00:04:56.440 --> 00:04:58.440]  有些人一路走一路禱告
[00:04:58.440 --> 00:05:00.440]  怎樣都有的
[00:05:00.440 --> 00:05:03.440]  你的時間是怎樣
[00:05:03.440 --> 00:05:04.440]  不同的人也不同
[00:05:04.440 --> 00:05:05.440]  有些人早上
[00:05:05.440 --> 00:05:07.440]  有些人臨睡前
[00:05:07.440 --> 00:05:13.440]  有些人是一路散步走的時候禱告
[00:05:13.440 --> 00:05:16.440]  也是因人而異不同
[00:05:16.440 --> 00:05:19.440]  但是你有沒有行切
[00:05:19.440 --> 00:05:20.440]  意思就是說
[00:05:20.440 --> 00:05:24.440]  你有沒有建立成為一個習慣呢
[00:05:24.440 --> 00:05:29.440]  不斷的日子都是這樣建立來去做呢
[00:05:29.440 --> 00:05:31.440]  這個是很重要的
[00:05:31.440 --> 00:05:36.440]  因為禱告的生活
[00:05:36.440 --> 00:05:39.440]  是需要成為習慣的
[00:05:39.440 --> 00:05:42.440]  李太可能大家都認識
[00:05:42.440 --> 00:05:44.440]  李太她說
[00:05:44.440 --> 00:05:52.440]  她早上一大堆的代禱的名單
[00:05:52.440 --> 00:05:58.440]  她就拿出來為每一個人禱告
[00:05:58.440 --> 00:06:01.440]  特別是一些牧師
[00:06:01.440 --> 00:06:03.440]  她認識的牧師
[00:06:03.440 --> 00:06:06.440]  就把名字寫下來禱告
[00:06:06.440 --> 00:06:08.440]  其實我也很欣賞
[00:06:08.440 --> 00:06:09.440]  她特別說
[00:06:09.440 --> 00:06:11.440]  我為你祈禱
[00:06:11.440 --> 00:06:12.440]  我不知道
[00:06:12.440 --> 00:06:15.440]  當然我們呼喚弟兄姊妹
[00:06:15.440 --> 00:06:17.440]  你覺得我說得不好
[00:06:17.440 --> 00:06:19.440]  你當然要為我祈禱
[00:06:19.440 --> 00:06:23.440]  否則大家一起受罪
[00:06:23.440 --> 00:06:28.440]  但是你有沒有為教會祈禱
[00:06:28.440 --> 00:06:30.440]  為牧者祈禱呢
[00:06:30.440 --> 00:06:32.440]  而這個不是說教會有什麼事
[00:06:32.440 --> 00:06:34.440]  發生的時候就禱告
[00:06:34.440 --> 00:06:35.440]  或者牧者發生什麼事
[00:06:35.440 --> 00:06:37.440]  或者有什麼需要的時候就為他祈禱
[00:06:37.440 --> 00:06:38.440]  不是的
[00:06:38.440 --> 00:06:40.440]  是持之以恆的
[00:06:40.440 --> 00:06:41.440]  李太她說
[00:06:41.440 --> 00:06:46.440]  我每天都是一堆的禱告名單
[00:06:46.440 --> 00:06:53.440]  禱告完她才開始那天做其他事
[00:06:53.440 --> 00:06:54.440]  不知道你有沒有想過
[00:06:54.440 --> 00:06:57.440]  你要建立這個習慣呢
[00:06:57.440 --> 00:06:59.440]  很多時候
[00:06:59.440 --> 00:07:00.440]  有弟兄姊妹就說
[00:07:00.440 --> 00:07:02.440]  不如有這樣的時間
[00:07:02.440 --> 00:07:04.440]  我禱告很多時候都很倉促
[00:07:04.440 --> 00:07:06.440]  很急忙
[00:07:06.440 --> 00:07:08.440]  但我相信其實建立這個習慣
[00:07:08.440 --> 00:07:10.440]  就不是時間的問題
[00:07:10.440 --> 00:07:11.440]  當然如果你退休的時候
[00:07:11.440 --> 00:07:13.440]  就更加多時間的時候
[00:07:13.440 --> 00:07:15.440]  你有沒有更加想過
[00:07:15.440 --> 00:07:17.440]  我退休很多事情
[00:07:17.440 --> 00:07:18.440]  現在年紀大了
[00:07:18.440 --> 00:07:21.440]  可能教會都不太能夠參與
[00:07:21.440 --> 00:07:22.440]  那你有沒有想過
[00:07:22.440 --> 00:07:25.440]  要建立為教會禱告的習慣呢
[00:07:25.440 --> 00:07:27.440]  這個都是很重要的
[00:07:27.440 --> 00:07:29.440]  有些事情
[00:07:29.440 --> 00:07:33.440]  你是需要去建立的
[00:07:33.440 --> 00:07:35.440]  這個是恆常
[00:07:35.440 --> 00:07:37.440]  恆切禱告的一方面
[00:07:37.440 --> 00:07:39.440]  本來就是呼喚弟兄姊妹
[00:07:39.440 --> 00:07:43.440]  你要建立一個禱告的習慣
[00:07:43.440 --> 00:07:45.440]  第二
[00:07:45.440 --> 00:07:47.440]  就是要警醒
[00:07:47.440 --> 00:07:49.440]  警醒是什麼意思呢
[00:07:49.440 --> 00:07:51.440]  警醒就是說在禱告當中
[00:07:51.440 --> 00:07:59.440]  你是整天都敏銳地去監察到
[00:07:59.440 --> 00:08:01.440]  自己的內心和神的心意
[00:08:01.440 --> 00:08:02.440]  是否協調
[00:08:02.440 --> 00:08:04.440]  這個就是警醒的意思
[00:08:04.440 --> 00:08:06.440]  警醒就是譬如
[00:08:06.440 --> 00:08:07.440]  我舉個例子
[00:08:07.440 --> 00:08:11.440]  譬如家裡有隻貓
[00:08:11.440 --> 00:08:14.440]  牠睡覺的時候很警醒
[00:08:14.440 --> 00:08:16.440]  你走到牠旁邊
[00:08:16.440 --> 00:08:17.440]  你以為牠睡著了
[00:08:17.440 --> 00:08:18.440]  閉上眼睛
[00:08:18.440 --> 00:08:19.440]  你走到牠旁邊
[00:08:19.440 --> 00:08:20.440]  你都很安靜
[00:08:20.440 --> 00:08:24.440]  牠的頭會看過來
[00:08:24.440 --> 00:08:27.440]  牠睡覺的時候都很警醒
[00:08:27.440 --> 00:08:31.440]  這個當然是動物本能的天性
[00:08:31.440 --> 00:08:33.440]  可能牠的耳朵很敏銳
[00:08:33.440 --> 00:08:37.440]  但是我們做基督徒的警醒
[00:08:37.440 --> 00:08:38.440]  當然不是說
[00:08:38.440 --> 00:08:39.440]  你整天都失眠
[00:08:39.440 --> 00:08:40.440]  睡不著
[00:08:40.440 --> 00:08:41.440]  不是這一種
[00:08:41.440 --> 00:08:42.440]  而是說
[00:08:42.440 --> 00:08:45.440]  我們的心靈是沉睡
[00:08:45.440 --> 00:08:48.440]  還是警醒那一種
[00:08:48.440 --> 00:08:50.440]  一個心靈沉睡
[00:08:50.440 --> 00:08:51.440]  或者警醒
[00:08:51.440 --> 00:08:53.440]  你反過來想
[00:08:53.440 --> 00:08:54.440]  就是沉睡
[00:08:54.440 --> 00:08:56.440]  一個心靈沉睡的人是怎樣呢
[00:08:56.440 --> 00:08:57.440]  我問一下你
[00:08:57.440 --> 00:09:01.440]  一個心靈沉睡的人
[00:09:01.440 --> 00:09:03.440]  當然是
[00:09:03.440 --> 00:09:05.440]  一個沉睡是怎樣
[00:09:05.440 --> 00:09:08.440]  樣樣無精打采無起敬
[00:09:08.440 --> 00:09:10.440]  對於屬靈的事物
[00:09:10.440 --> 00:09:14.440]  你是無精打采無起敬
[00:09:14.440 --> 00:09:16.440]  還是一個警醒的人
[00:09:16.440 --> 00:09:18.440]  是很有活力的呢
[00:09:18.440 --> 00:09:20.440]  對於神的旨意
[00:09:20.440 --> 00:09:21.440]  問你
[00:09:21.440 --> 00:09:22.440]  你是清不清楚
[00:09:22.440 --> 00:09:23.440]  知不知道
[00:09:23.440 --> 00:09:24.440]  你現在是不是
[00:09:24.440 --> 00:09:26.440]  活在神的旨意當中
[00:09:26.440 --> 00:09:27.440]  聖經說
[00:09:27.440 --> 00:09:28.440]  不要做糊塗人
[00:09:28.440 --> 00:09:31.440]  要明白神的旨意如何
[00:09:31.440 --> 00:09:32.440]  還是說
[00:09:32.440 --> 00:09:33.440]  我不知道
[00:09:33.440 --> 00:09:34.440]  就是
[00:09:34.440 --> 00:09:36.440]  每天都是這樣過
[00:09:36.440 --> 00:09:38.440]  神的旨意是怎樣
[00:09:38.440 --> 00:09:39.440]  我不知道
[00:09:39.440 --> 00:09:40.440]  你有沒有想過
[00:09:40.440 --> 00:09:42.440]  你今天
[00:09:42.440 --> 00:09:46.440]  你和神來溝通的時候
[00:09:46.440 --> 00:09:47.440]  去靈修
[00:09:47.440 --> 00:09:49.440]  去禱告的時候
[00:09:49.440 --> 00:09:50.440]  問一下
[00:09:50.440 --> 00:09:51.440]  神啊
[00:09:51.440 --> 00:09:52.440]  今天有什麼旨意
[00:09:52.440 --> 00:09:55.440]  你要我完成呢
[00:09:55.440 --> 00:09:56.440]  有沒有哪些人
[00:09:56.440 --> 00:09:59.440]  今天是神交託我
[00:09:59.440 --> 00:10:02.440]  讓我來安慰
[00:10:02.440 --> 00:10:03.440]  幫助
[00:10:03.440 --> 00:10:04.440]  慰問
[00:10:04.440 --> 00:10:05.440]  或者
[00:10:05.440 --> 00:10:06.440]  有沒有哪些人
[00:10:06.440 --> 00:10:08.440]  你是交託給我
[00:10:08.440 --> 00:10:10.440]  讓我可以接觸
[00:10:10.440 --> 00:10:12.440]  而在當中
[00:10:12.440 --> 00:10:15.440]  我可以幫助他認識你呢
[00:10:15.440 --> 00:10:17.440]  這才是神的旨意
[00:10:17.440 --> 00:10:19.440]  一個睡了的人
[00:10:19.440 --> 00:10:21.440]  從來都不會問這些事
[00:10:21.440 --> 00:10:24.440]  每天
[00:10:24.440 --> 00:10:26.440]  現在
[00:10:26.440 --> 00:10:29.440]  這個Zombie文化
[00:10:29.440 --> 00:10:32.440]  都蠻普及的
[00:10:32.440 --> 00:10:35.440]  近二十年才有
[00:10:35.440 --> 00:10:37.440]  以前都沒有Zombie
[00:10:37.440 --> 00:10:39.440]  但是你知道Zombie文化裡
[00:10:39.440 --> 00:10:41.440]  為什麼年輕人喜歡看Zombie
[00:10:41.440 --> 00:10:42.440]  你知不知道
[00:10:42.440 --> 00:10:44.440]  有沒有想過
[00:10:44.440 --> 00:10:45.440]  很刺激
[00:10:45.440 --> 00:10:46.440]  打不死
[00:10:46.440 --> 00:10:48.440]  或者打機
[00:10:48.440 --> 00:10:51.440]  其實有研究文化的人
[00:10:51.440 --> 00:10:53.440]  他說
[00:10:53.440 --> 00:10:54.440]  其實
[00:10:54.440 --> 00:10:56.440]  這個是反映到文化
[00:10:56.440 --> 00:10:58.440]  因為在現在的文化裡
[00:10:58.440 --> 00:10:59.440]  每樣東西
[00:10:59.440 --> 00:11:01.440]  好像被人安排了
[00:11:01.440 --> 00:11:03.440]  人好像喪屍一樣
[00:11:03.440 --> 00:11:04.440]  行屍走肉
[00:11:04.440 --> 00:11:07.440]  根本不知道自己在做什麼
[00:11:07.440 --> 00:11:09.440]  這個心態
[00:11:09.440 --> 00:11:10.440]  在前耳俗裡
[00:11:10.440 --> 00:11:12.440]  或者年輕人覺得
[00:11:12.440 --> 00:11:14.440]  很無奈
[00:11:14.440 --> 00:11:15.440]  人
[00:11:15.440 --> 00:11:16.440]  Zombie會走會走
[00:11:16.440 --> 00:11:17.440]  活的
[00:11:17.440 --> 00:11:18.440]  是不是
[00:11:18.440 --> 00:11:20.440]  但是不知道自己在做什麼
[00:11:20.440 --> 00:11:21.440]  他
[00:11:21.440 --> 00:11:23.440]  有樣東西是本能反應的
[00:11:23.440 --> 00:11:25.440]  見到有光就走去另一邊
[00:11:25.440 --> 00:11:27.440]  聽到有聲音就走去那裡
[00:11:27.440 --> 00:11:28.440]  本能反應
[00:11:28.440 --> 00:11:30.440]  就繼續這樣做
[00:11:30.440 --> 00:11:31.440]  他反映了
[00:11:31.440 --> 00:11:33.440]  一個在潮流文化裡
[00:11:33.440 --> 00:11:35.440]  人的一種無奈的心情
[00:11:35.440 --> 00:11:37.440]  人
[00:11:37.440 --> 00:11:38.440]  每天
