
[00:00:00.000 --> 00:00:02.980]  福音書:供讓我們聽神的導引 先讓我們同心的禱告
[00:00:02.980 --> 00:00:05.520]  主持人:那聽神的話語之前 我們一起來同心禱告
[00:00:05.520 --> 00:00:13.400]  福音書:慈悲的父神 多謝祢 讓我們再次來到 祢的說話的根深 同心的仰望
[00:00:13.400 --> 00:00:17.900]  福音書:靠祢讓我們學會 怎樣做一個合乎主祢心意的信徒
[00:00:17.900 --> 00:00:21.140]  福音書:並且使我們能夠 全然的維生在祢的當中
[00:00:21.140 --> 00:00:24.000]  福音書:我們親愛的天父 感謝祢 給我們今天
[00:00:24.000 --> 00:00:26.580]  福音書:能夠一同再次打開祢的說話
[00:00:26.580 --> 00:00:34.220]  福音書:來到學習怎樣成為一位 贖神的生命 有神喜悅的生命的一位基督徒
[00:00:34.220 --> 00:00:39.520]  福音書:求祢的幫助 讓我們在這一次的 一同學習的過程裡面
[00:00:39.520 --> 00:00:44.520]  福音書:更認識我們怎樣能夠 活出真正有基督的生命
[00:00:44.520 --> 00:00:47.120]  福音書:我們禱告 封主耶穌的名臣
[00:00:47.120 --> 00:00:49.320]  福音書:Amen
[00:00:49.320 --> 00:00:53.480]  主持人:很多基督徒對於信耶穌 是有一種的迷思
[00:00:53.480 --> 00:00:57.520]  主持人:很多基督徒對於信耶穌 是有一種的迷思
[00:00:57.520 --> 00:01:02.020]  主持人:牧師介紹我在香港來 香港有很多里語 很多族語
[00:01:02.020 --> 00:01:06.420]  主持人:牧師已經介紹我是從香港過來的 在香港有很多的里語
[00:01:06.420 --> 00:01:09.680]  主持人:其中有一個形容 今天很多基督徒怎樣信主
[00:01:09.680 --> 00:01:11.680]  主持人:就是Sysat這樣信主
[00:01:11.680 --> 00:01:14.560]  主持人:很多在形容 今天的基督徒是怎樣的信徒
[00:01:14.560 --> 00:01:18.020]  主持人:就是Isalat
[00:01:18.020 --> 00:01:21.520]  主持人:好像天上的雷電劈下來一刻
[00:01:21.520 --> 00:01:24.320]  主持人:好像天上的雷電劈下來一刻
[00:01:24.320 --> 00:01:25.920]  主持人:有人跟你傳福音
[00:01:25.920 --> 00:01:27.220]  主持人:有人向你傳福音
[00:01:27.220 --> 00:01:29.520]  主持人:不知甚麼原因 你就突然信主了
[00:01:29.520 --> 00:01:32.020]  主持人:不知甚麼原因 你就突然信主了
[00:01:32.020 --> 00:01:33.820]  主持人:很突然的我們信主
[00:01:33.820 --> 00:01:34.920]  主持人:很突然的我們信主
[00:01:34.920 --> 00:01:39.520]  主持人:有時甚至有些大姐妹分享 她怎樣信主的時候 或者她的經歷
[00:01:39.520 --> 00:01:43.020]  主持人:有時甚至有些大姐妹分享 她怎樣信主的時候 或者她的經歷的時候
[00:01:43.020 --> 00:01:46.720]  主持人:有時真的感覺到 好像神靈附體的感覺
[00:01:46.720 --> 00:01:49.020]  主持人:有時真的感覺到 好像神靈附體的感覺
[00:01:49.020 --> 00:01:51.520]  主持人:因為我家做傳統中國人的生意
[00:01:51.520 --> 00:01:54.120]  主持人:所以對不同的宗教都很有熟悉 有經歷
[00:01:54.120 --> 00:01:58.120]  主持人:因為我家做傳統中國人的生意
[00:01:58.120 --> 00:02:00.920]  主持人:所以對所有的宗教都有一些認識
[00:02:00.920 --> 00:02:03.920]  主持人:甚麼奇形怪狀的宗教都聽過見過了
[00:02:03.920 --> 00:02:07.020]  主持人:甚麼奇形怪狀的宗教都聽過見過了
[00:02:07.020 --> 00:02:09.020]  主持人:基督徒是不是這樣信主的呢?
[00:02:09.020 --> 00:02:11.520]  主持人:基督徒是不是這樣信主的呢?
[00:02:11.520 --> 00:02:14.420]  主持人:有沒有一些東西是我們真的在聖經裏面
[00:02:14.420 --> 00:02:17.020]  主持人:重新打穩我們對信耶穌的根基呢?
[00:02:17.020 --> 00:02:22.320]  主持人:重新打穩我們對信耶穌的根基呢?
[00:02:22.320 --> 00:02:25.020]  主持人:可能你和我信主的過程都不同
[00:02:25.020 --> 00:02:27.420]  主持人:可能你和我信主的過程都不一樣
[00:02:27.420 --> 00:02:29.920]  主持人:但當我們今天一起看這段聖經
[00:02:29.920 --> 00:02:32.120]  主持人:在《約書亞記》第二章裏面
[00:02:32.120 --> 00:02:34.120]  主持人:當我們今天一起來看這章
[00:02:34.120 --> 00:02:37.320]  主持人:耶穌耳機的第二章的這段聖經裏面
[00:02:37.320 --> 00:02:41.120]  主持人:就讓我們把信主的基礎打得穩穩固固
[00:02:41.120 --> 00:02:44.520]  主持人:就讓我們把信主的基礎打得穩穩固固的
[00:02:44.520 --> 00:02:49.020]  主持人:否則未來有機會有人問你為何信耶穌
[00:02:49.020 --> 00:02:52.220]  主持人:否則未來有機會有人問你為何信耶穌
[00:02:52.220 --> 00:02:54.120]  主持人:或者有人還未受浸
[00:02:54.120 --> 00:02:56.320]  主持人:或者有人還未受浸
[00:02:56.320 --> 00:03:00.320]  主持人:將來牧師叫你講見證的時候一定問你這條問題
[00:03:00.320 --> 00:03:04.620]  主持人:將來牧師叫你講見證的時候一定問你這條問題
[00:03:04.620 --> 00:03:06.220]  主持人:你因甚麼信耶穌呢?
[00:03:06.220 --> 00:03:07.320]  主持人:你因甚麼信耶穌呢?
[00:03:07.320 --> 00:03:08.920]  主持人:信耶穌的甚麼呢?
[00:03:08.920 --> 00:03:10.220]  主持人:信耶穌的甚麼呢?
[00:03:10.220 --> 00:03:13.520]  主持人:希望今天幫助你預備講見證
[00:03:13.520 --> 00:03:16.420]  主持人:希望今天幫助你預備講見證
[00:03:16.420 --> 00:03:18.120]  主持人:我們今天會看一位聖經人物
[00:03:18.120 --> 00:03:19.120]  主持人:我們今天會看一位聖經人物
[00:03:19.120 --> 00:03:20.720]  主持人:他的名字叫拉合
[00:03:20.720 --> 00:03:22.020]  主持人:他的名字叫拉合
[00:03:22.020 --> 00:03:27.020]  主持人:拉合是一個我們可以在聖經見到是一個妓女的背景
[00:03:27.020 --> 00:03:29.820]  主持人:拉合在聖經裡面說他是一個妓女的背景
[00:03:29.820 --> 00:03:34.320]  主持人:拉合在聖經裡面說他是一個妓女的背景
[00:03:34.320 --> 00:03:38.820]  主持人:但是我們能夠從拉合這個人身上來認識如何做一個基督徒
[00:03:38.820 --> 00:03:41.020]  主持人:但是我們能夠從拉合這個人身上來認識如何做一個基督徒
