
[00:00:00.000 --> 00:00:04.000]  好!無入而不自得的秘訣
[00:00:04.000 --> 00:00:08.000]  不過講之前,又要找一本書
[00:00:08.000 --> 00:00:11.500]  上星期,我講過的
[00:00:11.500 --> 00:00:15.000]  基督徒有三大「軟實力」
[00:00:15.000 --> 00:00:19.500]  「軟實力」甚麼「軟實力」呢?
[00:00:19.500 --> 00:00:26.000]  就是與基督福音相稱的三件事
[00:00:26.000 --> 00:00:27.500]  哪三件事呢?
[00:00:27.500 --> 00:00:32.000]  就是在菲律賓的教會,所有跟隨主的人
[00:00:32.000 --> 00:00:36.000]  都會這樣做,都應該這樣做,都能夠這樣做
[00:00:36.000 --> 00:00:42.000]  就是要用和解,去消除不同的意見
[00:00:42.000 --> 00:00:44.000]  不同的意見是有的
[00:00:44.000 --> 00:00:49.000]  但是要與基督福音相稱的和解
[00:00:49.000 --> 00:00:51.000]  去解決問題,解決衝突
[00:00:51.000 --> 00:00:53.000]  第一點
[00:00:53.000 --> 00:00:57.500]  第二點呢,保羅勸勉,蓬佩奧也勸勉我們
[00:00:57.500 --> 00:00:59.500]  要藉著謙讓的心
[00:00:59.500 --> 00:01:01.500]  謙讓
[00:01:01.500 --> 00:01:06.500]  來接服那些對你有敵意的人,敵意的世界
[00:01:06.500 --> 00:01:08.500]  謙讓
[00:01:08.500 --> 00:01:11.500]  不是妥協,是謙讓
[00:01:11.500 --> 00:01:15.500]  第三,要以平安和禱告
[00:01:15.500 --> 00:01:20.500]  藉著禱告和平安,去鞏固你的心懷意念
[00:01:20.500 --> 00:01:25.500]  所以你的心懷意念,不會被憂慮充斥了
[00:01:25.500 --> 00:01:27.500]  為什麼要去鞏固呢?
[00:01:27.500 --> 00:01:32.500]  就是用主持的平安,其實應該說是上帝的平安
[00:01:32.500 --> 00:01:36.500]  甚至上帝自己,用禱告和平安
[00:01:36.500 --> 00:01:39.500]  去鞏固你的心靈,你的內心世界
[00:01:39.500 --> 00:01:41.500]  大家記不記得?
[00:01:41.500 --> 00:01:45.500]  如果不記得,大家可以上網看上星期的網上一聽
[00:01:45.500 --> 00:01:47.500]  原來我現在發覺到,質素很差
[00:01:47.500 --> 00:01:50.500]  不過,今天我的質素都很差
[00:01:50.500 --> 00:01:52.500]  今天我們說話的質素很差
[00:01:52.500 --> 00:01:54.500]  錄的聲音更加質素差
[00:01:54.500 --> 00:01:56.500]  OK
[00:01:56.500 --> 00:02:01.500]  希望將來你去打摺地,質素好些
[00:02:01.500 --> 00:02:03.500]  好了
[00:02:03.500 --> 00:02:06.500]  今天這段經文是說什麼呢?
[00:02:06.500 --> 00:02:13.500]  其實武和說到現在,才想入正題
[00:02:13.500 --> 00:02:18.500]  他寫了一封信,叫伊巴菲提帶回菲律比的教會
[00:02:18.500 --> 00:02:22.500]  一方面是推薦伊巴菲提給他們
[00:02:22.500 --> 00:02:26.500]  伊巴菲提病了,好些少
[00:02:26.500 --> 00:02:31.500]  希望他能夠回到菲律比的教會,得到養病
[00:02:31.500 --> 00:02:36.500]  還有,他是要多謝菲律比教會給他的支持
[00:02:36.500 --> 00:02:39.500]  是說什麼呢?物質的支持
[00:02:39.500 --> 00:02:41.500]  是淺吻的支持
[00:02:41.500 --> 00:02:47.500]  所以這段經文放在最後,第四章是說money matters
[00:02:47.500 --> 00:02:49.500]  錢的問題
[00:02:49.500 --> 00:02:51.500]  而money實在matters
[00:02:51.500 --> 00:02:53.500]  money matters,matters
[00:02:53.500 --> 00:02:55.500]  matters
[00:02:55.500 --> 00:02:57.500]  money matters,matters
[00:02:57.500 --> 00:02:59.500]  錢銀問題是有關係的
[00:02:59.500 --> 00:03:01.500]  很重要的
[00:03:01.500 --> 00:03:03.500]  所以和大家說一下你的荷包
[00:03:03.500 --> 00:03:05.500]  大家先不用這樣,否則要拿錢
[00:03:05.500 --> 00:03:07.500]  money matters
[00:03:10.500 --> 00:03:14.500]  說到money matters
[00:03:14.500 --> 00:03:20.500]  今天很多人會和你去幫你管理你的荷包
[00:03:20.500 --> 00:03:23.500]  那誰是你的荷包的管理人呢?
[00:03:23.500 --> 00:03:26.500]  我的師母就是我的荷包的管理人
[00:03:26.500 --> 00:03:29.500]  我的荷包就是她的荷包
[00:03:29.500 --> 00:03:31.500]  她的荷包就是她的荷包
[00:03:31.500 --> 00:03:34.500]  她的荷包和我的荷包
[00:03:34.500 --> 00:03:38.500]  她都交了給我們很信任的弟兄幫我們去管理
[00:03:38.500 --> 00:03:42.500]  我們有很多的財務顧問幫你去管理
[00:03:42.500 --> 00:03:46.500]  所以今天是很流行講財務管理的
[00:03:46.500 --> 00:03:52.500]  其實保羅在這段經文是在講他一些財務管理的概念
[00:03:52.500 --> 00:03:54.500]  雖然和今天的概念有些不同
[00:03:54.500 --> 00:03:56.500]  不過money matters
[00:03:56.500 --> 00:03:58.500]  他在講錢
[00:03:58.500 --> 00:04:00.500]  所以說到錢的時候
[00:04:00.500 --> 00:04:04.500]  首先要講一下什麼叫做財務管理
[00:04:04.500 --> 00:04:08.500]  第一財務管理和你定義什麼叫做安全
[00:04:08.500 --> 00:04:10.500]  保障
[00:04:10.500 --> 00:04:12.500]  有沒有保障
[00:04:12.500 --> 00:04:14.500]  你的錢你的投資穩不穩定
[00:04:14.500 --> 00:04:16.500]  講security
[00:04:16.500 --> 00:04:17.500]  你知道這裡嗎?
[00:04:17.500 --> 00:04:18.500]  你知啦
[00:04:18.500 --> 00:04:19.500]  你比我更加知道
[00:04:19.500 --> 00:04:21.500]  大家有錢過我
[00:04:21.500 --> 00:04:23.500]  第二講夠不夠
[00:04:23.500 --> 00:04:25.500]  其實他這裡是講adequacy
[00:04:25.500 --> 00:04:26.500]  他講夠不夠
[00:04:26.500 --> 00:04:29.500]  其實他講的是多過你足夠的
[00:04:29.500 --> 00:04:31.500]  adequacy你夠不夠
[00:04:31.500 --> 00:04:32.500]  夠不夠用
[00:04:32.500 --> 00:04:34.500]  夠不夠用
[00:04:34.500 --> 00:04:36.500]  你擋租又怎麼辦
[00:04:36.500 --> 00:04:38.500]  沒工作暫時又怎麼辦
[00:04:38.500 --> 00:04:39.500]  他講什麼
[00:04:39.500 --> 00:04:41.500]  講你夠不夠用
[00:04:41.500 --> 00:04:42.500]  adequacy
[00:04:42.500 --> 00:04:43.500]  第三講什麼
[00:04:43.500 --> 00:04:44.500]  freedom
[00:04:44.500 --> 00:04:45.500]  financial freedom
[00:04:45.500 --> 00:04:47.500]  現在講freedom 50
[00:04:47.500 --> 00:04:48.500]  不是55
[00:04:48.500 --> 00:04:49.500]  又提早了五年
[00:04:49.500 --> 00:04:52.500]  以前我年輕的時候講freedom 55
[00:04:52.500 --> 00:04:54.500]  55歲就可以去釣魚了
[00:04:54.500 --> 00:04:55.500]  現在提早五年
[00:04:55.500 --> 00:04:57.500]  freedom 50
[00:04:57.500 --> 00:05:02.500]  今天我見到有一個阿伯 頭髮白過我的 開著開蓬炮車很漂亮的車
[00:05:02.500 --> 00:05:04.500]  飛來飛去在國外路上
[00:05:04.500 --> 00:05:06.500]  freedom 70才對
[00:05:06.500 --> 00:05:08.500]  70歲才有資格
[00:05:08.500 --> 00:05:10.500]  開這麼漂亮的開蓬炮車
[00:05:10.500 --> 00:05:12.500]  他有錢去買
[00:05:12.500 --> 00:05:16.500]  其實現在這個世界是在講financial freedom
[00:05:16.500 --> 00:05:18.500]  什麼叫做freedom
[00:05:18.500 --> 00:05:21.500]  其實我們雖然是在講financial freedom
[00:05:21.500 --> 00:05:23.500]  在講財務的自由
[00:05:23.500 --> 00:05:25.500]  其實我們的財務綁住了我們
[00:05:25.500 --> 00:05:28.500]  正經所講的不是講financial freedom
[00:05:28.500 --> 00:05:29.500]  財務的自由
[00:05:29.500 --> 00:05:31.500]  是講財務的中心
[00:05:31.500 --> 00:05:35.500]  中心管家
[00:05:35.500 --> 00:05:36.500]  不是講
[00:05:36.500 --> 00:05:37.500]  是講什麼
[00:05:37.500 --> 00:05:39.500]  是講faithfulness
[00:05:39.500 --> 00:05:40.500]  中心
[00:05:40.500 --> 00:05:41.500]  不是講freedom
[00:05:41.500 --> 00:05:43.500]  都是f字頭
[00:05:43.500 --> 00:05:45.500]  記住都是effort
[00:05:45.500 --> 00:05:48.500]  freedom和faithfulness
[00:05:48.500 --> 00:05:50.500]  自由和忠誠
[00:05:50.500 --> 00:05:51.500]  中心管家
[00:05:51.500 --> 00:05:52.500]  好了
[00:05:52.500 --> 00:05:55.500]  今天財務管理做了第二樣東西
[00:05:55.500 --> 00:05:56.500]  我不是財務管理者
[00:05:56.500 --> 00:05:58.500]  我聽很多
[00:05:58.500 --> 00:06:00.500]  財務管理員就告訴我
[00:06:00.500 --> 00:06:03.500]  你要投資要有回報
[00:06:03.500 --> 00:06:05.500]  你的死錢批到就用完了
[00:06:05.500 --> 00:06:06.500]  是不是
[00:06:06.500 --> 00:06:08.500]  要有些錢滾回來給你
[00:06:08.500 --> 00:06:09.500]  跌下來給你
[00:06:09.500 --> 00:06:10.500]  讓你可以繼續用
[00:06:10.500 --> 00:06:11.500]  是不是
[00:06:11.500 --> 00:06:12.500]  這個叫做什麼
[00:06:12.500 --> 00:06:13.500]  要生息
[00:06:13.500 --> 00:06:14.500]  是不是
[00:06:14.500 --> 00:06:16.500]  你的死錢批銀行
[00:06:16.500 --> 00:06:17.500]  生利息都不行
[00:06:17.500 --> 00:06:18.500]  銀行沒有利息
[00:06:18.500 --> 00:06:19.500]  甚至負利息
[00:06:19.500 --> 00:06:22.500]  還要給銀行錢來幫你管理
[00:06:22.500 --> 00:06:24.500]  這些錢放在銀行那裡
[00:06:24.500 --> 00:06:26.500]  這些錢怎麼夠用
[00:06:26.500 --> 00:06:27.500]  這些錢
[00:06:27.500 --> 00:06:29.500]  怎樣去保障到它
[00:06:29.500 --> 00:06:30.500]  不需要港股
[00:06:30.500 --> 00:06:31.500]  有沒有利息
[00:06:31.500 --> 00:06:32.500]  那個回報
[00:06:32.500 --> 00:06:33.500]  是不是
[00:06:33.500 --> 00:06:34.500]  那個回報是多少
[00:06:34.500 --> 00:06:35.500]  好了
[00:06:35.500 --> 00:06:37.500]  我講完之後
[00:06:37.500 --> 00:06:40.500]  我們再講
[00:06:40.500 --> 00:06:41.500]  所以呢
[00:06:41.500 --> 00:06:44.500]  這個世界上有很多很有錢的人
[00:06:44.500 --> 00:06:45.500]  很會投資的人
[00:06:45.500 --> 00:06:46.500]  做生意的人
[00:06:46.500 --> 00:06:47.500]  就講了很多
[00:06:47.500 --> 00:06:50.500]  關於錢財財務的問題
[00:06:50.500 --> 00:06:52.500]  我一個都挺
[00:06:52.500 --> 00:06:55.500]  欣賞他
[00:06:55.500 --> 00:06:56.500]  用欣賞的字
[00:06:56.500 --> 00:06:57.500]  就是現在阿里巴巴
[00:06:57.500 --> 00:06:59.500]  在美國上市
[00:06:59.500 --> 00:07:00.500]  阿里巴巴
[00:07:00.500 --> 00:07:02.500]  還沒上市
[00:07:02.500 --> 00:07:03.500]  不過阿里巴巴
[00:07:03.500 --> 00:07:05.500]  就快要上市了
[00:07:05.500 --> 00:07:06.500]  在美國上市
[00:07:06.500 --> 00:07:08.500]  是不簡單的
[00:07:08.500 --> 00:07:10.500]  這個前CEO
[00:07:10.500 --> 00:07:12.500]  現在他仍然是董事會裡面的成員
[00:07:12.500 --> 00:07:15.500]  這個叫做什麼人兄呢
