
[00:00:00.000 --> 00:00:02.000]  弟兄姊妹大家平安
[00:00:02.000 --> 00:00:04.000]  平安
[00:00:04.000 --> 00:00:06.000]  我想問一個問題
[00:00:06.000 --> 00:00:08.000]  你自己認為你是信心的勇士嗎
[00:00:08.000 --> 00:00:10.000]  是
[00:00:10.000 --> 00:00:12.000]  是還是不是
[00:00:12.000 --> 00:00:14.000]  不是
[00:00:14.000 --> 00:00:16.000]  不是聽完今天的講到你就要變成是
[00:00:16.000 --> 00:00:18.000]  為什麼要這麼說呢
[00:00:18.000 --> 00:00:20.000]  因為其實
[00:00:20.000 --> 00:00:22.000]  信心不是我們自己變出來的
[00:00:22.000 --> 00:00:24.000]  信心是從
[00:00:24.000 --> 00:00:26.000]  神那裡來的
[00:00:26.000 --> 00:00:28.000]  那我今天我想要跟大家分享
[00:00:28.000 --> 00:00:30.000]  信心的看見與行動
[00:00:30.000 --> 00:00:32.000]  當我們在聽講到的時候
[00:00:32.000 --> 00:00:34.000]  聖靈
[00:00:34.000 --> 00:00:36.000]  會在我們當中
[00:00:36.000 --> 00:00:38.000]  藉著你所聽見的道
[00:00:38.000 --> 00:00:40.000]  在你裡面工作
[00:00:40.000 --> 00:00:42.000]  這一個聖靈運行的大能
[00:00:42.000 --> 00:00:44.000]  是我們沒有辦法想像的
[00:00:44.000 --> 00:00:46.000]  它可以改變我們這個人
[00:00:46.000 --> 00:00:48.000]  從沒有信心
[00:00:48.000 --> 00:00:50.000]  到變成有信心
[00:00:50.000 --> 00:00:52.000]  可能我們在讀字句的時候
[00:00:52.000 --> 00:00:54.000]  你會覺得這就不是
[00:00:54.000 --> 00:00:56.000]  從不明白到明白而已嗎
[00:00:56.000 --> 00:00:58.000]  其實不是
[00:00:58.000 --> 00:01:00.000]  聖靈會藉著祂的話語
[00:01:00.000 --> 00:01:02.000]  在我們裡面改變我們
[00:01:02.000 --> 00:01:04.000]  感動我們
[00:01:04.000 --> 00:01:06.000]  我們要帶著一個謙卑的心來聽
[00:01:06.000 --> 00:01:08.000]  我們一同來禱告好嗎
[00:01:08.000 --> 00:01:10.000]  親愛的父神我們來到你的面前
[00:01:10.000 --> 00:01:12.000]  我們帶著一個盡前的心
[00:01:12.000 --> 00:01:14.000]  一個敬畏你的心
[00:01:14.000 --> 00:01:16.000]  一個謙卑的心
[00:01:16.000 --> 00:01:18.000]  來聆聽神你要向我們
[00:01:18.000 --> 00:01:20.000]  你的真理
[00:01:20.000 --> 00:01:22.000]  寫在聖經上的話語
[00:01:22.000 --> 00:01:24.000]  主啊讓每一句話都來幫助我們
[00:01:24.000 --> 00:01:26.000]  使我們也能夠應著信
[00:01:26.000 --> 00:01:28.000]  成為美好的見證
[00:01:28.000 --> 00:01:30.000]  成為神眼中
[00:01:30.000 --> 00:01:32.000]  看為喜悅的
[00:01:32.000 --> 00:01:34.000]  謝謝主祝福我們
[00:01:34.000 --> 00:01:36.000]  以下的時間與我們同在
[00:01:36.000 --> 00:01:38.000]  禱告奉考耶穌基督的名
[00:01:38.000 --> 00:01:40.000]  Amen
[00:01:40.000 --> 00:01:42.000]  問一個問題
[00:01:42.000 --> 00:01:44.000]  普通的人對於看不見的事
[00:01:44.000 --> 00:01:46.000]  要如何相信
[00:01:46.000 --> 00:01:48.000]  它存在或不存在
[00:01:52.000 --> 00:01:54.000]  我們在講述一件
[00:01:54.000 --> 00:01:56.000]  看不見的事情
[00:01:56.000 --> 00:01:58.000]  在傳講一件
[00:01:58.000 --> 00:02:00.000]  看不見的事情要證明給
[00:02:00.000 --> 00:02:02.000]  其他的人說
[00:02:02.000 --> 00:02:04.000]  比如說
[00:02:04.000 --> 00:02:06.000]  幽浮存不存在
[00:02:06.000 --> 00:02:08.000]  人都不太相信對不對
[00:02:08.000 --> 00:02:10.000]  這個會生會影很多的
[00:02:10.000 --> 00:02:12.000]  這種消息有些人就有點相信
[00:02:12.000 --> 00:02:14.000]  相信的原因是因為他已經
[00:02:14.000 --> 00:02:16.000]  看見了可能有一些人PO的影片
[00:02:16.000 --> 00:02:18.000]  那
[00:02:18.000 --> 00:02:20.000]  如果都沒有我記得我小時候
[00:02:20.000 --> 00:02:22.000]  發現幽浮存不存在的時候
[00:02:22.000 --> 00:02:24.000]  我們只能看看天上的星星
[00:02:24.000 --> 00:02:26.000]  看看那邊一閃一閃的就想像
[00:02:26.000 --> 00:02:28.000]  它是幽浮來了
[00:02:28.000 --> 00:02:30.000]  我們人都要需要憑
[00:02:30.000 --> 00:02:32.000]  眼見或者是
[00:02:32.000 --> 00:02:34.000]  科學跟我們證明說
[00:02:34.000 --> 00:02:36.000]  風是存在的看不見的
[00:02:36.000 --> 00:02:38.000]  這個東西是存在的我們才
[00:02:38.000 --> 00:02:40.000]  能夠有足夠的知識去相信
[00:02:40.000 --> 00:02:42.000]  它存在或不存在
[00:02:42.000 --> 00:02:44.000]  所以你會發現人其實是有
[00:02:44.000 --> 00:02:46.000]  信心的可是人的信心
[00:02:46.000 --> 00:02:48.000]  是常常是需要憑
[00:02:48.000 --> 00:02:50.000]  眼見的是需要
[00:02:50.000 --> 00:02:52.000]  有一些東西來支撐你
[00:02:52.000 --> 00:02:54.000]  支撐你的信心
[00:02:54.000 --> 00:02:56.000]  你才會相信否則我們就會說
[00:02:56.000 --> 00:02:58.000]  這個是迷信對不對
[00:02:58.000 --> 00:03:00.000]  我們都會去相信一個
[00:03:00.000 --> 00:03:02.000]  合理的一個邏輯的
