
[00:00:00.000 --> 00:00:02.860]  一個人犯錯之後
[00:00:02.860 --> 00:00:06.660]  有沒有可能從頭開始
[00:00:06.660 --> 00:00:11.000]  一個關係破滅之後
[00:00:11.000 --> 00:00:15.440]  有沒有辦法可以破鏡重圓
[00:00:15.440 --> 00:00:21.660]  年紀漸老,機會流失
[00:00:21.660 --> 00:00:26.700]  有沒有可能從頭開始
[00:00:28.180 --> 00:00:30.380]  在以斯拉記第三章
[00:00:30.380 --> 00:00:33.920]  我們看到以色列人望國五十年之後
[00:00:33.920 --> 00:00:36.060]  又重新的開始
[00:00:36.060 --> 00:00:39.320]  你想不想你的生命
[00:00:39.320 --> 00:00:42.440]  有一個重新的開始
[00:00:42.440 --> 00:00:46.140]  很多時候我們害怕重新開始
[00:00:46.140 --> 00:00:49.000]  因為我們害怕再次的失敗
[00:00:49.000 --> 00:00:52.680]  希望今天神的話語,今天的訊息
[00:00:52.680 --> 00:00:56.160]  能夠為你帶來鼓勵和幫助
[00:00:57.060 --> 00:01:01.620]  我們首先回顧以斯拉記歷史的背景
[00:01:01.620 --> 00:01:06.620]  在公元前586年
[00:01:06.620 --> 00:01:11.060]  巴比倫的軍隊攻陷耶路撒冷
[00:01:11.060 --> 00:01:16.280]  他們火燒城市,將聖殿都拆毀
[00:01:16.280 --> 00:01:18.980]  然後將大部分的居民
[00:01:18.980 --> 00:01:21.100]  擄到巴比倫
[00:01:21.100 --> 00:01:23.860]  我可以想像猶太人
[00:01:24.100 --> 00:01:28.060]  一堆一堆男女老幼離開家園
[00:01:28.060 --> 00:01:32.320]  他們回頭望著這個烽火四起的城市
[00:01:32.320 --> 00:01:37.000]  別時容易,見時難
[00:01:37.000 --> 00:01:40.360]  一別就是五十年
[00:01:40.360 --> 00:01:44.660]  波斯王古烈登記之後
[00:01:44.660 --> 00:01:50.060]  准許猶太人返回耶路撒冷重建聖殿
[00:01:50.060 --> 00:01:53.860]  於是有五萬人跟著所羅巴巴
[00:01:54.540 --> 00:01:55.960]  返回那裡
[00:01:55.960 --> 00:02:00.060]  他們看見耶路撒冷劫後的光景
[00:02:00.060 --> 00:02:02.380]  就有一番感受
[00:02:02.380 --> 00:02:05.520]  在第三章第十一到第十三節
[00:02:05.520 --> 00:02:08.820]  就很貼切地描寫了他們的心境
[00:02:08.820 --> 00:02:13.080]  以斯拉記第三章第十一節說
[00:02:13.080 --> 00:02:15.780]  他們讚美耶和華的時候
[00:02:15.780 --> 00:02:17.880]  眾民大聲呼喊
[00:02:17.880 --> 00:02:21.280]  因耶和華殿的根基已經立定
[00:02:21.980 --> 00:02:25.380]  但是有許多祭司利美人族長
[00:02:25.380 --> 00:02:29.060]  就是以前見過舊殿的老年人
[00:02:29.060 --> 00:02:31.980]  現在親眼見到這個殿的根基
[00:02:31.980 --> 00:02:34.380]  就大聲哭號
[00:02:34.380 --> 00:02:38.120]  亦有許多人大聲歡呼
[00:02:38.120 --> 00:02:39.880]  甚至百姓分不清
[00:02:39.880 --> 00:02:41.880]  哪些是歡呼的聲音
[00:02:41.880 --> 00:02:43.580]  哪些是哭號的聲音
[00:02:43.580 --> 00:02:45.580]  因為眾人大聲呼喊
[00:02:45.580 --> 00:02:48.380]  聲音聽到遠處
[00:02:48.380 --> 00:02:51.580]  你可否想像當時的情景
[00:02:51.580 --> 00:02:53.580]  有些人歡呼
[00:02:53.580 --> 00:02:56.180]  似乎那些不是老年人
[00:02:56.180 --> 00:02:58.680]  那些可能是年輕人
[00:02:58.680 --> 00:03:00.480]  從來未見過聖殿
[00:03:00.480 --> 00:03:02.480]  在秘魯之地出生的
[00:03:02.480 --> 00:03:05.480]  他們從長輩口中聽到
[00:03:05.480 --> 00:03:07.480]  從前的故鄉
[00:03:07.480 --> 00:03:10.080]  有一個這麼宏偉的聖殿
[00:03:10.080 --> 00:03:12.080]  所羅門王建的
[00:03:12.080 --> 00:03:14.080]  拆了
[00:03:14.080 --> 00:03:16.080]  現在有機會回來
[00:03:16.080 --> 00:03:18.080]  他們就是在那五晚當中
[00:03:18.080 --> 00:03:20.080]  心懷結義回來
[00:03:20.080 --> 00:03:22.080]  見到這個地方
[00:03:22.080 --> 00:03:24.080]  我們要重新建造
[00:03:24.080 --> 00:03:26.080]  但是那些年紀大的
[00:03:26.080 --> 00:03:28.080]  即是五十年前
[00:03:28.080 --> 00:03:30.080]  曾經在那裏看過
[00:03:30.080 --> 00:03:32.080]  這個聖殿
[00:03:32.080 --> 00:03:34.080]  所羅門王建的
[00:03:34.080 --> 00:03:36.080]  他們見到現在頹垣敗瓦
[00:03:36.080 --> 00:03:38.080]  荒煙衰草
[00:03:38.080 --> 00:03:40.080]  他們就哭喊
[00:03:40.080 --> 00:03:43.080]  或者有些人哭完又再笑
[00:03:43.080 --> 00:03:46.080]  可能大家的心情都很複雜
[00:03:46.080 --> 00:03:48.080]  不知道哭好
