
[00:00:00.000 --> 00:00:03.440]  過去幾個星期,我想對香港人來說
[00:00:03.440 --> 00:00:07.800]  在過去幾個星期,我想對大部份的香港人來說
[00:00:07.800 --> 00:00:09.880]  我們好像活在一個噩夢裏面
[00:00:09.880 --> 00:00:12.080]  我們好像活在一個噩夢當中
[00:00:12.080 --> 00:00:18.520]  這個噩夢是來自人突然對疫情的恐懼和無助
[00:00:18.520 --> 00:00:25.400]  這個噩夢是來自我們人突然對一個突如其來的疫情帶來的恐懼和無助
[00:00:25.400 --> 00:00:30.200]  我想更無助是政府處理疫情的那個表現令我們徹底失望
[00:00:30.200 --> 00:00:36.200]  更無助的是因為我們政府對疫情的處理為我們帶來很大的失望
[00:00:36.200 --> 00:00:37.480]  令人沒辦法安心
[00:00:37.480 --> 00:00:39.080]  令人沒辦法安心
[00:00:39.080 --> 00:00:40.720]  於是我們人人自救
[00:00:40.720 --> 00:00:42.840]  於是我們人人自救
[00:00:42.840 --> 00:00:46.520]  只要你聽見哪個藥房有口罩供應
[00:00:46.520 --> 00:00:49.840]  只要你聽到哪一個藥局有口罩供應
[00:00:49.840 --> 00:00:51.960]  有人通宵去排隊購買
[00:00:51.960 --> 00:00:54.120]  有人通宵的去排隊購買
[00:00:54.120 --> 00:00:57.160]  超級市場的米和廁紙被搶購一空
[00:00:57.160 --> 00:01:00.400]  超市的米和衛生紙被搶購一空
[00:01:00.400 --> 00:01:05.680]  我感謝某弟兄用一條廁紙來接濟我今早
[00:01:05.680 --> 00:01:09.640]  我很感謝有弟兄用一條衛生紙來接濟我
[00:01:09.640 --> 00:01:11.160]  我在南非回來之後
[00:01:11.160 --> 00:01:12.760]  我在南非回來之後
[00:01:12.760 --> 00:01:13.920]  去到超級市場
[00:01:13.920 --> 00:01:15.240]  去到超市
[00:01:15.240 --> 00:01:16.040]  什麼都買不到
[00:01:16.040 --> 00:01:17.080]  什麼都買不到
[00:01:17.080 --> 00:01:18.080]  買了幾包麵
[00:01:18.080 --> 00:01:19.600]  只是買了幾包麵
[00:01:21.600 --> 00:01:25.520]  我們在網上看到太多似是而非的消息
[00:01:25.520 --> 00:01:28.480]  我們在網路上看到太多似是而非的消息
[00:01:28.480 --> 00:01:29.920]  我們又沒辦法去求證
[00:01:29.920 --> 00:01:31.160]  我們沒辦法去求證
[00:01:31.160 --> 00:01:32.600]  又不敢掉以輕心
[00:01:32.600 --> 00:01:33.960]  又不敢掉以輕心
[00:01:33.960 --> 00:01:36.920]  你知道加上香港人怕落後的性格
[00:01:36.920 --> 00:01:39.080]  你知道香港人怕落後的性格
[00:01:39.080 --> 00:01:40.800]  結果有人就這樣開玩笑
[00:01:40.800 --> 00:01:41.960]  結果有人這樣開玩笑
[00:01:41.960 --> 00:01:45.120]  他說武漢肺炎來到香港就變種
[00:01:45.120 --> 00:01:48.040]  武漢肺炎來到香港之後就變了種
[00:01:48.040 --> 00:01:51.080]  就變成一種叫做「無腦」
[00:01:51.080 --> 00:01:53.080]  就變成一種叫做「無腦」
[00:01:53.080 --> 00:01:54.320]  或者盲搶言
[00:01:54.320 --> 00:01:56.200]  或者盲搶言
[00:01:56.200 --> 00:01:59.360]  這種集體恐慌遍佈全港
[00:01:59.360 --> 00:02:02.240]  這種集體恐慌遍佈全港
[00:02:02.240 --> 00:02:04.520]  甚至有時候去到一個不合理的程度
[00:02:04.520 --> 00:02:07.360]  甚至到了一個不合理的程度
[00:02:07.360 --> 00:02:12.120]  不要誤會牧師不是鼓吹一種盲目的樂觀主義
[00:02:12.120 --> 00:02:12.120]  不要誤會牧師不是鼓吹一種盲目的樂觀主義
[00:02:12.120 --> 00:02:17.960]  不要誤會牧師不是鼓吹一種盲目的樂觀主義
[00:02:17.960 --> 00:02:21.880]  至少我不是像某位政府長官下令
[00:02:21.880 --> 00:02:23.160]  「無病不要戴口罩」
[00:02:23.160 --> 00:02:26.120]  至少我不是像某一位政府長官下令
[00:02:26.120 --> 00:02:28.400]  叫沒有我生病的人不要戴口罩
[00:02:28.400 --> 00:02:30.360]  我在南非看到的時候
[00:02:30.360 --> 00:02:31.920]  我在南非看到的時候
[00:02:31.920 --> 00:02:34.920]  我第一時間真的不相信有人可以說出這樣的說話
[00:02:34.920 --> 00:02:37.520]  我真的不敢相信有人可以說出這些話
[00:02:37.520 --> 00:02:39.400]  這些是基本常識都缺乏的
[00:02:39.400 --> 00:02:41.680]  這些是基本常識都缺乏的
[00:02:41.680 --> 00:02:44.280]  我在南非每次經過一些藥房
[00:02:44.280 --> 00:02:46.320]  我在南非每一次經過藥局
[00:02:46.320 --> 00:02:48.320]  我都會進去問有沒有口罩賣
[00:02:48.320 --> 00:02:50.320]  我都會進去問一下有沒有口罩可以買
[00:02:50.320 --> 00:02:52.320]  我打算買鑽石給大家做手信,我又買不起
[00:02:52.320 --> 00:02:54.320]  如果買鑽石給大家,我又買不起
[00:02:54.320 --> 00:02:56.320]  我打算買口罩回來做手信
[00:02:56.320 --> 00:02:58.320]  我想說買一些口罩給大家當手信
[00:02:58.320 --> 00:03:00.320]  結果鑽石容易買
[00:03:00.320 --> 00:03:02.320]  結果鑽石比較容易買
[00:03:02.320 --> 00:03:04.320]  口罩一個都買不到
[00:03:04.320 --> 00:03:06.320]  口罩卻一個都買不到
[00:03:06.320 --> 00:03:08.320]  恐慌是一種人求生的本領
[00:03:08.320 --> 00:03:10.320]  恐慌是一種人求生的本領
[00:03:10.320 --> 00:03:12.320]  恐慌是一種人求生的本領
[00:03:12.320 --> 00:03:14.320]  我們是一種自我的保護
[00:03:14.320 --> 00:03:16.320]  我們是一種自我的保護
[00:03:16.320 --> 00:03:18.320]  我在開普敦
[00:03:18.320 --> 00:03:20.320]  我在開普敦
[00:03:20.320 --> 00:03:22.320]  有一晚我兒子Amos為我安排了去嘗試一餐非洲特色的大餐
[00:03:22.320 --> 00:03:24.320]  有一晚我兒子Amos為我安排了去嘗試一餐非洲特色的大餐
[00:03:24.320 --> 00:03:26.320]  有一晚我兒子Amos為我安排了去嘗試一餐非洲特色的大餐
[00:03:26.320 --> 00:03:28.320]  有一晚我兒子Amos為我安排了去嘗試一餐非洲特色的大餐
[00:03:28.320 --> 00:03:30.320]  有一晚我兒子Amos為我安排了去嘗試一餐非洲特色的大餐
[00:03:30.320 --> 00:03:32.320]  有一晚我兒子Amos為我安排了去嘗試一餐非洲特色的大餐
[00:03:32.320 --> 00:03:34.320]  留意是只是安排
[00:03:34.320 --> 00:03:36.320]  留意是只是安排
[00:03:36.320 --> 00:03:38.320]  要自費的
[00:03:44.320 --> 00:03:46.320]  因為我要在南非透過網路把錢轉回去
[00:03:46.320 --> 00:03:48.320]  因為我要在南非透過網路把錢轉回去
[00:03:48.320 --> 00:03:50.320]  銀行就發現我的銀戶口有一個不尋常的活動
[00:03:50.320 --> 00:03:52.320]  銀行就發現我的銀戶口有一個不尋常的活動
[00:03:52.320 --> 00:03:54.320]  銀行就發現我的銀戶口有一個不尋常的活動
[00:03:54.320 --> 00:03:56.320]  馬上把我的銀戶口鎖住了
[00:03:56.320 --> 00:03:58.320]  馬上把我的銀戶口鎖住了
[00:03:58.320 --> 00:04:00.320]  馬上把我的銀戶口鎖住了
[00:04:00.320 --> 00:04:02.320]  這兩天我打電話去美國想重開銀戶口
[00:04:02.320 --> 00:04:04.320]  這兩天我打電話去美國想重開銀戶口
[00:04:04.320 --> 00:04:06.320]  這兩天我打電話去美國想重開銀戶口
[00:04:06.320 --> 00:04:08.320]  這兩天我打電話去美國想重開銀戶口
[00:04:14.320 --> 00:04:16.320]  這兩天我打電話去美國想重開銀戶口
[00:04:16.320 --> 00:04:18.320]  這兩天我打電話去美國想重開銀戶口
[00:04:18.320 --> 00:04:20.320]  這兩天我打電話去美國想重開銀戶口
[00:04:20.320 --> 00:04:22.320]  這兩天我打電話去美國想重開銀戶口
[00:04:22.320 --> 00:04:24.320]  這兩天我打電話去美國想重開銀戶口
[00:04:24.320 --> 00:04:26.320]  這兩天我打電話去美國想重開銀戶口
[00:04:26.320 --> 00:04:28.320]  這兩天我打電話去美國想重開銀戶口
[00:04:28.320 --> 00:04:30.320]  這兩天我打電話去美國想重開銀戶口
[00:04:30.320 --> 00:04:32.320]  這兩天我打電話去美國想重開銀戶口
[00:04:32.320 --> 00:04:34.320]  這兩天我打電話去美國想重開銀戶口
[00:04:34.320 --> 00:04:36.320]  這兩天我打電話去美國想重開銀戶口
[00:04:36.320 --> 00:04:44.320]  這兩天我打電話去美國想重開銀戶口
[00:04:44.320 --> 00:04:46.320]  這兩天我打電話去美國想重開銀戶口
[00:04:46.320 --> 00:04:48.320]  這兩天我打電話去美國想重開銀戶口
[00:04:48.320 --> 00:04:50.320]  這兩天我打電話去美國想重開銀戶口
[00:04:50.320 --> 00:04:52.320]  這兩天我打電話去美國想重開銀戶口
[00:04:52.320 --> 00:04:54.320]  這兩天我打電話去美國想重開銀戶口
[00:04:54.320 --> 00:04:56.320]  這兩天我打電話去美國想重開銀戶口
[00:04:56.320 --> 00:04:58.320]  這兩天我打電話去美國想重開銀戶口
[00:04:58.320 --> 00:05:00.320]  這兩天我打電話去美國想重開銀戶口
[00:05:00.320 --> 00:05:02.320]  這兩天我打電話去美國想重開銀戶口
[00:05:02.320 --> 00:05:04.320]  這兩天我打電話去美國想重開銀戶口
[00:05:04.320 --> 00:05:06.320]  這兩天我打電話去美國想重開銀戶口
[00:05:06.320 --> 00:05:08.320]  這兩天我打電話去美國想重開銀戶口
[00:05:08.320 --> 00:05:10.320]  這兩天我打電話去美國想重開銀戶口
[00:05:10.320 --> 00:05:12.320]  這兩天我打電話去美國想重開銀戶口
[00:05:12.320 --> 00:05:14.320]  這兩天我打電話去美國想重開銀戶口
[00:05:14.320 --> 00:05:16.320]  這兩天我打電話去美國想重開銀戶口
[00:05:16.320 --> 00:05:18.320]  這兩天我打電話去美國想重開銀戶口
[00:05:18.320 --> 00:05:20.320]  這兩天我打電話去美國想重開銀戶口
[00:05:20.320 --> 00:05:22.320]  這兩天我打電話去美國想重開銀戶口
[00:05:22.320 --> 00:05:24.320]  這兩天我打電話去美國想重開銀戶口
[00:05:24.320 --> 00:05:26.320]  這兩天我打電話去美國想重開銀戶口
[00:05:26.320 --> 00:05:34.320]  這兩天我打電話去美國想重開銀戶口
[00:05:34.320 --> 00:05:36.320]  這兩天我打電話去美國想重開銀戶口
[00:05:36.320 --> 00:05:38.320]  這兩天我打電話去美國想重開銀戶口
[00:05:38.320 --> 00:05:40.320]  這兩天我打電話去美國想重開銀戶口
[00:05:40.320 --> 00:05:42.320]  這兩天我打電話去美國想重開銀戶口
[00:05:42.320 --> 00:05:44.320]  這兩天我打電話去美國想重開銀戶口
[00:05:44.320 --> 00:05:46.320]  這兩天我打電話去美國想重開銀戶口
[00:05:46.320 --> 00:05:48.320]  這兩天我打電話去美國想重開銀戶口
[00:05:48.320 --> 00:05:50.320]  這兩天我打電話去美國想重開銀戶口
[00:05:50.320 --> 00:05:52.320]  這兩天我打電話去美國想重開銀戶口
[00:05:52.320 --> 00:05:54.320]  這兩天我打電話去美國想重開銀戶口
[00:05:54.320 --> 00:05:56.320]  這兩天我打電話去美國想重開銀戶口
[00:05:56.320 --> 00:05:58.320]  這兩天我打電話去美國想重開銀戶口
[00:05:58.320 --> 00:06:00.320]  這兩天我打電話去美國想重開銀戶口
