
[00:00:00.000 --> 00:00:01.360]  好 感謝主
[00:00:01.360 --> 00:00:04.160]  今天有機會跟你們分享主的話語
[00:00:04.160 --> 00:00:07.320]  非常地高興
[00:00:07.320 --> 00:00:09.560]  我們低頭禱告 好嗎?
[00:00:09.560 --> 00:00:11.000]  親愛的天父 我們謝謝禰
[00:00:11.000 --> 00:00:13.320]  給我們有機會
[00:00:13.320 --> 00:00:16.880]  這次默想主的話語
[00:00:16.880 --> 00:00:18.680]  改變我們的人生
[00:00:18.680 --> 00:00:20.920]  求主祝福以下的時間
[00:00:20.920 --> 00:00:24.200]  讓我們有個受教者的舌頭
[00:00:24.200 --> 00:00:26.360]  也有受造者的耳朵
[00:00:26.360 --> 00:00:29.320]  一直聽得明白 講得清楚
[00:00:29.320 --> 00:00:30.800]  願禰一切的榮耀歸給禰
[00:00:30.800 --> 00:00:32.600]  禱告奉祖耶穌明求
[00:00:32.600 --> 00:00:35.640]  好嗎?
[00:00:35.640 --> 00:00:36.880]  謝謝弟兄姐妹
[00:00:36.880 --> 00:00:41.600]  今天能夠來到這裡去敬拜上帝
[00:00:41.600 --> 00:00:45.120]  我希望今天的信息能夠幫助大家
[00:00:45.120 --> 00:00:50.080]  能夠 怎麼說呢?
[00:00:50.080 --> 00:00:53.360]  能夠爭取一點一些年日
[00:00:53.360 --> 00:00:56.160]  不會再失去一些年日
[00:00:56.160 --> 00:00:57.760]  因為你覺不覺得
[00:00:57.760 --> 00:01:01.280]  我們以往的生命裡面
[00:01:01.280 --> 00:01:04.880]  有時候好像我們說虛度很多的日子
[00:01:04.880 --> 00:01:06.080]  會不會?
[00:01:06.080 --> 00:01:09.520]  好像模模糊糊地過了十幾歲
[00:01:09.520 --> 00:01:11.040]  二十幾歲 會不會?
[00:01:11.040 --> 00:01:14.240]  所以呢 我想這個信息
[00:01:14.240 --> 00:01:16.720]  神的話語會幫助大家
[00:01:16.720 --> 00:01:19.160]  能夠省一點時間
[00:01:19.160 --> 00:01:22.400]  能夠活得更加快樂
[00:01:22.400 --> 00:01:23.920]  更加有意義
[00:01:23.920 --> 00:01:27.560]  因為時間非常要緊
[00:01:27.560 --> 00:01:29.920]  最近我就說
[00:01:29.920 --> 00:01:33.360]  我看到我太太很多白頭髮
[00:01:33.360 --> 00:01:36.200]  我說 哎呀 心有點酸
[00:01:36.200 --> 00:01:38.320]  日子過得那麼快的
[00:01:38.320 --> 00:01:40.680]  以前沒有白頭髮
[00:01:40.680 --> 00:01:42.640]  很漂亮的一個女孩子
[00:01:42.640 --> 00:01:45.600]  嫁給我的時候都很不錯
[00:01:45.600 --> 00:01:47.200]  不是因為我的問題
[00:01:47.200 --> 00:01:48.640]  所以她老
[00:01:48.640 --> 00:01:51.120]  因為年紀就是這樣的
[00:01:51.120 --> 00:01:53.200]  就是一直等
[00:01:53.200 --> 00:01:54.400]  等Helen回來
[00:01:54.400 --> 00:01:57.120]  就是找Helen去剪剪頭髮
[00:01:57.120 --> 00:01:59.600]  所以你等一下看看師母的時候
[00:01:59.600 --> 00:02:02.760]  如果你說她沒有白頭髮了
[00:02:02.760 --> 00:02:03.480]  很漂亮了
[00:02:03.480 --> 00:02:06.640]  你告訴她一下
[00:02:06.640 --> 00:02:08.800]  所以Helen很會剪頭髮
[00:02:08.800 --> 00:02:10.080]  很好
[00:02:10.080 --> 00:02:12.040]  感謝主
[00:02:12.040 --> 00:02:13.040]  非常好
[00:02:13.040 --> 00:02:17.280]  今天我跟大家分享這個信息很要緊
[00:02:17.280 --> 00:02:18.920]  因為我們發覺
[00:02:18.920 --> 00:02:21.760]  我們很多時候
[00:02:21.760 --> 00:02:24.240]  我們會被憂慮
[00:02:24.240 --> 00:02:27.680]  所侵蝕我們的生命
[00:02:27.680 --> 00:02:30.680]  所以我盼望今天能夠幫助大家
[00:02:30.680 --> 00:02:33.040]  從耶穌自己的話
[00:02:33.040 --> 00:02:39.240]  去瞭解我們怎麼能夠除去憂慮
[00:02:39.240 --> 00:02:42.440]  我還記得
[00:02:42.440 --> 00:02:45.400]  很多年前有一個牧師師母
[00:02:45.400 --> 00:02:47.280]  她這次來到我家
[00:02:47.280 --> 00:02:50.000]  來到我們教會講道
[00:02:50.000 --> 00:02:51.080]  她是女牧師
[00:02:51.080 --> 00:02:52.640]  她現在在營老了
[00:02:52.640 --> 00:02:55.920]  也在香港的老人院裡面
[00:02:55.920 --> 00:02:56.440]  很好
[00:02:56.440 --> 00:02:58.120]  這個牧師我認識她很多年
[00:02:58.120 --> 00:02:59.720]  那麼她晚了聚會
[00:02:59.720 --> 00:03:01.320]  好像禮拜天晚了聚會
[00:03:01.320 --> 00:03:02.720]  我就送她回家了
[00:03:02.720 --> 00:03:04.800]  她住在我家裡面
[00:03:04.800 --> 00:03:07.760]  然後我一打開門的時候
[00:03:07.760 --> 00:03:12.320]  我就發覺整個家裡面都亂了
[00:03:12.320 --> 00:03:16.520]  因為給宅
[00:03:16.520 --> 00:03:18.880]  給宅進去了
[00:03:18.880 --> 00:03:19.880]  不單止偷東西
[00:03:19.880 --> 00:03:24.120]  而且全部衣櫥什麼地方都翻過來
[00:03:24.120 --> 00:03:27.200]  而且包要用刀割開來
[00:03:27.200 --> 00:03:30.080]  所以什麼都拿走了
[00:03:30.080 --> 00:03:33.160]  那麼最可惜了
[00:03:33.160 --> 00:03:37.000]  因為女師母她帶了一個錦鏈來
[00:03:37.000 --> 00:03:38.360]  是珍珠錦鏈
[00:03:38.360 --> 00:03:39.840]  是真的
[00:03:39.840 --> 00:03:43.160]  都被給人拿走了
[00:03:43.160 --> 00:03:48.160]  所以我們幫保險去清理
[00:03:48.160 --> 00:03:50.400]  但是如果等一下
[00:03:50.400 --> 00:03:53.480]  你聚會完之後回家的時候
[00:03:53.480 --> 00:03:56.040]  你家也給人翻了
[00:03:56.040 --> 00:03:58.920]  給宅進去了
[00:03:58.920 --> 00:04:01.680]  如果你說她會偷很多東西
[00:04:01.680 --> 00:04:05.480]  但是你最不想她偷的是你的什麼東西
[00:04:05.480 --> 00:04:08.280]  最寶貴的
[00:04:08.280 --> 00:04:10.920]  有沒有想到
[00:04:10.920 --> 00:04:12.000]  古董
[00:04:12.000 --> 00:04:12.680]  古董
[00:04:12.680 --> 00:04:15.880]  OK
[00:04:15.880 --> 00:04:19.000]  或者Jenny
[00:04:19.000 --> 00:04:22.320]  可能最不想人拿走的就是
[00:04:22.320 --> 00:04:25.160]  她跟家科談戀愛的時候
[00:04:25.160 --> 00:04:32.560]  拿一張照片
[00:04:32.560 --> 00:04:33.680]  耶穌曾經講過
[00:04:33.680 --> 00:04:36.160]  祂說
[00:04:36.160 --> 00:04:40.400]  獨宰來無非是要偷竊
[00:04:40.400 --> 00:04:41.600]  殺害
[00:04:41.600 --> 00:04:43.720]  偽壞
[00:04:43.720 --> 00:04:46.600]  然後耶穌親口講我來
[00:04:46.600 --> 00:04:49.400]  是要叫人得生命
[00:04:49.400 --> 00:04:52.520]  並且得到更豐盛的生命
[00:04:52.520 --> 00:04:55.800]  這是我來要人享受生命
[00:04:55.800 --> 00:04:57.400]  重新得到生命
[00:04:57.400 --> 00:05:02.840]  並且享受一個豐盛精彩的生命
[00:05:02.840 --> 00:05:05.720]  這是耶穌講的
[00:05:05.720 --> 00:05:07.560]  那很明顯
[00:05:07.560 --> 00:05:11.080]  耶穌來就要做兩樣事
[00:05:11.080 --> 00:05:12.480]  第一件事
[00:05:12.480 --> 00:05:17.120]  就替你抓那個賊
[00:05:17.120 --> 00:05:21.240]  在你上面要給你抓那個小偷
[00:05:21.240 --> 00:05:21.960]  第二
[00:05:21.960 --> 00:05:23.520]  抓了之後
[00:05:23.520 --> 00:05:26.240]  他要以自己來代替
[00:05:26.240 --> 00:05:28.360]  他要給你生命
[00:05:28.360 --> 00:05:30.560]  他要住在你的家
[00:05:30.560 --> 00:05:32.720]  住在你的心裡面
[00:05:32.720 --> 00:05:37.320]  而且給你享受生命
[00:05:37.320 --> 00:05:40.640]  非常寶貴
[00:05:40.640 --> 00:05:41.880]  我們首先講一講
[00:05:41.880 --> 00:05:44.080]  看看第一點
[00:05:44.080 --> 00:05:46.160]  憂慮偷去你很多東西
[00:05:46.160 --> 00:05:47.600]  偷去什麼東西呢
[00:05:47.600 --> 00:05:48.280]  我們看
[00:05:48.280 --> 00:05:50.960]  原來憂慮會偷去
[00:05:50.960 --> 00:05:53.720]  我們生命裡面一切的快樂
[00:05:53.720 --> 00:05:54.600]  是什麼意思呢
[00:05:54.600 --> 00:05:56.440]  我們念第25節
[00:05:56.440 --> 00:05:58.720]  25、26節
[00:05:58.720 --> 00:05:59.680]  如果沒有呢
[00:05:59.680 --> 00:06:00.880]  我就念給大家聽
[00:06:00.880 --> 00:06:01.920]  所以我告訴你們
[00:06:01.920 --> 00:06:03.840]  不要為生命憂慮
[00:06:03.840 --> 00:06:05.080]  吃什麼
[00:06:05.080 --> 00:06:06.040]  喝什麼
[00:06:06.040 --> 00:06:08.840]  為身體憂慮穿什麼
[00:06:08.840 --> 00:06:11.000]  生命不勝於飲食嗎
[00:06:11.000 --> 00:06:14.640]  身體不勝於衣裳嗎
[00:06:14.640 --> 00:06:16.200]  那這裡講了幾樣事
[00:06:16.200 --> 00:06:17.000]  第一
[00:06:17.000 --> 00:06:18.320]  你不要理哪裡了
[00:06:18.320 --> 00:06:19.680]  看我這邊可以了
[00:06:19.680 --> 00:06:21.960]  吃什麼
[00:06:21.960 --> 00:06:24.280]  喝什麼
[00:06:24.280 --> 00:06:25.960]  穿什麼
[00:06:25.960 --> 00:06:28.240]  然後耶穌說
[00:06:28.240 --> 00:06:31.720]  生命不勝於飲食嗎
[00:06:31.720 --> 00:06:35.520]  身體不勝於衣裳嗎
[00:06:35.520 --> 00:06:37.080]  所以他不是說
[00:06:37.080 --> 00:06:38.120]  吃不需要
[00:06:38.120 --> 00:06:39.720]  不是說不需要穿
