
[00:00:00.000 --> 00:00:03.000]  大家早晨,願你們平安
[00:00:03.000 --> 00:00:09.000]  你們都聽過一句話,相當於西方的諺語,中文也這麼說
[00:00:09.000 --> 00:00:13.000]  你們都聽過一句話,就是西方的諺語,中文也是這麼說的
[00:00:13.000 --> 00:00:15.000]  一天一個蘋果,醫生不來找我
[00:00:15.000 --> 00:00:19.000]  一天一個蘋果,醫生不找我
[00:00:19.000 --> 00:00:23.000]  我總結一下我要開始的這一段內容
[00:00:23.000 --> 00:00:27.000]  就是說人類有兩個蘋果,上帝就不來找我了
[00:00:27.000 --> 00:00:30.000]  我總結一下我要開始的這一段內容
[00:00:30.000 --> 00:00:34.000]  就是說人類有兩個蘋果,上帝就不來找我了
[00:00:34.000 --> 00:00:37.000]  我看過一本書,讀過一本書
[00:00:37.000 --> 00:00:40.000]  它是講反省人類的文明
[00:00:40.000 --> 00:00:42.000]  就是反省人類的文明
[00:00:42.000 --> 00:00:44.000]  然後展望人類的未來
[00:00:44.000 --> 00:00:46.000]  是展望人類的未來
[00:00:46.000 --> 00:00:47.000]  其中有這麼一句話
[00:00:47.000 --> 00:00:48.000]  其中一句話
[00:00:48.000 --> 00:00:49.000]  我不是讀原句
[00:00:49.000 --> 00:00:51.000]  我不是原句講出來
[00:00:51.000 --> 00:00:53.000]  我是把它意思講給大家聽
[00:00:53.000 --> 00:00:55.000]  我只是將意思講出來
[00:00:55.000 --> 00:00:59.000]  它就說知識樹上的蘋果
[00:00:59.000 --> 00:01:02.000]  它就說知識樹上的蘋果
[00:01:02.000 --> 00:01:07.000]  讓人類從神的手中獨立自主出來了
[00:01:07.000 --> 00:01:11.000]  讓人類從神的手中獨立自主出來了
[00:01:11.000 --> 00:01:14.000]  砸在牛頓頭上的那顆蘋果
[00:01:14.000 --> 00:01:18.000]  砸在牛頓頭上的那顆蘋果
[00:01:18.000 --> 00:01:21.000]  讓人類徹底不需要上帝
[00:01:21.000 --> 00:01:24.000]  讓人類徹底不需要上帝
[00:01:24.000 --> 00:01:26.000]  最終自己當上帝
[00:01:26.000 --> 00:01:28.000]  最終就是自己來當上帝
[00:01:28.000 --> 00:01:29.000]  當然了
[00:01:29.000 --> 00:01:31.000]  這兩個故事裏
[00:01:31.000 --> 00:01:33.000]  其實都沒蘋果什麼事
[00:01:33.000 --> 00:01:35.000]  其實這兩個故事裏
[00:01:35.000 --> 00:01:37.000]  跟蘋果沒有什麼好大關係
[00:01:37.000 --> 00:01:40.000]  分別善惡樹肯定不是蘋果樹
[00:01:40.000 --> 00:01:44.000]  分別善惡樹上的果不是蘋果
[00:01:44.000 --> 00:01:48.000]  牛頓的莊園裏也沒有蘋果樹
[00:01:48.000 --> 00:01:49.000]  在那個年代
[00:01:49.000 --> 00:01:51.000]  牛頓的莊園裏
[00:01:51.000 --> 00:01:54.000]  其實在當時來說是沒有蘋果樹
[00:01:54.000 --> 00:01:56.000]  但是這句話什麼意思
[00:01:56.000 --> 00:01:57.000]  其實大家都明白
[00:01:57.000 --> 00:01:59.000]  但是這句話是什麼意思
[00:01:59.000 --> 00:02:00.000]  大家都很明白
[00:02:00.000 --> 00:02:03.000]  就是說知識讓人類可以自主
[00:02:03.000 --> 00:02:05.000]  知識可以讓人類自主
[00:02:05.000 --> 00:02:07.000]  科學讓人類強大
[00:02:07.000 --> 00:02:10.000]  科學可以讓人類強大
[00:02:10.000 --> 00:02:12.000]  所以就是知識科學
[00:02:12.000 --> 00:02:14.000]  知識科學
[00:02:14.000 --> 00:02:16.000]  可以讓我們自己主宰自己
[00:02:16.000 --> 00:02:18.000]  可以讓我們自己主宰自己
[00:02:18.000 --> 00:02:20.000]  讓我們越來越強大
[00:02:20.000 --> 00:02:22.000]  強大到我們就像神一樣
[00:02:22.000 --> 00:02:24.000]  讓我們越來越強大
[00:02:24.000 --> 00:02:26.000]  強大到好像我們就是神一樣
[00:02:26.000 --> 00:02:28.000]  人類的科學技術
[00:02:28.000 --> 00:02:30.000]  人類的科學技術
[00:02:30.000 --> 00:02:34.000]  可以說到在近代的發展非常的迅速
[00:02:34.000 --> 00:02:37.000]  可以說到在近代的發展非常的迅速
[00:02:37.000 --> 00:02:41.000]  其中最突出的表現就是農業和軍事
[00:02:41.000 --> 00:02:45.000]  其中最突出的表現就是在農業和軍事上
[00:02:45.000 --> 00:02:47.000]  自古人類就這樣
[00:02:47.000 --> 00:02:49.000]  自古人類都是這樣
[00:02:49.000 --> 00:02:51.000]  拿起鋤頭種地
[00:02:51.000 --> 00:02:53.000]  拿鋤頭來種地
[00:02:53.000 --> 00:02:55.000]  然後扛着鋤頭打仗
[00:02:55.000 --> 00:02:57.000]  擔起鋤頭就去打仗
[00:02:57.000 --> 00:03:00.000]  因爲一開始人類其實沒有什麼兵器
[00:03:00.000 --> 00:03:01.000]  因爲一開始人類其實沒有什麼兵器
[00:03:01.000 --> 00:03:02.000]  鐵兵器
[00:03:02.000 --> 00:03:05.000]  人類開始的時候並沒有什麼鐵兵器
[00:03:05.000 --> 00:03:07.000]  鋤頭是鐵頭的
[00:03:07.000 --> 00:03:08.000]  鋤頭就是鐵的
[00:03:08.000 --> 00:03:09.000]  鋤頭就是鐵的
[00:03:09.000 --> 00:03:10.000]  那就是他的武器
[00:03:10.000 --> 00:03:11.000]  那就是他的武器
[00:03:11.000 --> 00:03:13.000]  然後除了農業和軍事以外
[00:03:13.000 --> 00:03:14.000]  然後除了農業和軍事以外
[00:03:14.000 --> 00:03:16.000]  除了農業和軍事以外
[00:03:16.000 --> 00:03:21.000]  比較強的就是娛樂和醫療
[00:03:21.000 --> 00:03:24.000]  比較強的就是娛樂和醫療
[00:03:24.000 --> 00:03:25.000]  比較強的就是娛樂和醫療
[00:03:25.000 --> 00:03:27.000]  我們就一個一個來看看
[00:03:27.000 --> 00:03:28.000]  我們就一個一個來看看
[00:03:28.000 --> 00:03:29.000]  我們逐個來看看
[00:03:29.000 --> 00:03:35.000]  農業的科技發展使得人類很大程度上解決了飢餓
[00:03:35.000 --> 00:03:40.000]  農業科技的發展很大程度上讓人類解決了飢餓問題
[00:03:40.000 --> 00:03:42.000]  對,產量增加
[00:03:42.000 --> 00:03:43.000]  產量增加了
[00:03:43.000 --> 00:03:45.000]  抵禦病蟲害
[00:03:45.000 --> 00:03:47.000]  抵禦了病蟲害
[00:03:47.000 --> 00:03:50.000]  所以讓人類有更多的食物
[00:03:50.000 --> 00:03:52.000]  讓人類有更多的食物
[00:03:52.000 --> 00:03:56.000]  人類文明你要說三四千年到今天
[00:03:56.000 --> 00:03:59.000]  人類的文明三四千年直到今天
[00:03:59.000 --> 00:04:02.000]  可能前面百分之九十幾的時間裏
[00:04:02.000 --> 00:04:02.000]  可能前面百分之九十幾的時間裏
[00:04:02.000 --> 00:04:02.000]  可能前面百分之九十幾的時間裏
[00:04:02.000 --> 00:04:05.000]  以前的百分之九十幾的時間裏
[00:04:05.000 --> 00:04:08.000]  人類都一直是在飢餓線上
[00:04:08.000 --> 00:04:11.000]  人類一直都是在飢餓線上
[00:04:11.000 --> 00:04:14.000]  隨隨便便一個糧食減產
[00:04:14.000 --> 00:04:16.000]  隨隨便便一個糧食減產
[00:04:16.000 --> 00:04:18.000]  就可以有很多人餓死
[00:04:18.000 --> 00:04:20.000]  會有很多人都餓死
[00:04:20.000 --> 00:04:24.000]  但是人類的農業科技發展到今天
[00:04:24.000 --> 00:04:27.000]  但是人類的農業科技發展到今天
[00:04:27.000 --> 00:04:28.000]  包括畜牧業
[00:04:28.000 --> 00:04:30.000]  包括畜牧業
[00:04:30.000 --> 00:04:34.000]  其實也給人類自身造成很多的負擔
[00:04:34.000 --> 00:04:38.000]  其實卻是讓人類造成很多負擔
[00:04:38.000 --> 00:04:40.000]  包括嚴重的浪費
[00:04:40.000 --> 00:04:42.000]  包括嚴重的浪費
[00:04:42.000 --> 00:04:47.000]  據一個很大的國際機構的統計
[00:04:47.000 --> 00:04:51.000]  據一個很大的國際飢餓統計
[00:04:51.000 --> 00:04:55.000]  它是百分之三十的食物浪費掉
[00:04:55.000 --> 00:04:58.000]  其中百分之三十的食物浪費了
[00:04:58.000 --> 00:05:02.000]  而且又製造出了很多超重的人
[00:05:02.000 --> 00:05:05.000]  又製造出很多超重的人
[00:05:05.000 --> 00:05:09.000]  因爲身體超重引發的疾病非常多
[00:05:09.000 --> 00:05:13.000]  因爲身體超重引發的疾病非常多
[00:05:13.000 --> 00:05:15.000]  超重和抽菸
[00:05:15.000 --> 00:05:17.000]  超重和抽菸
[00:05:17.000 --> 00:05:21.000]  是讓人得病的最大的兩個元兇
[00:05:21.000 --> 00:05:26.000]  是讓人得病的最大的兩個元兇
[00:05:26.000 --> 00:05:28.000]  接下來就是說
[00:05:28.000 --> 00:05:31.000]  還有越來越嚴重的食品安全問題
[00:05:31.000 --> 00:05:35.000]  接下來就是越來越嚴重的食品安全問題
[00:05:35.000 --> 00:05:36.000]  包括我們追求產量
[00:05:36.000 --> 00:05:38.000]  我們大量使用農藥
[00:05:38.000 --> 00:05:43.000]  就是我們在追求大量產量的時候
[00:05:43.000 --> 00:05:45.000]  用很多的農藥
[00:05:45.000 --> 00:05:50.000]  從前我一直知道水果蔬菜上有農藥殘留
[00:05:50.000 --> 00:05:56.000]  我以前一直都知道水果和蔬菜上都會有農藥殘留
[00:05:56.000 --> 00:06:00.000]  結果沒想到去年聽說連茶葉上都有農藥殘留
[00:06:00.000 --> 00:06:04.000]  去年我聽說茶葉上都有農藥殘留
[00:06:04.000 --> 00:06:08.000]  就是因爲茶葉的產量它也要追求高產
[00:06:08.000 --> 00:06:09.000]  它能多賣錢
[00:06:09.000 --> 00:06:12.000]  因爲茶葉它也都要追求高產
[00:06:12.000 --> 00:06:14.000]  所以可以得更多的錢
[00:06:14.000 --> 00:06:18.000]  包括豬牛羊還有雞鴨
[00:06:18.000 --> 00:06:21.000]  包括豬牛羊雞鴨
[00:06:21.000 --> 00:06:27.000]  爲了讓它們能夠在高密度的環境裏生存
[00:06:27.000 --> 00:06:30.000]  爲了讓它們可以在高密度的環境下生長
[00:06:30.000 --> 00:06:32.000]  會給它們喫抗生素
[00:06:32.000 --> 00:06:34.000]  會給它們喫抗生素
[00:06:34.000 --> 00:06:38.000]  結果它們的肉裏面就有抗生素的殘留
[00:06:38.000 --> 00:06:41.000]  所以它們的肉裏面就有很多抗生素的殘留
[00:06:41.000 --> 00:06:43.000]  所以你看到農業的科技發展
[00:06:43.000 --> 00:06:47.000]  其實是一邊發展一邊也製造了很多麻煩
[00:06:47.000 --> 00:06:49.000]  所以你看到農業的發展
[00:06:49.000 --> 00:06:53.000]  農業科技一方面是一路發展
[00:06:53.000 --> 00:06:55.000]  但是一路就是製造麻煩
[00:06:55.000 --> 00:06:57.000]  然後軍事工業呢
[00:06:57.000 --> 00:07:05.000]  可以看到全世界軍事大國的軍事上的撥款越來越多
[00:07:05.000 --> 00:07:11.000]  我們看到國際上軍事大國的軍事撥款是越來越多
[00:07:11.000 --> 00:07:16.000]  軍事的發展確實是讓一個普通士兵
[00:07:16.000 --> 00:07:19.000]  軍事的發展讓一個普通的士兵
[00:07:19.000 --> 00:07:22.000]  他可以擺脫肉搏的那種處境
[00:07:22.000 --> 00:07:25.000]  擺脫了肉搏的處境
[00:07:25.000 --> 00:07:28.000]  如今的現代戰爭
[00:07:28.000 --> 00:07:29.000]  現代的戰爭
[00:07:29.000 --> 00:07:32.000]  確實是沒有那麼多的士兵互相之間
[00:07:32.000 --> 00:07:34.000]  列陣衝到一起
[00:07:34.000 --> 00:07:36.000]  就互相砍的這種
[00:07:36.000 --> 00:07:39.000]  就不會有很多士兵列陣衝在一起
[00:07:39.000 --> 00:07:41.000]  大家互相斬的情況
[00:07:41.000 --> 00:07:44.000]  但是一次過殺人更多
[00:07:44.000 --> 00:07:47.000]  但是一次過殺人就更加多
[00:07:47.000 --> 00:07:48.000]  更高效
