
[00:00:00.000 --> 00:00:04.000]  多謝師父讓我們聽上帝的說話,以先讓我們同心同道
[00:00:04.000 --> 00:00:07.000]  弟子們,讓我們聽到之前先同心禱告
[00:00:07.000 --> 00:00:14.000]  慈悲的父神,多謝祢讓我們再次回來打開祢的說話
[00:00:14.000 --> 00:00:19.000]  一起細心研讀,一起在主祢的說話上去守望
[00:00:19.000 --> 00:00:22.000]  求因主祢所設的聖靈
[00:00:22.000 --> 00:00:25.000]  幫助我們能夠將祢的道理成為我們生命的一部份
[00:00:25.000 --> 00:00:31.000]  讓我們學會怎樣仰望在神祢的面前,尊主祢為我們,主我們的神
[00:00:31.000 --> 00:00:34.000]  我們親愛的父神,感謝祢讓我們再次有生命
[00:00:34.000 --> 00:00:38.000]  來到,聚在一起,同心打開祢的說話
[00:00:38.000 --> 00:00:42.000]  一同來到詩上,在聖經裡面祢的教訓
[00:00:42.000 --> 00:00:45.000]  求祢所設給我們的聖靈
[00:00:45.000 --> 00:00:49.000]  在聽到的過程當中,讓我們更明白
[00:00:49.000 --> 00:00:54.000]  怎樣尊主祢的說話,也尊主祢是我們主我們的神
[00:00:54.000 --> 00:00:58.000]  求祢的幫助,我們大家要封住耶穌的名臣
[00:00:58.000 --> 00:01:01.000]  Amen
[00:01:01.000 --> 00:01:04.000]  開始的時候我想問大家一條問題
[00:01:04.000 --> 00:01:06.000]  開始的時候我想問大家一個問題
[00:01:06.000 --> 00:01:10.000]  我們最初是怎樣認信主耶穌基督的呢?
[00:01:10.000 --> 00:01:14.000]  我們開始是怎樣內信主耶穌基督的呢?
[00:01:14.000 --> 00:01:17.000]  換句話來說,你最初是怎樣信主的呢?
[00:01:17.000 --> 00:01:20.000]  換句話說,你最初是怎樣信主的呢?
[00:01:20.000 --> 00:01:24.000]  因什麼過程你去相信,去接受這位主呢?
[00:01:24.000 --> 00:01:27.000]  有什麼過程讓你去相信和接受這位主呢?
[00:01:27.000 --> 00:01:31.000]  對於很多人,特別對信仰有一種觀念
[00:01:31.000 --> 00:01:34.000]  很多人對信仰有這麼一種觀念
[00:01:34.000 --> 00:01:42.000]  他認為信仰只是一種神秘卻又不需要理性的過程的一種個人取態
[00:01:42.000 --> 00:01:51.000]  他認為信仰只是一種神秘卻又不需要理性的一種個人取態
[00:01:51.000 --> 00:01:57.000]  所以很多人對信仰就是用這種方法去接受甚至認信一個信仰
[00:01:57.000 --> 00:02:02.000]  所以很多人就用這種態度去認信和接受這個信仰
[00:02:02.000 --> 00:02:08.000]  而在基督教裡面也都不乏懷著這種心態的人去相信
[00:02:08.000 --> 00:02:12.000]  在基督教裡面不少人就是用這種心態去接受的
[00:02:12.000 --> 00:02:15.000]  我稱這種信徒為教徒
[00:02:15.000 --> 00:02:17.000]  我稱這種信徒為教徒
[00:02:17.000 --> 00:02:19.000]  因為他只是進了一個教
[00:02:19.000 --> 00:02:21.000]  因為他只是進了這個教
[00:02:21.000 --> 00:02:24.000]  但是他和上帝有沒有特別的關係呢?
[00:02:24.000 --> 00:02:27.000]  但是他和上帝有沒有特別的關係呢?
[00:02:27.000 --> 00:02:29.000]  這不是他的考慮之戰
[00:02:29.000 --> 00:02:31.000]  這不是他所考慮的範圍
[00:02:31.000 --> 00:02:36.000]  今天我們一起會去看《仕途行傳》的第二章三十七至四十二節
[00:02:36.000 --> 00:02:40.000]  今天我們一起會去看《仕途行傳》的第二章三十七至四十二節
[00:02:40.000 --> 00:02:43.000]  他要著著實實地告訴我們
[00:02:43.000 --> 00:02:45.000]  他要確確實實地告訴我們
[00:02:45.000 --> 00:02:49.000]  我們應該怎樣去掌握信耶穌這件事
[00:02:49.000 --> 00:02:52.000]  我們怎麼掌握信耶穌這件事
[00:02:52.000 --> 00:02:54.000]  原來信耶穌
[00:02:54.000 --> 00:02:55.000]  原來信仰信耶穌
[00:02:55.000 --> 00:02:58.000]  不是一種神秘不講理性的事情
[00:02:58.000 --> 00:03:01.000]  不是神秘不講理性的事情
[00:03:01.000 --> 00:03:03.000]  而是透過聖靈
[00:03:03.000 --> 00:03:04.000]  而是透過聖靈
[00:03:04.000 --> 00:03:05.000]  在我們生命裡面
[00:03:05.000 --> 00:03:10.000]  在我們生命當中進行了一連串的情理並肩的工作
[00:03:10.000 --> 00:03:13.000]  進行了一連串情理並肩的工作
[00:03:13.000 --> 00:03:18.000]  不是好像今天的人說我靠feel我靠感覺去信主
[00:03:18.000 --> 00:03:21.000]  不是說我們今天人講我們靠感覺去信主
[00:03:21.000 --> 00:03:24.000]  是有情有理兩者並存的一種
[00:03:24.000 --> 00:03:28.000]  是有情有理兩者並存的一種屬靈的經驗
[00:03:28.000 --> 00:03:30.000]  是一種屬靈的經驗
[00:03:30.000 --> 00:03:33.000]  我們先回去看一下這段聖經講什麼
[00:03:33.000 --> 00:03:34.000]  我們先看這段聖經講什麼
[00:03:34.000 --> 00:03:38.000]  我們首先看第二章第37節
[00:03:38.000 --> 00:03:40.000]  我們先看第二章第37節
[00:03:40.000 --> 00:03:43.000]  打開之後我們一起讀好嗎
[00:03:43.000 --> 00:03:44.000]  打開我們一同來讀
[00:03:44.000 --> 00:03:45.000]  這段聖經很短的
[00:03:45.000 --> 00:03:47.000]  這段聖經很短
[00:03:47.000 --> 00:03:50.000]  但當中卻帶來很豐富的啟迪
[00:03:50.000 --> 00:03:52.000]  帶來很豐富的啟迪
[00:03:52.000 --> 00:03:53.000]  第37節我們一起讀
[00:03:53.000 --> 00:03:55.000]  第37節我們一起來讀
[00:03:55.000 --> 00:04:09.000]  眾人聽見這話,各得各心,就對彼得和其餘的仕徒說:弟兄們,我們當怎樣行呢?
[00:04:09.000 --> 00:04:16.000]  在這裡一開始聖經記載到眾人聽完彼得的講道
[00:04:16.000 --> 00:04:20.000]  在這裡一開始記載眾人聽完彼得的講道
[00:04:20.000 --> 00:04:25.000]  這段在前文第二章第14節到第36節已經講過了
[00:04:25.000 --> 00:04:29.000]  這段在前文第二章第14-36節已經講過
[00:04:29.000 --> 00:04:33.000]  彼得在這裡分開三個大部分去講這段講章
[00:04:33.000 --> 00:04:36.000]  彼得在這三個部分去講這個講章
[00:04:36.000 --> 00:04:38.000]  當眾人聽完之後
[00:04:38.000 --> 00:04:40.000]  當眾人聽完之後
[00:04:40.000 --> 00:04:42.000]  他們心裡雜心
