
[00:00:00.000 --> 00:00:02.000]  我今天的信息是
[00:00:02.000 --> 00:00:06.400]  為什麼我們禱告不謀應允
[00:00:06.400 --> 00:00:09.900]  我們先來看一段
[00:00:09.900 --> 00:00:15.400]  吳兵偉牧師著作編號1974
[00:00:15.400 --> 00:00:17.400]  每日一句話
[00:00:17.400 --> 00:00:20.800]  主啊 求你睡醒
[00:00:20.800 --> 00:00:22.800]  為何禁睡呢
[00:00:22.800 --> 00:00:26.400]  詩篇44篇23節
[00:00:27.800 --> 00:00:32.200]  你是否曾經覺得神聽不見你的話
[00:00:32.200 --> 00:00:36.000]  祂太忙了 沒空理你
[00:00:36.000 --> 00:00:39.800]  你知道神是全能和無所不在的
[00:00:39.800 --> 00:00:44.400]  祂觀看全地 並且知道一切
[00:00:44.400 --> 00:00:46.600]  但在混亂之中
[00:00:46.600 --> 00:00:50.700]  你的禱告似乎還沒有超過天花板
[00:00:50.700 --> 00:00:54.200]  天堂似乎成了鐵板一塊
[00:00:54.200 --> 00:00:57.000]  什麼事情都沒有解決
[00:00:57.000 --> 00:00:59.400]  當困難在你眼前
[00:00:59.400 --> 00:01:02.400]  而你正經歷挑戰時
[00:01:02.400 --> 00:01:07.200]  聖經的一切都不符合你的需要
[00:01:07.200 --> 00:01:12.400]  此時 有人向你說一些聖經經文
[00:01:12.400 --> 00:01:17.800]  對你而言一點幫助都沒有
[00:01:17.800 --> 00:01:20.800]  如果神是幫助我們的
[00:01:20.800 --> 00:01:24.000]  那麼神跡在哪裡呢
[00:01:24.000 --> 00:01:26.400]  神好像睡著了
[00:01:26.400 --> 00:01:29.600]  並沒有回應禱告
[00:01:29.600 --> 00:01:34.000]  雖然大衛知道神聽到也看到一切
[00:01:34.000 --> 00:01:37.000]  但是他覺得神睡著了
[00:01:37.000 --> 00:01:40.400]  並且聽不到祂說話
[00:01:40.400 --> 00:01:42.300]  他說 主啊
[00:01:42.300 --> 00:01:45.000]  您為什麼睡覺
[00:01:45.000 --> 00:01:47.500]  在失戀的期間
[00:01:47.500 --> 00:01:50.900]  你覺得神聽不到你說話
[00:01:50.900 --> 00:01:54.000]  你的屬靈知識告訴你
[00:01:54.000 --> 00:01:57.600]  神可以聽到並看到一切
[00:01:57.600 --> 00:02:00.600]  祂坐在高處往下看
[00:02:00.600 --> 00:02:03.400]  但是你的情感告訴你
[00:02:03.400 --> 00:02:07.000]  神已經棄絕你
[00:02:07.000 --> 00:02:08.300]  有時候
[00:02:08.300 --> 00:02:11.000]  神似乎伺服任何人
[00:02:11.000 --> 00:02:13.700]  勸除了你以外
[00:02:13.700 --> 00:02:15.500]  別害怕
[00:02:15.500 --> 00:02:17.300]  神睡著了
[00:02:17.300 --> 00:02:20.100]  是大衛個人的感受
[00:02:20.100 --> 00:02:23.200]  而不是神的真理
[00:02:23.200 --> 00:02:26.000]  世界給我們一個錯覺
[00:02:26.000 --> 00:02:31.600]  認為得勝者應該每天看起來光鮮亮麗
[00:02:31.600 --> 00:02:33.100]  事實上
[00:02:33.100 --> 00:02:35.800]  當你正經歷失戀
[00:02:35.800 --> 00:02:40.000]  並不表示你不再是得勝者
[00:02:40.000 --> 00:02:43.400]  雖然你過了很糟糕的一天
[00:02:43.400 --> 00:02:46.400]  不一定是你犯了什麼錯
[00:02:46.400 --> 00:02:49.100]  或者神離開了
[00:02:49.100 --> 00:02:50.600]  真理是
[00:02:50.600 --> 00:02:53.900]  保護你的必不打斷
[00:02:53.900 --> 00:02:55.400]  親愛的
[00:02:55.400 --> 00:02:59.700]  別把感受當真理
[00:02:59.700 --> 00:03:01.700]  書籍夠滿
[00:03:01.700 --> 00:03:03.900]  勝卷在握
[00:03:03.900 --> 00:03:07.000]  勝券在握
[00:03:07.000 --> 00:03:08.600]  阿們
[00:03:08.600 --> 00:03:10.300]  這正好是我昨天
[00:03:10.300 --> 00:03:13.800]  為這個牧師錄的一篇信息
[00:03:13.800 --> 00:03:16.000]  每日一句話
[00:03:16.000 --> 00:03:18.600]  那麼我都放在網上面
[00:03:18.600 --> 00:03:20.000]  感謝神
[00:03:20.000 --> 00:03:22.300]  常常給我一些啟示
[00:03:22.300 --> 00:03:24.300]  正好配合我今天的信息
[00:03:24.300 --> 00:03:25.500]  是說
[00:03:25.500 --> 00:03:29.400]  神為什麼不聽我們的禱告
[00:03:29.400 --> 00:03:30.500]  你知道
[00:03:30.500 --> 00:03:36.800]  禱告是蒙神祝福最重要的一個管道
[00:03:36.800 --> 00:03:38.700]  雖然有的時候我們說
[00:03:38.700 --> 00:03:41.300]  其實你不說神都知道啦
[00:03:41.300 --> 00:03:45.200]  但是你如果有一個兒子
[00:03:45.200 --> 00:03:48.500]  他從來不跟你要什麼
[00:03:48.500 --> 00:03:50.800]  就算說你給他喝拉沙水
[00:03:50.800 --> 00:03:52.800]  給他準備得好好的
[00:03:52.800 --> 00:03:55.600]  但是你還是希望他叫你一聲爸
[00:03:55.600 --> 00:03:57.200]  叫你一聲媽
[00:03:57.200 --> 00:03:59.800]  然後說我要什麼不是嗎
[00:03:59.800 --> 00:04:02.000]  哦當你的女兒叫媽的時候
[00:04:02.000 --> 00:04:03.000]  哇
[00:04:03.000 --> 00:04:04.400]  你的信用卡就拿出來
[00:04:04.400 --> 00:04:07.200]  兒啊女兒啊你去花吧
[00:04:07.200 --> 00:04:08.000]  對不對
[00:04:08.000 --> 00:04:10.400]  當你的兒子叫一聲爸的時候
[00:04:10.400 --> 00:04:12.200]  哇我這個做老爸的
[00:04:12.200 --> 00:04:13.900]  來車子鑰匙給你
[00:04:13.900 --> 00:04:15.300]  你開吧
[00:04:15.300 --> 00:04:16.100]  是不是
[00:04:16.100 --> 00:04:18.200]  這是我們的神
[00:04:18.200 --> 00:04:20.500]  他多麼需要
[00:04:20.500 --> 00:04:23.300]  我們向他求向跟他講話
[00:04:23.300 --> 00:04:26.000]  向他要什麼
[00:04:26.000 --> 00:04:27.000]  譬如
[00:04:27.000 --> 00:04:30.300]  像我以前我孩子小的時候
[00:04:30.300 --> 00:04:31.900]  他看我洗車
[00:04:31.900 --> 00:04:33.000]  他好興奮
[00:04:33.000 --> 00:04:35.100]  他也要洗車
[00:04:35.100 --> 00:04:36.200]  是不是
[00:04:36.200 --> 00:04:39.400]  哦他說爸爸爸爸我要去提這桶水
[00:04:39.400 --> 00:04:40.600]  怎麼辦呢
[00:04:40.600 --> 00:04:41.500]  好了
[00:04:41.500 --> 00:04:42.400]  我抱著他
[00:04:42.400 --> 00:04:43.700]  他抱著水桶
[00:04:43.700 --> 00:04:44.800]  提的來
[00:04:44.800 --> 00:04:45.900]  就這樣子
[00:04:45.900 --> 00:04:48.100]  他有一種參與感
[00:04:48.100 --> 00:04:49.300]  他以為
[00:04:49.300 --> 00:04:53.000]  他在替他爸爸做什麼
[00:04:53.000 --> 00:04:55.000]  感謝神讚賞
[00:04:55.000 --> 00:04:59.000]  我們的天上的爸爸也是這樣子
[00:04:59.000 --> 00:05:00.600]  他知道我們的需要
[00:05:00.600 --> 00:05:03.300]  但是他要聽我們跟他講
[00:05:03.300 --> 00:05:04.400]  而且
[00:05:04.400 --> 00:05:07.500]  這是最重要的一個方法
[00:05:07.500 --> 00:05:10.200]  能夠得到神的祝福
[00:05:10.200 --> 00:05:12.800]  神聽我們的禱告
[00:05:12.800 --> 00:05:14.000]  但是
[00:05:14.000 --> 00:05:16.900]  有的時候你會不會發現
[00:05:16.900 --> 00:05:18.000]  你禱告了半天
[00:05:18.000 --> 00:05:19.700]  神好像沒聽一樣
[00:05:19.700 --> 00:05:21.100]  是不是
[00:05:21.100 --> 00:05:22.300]  好像
[00:05:22.300 --> 00:05:23.700]  一個話連
[00:05:23.700 --> 00:05:27.000]  連你房間都沒有出去
[00:05:27.000 --> 00:05:27.900]  那麼
[00:05:27.900 --> 00:05:30.900]  真的不知道神到底聽了沒有
[00:05:30.900 --> 00:05:32.700]  一定有什麼問題
[00:05:32.700 --> 00:05:34.600]  今天我就要跟各位講
[00:05:34.600 --> 00:05:36.600]  為什麼你禱告
[00:05:36.600 --> 00:05:38.100]  神好像沒有聽
[00:05:38.100 --> 00:05:40.600]  神沒有應允你一樣
[00:05:40.600 --> 00:05:42.800]  讓我們低頭禱告
[00:05:42.800 --> 00:05:44.800]  愛我們的主
[00:05:44.800 --> 00:05:46.000]  求你教導我們
[00:05:46.000 --> 00:05:47.400]  讓我們來學習在你靈裡
[00:05:47.400 --> 00:05:49.000]  同你合一
[00:05:49.000 --> 00:05:51.000]  向你禱告
[00:05:51.000 --> 00:05:54.500]  讓我們滿心有你的慈愛恩典憐憫
[00:05:54.500 --> 00:05:57.400]  好教我們每一位屬於你的兒女
[00:05:57.400 --> 00:05:59.200]  有這樣的特質
[00:05:59.200 --> 00:06:02.400]  你只能希望福音能宣揚你的名
[00:06:02.400 --> 00:06:05.100]  吸引人來歸向
[00:06:05.100 --> 00:06:08.300]  聽我們的禱告是奉主耶穌基督的名
[00:06:08.300 --> 00:06:10.100]  Amen
[00:06:10.100 --> 00:06:12.100]  我剛剛看我臉上好紅
[00:06:12.100 --> 00:06:14.400]  我真的昨天中暑了
[00:06:14.400 --> 00:06:16.400]  我躺了一天
[00:06:16.400 --> 00:06:19.000]  當面跑太多了
[00:06:19.000 --> 00:06:20.500]  後來我發現了
[00:06:20.500 --> 00:06:24.200]  我最近幾天沒有喝過一杯白開水
[00:06:24.200 --> 00:06:26.000]  問題就出來了
[00:06:26.000 --> 00:06:29.200]  所以我後來晚上我拼命喝白開水
[00:06:29.200 --> 00:06:31.600]  早上起來也喝了一杯白水
[00:06:31.600 --> 00:06:32.700]  深水
[00:06:32.700 --> 00:06:34.400]  這是非常必要的
[00:06:34.400 --> 00:06:35.200]  是的
[00:06:35.200 --> 00:06:36.700]  感謝神
[00:06:36.700 --> 00:06:38.400]  我以前不知道
[00:06:38.400 --> 00:06:40.300]  我忽然間想起來
[00:06:40.300 --> 00:06:43.200]  我曾經在拉斯維加斯賭城
[00:06:43.200 --> 00:06:44.500]  帶過一間伶娘堂
