
[00:00:00.000 --> 00:00:03.920]  各位兄弟姊妹晚安
[00:00:03.920 --> 00:00:07.800]  為富不仁
[00:00:07.800 --> 00:00:10.680]  還是為仁不負呢
[00:00:10.680 --> 00:00:12.760]  孟子曾經引述
[00:00:12.760 --> 00:00:14.640]  一個在魯國的時候
[00:00:14.640 --> 00:00:17.520]  政治家楊甫所說的話
[00:00:17.520 --> 00:00:21.200]  說話意思是想發達的人
[00:00:21.200 --> 00:00:25.360]  多數都不講仁慈的
[00:00:25.360 --> 00:00:27.480]  因為往往都是唯利是圖
[00:00:27.480 --> 00:00:29.480]  甚至心狠手辣
[00:00:29.480 --> 00:00:31.600]  不顧他人死活
[00:00:31.600 --> 00:00:33.240]  但如果講求仁慈
[00:00:33.240 --> 00:00:35.800]  或者講求仁義道德
[00:00:35.800 --> 00:00:37.800]  有慈悲之心
[00:00:37.800 --> 00:00:41.040]  往往都不能夠發達
[00:00:41.040 --> 00:00:44.360]  不知道雕塗可不可以突破這種現象
[00:00:44.360 --> 00:00:46.520]  其實我們真的可以做到
[00:00:46.520 --> 00:00:48.520]  為富者仁
[00:00:48.520 --> 00:00:51.120]  為仁者又富呢
[00:00:51.120 --> 00:00:52.560]  即是說
[00:00:52.560 --> 00:00:54.640]  我們很想賺多點錢的時候
[00:00:54.640 --> 00:00:57.280]  其實我們都可以有仁慈的面
[00:00:57.280 --> 00:01:01.080]  或者當我們要成為一個慈悲仁愛的人
[00:01:01.080 --> 00:01:03.960]  其實我們都可以致富
[00:01:03.960 --> 00:01:06.360]  上次的講道
[00:01:06.360 --> 00:01:08.000]  本事同根生
[00:01:08.000 --> 00:01:11.160]  是講四章一至十二節
[00:01:11.160 --> 00:01:15.360]  雅各指出當時的門徒或信徒之間
[00:01:15.360 --> 00:01:17.440]  之所以有爭戰鬥毆
[00:01:17.440 --> 00:01:20.240]  不是來自外在的因素
[00:01:20.240 --> 00:01:22.800]  而是裡面的私慾
[00:01:22.800 --> 00:01:25.240]  最終要帶出的是謙卑
[00:01:25.240 --> 00:01:28.120]  就是謙卑承認我們
[00:01:28.120 --> 00:01:30.800]  其實是蒙恩的罪人
[00:01:30.800 --> 00:01:32.440]  而今次講道
[00:01:32.440 --> 00:01:33.840]  明天如何
[00:01:33.840 --> 00:01:35.280]  誰知道
[00:01:35.280 --> 00:01:38.400]  是承接著第四章一至十二節
[00:01:38.400 --> 00:01:40.280]  繼續講謙卑
[00:01:40.280 --> 00:01:45.160]  是這個如何不驕傲不自恥的謙卑
[00:01:45.160 --> 00:01:47.040]  這種謙卑是
[00:01:47.040 --> 00:01:52.000]  承認唯有上主來掌控明天
[00:01:52.000 --> 00:01:56.080]  說話的對象是兩批富商
[00:01:56.080 --> 00:01:59.000]  旅居的商人
[00:01:59.000 --> 00:02:02.000]  我分三點跟大家分享
[00:02:02.000 --> 00:02:03.160]  第一
[00:02:03.160 --> 00:02:07.000]  眼望明天承認無知
[00:02:07.000 --> 00:02:10.760]  眼望明天承認我們的無知
[00:02:10.760 --> 00:02:12.320]  第十三節
[00:02:12.320 --> 00:02:13.680]  雅各說
[00:02:13.680 --> 00:02:15.600]  你們有話說
[00:02:15.600 --> 00:02:18.400]  今天明天我們要往某城裡去
[00:02:18.400 --> 00:02:19.880]  在那裡住一年
[00:02:19.880 --> 00:02:21.800]  作買賣得利
[00:02:21.800 --> 00:02:25.480]  這是雅各首先向一群
[00:02:25.480 --> 00:02:28.360]  做生意的人說的
[00:02:28.360 --> 00:02:30.000]  你們有話說
[00:02:30.000 --> 00:02:32.400]  是引用這群做生意的人
[00:02:32.400 --> 00:02:34.680]  心裡已經有很清楚的部署
[00:02:34.680 --> 00:02:36.680]  有很清楚的計劃
[00:02:36.680 --> 00:02:37.920]  要去哪一個城
[00:02:37.920 --> 00:02:40.440]  要去哪一個地方
[00:02:40.440 --> 00:02:42.320]  工作一年
[00:02:42.320 --> 00:02:44.840]  特別是說做買賣得利
[00:02:44.840 --> 00:02:46.640]  背後是流露著
[00:02:46.640 --> 00:02:48.280]  他對自己那種規劃
[00:02:48.280 --> 00:02:49.760]  是滿有自信
[00:02:49.760 --> 00:02:51.800]  和滿有把握
[00:02:51.800 --> 00:02:54.080]  雅各的時代
[00:02:54.080 --> 00:02:55.520]  常常都是這樣
[00:02:55.520 --> 00:02:57.360]  要去這個城做生意
[00:02:57.360 --> 00:03:01.000]  去那個城有商業經商買賣
[00:03:01.000 --> 00:03:03.280]  做規劃和部署
[00:03:03.280 --> 00:03:05.960]  其實是很平常不過的事
[00:03:05.960 --> 00:03:07.640]  做生意的人會這樣
[00:03:07.640 --> 00:03:10.320]  其實我們平常人都會這樣
[00:03:10.320 --> 00:03:12.200]  因為如果我們不做好規劃
[00:03:12.200 --> 00:03:13.640]  有時看起來
[00:03:13.640 --> 00:03:15.840]  所謂日理萬機
[00:03:15.840 --> 00:03:17.600]  爭分奪秒
[00:03:17.600 --> 00:03:20.160]  我們普通人今天下午
[00:03:20.160 --> 00:03:22.040]  可能要開個會上班
[00:03:22.040 --> 00:03:25.800]  明天晚上約了朋友或同事吃飯
[00:03:25.800 --> 00:03:28.000]  接著中秋可能我們
[00:03:28.000 --> 00:03:29.600]  不如訂酒店
[00:03:29.600 --> 00:03:34.400]  住一晚
[00:03:34.400 --> 00:03:36.760]  12月1日多住幾天
[00:03:36.760 --> 00:03:38.160]  不如又計劃一下
[00:03:38.160 --> 00:03:40.440]  明年提早退休
[00:03:40.440 --> 00:03:41.600]  舉家移民
[00:03:41.600 --> 00:03:43.720]  開始人生新的生活
[00:03:43.720 --> 00:03:44.680]  諸如此類
[00:03:44.680 --> 00:03:47.160]  其實做計劃是很平常的
[00:03:47.160 --> 00:03:48.600]  平常人會這樣
[00:03:48.600 --> 00:03:51.280]  做生意的人更加會這樣
[00:03:51.280 --> 00:03:52.480]  李嘉誠
[00:03:52.480 --> 00:03:54.160]  2018年
[00:03:54.160 --> 00:03:57.160]  傳出他退休了
[00:03:57.160 --> 00:04:01.320]  人們嘗試找找他每天的生活是怎樣過
[00:04:01.320 --> 00:04:02.720]  6點前起床
[00:04:02.720 --> 00:04:04.720]  走去附近的高爾夫球場
[00:04:04.720 --> 00:04:07.960]  確保在7點前打出第一桿
[00:04:07.960 --> 00:04:10.560]  10點就到達中環辦公室
[00:04:10.560 --> 00:04:12.800]  11點半做按摩
[00:04:12.800 --> 00:04:13.960]  1點吃飯
[00:04:13.960 --> 00:04:16.480]  都是和做生意的人吃飯
[00:04:16.480 --> 00:04:17.480]  4點就回家
[00:04:17.480 --> 00:04:19.160]  5點再做一次按摩
[00:04:19.160 --> 00:04:21.800]  6點半又和做生意的人吃飯
[00:04:21.800 --> 00:04:23.440]  玩玩紙牌
[00:04:23.440 --> 00:04:26.160]  接著10點就睡覺
[00:04:26.160 --> 00:04:28.200]  日日如是
[00:04:28.200 --> 00:04:30.760]  原來他80歲之前
[00:04:30.760 --> 00:04:33.560]  他是8點回到辦公室
[00:04:33.560 --> 00:04:36.280]  80歲之後就是10點
[00:04:36.280 --> 00:04:37.520]  為甚麼是2018年呢
[00:04:37.520 --> 00:04:40.120]  因為宣佈他退休了
[00:04:40.120 --> 00:04:43.880]  他在2018年5月10日之後的兩個月
[00:04:43.880 --> 00:04:45.720]  踏入90歲
[00:04:45.720 --> 00:04:48.600]  他說生活要有些改變
[00:04:48.600 --> 00:04:50.560]  不過更重要的是
[00:04:50.560 --> 00:04:53.240]  這個大生意人
[00:04:53.240 --> 00:04:54.240]  商人
[00:04:54.240 --> 00:04:56.360]  不只是每一天的生活
[00:04:56.360 --> 00:04:57.680]  他在哪裡投資
[00:04:57.680 --> 00:04:58.960]  他投資有多少
[00:04:58.960 --> 00:05:00.440]  做計劃
[00:05:00.440 --> 00:05:01.800]  是很平常的
[00:05:01.800 --> 00:05:02.760]  所以
[00:05:02.760 --> 00:05:04.320]  雅各這樣說
[00:05:04.320 --> 00:05:05.440]  我相信
[00:05:05.440 --> 00:05:09.760]  他針對的不是做計劃有甚麼問題
[00:05:09.760 --> 00:05:13.800]  而是做計劃背後的態度
[00:05:13.800 --> 00:05:16.520]  就是這些富商過分的自誇
[00:05:16.520 --> 00:05:17.600]  過分的自信
[00:05:17.600 --> 00:05:19.160]  過分的自恥
[00:05:19.160 --> 00:05:21.760]  他們以為自己可以掌控一切
[00:05:21.760 --> 00:05:25.920]  事情也會好像自己所計劃的一樣
[00:05:25.920 --> 00:05:27.240]  雅各提醒信徒
[00:05:27.240 --> 00:05:28.680]  事實是怎樣呢
[00:05:28.680 --> 00:05:32.320]  事實原來是我們對將來是一無所知的
[00:05:32.320 --> 00:05:35.360]  我們對生命也是無能為力的
[00:05:35.360 --> 00:05:37.440]  14節我們很熟悉
[00:05:37.440 --> 00:05:38.720]  其實明天如何
[00:05:38.720 --> 00:05:40.240]  你們還不知道
[00:05:40.240 --> 00:05:42.120]  你們的生命是甚麼呢
[00:05:42.120 --> 00:05:43.880]  你們原是一片雲霧
[00:05:43.880 --> 00:05:47.400]  出現小時就不見了
[00:05:47.400 --> 00:05:48.320]  雅各提到
[00:05:48.320 --> 00:05:52.240]  有些範疇原來是我們人所不知道
[00:05:52.240 --> 00:05:53.920]  是不能夠操控的
[00:05:53.920 --> 00:05:55.480]  就是明天
[00:05:55.480 --> 00:05:57.320]  和生命
[00:05:57.320 --> 00:06:01.080]  天文台怎樣預測天氣也好
[00:06:01.080 --> 00:06:02.320]  你發現
[00:06:02.320 --> 00:06:03.680]  有些時候是準的
[00:06:03.680 --> 00:06:05.240]  不過不少的時候
[00:06:05.240 --> 00:06:07.120]  是不準的
[00:06:07.120 --> 00:06:08.800]  我們的生命也是
[00:06:08.800 --> 00:06:10.960]  生命說的是甚麼呢
[00:06:10.960 --> 00:06:13.360]  一片雲霧出現小時就不見了
[00:06:13.360 --> 00:06:15.520]  很明顯是說那種短暫
[00:06:15.520 --> 00:06:17.080]  那種容易消失
[00:06:17.080 --> 00:06:20.600]  也不能夠保證甚麼
[00:06:20.600 --> 00:06:23.600]  就算你怎樣吃養生的食物
[00:06:23.600 --> 00:06:25.400]  你怎樣做運動
[00:06:25.400 --> 00:06:28.200]  你怎樣早睡早起
[00:06:28.200 --> 00:06:31.480]  其實也沒有人能夠保證我們的生命
[00:06:31.480 --> 00:06:36.000]  可以存得久一點
[00:06:36.000 --> 00:06:37.240]  這兩年
[00:06:37.240 --> 00:06:39.880]  特別近日我們所見所聞
[00:06:39.880 --> 00:06:42.920]  相信我們有很深刻的體會
[00:06:42.920 --> 00:06:46.080]  一場世紀的疫症
[00:06:46.080 --> 00:06:47.880]  席捲全球
[00:06:47.880 --> 00:06:50.040]  改變了很多人的計劃
[00:06:50.040 --> 00:06:53.920]  也改變了很多人的生活模式
[00:06:53.920 --> 00:06:56.800]  不如其類的意外
[00:06:56.800 --> 00:06:59.160]  際遇病患
[00:06:59.160 --> 00:07:02.920]  早前大埔廣福道交通意外
[00:07:02.920 --> 00:07:06.040]  很傷感很傷痛
[00:07:06.040 --> 00:07:09.640]  不是我們可以操控得到
[00:07:09.640 --> 00:07:12.800]  議員被DQ
[00:07:12.800 --> 00:07:14.600]  早就預料到了
[00:07:14.600 --> 00:07:16.320]  不過沒有想過是
[00:07:16.320 --> 00:07:23.120]  資審委員會
[00:07:23.120 --> 00:07:27.400]  建議的例子
[00:07:27.400 --> 00:07:30.320]  做的人是最後被DQ的
[00:07:30.320 --> 00:07:32.200]  你想也想不到
[00:07:32.200 --> 00:07:35.320]  不過其他人早就想到了
[00:07:35.320 --> 00:07:38.880]  藝人廖啟智吳孟達
[00:07:38.880 --> 00:07:41.000]  先後發現患上癌症
[00:07:41.000 --> 00:07:44.440]  在短短幾個月內離世
[00:07:44.440 --> 00:07:47.040]  其實這些事常常發生
[00:07:47.040 --> 00:07:50.960]  這兩節的經文不是反對人為明天
[00:07:50.960 --> 00:07:53.480]  來定下計劃
[00:07:53.480 --> 00:07:57.760]  而是對當時那群商女
[00:07:57.760 --> 00:07:59.200]  有經濟能力
[00:07:59.200 --> 00:08:01.880]  有自信的生意人
[00:08:01.880 --> 00:08:06.560]  特別是那些只是為著今生財富而計劃人生的人
[00:08:06.560 --> 00:08:10.160]  他們的問題是以為自己可以
[00:08:10.160 --> 00:08:11.560]  掌握自己的命運
