
[00:00:00.000 --> 00:00:04.800]  今天我們要從游大叔這些內容裡頭
[00:00:04.800 --> 00:00:08.500]  我們來看到怎樣在末世的時候
[00:00:08.500 --> 00:00:13.100]  我們面對各樣一些不正常的情形
[00:00:13.100 --> 00:00:15.500]  一些離境背道的事情
[00:00:15.500 --> 00:00:18.600]  我們怎樣能夠來站立得穩
[00:00:18.600 --> 00:00:21.900]  能夠兼顧自己
[00:00:21.900 --> 00:00:25.100]  所以我們這地方就告訴我們
[00:00:25.100 --> 00:00:29.100]  要保守自己 藏在神的愛中
[00:00:29.100 --> 00:00:34.900]  那麼這個游大叔的特點
[00:00:34.900 --> 00:00:38.100]  就是我們先看這幾方面
[00:00:38.100 --> 00:00:40.100]  第一個我們要看到
[00:00:40.100 --> 00:00:45.100]  你的游大不是出賣主耶穌的游大
[00:00:45.100 --> 00:00:51.100]  這位作者游大是主耶穌的弟弟
[00:00:51.100 --> 00:00:53.100]  我們在聖經裡頭看到
[00:00:53.100 --> 00:00:56.100]  耶穌在世傳道的時候
[00:00:56.100 --> 00:00:59.100]  他幾個弟弟並沒有相信
[00:00:59.100 --> 00:01:01.100]  他有個弟弟是雅閣
[00:01:01.100 --> 00:01:03.100]  那麼這個地方的游大
[00:01:03.100 --> 00:01:05.100]  也是耶穌的弟弟
[00:01:05.100 --> 00:01:08.100]  那個時候他們並沒有相信
[00:01:08.100 --> 00:01:12.100]  當耶穌在節日的時候
[00:01:12.100 --> 00:01:14.100]  要到耶路撒冷去的時候
[00:01:14.100 --> 00:01:15.100]  還沒有去
[00:01:15.100 --> 00:01:18.100]  他們弟弟就說他了
[00:01:18.100 --> 00:01:20.100]  你說人家要顯揚名聲
[00:01:20.100 --> 00:01:23.100]  就應該到耶路撒冷去
[00:01:23.100 --> 00:01:26.100]  因為那個時候耶穌覺得
[00:01:26.100 --> 00:01:28.100]  神的時候還沒有到
[00:01:28.100 --> 00:01:30.100]  神父還沒有告訴他
[00:01:30.100 --> 00:01:32.100]  所以他就沒有動
[00:01:32.100 --> 00:01:34.100]  那麼他弟弟因為不信他
[00:01:34.100 --> 00:01:35.100]  所以就說
[00:01:35.100 --> 00:01:37.100]  你要是使得自己出名
[00:01:37.100 --> 00:01:40.100]  那你就要到耶路撒冷去
[00:01:40.100 --> 00:01:42.100]  但是我們看見現在
[00:01:42.100 --> 00:01:47.100]  在經過耶穌定時之下
[00:01:47.100 --> 00:01:49.100]  他受死復活以後
[00:01:49.100 --> 00:01:53.100]  我們看見這個耶穌的弟弟
[00:01:53.100 --> 00:01:57.100]  雅閣和游大還有其他的
[00:01:57.100 --> 00:01:59.100]  他們都信得住了
[00:01:59.100 --> 00:02:03.100]  他們是從不信到侍奉神
[00:02:03.100 --> 00:02:05.100]  能夠來傳道
[00:02:05.100 --> 00:02:07.100]  我們看見這個雅閣
[00:02:07.100 --> 00:02:10.100]  是耶路撒冷教會的長老
[00:02:10.100 --> 00:02:13.100]  他跟約翰跟彼得一樣
[00:02:13.100 --> 00:02:15.100]  都是被神所重用的
[00:02:15.100 --> 00:02:19.100]  那麼雅閣就寫了雅閣書
[00:02:19.100 --> 00:02:22.100]  這個地方他的另外一個弟弟
[00:02:22.100 --> 00:02:23.100]  就是游大
[00:02:23.100 --> 00:02:26.100]  游大的話就寫了游大書
[00:02:26.100 --> 00:02:28.100]  雖然這游大書很短
[00:02:28.100 --> 00:02:30.100]  只有不到一千個字
[00:02:30.100 --> 00:02:34.100]  可是內容確實很緊湊
[00:02:34.100 --> 00:02:36.100]  而且這個內容
[00:02:36.100 --> 00:02:40.100]  確實對末世的時候
[00:02:40.100 --> 00:02:44.100]  所出現的離經背道的事情
[00:02:44.100 --> 00:02:46.100]  講得是特別詳細
[00:02:46.100 --> 00:02:50.100]  因為他只有一千字不到的篇幅
[00:02:50.100 --> 00:02:52.100]  所以他是專門針對
[00:02:52.100 --> 00:02:55.100]  這個離經背道的事情
[00:02:55.100 --> 00:02:57.100]  講了神的話
[00:02:57.100 --> 00:02:59.100]  那麼其他的書信
[00:02:59.100 --> 00:03:02.100]  也講到末世的時候
[00:03:02.100 --> 00:03:04.100]  有離經背道的事情
[00:03:04.100 --> 00:03:06.100]  但是他其他的書信
[00:03:06.100 --> 00:03:08.100]  還有其他的一些內容
[00:03:08.100 --> 00:03:10.100]  還有其他方面內容
[00:03:10.100 --> 00:03:13.100]  但是在新的聖經裡頭
[00:03:13.100 --> 00:03:14.100]  這一卷
[00:03:14.100 --> 00:03:15.100]  唯有這一卷
[00:03:15.100 --> 00:03:19.100]  是專門針對末世的時候
[00:03:19.100 --> 00:03:21.100]  離經背道的事情
[00:03:21.100 --> 00:03:23.100]  而寫的這封書信
[00:03:23.100 --> 00:03:27.100]  這就是要提醒信徒
[00:03:27.100 --> 00:03:31.100]  有這些離經背道的事情要發生
[00:03:31.100 --> 00:03:33.100]  那麼作為信徒
[00:03:33.100 --> 00:03:39.100]  要為徵道而極力的爭辯
[00:03:39.100 --> 00:03:41.100]  本來我們看見
[00:03:41.100 --> 00:03:43.100]  如果從第一節讀起的話
[00:03:43.100 --> 00:03:45.100]  我們就看到
[00:03:45.100 --> 00:03:50.100]  本來猶大是要講到福音的
[00:03:50.100 --> 00:03:52.100]  因為在第三節說
[00:03:52.100 --> 00:03:53.100]  親愛的弟兄啊
[00:03:53.100 --> 00:03:56.100]  我想進行寫信給你們
[00:03:56.100 --> 00:03:59.100]  論我們同德究恩的時候
[00:03:59.100 --> 00:04:02.100]  就不得不寫信勸你們
[00:04:02.100 --> 00:04:07.100]  本來是要跟信徒講到福音的事情
[00:04:07.100 --> 00:04:10.100]  可是當他繼續寫下去的時候
[00:04:10.100 --> 00:04:13.100]  好像裡面被聖靈感動
[00:04:13.100 --> 00:04:16.100]  他就覺得離經背道的事情
[00:04:16.100 --> 00:04:18.100]  非常的重要
[00:04:18.100 --> 00:04:21.100]  因為這樣一來的話
[00:04:21.100 --> 00:04:24.100]  教會跟信徒都會受到影響
[00:04:24.100 --> 00:04:27.100]  所以他就離開了
[00:04:27.100 --> 00:04:29.100]  不是繼續講究恩了
[00:04:29.100 --> 00:04:32.100]  他就轉到離經背道的事情
[00:04:32.100 --> 00:04:39.100]  所以看見要提醒離經背道的事情
[00:04:39.100 --> 00:04:42.100]  這個危險已經是存在的
[00:04:42.100 --> 00:04:47.100]  那麼有這些事情出來的話
[00:04:47.100 --> 00:04:51.100]  神的話就被信徒忘記了
[00:04:51.100 --> 00:04:53.100]  所以他就轉過來
[00:04:53.100 --> 00:04:55.100]  講到這些內容
[00:04:55.100 --> 00:04:59.100]  就指出這些危險
[00:04:59.100 --> 00:05:01.100]  這個就是猶大書
[00:05:01.100 --> 00:05:05.100]  一個很主要的特點
[00:05:05.100 --> 00:05:07.100]  還有一個特點呢
[00:05:07.100 --> 00:05:12.100]  就是這個書型的很短
[00:05:12.100 --> 00:05:14.100]  但是他分了兩部分
[00:05:14.100 --> 00:05:18.100]  前一部分從第三節到第十六節
[00:05:18.100 --> 00:05:19.100]  這一段的話
[00:05:19.100 --> 00:05:24.100]  是講到背道的危險
[00:05:24.100 --> 00:05:27.100]  他提出背道的危險
[00:05:27.100 --> 00:05:31.100]  那麼到後來十七節到二十五節
[00:05:31.100 --> 00:05:33.100]  後面這個半部呢
[00:05:33.100 --> 00:05:36.100]  就是講到提出了糾正的方法
[00:05:36.100 --> 00:05:38.100]  有這樣的危險
[00:05:38.100 --> 00:05:40.100]  怎麼避免這樣的危險
[00:05:40.100 --> 00:05:42.100]  怎麼在這個危險中間
[00:05:42.100 --> 00:05:44.100]  還能夠兼顧自己
[00:05:44.100 --> 00:05:46.100]  能夠站得穩
[00:05:46.100 --> 00:05:47.100]  所以在後半部呢
[00:05:47.100 --> 00:05:50.100]  就提出了糾正的方法
[00:05:50.100 --> 00:05:53.100]  所以我們就從猶大書裡頭
[00:05:53.100 --> 00:05:59.100]  來看到這兩方面的內容
[00:05:59.100 --> 00:06:01.100]  在背道的危險裡頭
[00:06:01.100 --> 00:06:04.100]  我們要這裡頭要指出來的
[00:06:04.100 --> 00:06:07.100]  就是教會的最大的危險呢
[00:06:07.100 --> 00:06:12.100]  就是偏離了聖經純正的教訓
[00:06:12.100 --> 00:06:16.100]  這地方猶大就講到
[00:06:16.100 --> 00:06:18.100]  第三節就提到
[00:06:18.100 --> 00:06:21.100]  他說他就不得不寫信勸你們
[00:06:21.100 --> 00:06:23.100]  就勸著信徒
[00:06:23.100 --> 00:06:24.100]  勸什麼呢
[00:06:24.100 --> 00:06:30.100]  要為從前一夫一次教父聖徒的征道
[00:06:30.100 --> 00:06:32.100]  極力的爭辯
[00:06:32.100 --> 00:06:36.100]  就是講到一次教父聖徒的征道
[00:06:36.100 --> 00:06:42.100]  就是聖經神的話裡頭純正的教訓
[00:06:42.100 --> 00:06:46.100]  教會會面臨兩方面的危險
[00:06:46.100 --> 00:06:51.100]  一方面是從外來的逼迫苦難
[00:06:51.100 --> 00:06:54.100]  信徒被逼迫被作奸
[00:06:54.100 --> 00:06:57.100]  財產被充公
[00:06:57.100 --> 00:06:59.100]  甚至會被殺
[00:06:59.100 --> 00:07:04.100]  這是從外部逼迫來的危險
[00:07:04.100 --> 00:07:09.100]  當猶大在寫這本猶大的書的時候
[00:07:09.100 --> 00:07:14.100]  已經是接近第一世紀的末了
[00:07:14.100 --> 00:07:19.100]  可能在祖後七十年以前左右寫的
[00:07:19.100 --> 00:07:21.100]  那麼從以後呢
[00:07:21.100 --> 00:07:27.100]  基督徒從那個以後就受到很多的逼迫
[00:07:27.100 --> 00:07:31.100]  從祖後的一百年到祖後的三百年
[00:07:31.100 --> 00:07:33.100]  這樣的二百年的時間
[00:07:33.100 --> 00:07:38.100]  當時猶太人是在羅馬帝國的統治底下
[00:07:38.100 --> 00:07:43.100]  羅馬帝國對基督徒有十次的大的逼迫
[00:07:43.100 --> 00:07:47.100]  二百多年中間有十次的大逼迫
[00:07:47.100 --> 00:07:50.100]  這逼迫不是從一直一直繼續下來
[00:07:50.100 --> 00:07:52.100]  就逼迫一次以後
[00:07:52.100 --> 00:07:54.100]  十來年停下來一下
[00:07:54.100 --> 00:07:56.100]  然後又一次大的逼迫
[00:07:56.100 --> 00:07:57.100]  又停一下
[00:07:57.100 --> 00:08:03.100]  前後這二百年中間一直有很大的逼迫
[00:08:03.100 --> 00:08:07.100]  所以這個基督徒在羅馬帝國那段時間的話
[00:08:07.100 --> 00:08:09.100]  他們不能夠公開
[00:08:09.100 --> 00:08:11.100]  不能公開聚會
[00:08:11.100 --> 00:08:14.100]  不能公開承認自己是基督徒
[00:08:14.100 --> 00:08:18.100]  如果承認的話就有生命的危險
[00:08:18.100 --> 00:08:20.100]  那他們怎麼辦呢
[00:08:20.100 --> 00:08:26.100]  他們就只能夠秘密的在家裡頭
[00:08:26.100 --> 00:08:30.100]  在一些人看不到的地方他們還聚集
[00:08:30.100 --> 00:08:35.100]  因為羅馬是一個有幾座山的城市
[00:08:35.100 --> 00:08:40.100]  所以地下的話是一些比較容易挖得動的岩石
[00:08:40.100 --> 00:08:43.100]  像石灰岩這麼一些石頭
[00:08:43.100 --> 00:08:46.100]  所以羅馬在過去的話
[00:08:46.100 --> 00:08:50.100]  他們的墳墓就是可以在地下
[00:08:50.100 --> 00:08:51.100]  埋在地下
[00:08:51.100 --> 00:08:52.100]  坐在地下
[00:08:52.100 --> 00:08:54.100]  所以等到這個逼迫一來的時候
[00:08:54.100 --> 00:08:56.100]  基督徒往哪躲去呢
[00:08:56.100 --> 00:08:58.100]  在什麼地方聚會呢
[00:08:58.100 --> 00:09:03.100]  他們就來到地下裡頭一些墳墓的地方聚會
[00:09:03.100 --> 00:09:07.100]  他們還是持守他們所相信的信仰
[00:09:07.100 --> 00:09:10.100]  所以這個逼迫是很厲害的
[00:09:10.100 --> 00:09:13.100]  但是我們看見這個逼迫雖然是
[00:09:13.100 --> 00:09:16.100]  經過一段漫長的時間
[00:09:16.100 --> 00:09:19.100]  有二百年時間這麼長
[00:09:19.100 --> 00:09:22.100]  但是後來到公元313年
[00:09:22.100 --> 00:09:25.100]  羅馬一個皇帝叫做康斯坦丁
[00:09:25.100 --> 00:09:27.100]  他做了皇帝以後
[00:09:27.100 --> 00:09:31.100]  他就取消了對基督徒的禁令
[00:09:31.100 --> 00:09:35.100]  就恢復他們可以聚會
[00:09:35.100 --> 00:09:40.100]  他皇帝自己也說我也要做基督徒
[00:09:40.100 --> 00:09:42.100]  他為什麼要這麼做呢
[00:09:42.100 --> 00:09:46.100]  因為他說他在有一次要打仗
[00:09:46.100 --> 00:09:50.100]  一個很大的很重要的戰爭的時候
[00:09:50.100 --> 00:09:52.100]  他要勝過對方
[00:09:52.100 --> 00:09:55.100]  如果他勝過對方他就要被滅亡了
[00:09:55.100 --> 00:09:57.100]  要滅了
[00:09:57.100 --> 00:10:00.100]  他說我要勝過對方
[00:10:00.100 --> 00:10:02.100]  這個時候他自己說的
[00:10:02.100 --> 00:10:04.100]  他就看見一個異象
[00:10:04.100 --> 00:10:07.100]  看見一個棋子上面有個十字架
[00:10:07.100 --> 00:10:11.100]  那麼他就得到這樣的異象以後
[00:10:11.100 --> 00:10:16.100]  他就好像就戰爭就一路下去就勝利了
[00:10:16.100 --> 00:10:20.100]  就把對方的對手把他打敗了
[00:10:20.100 --> 00:10:23.100]  所以他說這是耶穌的十字架
[00:10:23.100 --> 00:10:25.100]  叫他得勝的
[00:10:25.100 --> 00:10:28.100]  所以他以後當了皇帝以後
[00:10:28.100 --> 00:10:32.100]  他就說我要信耶穌基督
[00:10:32.100 --> 00:10:37.100]  當然我們知道羅馬皇帝是政治的人物
[00:10:37.100 --> 00:10:39.100]  他的信到底什麼信
[00:10:39.100 --> 00:10:41.100]  我們沒有辦法去猜
[00:10:41.100 --> 00:10:44.100]  但是不一定是真正的
[00:10:44.100 --> 00:10:47.100]  從認罪悔改而信的
[00:10:47.100 --> 00:10:51.100]  他就覺得我靠著耶穌這個棋子我得勝了
[00:10:51.100 --> 00:10:54.100]  所以我就要信耶穌
[00:10:54.100 --> 00:10:59.100]  所以從這以後教會外面的逼迫就停下來了
[00:10:59.100 --> 00:11:03.100]  教會就成為我家所允許的
[00:11:03.100 --> 00:11:07.100]  而且很重要的一個單位
[00:11:07.100 --> 00:11:11.100]  很多人都要想進到這個教會裡頭來
[00:11:11.100 --> 00:11:13.100]  本來是很害怕做基督徒
[00:11:13.100 --> 00:11:16.100]  現在都是真的要做基督徒
[00:11:16.100 --> 00:11:19.100]  甚至羅馬皇帝還給兵聽說
[00:11:19.100 --> 00:11:21.100]  如果你們信耶穌的話
[00:11:21.100 --> 00:11:24.100]  給你們發衣服給你們發錢
[00:11:24.100 --> 00:11:28.100]  那這樣的話信的人很多很多了
[00:11:28.100 --> 00:11:30.100]  可是這個是一個逼迫的話
[00:11:30.100 --> 00:11:33.100]  從外面來的雖然是很厲害
[00:11:33.100 --> 00:11:36.100]  但是還不是最厲害的
[00:11:36.100 --> 00:11:43.100]  因為以後什麼人都進到教會裡來
[00:11:43.100 --> 00:11:48.100]  這樣的話教會的危險就不是從外部來的
[00:11:48.100 --> 00:11:51.100]  是從內部來的
[00:11:51.100 --> 00:11:54.100]  就摻雜了好多還沒有信的
[00:11:54.100 --> 00:11:56.100]  但是他為了名利地位
[00:11:56.100 --> 00:11:58.100]  為了自己的目的
[00:11:58.100 --> 00:12:02.100]  為了自己的野心就進到教會來
[00:12:02.100 --> 00:12:07.100]  所以這個教會最大的危險是內部的
[00:12:07.100 --> 00:12:10.100]  教會最大的危險是內部的
[00:12:10.100 --> 00:12:12.100]  因為這樣一來的話
[00:12:12.100 --> 00:12:15.100]  不信的人掌握了教會
[00:12:15.100 --> 00:12:18.100]  教會就偏離了聖經的教訓
[00:12:18.100 --> 00:12:20.100]  慢慢就離開了
[00:12:20.100 --> 00:12:22.100]  所以在猶太書的時候
[00:12:22.100 --> 00:12:29.100]  已經是指出來有這樣的一種背道的危險
[00:12:29.100 --> 00:12:32.100]  等到公元三百年以後
[00:12:32.100 --> 00:12:34.100]  教會變質了就更加厲害
[00:12:34.100 --> 00:12:39.100]  所以主要的危險還是從內部來的
[00:12:39.100 --> 00:12:45.100]  各種的異端邪術都慢慢都出來了
[00:12:45.100 --> 00:12:50.100]  其實背道的事情自古以來就是有的
