
[00:00:00.000 --> 00:00:03.540]  靚姐妹平安,我們先一齊祈禱
[00:00:03.540 --> 00:00:06.540]  親愛的,我們感謝祢自己的恩典
[00:00:06.540 --> 00:00:08.540]  賜給我們在主日的清晨
[00:00:08.540 --> 00:00:11.040]  可以回來敬拜祢
[00:00:11.040 --> 00:00:14.240]  頌讚祢,並且聆聽祢的說話
[00:00:14.240 --> 00:00:18.040]  我們求聖靈幫助我們聽得清楚
[00:00:18.040 --> 00:00:22.540]  並且明白祢的話語的真理
[00:00:22.540 --> 00:00:24.540]  和其中的教導
[00:00:24.540 --> 00:00:28.040]  幫助我們能夠實踐在我們的生活當中
[00:00:28.040 --> 00:00:31.040]  奉耶穌基督的名祈禱阿門
[00:00:31.040 --> 00:00:38.040]  很多人在年輕的時候
[00:00:38.040 --> 00:00:42.040]  很少會想到死亡帶來的影響
[00:00:42.040 --> 00:00:44.040]  我自己也是一樣
[00:00:44.040 --> 00:00:50.040]  雖然從知識裡面當然知道人是一定會死的
[00:00:50.040 --> 00:00:55.040]  但是就不會想到這個事實和生活的關係
[00:00:55.040 --> 00:00:58.040]  好像死亡歸死亡
[00:00:58.040 --> 00:01:00.040]  生活歸生活
[00:01:00.040 --> 00:01:03.040]  大家河水不犯井水
[00:01:03.040 --> 00:01:08.040]  不過自從去年我知道有了癌症之後
[00:01:08.040 --> 00:01:11.040]  我就會想多了一點
[00:01:11.040 --> 00:01:14.040]  最近又說找到癌細胞
[00:01:14.040 --> 00:01:16.040]  轉移了去書療館
[00:01:16.040 --> 00:01:20.040]  又好像離死亡近了一點
[00:01:20.040 --> 00:01:26.040]  以前有位會友跟我分享了一首舊的詩歌
[00:01:26.040 --> 00:01:33.040]  歌詞是鼓勵人要相信上帝是一位會行神蹟的上帝
[00:01:33.040 --> 00:01:39.040]  我聽完之後覺得不是很受鼓舞
[00:01:39.040 --> 00:01:45.040]  因為我覺得如果作為一位已經信主幾十年的基督徒
[00:01:45.040 --> 00:01:48.040]  在遇見患難的時候
[00:01:48.040 --> 00:01:51.040]  只是想到求上帝行神蹟
[00:01:51.040 --> 00:01:57.040]  我的信仰就好像顯得很蒼白無力
[00:01:57.040 --> 00:02:02.040]  我不是相信人死後會有永生嗎?
[00:02:02.040 --> 00:02:06.040]  不是相信天堂是比世界更好的嗎?
[00:02:06.040 --> 00:02:10.040]  不是相信人人都必有一死嗎?
[00:02:10.040 --> 00:02:17.040]  為什麼要想上帝行神蹟拯救呢?
[00:02:17.040 --> 00:02:22.040]  我有另一位門徒跟我分享了另一首歌
[00:02:22.040 --> 00:02:27.040]  這首歌其實已寫了十年以上
[00:02:27.040 --> 00:02:29.040]  不過我不太熟悉
[00:02:29.040 --> 00:02:31.040]  但對我有很大的鼓勵
[00:02:31.040 --> 00:02:36.040]  這首歌叫《腳步》是泥土音樂的作品
[00:02:36.040 --> 00:02:39.040]  其中有幾句歌詞是這樣說
[00:02:39.040 --> 00:02:49.040]  每個腳步我要緊緊跟隨 求給我更多的勇氣 更多的信心
[00:02:49.040 --> 00:02:53.040]  讓我勇敢踏出跟隨你的腳步
[00:02:53.040 --> 00:02:59.040]  我只要更多信靠你 只要更多信服你
[00:02:59.040 --> 00:03:04.040]  凡事出於你的 我就默然不語
[00:03:04.040 --> 00:03:09.040]  就算經過黑暗谷 就算遇到暴風雨
[00:03:09.040 --> 00:03:14.040]  在你手中都將變成祝福
[00:03:14.040 --> 00:03:18.040]  作為一位已經跟隨主就快五十年的基督徒
[00:03:18.040 --> 00:03:23.040]  上帝還恩待我 揀選我成為牧師
[00:03:23.040 --> 00:03:29.040]  如果我還欠缺一種即或不然的信心
[00:03:29.040 --> 00:03:35.040]  我就真的覺得不配做別人的屬靈導師
[00:03:35.040 --> 00:03:39.040]  如果有人不明白什麼是即或不然的信心
[00:03:39.040 --> 00:03:45.040]  請你參考一下《但以理書》三章十八節
[00:03:45.040 --> 00:03:51.040]  感謝主 我雖然都要求主給我更多的勇氣
[00:03:51.040 --> 00:03:54.040]  更多的信靠信服
[00:03:54.040 --> 00:03:57.040]  但我沒有求上帝行神蹟
[00:03:57.040 --> 00:04:01.040]  我還對一些未信主的人見證說
[00:04:01.040 --> 00:04:07.040]  面對死亡時 真是感受到身外物是帶不走的
[00:04:07.040 --> 00:04:13.040]  錢、股票、房屋都要留給別人
[00:04:13.040 --> 00:04:17.040]  在死亡的陰影臨近的時候
[00:04:17.040 --> 00:04:20.040]  不能帶給我任何的安慰
[00:04:20.040 --> 00:04:24.040]  可幸我對永生有把握
[00:04:24.040 --> 00:04:29.040]  直到死後是要回到我天父的永恆之家
[00:04:29.040 --> 00:04:33.040]  所以我沒有祈求神蹟出現
[00:04:33.040 --> 00:04:36.040]  我沒有惶恐、沒有失落
[00:04:36.040 --> 00:04:43.040]  帶著信心、勇氣、盼望繼續向前走
[00:04:43.040 --> 00:04:47.040]  每一天都是紅利
[00:04:47.040 --> 00:04:52.040]  我們今天來看《約翰福音》第十一章
[00:04:52.040 --> 00:04:55.040]  就是一個生與死的故事
[00:04:55.040 --> 00:05:01.040]  是主耶穌行神蹟使拉撒郎從死裡復生
[00:05:01.040 --> 00:05:08.040]  如果我們從《約翰福音》第二章的神蹟開始數的話
[00:05:08.040 --> 00:05:11.040]  來到這裡是第七個神蹟
[00:05:11.040 --> 00:05:14.040]  當我預備講道的時候
[00:05:14.040 --> 00:05:16.040]  我就想到一個問題
[00:05:16.040 --> 00:05:20.040]  為什麼約翰要記載這個神蹟呢?
[00:05:20.040 --> 00:05:22.040]  很多人都會說
[00:05:22.040 --> 00:05:28.040]  《約翰福音》一章一至十八節是前言或者序言
[00:05:28.040 --> 00:05:33.040]  但很少人提到前言和內容的關係
[00:05:33.040 --> 00:05:37.040]  這次當我讀這本福音書的時候
[00:05:37.040 --> 00:05:40.040]  我就發覺到《約翰福音》的前言
[00:05:40.040 --> 00:05:47.040]  其實是它後面記載的事件和對話的最佳指南
[00:05:47.040 --> 00:05:52.040]  甚至可以說是它寫作的一個大綱方向
[00:05:52.040 --> 00:05:55.040]  要明白約翰記載這個神蹟的目的
[00:05:55.040 --> 00:05:58.040]  有我們看幾節的前言
[00:05:58.040 --> 00:06:01.040]  在一章四到五節這樣說
[00:06:01.040 --> 00:06:04.040]  在他裡面有生命
[00:06:04.040 --> 00:06:07.040]  這生命就是人的光
[00:06:07.040 --> 00:06:09.040]  光照在黑暗裡
[00:06:09.040 --> 00:06:13.040]  黑暗卻沒有勝過光
[00:06:13.040 --> 00:06:16.040]  在耶穌裡面有生命
[00:06:16.040 --> 00:06:21.040]  祂可以使死了的人復生
[00:06:21.040 --> 00:06:23.040]  而這裡提到的黑暗
[00:06:23.040 --> 00:06:25.040]  其實可以代表死亡
[00:06:25.040 --> 00:06:27.040]  耶穌的生命
[00:06:27.040 --> 00:06:31.040]  生命的光照耀在死亡裡面
[00:06:31.040 --> 00:06:34.040]  死亡就沒有能力勝過光
[00:06:34.040 --> 00:06:37.040]  我們再看一章十四節
[00:06:37.040 --> 00:06:46.040]  到成了肉身 住在我們中間 充充滿滿地有恩典有真理
[00:06:46.040 --> 00:06:48.040]  約翰記載這個神蹟
[00:06:48.040 --> 00:06:54.040]  要我們看見耶穌是人的生命之光
[00:06:54.040 --> 00:06:58.040]  也要看到上帝的恩典和真理
[00:06:58.040 --> 00:07:02.040]  現在讓我們一起思想這個神蹟
[00:07:02.040 --> 00:07:07.040]  在十一章一到十六節
[00:07:07.040 --> 00:07:09.040]  我們看到一個家庭
[00:07:09.040 --> 00:07:16.040]  這個家庭的成員有馬大 瑪利亞和一個弟弟拉撒路
[00:07:16.040 --> 00:07:21.040]  由於事件當中並沒有提及他們的父母
[00:07:21.040 --> 00:07:26.040]  我相信他們的父母已經離世
[00:07:26.040 --> 00:07:32.040]  而這三姊弟可以說是相依為命的那個日子
[00:07:32.040 --> 00:07:35.040]  當拉撒路病重的時候
[00:07:35.040 --> 00:07:41.040]  兩位姐姐就想到他們那位大有能力的朋友耶穌
[00:07:41.040 --> 00:07:46.040]  馬大和瑪利亞知道弟弟的病是非同小可的
[00:07:46.040 --> 00:07:49.040]  如果不快些去找耶穌來
[00:07:49.040 --> 00:07:54.040]  他們的弟弟就死定了
[00:07:54.040 --> 00:07:56.040]  那麼耶穌在哪裡呢?
[00:07:56.040 --> 00:08:00.040]  根據約翰福音十章四十節的記載
[00:08:00.040 --> 00:08:04.040]  耶穌帶著門徒去了約旦河的對岸
[00:08:04.040 --> 00:08:10.040]  到約翰從前施洗的地方就住在那裡
[00:08:10.040 --> 00:08:15.040]  估計從耶穌那裡步行到伯大利
[00:08:15.040 --> 00:08:17.040]  大約需要兩天的時間
[00:08:17.040 --> 00:08:19.040]  因為第六節告訴我們
[00:08:19.040 --> 00:08:25.040]  他聽見拉撒路病了仍在原地住了兩天
[00:08:25.040 --> 00:08:27.040]  而在十七節告訴我們
[00:08:27.040 --> 00:08:32.040]  拉撒路已經在四天前埋葬了
[00:08:32.040 --> 00:08:34.040]  在原地停留兩天
[00:08:34.040 --> 00:08:38.040]  加上走了兩天的路就是四天了
[00:08:38.040 --> 00:08:41.040]  在弟弟快要死的時候
[00:08:41.040 --> 00:08:47.040]  馬大和瑪利亞兩姐妹就打發人去找耶穌
[00:08:47.040 --> 00:08:51.040]  他們認定耶穌愛拉撒路
[00:08:51.040 --> 00:08:56.040]  他們認定耶穌愛拉撒路
[00:08:56.040 --> 00:09:02.040]  他們認定耶穌一定會樂意趕過來幫忙
[00:09:02.040 --> 00:09:06.040]  他們對耶穌真的有信心
[00:09:06.040 --> 00:09:09.040]  但我們看見耶穌沒有馬上行動
[00:09:09.040 --> 00:09:12.040]  反而停留多了兩天之後
[00:09:12.040 --> 00:09:16.040]  才叫門徒一起去救拉撒路
[00:09:16.040 --> 00:09:22.040]  在這裡我們先學習一個有關禱告的功課
[00:09:22.040 --> 00:09:25.040]  有時我們祈禱之後
[00:09:25.040 --> 00:09:27.040]  上帝好像沒有什麼反應
[00:09:27.040 --> 00:09:32.040]  我們要記得主耶穌有祂最好的安排
[00:09:32.040 --> 00:09:36.040]  祂知道祂應該什麼時候出手
[00:09:36.040 --> 00:09:39.040]  才能榮耀上帝
[00:09:39.040 --> 00:09:45.040]  所以不要以為上帝沒有馬上答應我們的要求
[00:09:45.040 --> 00:09:48.040]  就是上帝不愛我們
[00:09:48.040 --> 00:09:50.040]  不聽我們的祈禱
[00:09:50.040 --> 00:09:54.040]  我們繼續看17至37節
[00:09:54.040 --> 00:09:57.040]  我們看見馬大一見到耶穌
[00:09:57.040 --> 00:10:00.040]  就埋怨祂不早一點來
[00:10:00.040 --> 00:10:02.040]  去救他弟弟
[00:10:02.040 --> 00:10:06.040]  其實馬大真是傷心過度
[00:10:06.040 --> 00:10:08.040]  他沒有想清楚
[00:10:08.040 --> 00:10:11.040]  如果耶穌一定要親身
[00:10:11.040 --> 00:10:15.040]  在拉撒路未死之前來
[00:10:15.040 --> 00:10:17.040]  才能救他弟弟的話
[00:10:17.040 --> 00:10:22.040]  其實當他們派去請耶穌來的人
[00:10:22.040 --> 00:10:26.040]  剛剛去到見到耶穌的時候
[00:10:26.040 --> 00:10:28.040]  其實已經遲了
[00:10:28.040 --> 00:10:30.040]  17節告訴我們
[00:10:30.040 --> 00:10:34.040]  拉撒路已經在四天前埋葬了
[00:10:34.040 --> 00:10:41.040]  而主耶穌只是在所住的地方停留了兩天
[00:10:41.040 --> 00:10:43.040]  然後就起程了
[00:10:43.040 --> 00:10:45.040]  所以就是說
[00:10:45.040 --> 00:10:48.040]  耶穌一接到消息
[00:10:48.040 --> 00:10:52.040]  那天其實拉撒路都已經死了
[00:10:52.040 --> 00:10:55.040]  馬上起行都沒有用了
[00:10:55.040 --> 00:10:59.040]  最多拉撒路是兩天前埋葬了
[00:10:59.040 --> 00:11:01.040]  不是四天前
