
[00:00:00.000 --> 00:00:04.420]  大家好,今天是《瞞訓》系列講道
[00:00:04.420 --> 00:00:08.540]  輪到我講《釋師記》的三章七到三十一節
[00:00:08.540 --> 00:00:11.300]  我們已經讀了頭兩章
[00:00:11.300 --> 00:00:15.920]  大概我們知道《釋師記》主要是處理兩個問題
[00:00:15.920 --> 00:00:19.200]  第一個問題是誰來做領袖
[00:00:19.200 --> 00:00:23.500]  第二個問題是為何以色列人入了迦南地之後
[00:00:23.500 --> 00:00:26.440]  他們的生活無論是屬靈還是道德
[00:00:26.440 --> 00:00:29.200]  生活都是越來越差的呢?
[00:00:29.200 --> 00:00:32.240]  這兩個問題其實都是有關連的
[00:00:32.240 --> 00:00:36.680]  為何百姓的生活會越來越差呢?
[00:00:36.680 --> 00:00:41.840]  《釋師記》最後一章二十一章二十五節告訴我們
[00:00:41.840 --> 00:00:44.480]  那時以色列終末有王
[00:00:44.480 --> 00:00:48.880]  各人照自己眼中看為對的事去做
[00:00:48.880 --> 00:00:52.880]  原來百姓中間沒有王,沒有王管
[00:00:52.880 --> 00:00:58.360]  是他們生活敗壞,生活混亂一個很重要的原因
[00:00:58.360 --> 00:01:01.640]  於是在《釋師記》的第一章一節
[00:01:01.640 --> 00:01:03.840]  就有一個問題提出來
[00:01:03.840 --> 00:01:08.400]  我們中間誰先上去攻打迦南人
[00:01:08.400 --> 00:01:10.640]  與他們爭戰呢?
[00:01:10.640 --> 00:01:14.920]  這個問題絕對不是問誰打頭陣
[00:01:14.920 --> 00:01:19.360]  這個問題是問誰率領我們出去打仗
[00:01:19.360 --> 00:01:21.840]  誰做我們的領袖呢?
[00:01:21.840 --> 00:01:24.280]  誰率領我們上去呢?
[00:01:24.280 --> 00:01:26.920]  為何他們會有這個問題呢?
[00:01:26.920 --> 00:01:28.600]  因為一章一節告訴我們
[00:01:28.600 --> 00:01:33.360]  他們的領袖,他們的管治者約書亞死了
[00:01:33.360 --> 00:01:36.200]  大佬死了
[00:01:36.200 --> 00:01:38.000]  現在怎麼辦呢?
[00:01:38.000 --> 00:01:41.200]  誰可以頂上呢?
[00:01:41.200 --> 00:01:45.480]  這是《釋師記》要處理一個很核心的問題
[00:01:45.480 --> 00:01:49.720]  亦是我們每一個時代都要面對的問題
[00:01:49.720 --> 00:01:55.640]  大至國家,小至一個公司,一個教會的機構
[00:01:55.640 --> 00:02:00.800]  都要面對接班,面對改朝換代的挑戰
[00:02:00.800 --> 00:02:03.800]  上一代的領袖一個一個離開
[00:02:03.800 --> 00:02:07.560]  我們這些做小的,怎麼辦呢?
[00:02:07.560 --> 00:02:11.640]  誰可以站出來帶領我們繼續走下去
[00:02:11.640 --> 00:02:14.720]  這些人會有甚麼特質
[00:02:14.720 --> 00:02:16.760]  有甚麼素質呢?
[00:02:16.760 --> 00:02:21.080]  這些都是《釋師記》要處理的問題
[00:02:21.080 --> 00:02:26.520]  究竟誰可以做上帝指紋的領袖呢?
[00:02:26.520 --> 00:02:29.080]  誰可以呢?
[00:02:29.080 --> 00:02:31.600]  《釋師記》三章七到三十一節
[00:02:31.600 --> 00:02:34.760]  記載了頭三個的士師
[00:02:34.760 --> 00:02:39.120]  由於第三個士師山加只有一節的經文
[00:02:39.120 --> 00:02:40.320]  我們暫時不理會他
[00:02:40.320 --> 00:02:43.840]  我們集中講頭兩個的士師
[00:02:43.840 --> 00:02:49.720]  這兩個士師都被作者稱為「拯救者」
[00:02:49.720 --> 00:02:56.680]  在整個《釋師記》裏只有這兩個士師有「拯救者」這個稱呼
[00:02:56.680 --> 00:02:59.880]  其餘的拯救都是動詞
[00:02:59.880 --> 00:03:02.640]  究竟這兩個士師有甚麼特質
[00:03:02.640 --> 00:03:07.800]  以致他們可以被稱為「拯救者」呢?
[00:03:07.800 --> 00:03:11.280]  我們先看第一個的士師「阿託列」
[00:03:11.280 --> 00:03:15.000]  記載在《釋師記》的三章七到十一節
[00:03:15.000 --> 00:03:18.520]  由於經文比較長,所以我不打算跟大家讀
[00:03:18.520 --> 00:03:20.240]  讀完也差不多完了
[00:03:20.240 --> 00:03:24.640]  大家今晚或稍後回去慢慢再看
[00:03:24.640 --> 00:03:29.680]  「阿託列」這個故事記載在三章七到十一節
[00:03:29.680 --> 00:03:31.120]  我們只看這段經文
[00:03:31.120 --> 00:03:34.640]  其實看不到有甚麼特別
[00:03:34.640 --> 00:03:36.760]  作者對「阿託列」這個人物
[00:03:36.760 --> 00:03:39.960]  其實不是有很多刻畫描寫
[00:03:39.960 --> 00:03:44.680]  我們知道他是迦納的弟弟基納斯的兒子
[00:03:44.680 --> 00:03:48.120]  還有我們知道他身上有耶和華的靈
[00:03:48.120 --> 00:03:50.680]  我們知道的只有這麼多
[00:03:50.680 --> 00:03:51.960]  當時發生甚麼事呢?
[00:03:51.960 --> 00:03:55.800]  當時以色列人行耶和華眼中看為惡的事
[00:03:55.800 --> 00:03:57.080]  有多惡呢?
[00:03:57.080 --> 00:04:00.360]  他們忘記了耶和華上帝
[00:04:00.360 --> 00:04:03.800]  他們去侍奉巴力和亞瑟拉
[00:04:03.800 --> 00:04:07.120]  所以耶和華的怒氣就向他們發作
[00:04:07.120 --> 00:04:11.800]  將他們交給米索不達米亞王古山尼撒田手中
[00:04:11.800 --> 00:04:14.600]  足足有八年的時間
[00:04:14.600 --> 00:04:16.280]  這八年很痛苦
[00:04:16.280 --> 00:04:18.760]  於是百姓呼求耶和華
[00:04:18.760 --> 00:04:22.040]  耶和華為他們興起一個拯救者
[00:04:22.040 --> 00:04:27.560]  這個拯救者就是迦納的弟弟基納斯的兒子「阿託列」
[00:04:27.560 --> 00:04:30.680]  耶和華的靈降在他的身上
[00:04:30.680 --> 00:04:34.120]  他就做了以色列人的侍師
[00:04:34.120 --> 00:04:36.280]  阿託列出去征戰
[00:04:36.280 --> 00:04:39.880]  耶和華就將古山尼撒田交在他手中
[00:04:39.880 --> 00:04:43.640]  於是這地就太平了四十年
[00:04:43.640 --> 00:04:46.440]  沒多久阿託列就死了
[00:04:46.440 --> 00:04:48.760]  整個故事就是這樣
[00:04:48.760 --> 00:04:51.320]  其實很簡單
[00:04:51.320 --> 00:04:54.120]  是一個很平凡的故事
[00:04:54.120 --> 00:04:56.920]  不過聖經學者一致認為
[00:04:56.920 --> 00:05:02.520]  阿託列是眾多侍師中的一個典範
[00:05:02.520 --> 00:05:04.520]  一個paradigm
[00:05:04.520 --> 00:05:06.360]  為什麼這麼說呢?
[00:05:06.360 --> 00:05:08.920]  其中一個原因是記載阿託列
[00:05:08.920 --> 00:05:11.080]  這個故事的方式
[00:05:11.080 --> 00:05:16.040]  與我們在兩星期前讀到二章十一到十八節的格局
[00:05:16.040 --> 00:05:18.680]  其實有很多相似的地方
[00:05:18.680 --> 00:05:23.240]  兩段經文都提到以色列人行耶和華眼中看為惡的事
[00:05:23.240 --> 00:05:27.400]  兩段經文都提到他們忘記了耶和華
[00:05:27.400 --> 00:05:31.080]  也提到耶和華的怒氣向以色列人發作
[00:05:31.080 --> 00:05:34.760]  提到上帝耶和華將他們交給敵人
[00:05:34.760 --> 00:05:37.480]  為他們興起一位侍師
[00:05:37.480 --> 00:05:43.880]  也提到耶和華的靈降在他們身上
[00:05:43.880 --> 00:05:47.960]  我們知道二章有一個格式的作用
[00:05:47.960 --> 00:05:49.560]  有一個pattern在裡面
[00:05:49.560 --> 00:05:51.880]  我們知道以後的侍師故事
[00:05:51.880 --> 00:05:55.720]  基本上都是按照二章的循環發展下去
[00:05:55.720 --> 00:05:59.560]  於是當作者用這個格式去描述
[00:05:59.560 --> 00:06:02.760]  去說阿託列的故事的時候
[00:06:02.760 --> 00:06:09.000]  我們就知道作者要去樹立阿託列成為侍師的典範
[00:06:09.000 --> 00:06:11.720]  一個參考的格式
[00:06:11.720 --> 00:06:16.120]  這樣都是從一個故事鋪陳的手法去說的
[00:06:16.120 --> 00:06:20.920]  另一個原因為何聖經的學者認為阿託列是一個典範呢?
[00:06:20.920 --> 00:06:23.000]  因為相對於其他的侍師
[00:06:23.000 --> 00:06:28.040]  我們在阿託列的身上找不到一些負面的性格
[00:06:28.040 --> 00:06:29.560]  負面的問題
[00:06:29.560 --> 00:06:31.560]  負面的評語
[00:06:31.560 --> 00:06:34.440]  當我們以後逐個逐個去看每一個侍師的時候
[00:06:34.440 --> 00:06:37.320]  我們都會發現每一個侍師都有些問題
[00:06:37.320 --> 00:06:39.320]  有些性格上的問題
[00:06:39.320 --> 00:06:45.160]  例如我們稍後會說到以弗用欺騙的手段去暗殺一個王
[00:06:45.160 --> 00:06:47.800]  巴拉是很膽小的
[00:06:47.800 --> 00:06:49.800]  他不敢去做侍師
[00:06:49.800 --> 00:06:52.760]  基澱有上帝的呼召
[00:06:52.760 --> 00:06:53.960]  但他又不是很確定
[00:06:53.960 --> 00:06:55.400]  猶豫不決
[00:06:55.400 --> 00:06:57.240]  參孫我們比較有認識
[00:06:57.240 --> 00:06:59.240]  參孫有什麼問題
[00:06:59.240 --> 00:07:02.600]  用我們今天的說法 他是一個性濫交的人
[00:07:02.600 --> 00:07:04.600]  每一個侍師都有問題
[00:07:04.600 --> 00:07:06.600]  唯獨是阿託列
[00:07:06.600 --> 00:07:10.120]  你在他身上找不到任何的問題
[00:07:10.120 --> 00:07:12.760]  是一個非常乾淨的侍師
[00:07:12.760 --> 00:07:15.960]  一點軟弱 一點負面的評價都沒有
[00:07:15.960 --> 00:07:19.960]  在這個技術裡面 阿託列是一個很簡單的人
[00:07:19.960 --> 00:07:21.960]  上帝吩咐了
[00:07:21.960 --> 00:07:23.960]  他就這樣去執行
[00:07:23.960 --> 00:07:26.760]  因為簡單的服從
[00:07:26.760 --> 00:07:33.240]  上帝就藉著他來將以色列人從仇敵的手中拯救出來
[00:07:33.240 --> 00:07:38.120]  他們享受到四十年的太平日子
[00:07:38.120 --> 00:07:40.120]  這個故事告訴我們
[00:07:40.120 --> 00:07:42.120]  作為上帝的拯救者
[00:07:42.120 --> 00:07:44.120]  作為百姓的領袖
[00:07:44.120 --> 00:07:46.120]  其實簡單是最重要的
[00:07:46.120 --> 00:07:48.120]  簡單是最好的
[00:07:48.120 --> 00:07:50.120]  Simple is the best
[00:07:50.120 --> 00:07:52.120]  為什麼簡單是重要呢
[00:07:52.120 --> 00:07:54.120]  為什麼簡單是最好呢
[00:07:54.120 --> 00:07:58.280]  這樣說不是說頭腦簡單思想幼稚是最好的
[00:07:58.280 --> 00:08:02.600]  如果是這樣的話 小朋友也可以做拯救者 做領袖
[00:08:02.600 --> 00:08:05.800]  簡單是最好的 什麼意思呢
[00:08:05.800 --> 00:08:07.800]  簡單是最好的就是
[00:08:07.800 --> 00:08:10.920]  單單依靠上帝的靈
[00:08:10.920 --> 00:08:13.800]  這是最好的解決方法
[00:08:13.800 --> 00:08:15.800]  這是最好的出路
[00:08:15.800 --> 00:08:17.800]  其實在聖經裡面
[00:08:17.800 --> 00:08:21.000]  上帝很多次提醒我們 提醒百姓
[00:08:21.000 --> 00:08:24.440]  不是依靠勢力 不是依靠才能
[00:08:24.440 --> 00:08:28.040]  乃是依靠上帝的靈方能成事
[00:08:28.040 --> 00:08:30.040]  重重複複這樣說的
[00:08:30.040 --> 00:08:33.240]  不過我們總是不太相信
[00:08:33.240 --> 00:08:38.040]  我們口頭上會說會依靠上帝的靈
[00:08:38.040 --> 00:08:42.920]  但行動上我們卻是依靠人的勢力
[00:08:42.920 --> 00:08:44.920]  人的才能
[00:08:44.920 --> 00:08:49.880]  今時今日哪些人是最有才能 最有勢力呢
[00:08:49.880 --> 00:08:56.280]  過去我們說有知識的人是有才能 有勢力的
[00:08:56.280 --> 00:08:58.280]  因為知識是力量
[00:08:58.280 --> 00:09:01.400]  這是英國的一個哲學家培根所說的
[00:09:01.400 --> 00:09:03.400]  Knowledge is power
[00:09:03.400 --> 00:09:05.400]  不過今天呢
[00:09:05.400 --> 00:09:09.400]  今天哪些人是最有能力 最有勢力呢
[00:09:09.400 --> 00:09:13.240]  今天說的是市場的價值
[00:09:13.240 --> 00:09:18.200]  能夠叫很多人去like你 去跟隨你 去聽你講話
[00:09:18.200 --> 00:09:20.200]  你就有才能 有勢力
[00:09:20.200 --> 00:09:23.720]  有個朋友好心勸我
[00:09:23.720 --> 00:09:26.680]  Lam你應該多點出去玩
[00:09:26.680 --> 00:09:28.680]  多點出去講話
[00:09:28.680 --> 00:09:30.680]  這樣才有話語權
[00:09:30.680 --> 00:09:32.680]  如果不是這樣
[00:09:32.680 --> 00:09:34.680]  小心連你現在的地盤也沒有了
[00:09:34.680 --> 00:09:36.680]  原來現在是這樣玩的
[00:09:36.680 --> 00:09:38.680]  弟兄姊妹
[00:09:38.680 --> 00:09:42.680]  我們真的說會依靠上帝的靈
[00:09:42.680 --> 00:09:47.720]  但同時間我們又會依靠人的勢力和才能
[00:09:47.720 --> 00:09:51.720]  我們不斷做一些事去擴張自己的勢力
[00:09:51.720 --> 00:09:56.360]  不斷做一些事去增加自己討價還價的本錢
[00:09:56.360 --> 00:10:01.720]  俄羅斯的故事提醒我們上帝對領袖的要求其實很簡單
[00:10:01.720 --> 00:10:03.720]  不需要太多的智慧
[00:10:03.720 --> 00:10:05.720]  不需要太多的才能
[00:10:05.720 --> 00:10:07.720]  甚至不需要太多的謀略
[00:10:07.720 --> 00:10:11.720]  簡單的服從就足夠
[00:10:11.720 --> 00:10:15.720]  因為最終成就事情的是上帝
[00:10:15.720 --> 00:10:19.720]  簡單是最好的
[00:10:19.720 --> 00:10:21.720]  大家信不信文森那一句
[00:10:21.720 --> 00:10:23.720]  簡單是最好的
[00:10:23.720 --> 00:10:27.720]  俄羅斯是一個非常簡單
[00:10:27.720 --> 00:10:29.720]  非常平凡的一個人
[00:10:29.720 --> 00:10:31.720]  平凡到一個地步
[00:10:31.720 --> 00:10:33.720]  作者也沒有什麼好寫的
[00:10:33.720 --> 00:10:39.720]  但上帝就透過他去拯救他的百姓
[00:10:39.720 --> 00:10:43.720]  接著我們看第二個事先
[00:10:43.720 --> 00:10:45.720]  第二個拯救者 以弗
[00:10:45.720 --> 00:10:47.720]  相對於俄羅斯的聖經
[00:10:47.720 --> 00:10:51.720]  聖經作者對他的描述比較多
[00:10:51.720 --> 00:10:56.720]  以及對他如何入宮行刺摩訶王
[00:10:56.720 --> 00:10:57.720]  他如何逃走
[00:10:57.720 --> 00:10:59.720]  也有比較多的描述
[00:10:59.720 --> 00:11:01.720]  故事也挺好看的
[00:11:01.720 --> 00:11:03.720]  故事性很強
[00:11:03.720 --> 00:11:05.720]  所以大家看下去會追看下去
[00:11:05.720 --> 00:11:07.720]  以弗是誰呢?
[00:11:07.720 --> 00:11:10.720]  以弗是汴雅閩人基拉的兒子
[00:11:10.720 --> 00:11:14.720]  聖經告訴我們他是一個慣用左手的人
[00:11:14.720 --> 00:11:19.720]  另一些的聖經翻譯說他是左右手兼用的人
[00:11:19.720 --> 00:11:24.720]  為什麼特別突出他是慣用左手呢?
[00:11:24.720 --> 00:11:27.720]  在聖經裡面慣用左手的人
[00:11:27.720 --> 00:11:32.720]  都是體格強健 英勇善戰的勇士
[00:11:32.720 --> 00:11:37.720]  譬如我們稍後也會看到的士詩記二十章十五節
[00:11:37.720 --> 00:11:39.720]  說到汴雅閩人
[00:11:39.720 --> 00:11:43.720]  在各城裡徵召了二萬六千個士兵
[00:11:43.720 --> 00:11:45.720]  其中有七百個是精兵
[00:11:45.720 --> 00:11:47.720]  他們個個都是慣用左手的
[00:11:47.720 --> 00:11:50.720]  個個都能夠用機研勒石
[00:11:50.720 --> 00:11:53.720]  毫髮不差
[00:11:53.720 --> 00:11:56.720]  以弗是一個經過密集訓練的勇士
[00:11:56.720 --> 00:11:57.720]  是一個精兵
[00:11:57.720 --> 00:12:00.720]  就像今天的飛虎隊和機場特警那樣
[00:12:00.720 --> 00:12:05.720]  他絕對不是一個右手傷殘的人
[00:12:05.720 --> 00:12:07.720]  除了好身手 除了打得之外
[00:12:07.720 --> 00:12:10.720]  通過故事的鋪排和陳述
[00:12:10.720 --> 00:12:13.720]  我們知道以弗也是一個相當機警
[00:12:13.720 --> 00:12:16.720]  懂得隨機應變的人
[00:12:16.720 --> 00:12:19.720]  故事的開頭和俄羅斯的故事差不多
[00:12:19.720 --> 00:12:21.720]  當時的以色列人遊行
[00:12:21.720 --> 00:12:23.720]  耶和華眼中看為惡的事
[00:12:23.720 --> 00:12:27.720]  於是耶和華就使魔壓王伊基倫強大
[00:12:27.720 --> 00:12:32.720]  再借助他的勢力去攻擊 去教訓以色列人
[00:12:32.720 --> 00:12:33.720]  因為這個緣故
[00:12:33.720 --> 00:12:36.720]  以色列人就服侍了魔壓王十八年
[00:12:36.720 --> 00:12:38.720]  十八年又很辛苦
[00:12:38.720 --> 00:12:40.720]  百姓呼求耶和華
[00:12:40.720 --> 00:12:42.720]  耶和華再一次出手
[00:12:42.720 --> 00:12:44.720]  為他們興起一位拯救者
[00:12:44.720 --> 00:12:49.720]  這位拯救者就是辯雅敏人基拉的兒子 以弗
[00:12:49.720 --> 00:12:53.720]  上帝如何通過他去拯救以色列人呢?
[00:12:53.720 --> 00:12:57.720]  作者用了一段比較長的經文敘述
[00:12:57.720 --> 00:13:03.720]  以弗是如何進入宮內去刺殺伊基倫
[00:13:03.720 --> 00:13:06.720]  然後又說到他如何成功逃脫
[00:13:06.720 --> 00:13:09.720]  用了很長的篇幅去說
[00:13:09.720 --> 00:13:11.720]  故事大概是這樣的
[00:13:11.720 --> 00:13:15.720]  以弗先打造一把兩刃的劍
[00:13:15.720 --> 00:13:17.720]  長度大概是可以殺到人
[00:13:17.720 --> 00:13:21.720]  又可以將他藏在右腳上的衣服裏
[00:13:21.720 --> 00:13:24.720]  即是有多長 大家自己想想吧
[00:13:24.720 --> 00:13:29.720]  然後就借助獻禮物這個藉口
[00:13:29.720 --> 00:13:33.720]  進入宮內接近摩訶王伊基倫
[00:13:33.720 --> 00:13:35.720]  然後向王透露
[00:13:35.720 --> 00:13:39.720]  他在吉格得到一件機密的事
[00:13:39.720 --> 00:13:42.720]  於是王就將士納在他左右的人
[00:13:42.720 --> 00:13:44.720]  將他退去
[00:13:44.720 --> 00:13:48.720]  然後他獨自一個人在陰涼的頂樓上面
[00:13:48.720 --> 00:13:50.720]  去面對以弗
[00:13:50.720 --> 00:13:54.720]  於是以弗就把握非常好的機會
[00:13:54.720 --> 00:13:58.720]  將摩訶王在頂樓上面殺死
[00:13:58.720 --> 00:14:02.720]  經文形容得非常細緻
[00:14:02.720 --> 00:14:05.720]  三章二十節下半節這樣說
[00:14:05.720 --> 00:14:08.720]  王就在座位上站起來
[00:14:08.720 --> 00:14:10.720]  以弗伸出左手
[00:14:10.720 --> 00:14:13.720]  從右腿上拔出劍來
[00:14:13.720 --> 00:14:15.720]  刺入王的土腹
[00:14:15.720 --> 00:14:18.720]  劍柄連同劍刃都刺進去了
[00:14:18.720 --> 00:14:21.720]  肥肉夾住了劍刃
