
[00:00:00.000 --> 00:00:03.000]  讓我們一起的最後禱告
[00:00:03.000 --> 00:00:09.000]  賜下一切真善理源頭的主
[00:00:09.000 --> 00:00:15.000]  我們在今早再一次以誠實的心來到你的庚前仰望你
[00:00:15.000 --> 00:00:19.000]  求神幫助我們依靠心中十字架的主
[00:00:19.000 --> 00:00:26.000]  在勞累生活和煩雜的當中安靜我們自己
[00:00:26.000 --> 00:00:29.000]  用心注視耶穌
[00:00:31.000 --> 00:00:35.000]  求心中的聖靈開我們的心竅
[00:00:35.000 --> 00:00:38.000]  將我們的心打開
[00:00:38.000 --> 00:00:42.000]  聆聽並且勝在神你的話
[00:00:42.000 --> 00:00:46.000]  免得我們聽見你的話而不受教
[00:00:46.000 --> 00:00:50.000]  明白你的道而不實踐
[00:00:50.000 --> 00:00:55.000]  求聖靈鼓勵我們的心親近你
[00:00:56.000 --> 00:01:00.000]  幫助我們聽的說的在你面前蒙月立
[00:01:00.000 --> 00:01:05.000]  我們這樣禱告是奉群揚大牧者耶穌基督的名求
[00:01:05.000 --> 00:01:07.000]  阿們
[00:01:07.000 --> 00:01:16.000]  1911年10月10日武昌的起義標誌了新核革命的開始
[00:01:16.000 --> 00:01:23.000]  但是大家知不知道在中華民國建立之前
[00:01:24.000 --> 00:01:34.000]  孫中山先生總共有十次帶領或者推動改變改革武裝起義
[00:01:34.000 --> 00:01:36.000]  都通通失敗
[00:01:36.000 --> 00:01:43.000]  在第一次當他知道自己廣州起義失敗之後
[00:01:43.000 --> 00:01:46.000]  清廷頒佈一個通緝令
[00:01:46.000 --> 00:01:52.000]  所以孫中山先生就要由香港流亡到紐約
[00:01:53.000 --> 00:01:57.000]  由紐約坐船去到英國倫敦
[00:01:57.000 --> 00:02:03.000]  就在這段時間第一次當他起義的時候就已經失敗
[00:02:03.000 --> 00:02:09.000]  孫中山先生仍然面對一個人生最大的危機
[00:02:09.000 --> 00:02:15.000]  就是他在倫敦蒙難被擄劫
[00:02:15.000 --> 00:02:19.000]  當時他經過大使館幾天都不知道
[00:02:20.000 --> 00:02:23.000]  他去過中國大使館他都覺得沒事
[00:02:23.000 --> 00:02:25.000]  因為這是英國的地頭
[00:02:25.000 --> 00:02:32.000]  怎會我去探望我的香港醫學院的老師康德蕾
[00:02:32.000 --> 00:02:36.000]  好端端的很多天都好端端的
[00:02:36.000 --> 00:02:40.000]  但是直到其中一天10月11日1896年
[00:02:40.000 --> 00:02:46.000]  他經過的時候就被幾個中國大使館裏面的
[00:02:47.000 --> 00:02:51.000]  所謂清廷的密探出來夾住他
[00:02:51.000 --> 00:02:57.000]  然後將他推入去當時英國的公使館
[00:02:57.000 --> 00:03:01.000]  孫中山原來這十幾天裏面
[00:03:01.000 --> 00:03:06.000]  他已經知道他的命運會不保
[00:03:06.000 --> 00:03:13.000]  因為大使館的人和中國的大使準備用木箱將他打包
[00:03:14.000 --> 00:03:17.000]  然後漏夜的在決定的日子運他
[00:03:17.000 --> 00:03:23.000]  用水路運他回大清或者中國處死他
[00:03:23.000 --> 00:03:29.000]  就在這十三日的所謂生命的危情裏面
[00:03:29.000 --> 00:03:32.000]  孫中山口內在他獲救之後
[00:03:32.000 --> 00:03:35.000]  他寫了倫敦蒙難記
[00:03:35.000 --> 00:03:39.000]  當中這裏就寫了他一段自身的經歷
[00:03:40.000 --> 00:03:44.000]  作為一個已經在香港信了主受洗的人
[00:03:44.000 --> 00:03:47.000]  他記得他還有耶穌
[00:03:47.000 --> 00:03:51.000]  所以人到窮時就會呼求
[00:03:51.000 --> 00:03:55.000]  他說弟身在牢中自為必死
[00:03:55.000 --> 00:04:00.000]  唯有痛心懺悔懇切祈求而已
[00:04:00.000 --> 00:04:04.000]  一年六日七日日夜不絕祈禱
[00:04:05.000 --> 00:04:10.000]  越祈越切至第七日心中忽然安慰
[00:04:10.000 --> 00:04:13.000]  全無憂慮的息
[00:04:13.000 --> 00:04:16.000]  他說這個祈禱有形
[00:04:16.000 --> 00:04:20.000]  我回想是蒙神示人
[00:04:20.000 --> 00:04:23.000]  我們這樣說耶穌基督
[00:04:23.000 --> 00:04:27.000]  如果不是在這裏給到孫中山
[00:04:27.000 --> 00:04:30.000]  他有一種這麼大的安慰的時候
[00:04:31.000 --> 00:04:35.000]  我想他的生命會落入很多的憂患
[00:04:35.000 --> 00:04:40.000]  但我們知道往後還有九次的革命
[00:04:40.000 --> 00:04:45.000]  我相信孫中山是記取在他人生裏面
[00:04:45.000 --> 00:04:48.000]  有一個愛他的主
[00:04:48.000 --> 00:04:50.000]  有一個救他的神
[00:04:50.000 --> 00:04:54.000]  以致他的生命能夠在人生裏面
[00:04:54.000 --> 00:04:56.000]  眾多的風雨往後
[00:04:56.000 --> 00:04:58.000]  他仍然堅持
[00:04:59.000 --> 00:05:01.000]  到他離世的時候
[00:05:01.000 --> 00:05:04.000]  仍需努力
[00:05:04.000 --> 00:05:07.000]  他的心跡大家看到
[00:05:07.000 --> 00:05:10.000]  在今日我們人生的困境裏面
[00:05:10.000 --> 00:05:14.000]  我們可以怎樣通過大衛脫險
[00:05:14.000 --> 00:05:19.000]  而我們看到我們的主是一個怎樣恩典的神呢
[00:05:19.000 --> 00:05:21.000]  求主幫助我們
[00:05:21.000 --> 00:05:25.000]  有人將撒姆爾記上的分段列了出來
[00:05:26.000 --> 00:05:29.000]  我們不可以一詳細去思詳
[00:05:29.000 --> 00:05:31.000]  但是我們會看到
[00:05:31.000 --> 00:05:34.000]  今日我們所讀的第十九章整章
[00:05:34.000 --> 00:05:36.000]  雖然我們是選讀
[00:05:36.000 --> 00:05:39.000]  但是我們看到這個十九章
[00:05:39.000 --> 00:05:42.000]  原來至到三十章可以是一個大的段落
[00:05:42.000 --> 00:05:44.000]  用這個分法
[00:05:44.000 --> 00:05:46.000]  他就用一個題目
[00:05:46.000 --> 00:05:50.000]  大衛被掃羅追殺逃亡
[00:05:50.000 --> 00:05:53.000]  我們中國人現在好廣東話講走佬
[00:05:54.000 --> 00:05:58.000]  他要用十五年的時間去逃避
[00:05:58.000 --> 00:06:02.000]  一個所謂在上的君王的追殺
[00:06:02.000 --> 00:06:05.000]  回想當年可以這樣講
[00:06:05.000 --> 00:06:08.000]  告訴我們在八九民運之後
[00:06:08.000 --> 00:06:12.000]  都有好多不同的中國愛國的人
[00:06:12.000 --> 00:06:16.000]  他們經歷了好多顛沛流離
[00:06:16.000 --> 00:06:20.000]  有些再不是再信他那一套
[00:06:21.000 --> 00:06:24.000]  大衛同一樣在他的人生裏面
[00:06:24.000 --> 00:06:26.000]  我們逆地而處
[00:06:26.000 --> 00:06:29.000]  就要明白十五年的日子
[00:06:29.000 --> 00:06:31.000]  是好難捱的
[00:06:31.000 --> 00:06:36.000]  正如今日在我們有些弟兄姊妹的生命裏面
[00:06:36.000 --> 00:06:40.000]  我們可能聽過一些類似的故事
[00:06:40.000 --> 00:06:45.000]  就是當他父老父老沒有年紀老大的時候
[00:06:45.000 --> 00:06:49.000]  他要去兼顧一路上班
[00:06:50.000 --> 00:06:53.000]  而且幾個兄弟姊妹都沒有一個人同住
