
[00:00:00.000 --> 00:00:02.000]  監製,早晨
[00:00:02.000 --> 00:00:04.000]  天氣今天挺好
[00:00:04.000 --> 00:00:06.000]  有點熱
[00:00:06.000 --> 00:00:08.000]  大家來香港
[00:00:08.000 --> 00:00:12.000]  我不知道以前有沒有看小說
[00:00:12.000 --> 00:00:14.000]  有沒有看小說的?
[00:00:14.000 --> 00:00:16.000]  可能女士會看多一點
[00:00:16.000 --> 00:00:20.000]  香港有一個女性作家
[00:00:20.000 --> 00:00:22.000]  叫做張小嫻
[00:00:22.000 --> 00:00:24.000]  大家有沒有聽過?
[00:00:24.000 --> 00:00:26.000]  做了一輩,不是做了一輩
[00:00:26.000 --> 00:00:28.000]  應該說,有些歷練的女士
[00:00:28.000 --> 00:00:32.000]  特別可能會明白她所描寫的
[00:00:32.000 --> 00:00:34.000]  一些很細膩的感情
[00:00:34.000 --> 00:00:37.000]  有一句說話,如果你是她的粉絲
[00:00:37.000 --> 00:00:39.000]  可能都會看過的
[00:00:39.000 --> 00:00:41.000]  這句說話都很出名的
[00:00:41.000 --> 00:00:43.000]  都是她說的
[00:00:43.000 --> 00:00:45.000]  一個荷包裡的單人床
[00:00:45.000 --> 00:00:47.000]  有一句說話就是說
[00:00:47.000 --> 00:00:49.000]  世界上最遙遠的距離
[00:00:49.000 --> 00:00:51.000]  不是生和死
[00:00:51.000 --> 00:00:54.000]  而是我就站在你面前
[00:00:54.000 --> 00:00:57.000]  你卻不知道我愛你
[00:00:57.000 --> 00:01:00.000]  是否攝高枕頭要回去抄低
[00:01:00.000 --> 00:01:02.000]  回去想一想
[00:01:02.000 --> 00:01:04.000]  好像很多的道理
[00:01:04.000 --> 00:01:06.000]  很多的意味
[00:01:06.000 --> 00:01:08.000]  或者勾起你一些的回憶
[00:01:08.000 --> 00:01:10.000]  傷感事
[00:01:10.000 --> 00:01:14.000]  當然張小嫻在說男女之間的感情
[00:01:14.000 --> 00:01:16.000]  但其實這句說話這麼有意思
[00:01:16.000 --> 00:01:18.000]  都很廣泛
[00:01:18.000 --> 00:01:21.000]  用在不同的感情的關係
[00:01:21.000 --> 00:01:23.000]  親情,友情等等
[00:01:23.000 --> 00:01:25.000]  這句說話說什麼呢?
[00:01:25.000 --> 00:01:27.000]  其實就是生死
[00:01:27.000 --> 00:01:29.000]  其實就是兩相隔
[00:01:29.000 --> 00:01:31.000]  我們知道的,對不對?
[00:01:31.000 --> 00:01:33.000]  不是一個不可以逆轉的關係
[00:01:33.000 --> 00:01:36.000]  沒有辦法再在一起溝通的了
[00:01:36.000 --> 00:01:39.000]  但原來這句說話告訴我們
[00:01:39.000 --> 00:01:41.000]  生和死
[00:01:41.000 --> 00:01:43.000]  我們以為很遙遠
[00:01:43.000 --> 00:01:45.000]  但其實比起
[00:01:45.000 --> 00:01:47.000]  我站在你面前
[00:01:47.000 --> 00:01:49.000]  你卻不知道我愛你
[00:01:49.000 --> 00:01:51.000]  大家都活生生的,說到話的
[00:01:51.000 --> 00:01:53.000]  表達到有眼耳口鼻的
[00:01:53.000 --> 00:01:55.000]  沒有語言障礙的
[00:01:55.000 --> 00:01:57.000]  仍然
[00:01:57.000 --> 00:01:59.000]  天天一起生活的人
[00:01:59.000 --> 00:02:01.000]  仍然都感受不到大家的種愛
[00:02:01.000 --> 00:02:05.000]  這就是一個最遙遠的距離了
[00:02:05.000 --> 00:02:07.000]  又觸發你可能想到的關係了
[00:02:07.000 --> 00:02:09.000]  這句說話
[00:02:09.000 --> 00:02:11.000]  其實我想起
[00:02:11.000 --> 00:02:13.000]  什麼呢?
[00:02:13.000 --> 00:02:15.000]  就是一些生離死別的場景
[00:02:15.000 --> 00:02:17.000]  以前都
[00:02:17.000 --> 00:02:19.000]  做不少安息禮
[00:02:19.000 --> 00:02:21.000]  安息禮之前
[00:02:21.000 --> 00:02:23.000]  說起「嬌嫁安息禮」
[00:02:23.000 --> 00:02:25.000]  不知道安息禮以前是否這樣
[00:02:25.000 --> 00:02:27.000]  有一個
[00:02:27.000 --> 00:02:29.000]  入殮禮的儀式
[00:02:29.000 --> 00:02:31.000]  在一個小房間裡
[00:02:31.000 --> 00:02:33.000]  最親的親人
[00:02:33.000 --> 00:02:35.000]  就一起在房間裡
[00:02:35.000 --> 00:02:37.000]  有一個
[00:02:37.000 --> 00:02:39.000]  入殮禮的儀式
[00:02:39.000 --> 00:02:41.000]  通常我就
[00:02:41.000 --> 00:02:45.000]  有時候都會邀請
[00:02:45.000 --> 00:02:47.000]  如果知道他們的家人
[00:02:47.000 --> 00:02:49.000]  關係都不錯
[00:02:49.000 --> 00:02:51.000]  有些愛的說話還沒說的時候
[00:02:51.000 --> 00:02:53.000]  我都會
[00:02:53.000 --> 00:02:55.000]  在那個場合
[00:02:55.000 --> 00:02:57.000]  鼓勵他們
[00:02:57.000 --> 00:02:59.000]  如果你有什麼說話
[00:02:59.000 --> 00:03:01.000]  想在這個時候
[00:03:01.000 --> 00:03:03.000]  作最後的道別去說的時候
[00:03:03.000 --> 00:03:05.000]  我都鼓勵你
[00:03:05.000 --> 00:03:07.000]  說出來
[00:03:07.000 --> 00:03:09.000]  當
[00:03:09.000 --> 00:03:11.000]  這個邀請
[00:03:11.000 --> 00:03:13.000]  發出的時候
[00:03:13.000 --> 00:03:15.000]  有些人都很害怕
[00:03:15.000 --> 00:03:17.000]  聽不到
[00:03:17.000 --> 00:03:19.000]  但其實我希望什麼呢
[00:03:19.000 --> 00:03:21.000]  我希望做到一個
[00:03:21.000 --> 00:03:23.000]  達到一個目的
[00:03:23.000 --> 00:03:25.000]  就是希望一班親屬不要錯過
[00:03:25.000 --> 00:03:27.000]  這是一個
[00:03:27.000 --> 00:03:29.000]  最後的機會
[00:03:29.000 --> 00:03:31.000]  可以去抓緊這一段的關係
[00:03:31.000 --> 00:03:33.000]  我們
[00:03:33.000 --> 00:03:35.000]  唯有這一段的記憶
[00:03:35.000 --> 00:03:37.000]  可以活生
[00:03:37.000 --> 00:03:39.000]  我們一班人
[00:03:39.000 --> 00:03:41.000]  一班親友在
[00:03:41.000 --> 00:03:43.000]  已故的親友面前
[00:03:43.000 --> 00:03:45.000]  其實是一個最後的道別
[00:03:45.000 --> 00:03:47.000]  我希望大家都有一些
[00:03:47.000 --> 00:03:49.000]  說話可以說出來
[00:03:49.000 --> 00:03:51.000]  一些感謝
[00:03:51.000 --> 00:03:53.000]  當然不是給一個已故的人聽
[00:03:53.000 --> 00:03:55.000]  希望他對那個
[00:03:55.000 --> 00:03:57.000]  再生的親友
