
[00:00:00.000 --> 00:00:03.900]  今個夏天香港似乎都是挺多風風雨雨的
[00:00:03.900 --> 00:00:07.700]  昨天又下了兩場很大的雨
[00:00:07.700 --> 00:00:13.860]  近幾天全城都差不多要檢測
[00:00:13.860 --> 00:00:16.780]  我指全個太古城
[00:00:16.780 --> 00:00:20.140]  我前晚小組結束之後
[00:00:20.140 --> 00:00:22.220]  都漏夜趕去檢測
[00:00:22.220 --> 00:00:23.520]  昨天知道沒事
[00:00:23.520 --> 00:00:25.280]  你們有沒有做檢測
[00:00:25.280 --> 00:00:26.360]  有哦
[00:00:26.360 --> 00:00:28.060]  大家都很乖
[00:00:28.060 --> 00:00:34.700]  希望我們在剛剛開始這兩個星期的奧運
[00:00:34.700 --> 00:00:37.660]  大家可以暫時放下我們的煩惱
[00:00:37.660 --> 00:00:42.060]  投入在舉世矚目的盛事裏面
[00:00:42.060 --> 00:00:45.260]  讓我們感受一下奧運的熱潮
[00:00:45.260 --> 00:00:48.580]  人會爽一點
[00:00:48.580 --> 00:00:50.780]  會精神點 積極點
[00:00:50.780 --> 00:00:53.540]  我不知道大家看奧運的時候
[00:00:53.540 --> 00:00:58.900]  你們最喜歡看什麼項目呢
[00:00:58.900 --> 00:01:00.300]  英雄所見略同
[00:01:00.300 --> 00:01:02.140]  我都是喜歡游泳的
[00:01:02.140 --> 00:01:04.340]  一來我自己也喜歡游泳
[00:01:04.340 --> 00:01:07.300]  二來我貪它夠快
[00:01:07.300 --> 00:01:10.020]  快的意思不是說遊得快
[00:01:10.020 --> 00:01:13.420]  而是很快有菜果
[00:01:13.420 --> 00:01:15.700]  游泳最多四成一百
[00:01:15.700 --> 00:01:18.420]  很快 幾分鐘就游完了
[00:01:18.420 --> 00:01:21.220]  有些菜事
[00:01:21.220 --> 00:01:25.140]  藍球一般來說都打四十分鐘
[00:01:25.140 --> 00:01:29.100]  足球九十分鐘
[00:01:29.100 --> 00:01:32.820]  這些菜事還沒計加時
[00:01:32.820 --> 00:01:36.540]  我知道有些球迷一直看很緊張
[00:01:36.540 --> 00:01:38.260]  我認識一個球迷
[00:01:38.260 --> 00:01:41.740]  每逢他很喜歡的那一球
[00:01:41.740 --> 00:01:46.700]  他等到有菜果之後纔看
[00:01:46.700 --> 00:01:49.780]  因爲他怕一邊看一邊緊張
[00:01:49.780 --> 00:01:51.300]  心臟病發
[00:01:51.300 --> 00:01:52.740]  有了菜果之後
[00:01:52.740 --> 00:01:54.980]  看就沒那麼緊張
[00:01:54.980 --> 00:01:57.100]  有好有不好
[00:01:57.100 --> 00:02:00.300]  不好就是沒那麼緊張
[00:02:00.300 --> 00:02:04.220]  如果統一隊贏了
[00:02:04.220 --> 00:02:07.060]  輸了就沒什麼心機看
[00:02:07.060 --> 00:02:10.340]  好處是知道了菜果之後
[00:02:10.340 --> 00:02:16.980]  看的時候就像在欣賞球賽
[00:02:16.980 --> 00:02:21.300]  今天我的講題是勝負已定
[00:02:21.300 --> 00:02:27.660]  我們每個人的人生都像一場馬拉松賽跑
[00:02:27.660 --> 00:02:30.500]  我們坐在這裏的人
[00:02:30.500 --> 00:02:34.220]  跑了不少路程
[00:02:34.220 --> 00:02:37.700]  康那些三十歲都沒夠
[00:02:37.700 --> 00:02:41.060]  他們跑得少一點
[00:02:41.060 --> 00:02:47.460]  到底我們這場賽事是否勝負已定呢
[00:02:47.460 --> 00:02:48.980]  如果是
[00:02:48.980 --> 00:02:53.940]  我們又應該怎麼繼續進行這場賽事呢
[00:02:53.940 --> 00:02:56.660]  這就是我今天想和大家去看的
[00:02:56.660 --> 00:02:58.540]  剛纔所讀的經文
[00:02:58.540 --> 00:03:01.340]  我們發覺有些難讀的字
[00:03:01.340 --> 00:03:09.580]  看聖經學廣東話字的音都能學到很多
[00:03:09.580 --> 00:03:12.900]  在聖經裏面也有些字很少用
[00:03:12.900 --> 00:03:15.380]  比如「拜子」
[00:03:15.380 --> 00:03:20.060]  今天我講的經文是講「拜子」的比喻
[00:03:20.060 --> 00:03:22.660]  有人讀「拜」
[00:03:22.660 --> 00:03:25.220]  我讀「拜」的原因是
[00:03:25.220 --> 00:03:30.820]  因爲比較多音韻學家認同這個字
[00:03:30.820 --> 00:03:36.380]  「拜子」的比喻在《馬太夫音》十三章
[00:03:36.380 --> 00:03:41.540]  整個十三章都是講天國的比喻
[00:03:41.540 --> 00:03:45.820]  有人說這個十三章只有七個比喻
[00:03:45.820 --> 00:03:48.380]  其實看真一點
[00:03:48.380 --> 00:03:50.380]  應該有八個
[00:03:50.380 --> 00:03:52.300]  你們自己回去看吧
[00:03:52.300 --> 00:03:57.900]  上星期Michael全道給我們講了第一個比喻是什麼
[00:03:57.900 --> 00:03:59.980]  「撒種」的比喻
[00:03:59.980 --> 00:04:03.980]  教導我們應該怎麼回應神的道
[00:04:03.980 --> 00:04:06.940]  千萬不要以毒不回
[00:04:06.940 --> 00:04:11.780]  即是說我們要成爲良好的屬靈的土壤
[00:04:11.780 --> 00:04:13.780]  來回應上帝的道
[00:04:13.780 --> 00:04:16.660]  千萬不要以毒不回
[00:04:16.660 --> 00:04:21.620]  今天我講「拜子」的比喻是第二個
[00:04:21.620 --> 00:04:24.460]  耶穌說道
[00:04:24.460 --> 00:04:29.780]  天國就好像人把好的種子撒在田間
[00:04:29.780 --> 00:04:32.940]  好的種子就是麥子
[00:04:32.940 --> 00:04:34.940]  本來全部都是麥子
[00:04:34.940 --> 00:04:38.780]  誰知道夜晚魔鬼趁人睡覺
[00:04:38.780 --> 00:04:43.220]  將不好的種子撒在田中
[00:04:43.220 --> 00:04:46.220]  撒在麥子的中間
[00:04:46.220 --> 00:04:50.060]  起初沒有人發覺
[00:04:50.060 --> 00:04:53.700]  因爲麥子和拜子的樣子都很相似
[00:04:53.700 --> 00:04:56.820]  直到他們差不多成熟
[00:04:56.820 --> 00:04:58.820]  長苗吐水的時候
[00:04:58.820 --> 00:05:03.940]  有一羣人發現明明主人撒了麥子
[00:05:03.940 --> 00:05:06.700]  爲何會有那麼多的拜子出來
[00:05:06.700 --> 00:05:08.300]  就問主人
[00:05:08.300 --> 00:05:12.500]  主人拔了他們出來
[00:05:12.500 --> 00:05:14.500]  但主人說不要
[00:05:14.500 --> 00:05:16.900]  等待收割才處理
[00:05:16.900 --> 00:05:20.100]  這就是比喻的大致內容
[00:05:20.100 --> 00:05:21.820]  其實很簡單
[00:05:21.820 --> 00:05:25.060]  而且在第37-43節
[00:05:25.060 --> 00:05:29.460]  耶穌還將比喻的解釋詳細地說出來
[00:05:29.460 --> 00:05:31.980]  其實在這八個比喻裏
[00:05:31.980 --> 00:05:35.100]  只有第一和第二個
[00:05:35.100 --> 00:05:37.820]  撒種的比喻和麥子的比喻
[00:05:37.820 --> 00:05:41.100]  耶穌有加以詳細地解釋
[00:05:41.100 --> 00:05:42.860]  其他的沒有
[00:05:42.860 --> 00:05:45.420]  現在我就按照耶穌的解釋
[00:05:45.420 --> 00:05:50.260]  來講講比喻的元素
[00:05:50.260 --> 00:05:54.100]  田地是指世界
[00:05:54.100 --> 00:05:56.700]  撒好種的人是人子
[00:05:56.700 --> 00:05:59.140]  人子是指救主
[00:05:59.140 --> 00:06:01.140]  耶穌基督
[00:06:01.140 --> 00:06:03.140]  好種是麥子
[00:06:03.140 --> 00:06:05.740]  代表天國之子
[00:06:05.740 --> 00:06:09.380]  也就是神的子民
