
[00:00:00.000 --> 00:00:03.340]  我們今天要開始一個新的系列
[00:00:03.340 --> 00:00:05.340]  就是《仕途行傳》
[00:00:05.340 --> 00:00:09.260]  其實今年我們講兩本書都是賦予行動
[00:00:09.260 --> 00:00:11.980]  一本在舊約,一本在新約
[00:00:11.980 --> 00:00:14.520]  舊約就是《約書亞記》
[00:00:14.520 --> 00:00:16.680]  為什麼會賦予行動呢?
[00:00:16.680 --> 00:00:19.380]  因為以色列人進入迦蘭地
[00:00:19.380 --> 00:00:21.660]  那裡是未得之地
[00:00:21.660 --> 00:00:25.660]  所以是賦予行動,要征服那未得之地
[00:00:25.660 --> 00:00:27.340]  《仕途行傳》呢?
[00:00:27.340 --> 00:00:30.800]  耶穌基督教門徒是要從耶路撒冷
[00:00:30.800 --> 00:00:34.020]  到由大全地撒馬利亞
[00:00:34.020 --> 00:00:35.540]  然後去到地極
[00:00:35.540 --> 00:00:37.880]  都是有很多未得之地
[00:00:37.880 --> 00:00:40.280]  所以一樣是賦予行動
[00:00:40.280 --> 00:00:46.480]  我們今天就看看早期的教會是怎樣來推行這個大使命
[00:00:46.480 --> 00:00:50.320]  今天當然是要講《仕途行傳》的介紹
[00:00:50.320 --> 00:00:52.040]  我以前也講過
[00:00:52.040 --> 00:00:55.840]  我每一本書開始介紹的時候
[00:00:55.840 --> 00:00:59.280]  我都叫它為何要讀那些書
[00:00:59.280 --> 00:01:01.540]  為何要讀《約書亞記》
[00:01:01.540 --> 00:01:04.440]  為何要讀《仕途行傳》
[00:01:04.440 --> 00:01:09.160]  如果你只是想知道這本書大概是講些什麼
[00:01:09.160 --> 00:01:11.460]  你想得到一個中覽
[00:01:11.460 --> 00:01:13.460]  你只是聽這一篇
[00:01:13.460 --> 00:01:16.400]  為何要讀《仕途行傳》就可以
[00:01:16.400 --> 00:01:18.200]  但是如果你想知道
[00:01:18.200 --> 00:01:22.880]  在《仕途行傳》每一本書細節的內容是講什麼
[00:01:22.880 --> 00:01:26.880]  你就要聽全部《仕途行傳》的系列
[00:01:26.880 --> 00:01:30.600]  《仕途行傳》是在《新約》的第五部書
[00:01:30.600 --> 00:01:32.680]  是跟著《四福音》
[00:01:32.680 --> 00:01:38.140]  跟著《馬太》、《馬可》、《路加》、《約翰》的第五部書
[00:01:38.140 --> 00:01:42.220]  《仕途行傳》我們相信最初的時候是沒有名字的
[00:01:42.220 --> 00:01:46.280]  希臘的聖經給《仕途行傳》的名字就是
[00:01:46.280 --> 00:01:51.680]  「行傳」Praxis這個希臘文的名字
[00:01:51.680 --> 00:01:54.240]  什麼意思?就是「事蹟」
[00:01:54.240 --> 00:01:58.600]  通常是一些毀人的事蹟
[00:01:58.600 --> 00:02:01.920]  是後來才加上「使徒」這個字
