
[00:00:00.000 --> 00:00:05.080]  剛才我們讀的聖經是關乎我們在聖經裏面創世紀
[00:00:05.080 --> 00:00:09.440]  一段我們能夠見到神在一個族長
[00:00:09.440 --> 00:00:11.920]  或者一個民族的起頭上
[00:00:11.920 --> 00:00:14.320]  一份很奇妙的恩典
[00:00:14.320 --> 00:00:16.240]  前行是今天的題目
[00:00:16.240 --> 00:00:18.920]  相信來到2018年年尾
[00:00:18.920 --> 00:00:20.480]  大家望著12月
[00:00:20.480 --> 00:00:22.200]  除了我們準備慶祝聖誕
[00:00:22.200 --> 00:00:23.880]  有很多聚會
[00:00:23.880 --> 00:00:25.080]  無論是福音的工作
[00:00:25.080 --> 00:00:27.960]  或者是家庭裏面的一些活動
[00:00:27.960 --> 00:00:29.400]  我們覺得很開心
[00:00:29.400 --> 00:00:31.560]  不知道大家面對2019年
[00:00:31.560 --> 00:00:34.280]  對你來說是一份很大的喜悅
[00:00:34.280 --> 00:00:35.160]  等待
[00:00:35.160 --> 00:00:36.680]  還是一份很大的挑戰
[00:00:36.680 --> 00:00:38.520]  很大的擔憂呢?
[00:00:38.520 --> 00:00:42.440]  上帝透過雅各給我們一份新的恩典
[00:00:42.440 --> 00:00:43.080]  或者這麼說
[00:00:43.080 --> 00:00:45.800]  上帝透過雅各給我們明白
[00:00:45.800 --> 00:00:47.440]  當我們在主的裏面
[00:00:47.440 --> 00:00:48.560]  我們的生命
[00:00:48.560 --> 00:00:50.400]  無論我們前行的路
[00:00:50.400 --> 00:00:52.720]  人看來多麼艱難崎嶇
[00:00:52.720 --> 00:00:55.200]  或者人看來好像雅各在這個時刻
[00:00:55.200 --> 00:00:57.040]  多麼孤單寂寞也好
[00:00:57.040 --> 00:00:59.520]  上帝仍然要使用祂自己
[00:00:59.520 --> 00:01:01.360]  很奇妙的同在恩典
[00:01:01.360 --> 00:01:02.760]  要帶領我們
[00:01:02.760 --> 00:01:04.720]  所以我們今天在分享裏面
[00:01:04.720 --> 00:01:05.920]  透過雅各的生命
[00:01:05.920 --> 00:01:07.920]  我們看到三方面
[00:01:07.920 --> 00:01:10.440]  我們能夠在前行裏面把握的
[00:01:10.440 --> 00:01:12.360]  以致我們能夠好像雅各一樣
[00:01:12.360 --> 00:01:15.280]  始終成為一個蒙福的族長
[00:01:15.280 --> 00:01:18.680]  等著我們再一次低頭禱告
[00:01:18.680 --> 00:01:21.440]  耶穌我們帶著你那份應許和恩典
[00:01:21.440 --> 00:01:23.400]  再一次進到敬拜的當中
[00:01:23.400 --> 00:01:24.720]  耶穌我們讚美你
[00:01:24.720 --> 00:01:26.880]  多謝主給我們透過詩歌的敬拜
[00:01:26.880 --> 00:01:30.000]  透過牧師給我們一份分享和帶領
[00:01:30.000 --> 00:01:31.480]  透過牧師的禱告
[00:01:31.480 --> 00:01:34.440]  我們很曉得上帝祢就在這裏
[00:01:34.440 --> 00:01:36.680]  就在此時此刻要對我們說話
[00:01:36.680 --> 00:01:37.680]  但願聖經打開
[00:01:37.680 --> 00:01:38.920]  祢發出亮光
[00:01:38.920 --> 00:01:40.640]  使我們每一個人能夠明白
[00:01:40.640 --> 00:01:42.280]  上帝祢在我們個別
[00:01:42.280 --> 00:01:44.080]  在我們教會當中的心意
[00:01:44.080 --> 00:01:45.640]  以致我們勇敢前行
[00:01:45.640 --> 00:01:47.240]  奉耶穌得勝名求
[00:01:47.240 --> 00:01:48.520]  Amen
[00:01:48.520 --> 00:01:49.640]  前行
[00:01:49.640 --> 00:01:53.360]  創世紀二十八章第十至第二十二節
[00:01:53.360 --> 00:01:55.000]  聖經剛才我們讀出的時候
[00:01:55.000 --> 00:01:56.120]  我們看到
[00:01:56.120 --> 00:01:58.120]  雅各其實在這個時刻
[00:01:58.120 --> 00:02:04.880]  他的前行的路是充滿一種很大的迷惑和不安
[00:02:04.880 --> 00:02:06.640]  剛才聖經我們看到雅各
[00:02:06.640 --> 00:02:10.480]  在所謂的「別士巴」
[00:02:10.480 --> 00:02:12.480]  向著哈蘭走去的時候
[00:02:12.480 --> 00:02:15.160]  有一個他後來名為「伯達利」的地方
[00:02:15.160 --> 00:02:18.080]  在那裏與上帝相遇
[00:02:18.080 --> 00:02:20.600]  雅各為何會走到這條路裏面呢?
[00:02:20.600 --> 00:02:22.480]  其實雅各在當中
[00:02:22.480 --> 00:02:24.480]  他究竟在做些什麼呢?
[00:02:24.480 --> 00:02:27.040]  第一方面我們很想去發現
[00:02:27.040 --> 00:02:29.200]  和從其中去學習
[00:02:29.200 --> 00:02:31.520]  原來前行能夠得力
[00:02:31.520 --> 00:02:32.600]  前行能夠蒙福
[00:02:32.600 --> 00:02:33.960]  經歷神的同在
[00:02:33.960 --> 00:02:35.040]  有一方面要學習
[00:02:35.040 --> 00:02:36.320]  第一樣
[00:02:36.320 --> 00:02:38.880]  要放下過去生命
[00:02:38.880 --> 00:02:41.640]  或者是重擔裏面的包袱
[00:02:41.640 --> 00:02:44.440]  放下過去的包袱
[00:02:44.440 --> 00:02:47.440]  剛才我們說到他這個新的旅程
[00:02:47.440 --> 00:02:51.200]  其實這個旅程可以稱為一個逃命的旅程
[00:02:51.200 --> 00:02:52.520]  粗俗一點說
[00:02:52.520 --> 00:02:53.800]  廣東話一點說
[00:02:53.800 --> 00:02:56.040]  這個叫做「搵命搏」
[00:02:56.040 --> 00:02:56.920]  或者這樣說
[00:02:56.920 --> 00:02:58.920]  是走佬的旅程
[00:02:58.920 --> 00:03:01.080]  他為什麼要走佬呢?
[00:03:01.080 --> 00:03:02.880]  發生什麼事了?
[00:03:02.880 --> 00:03:04.720]  大家讀聖經就會知道
[00:03:04.720 --> 00:03:06.680]  他有個哥哥
[00:03:06.680 --> 00:03:07.960]  他哥哥叫爾素
[00:03:07.960 --> 00:03:09.280]  是一起孖生的
[00:03:09.280 --> 00:03:10.600]  他生出來的時候
[00:03:10.600 --> 00:03:13.200]  他的名字「雅各」的意思就是「抓住」
[00:03:13.200 --> 00:03:13.960]  因為他生出來的時候
[00:03:13.960 --> 00:03:15.320]  拉著他哥哥的後腿
[00:03:15.320 --> 00:03:17.000]  一直這樣生出來
[00:03:17.000 --> 00:03:18.480]  而生了出來之後
[00:03:18.480 --> 00:03:21.000]  他也不甘心做弟弟
[00:03:21.000 --> 00:03:22.520]  或者是他媽媽寵他
[00:03:22.520 --> 00:03:24.120]  或者他內心有一種衝動
[00:03:24.120 --> 00:03:28.000]  或者是神的一個很奇妙的心理鼓勵
[00:03:28.000 --> 00:03:31.480]  他用一碗紅豆湯買了他哥哥的長子名分
[00:03:31.480 --> 00:03:32.520]  記得了嗎?
[00:03:32.520 --> 00:03:34.600]  晚上很熱的時候
[00:03:34.600 --> 00:03:35.320]  一直在煮
[00:03:35.320 --> 00:03:37.480]  大家會想像到一個很慢條斯理
[00:03:37.480 --> 00:03:39.920]  加上一個很香的紅豆湯
[00:03:39.920 --> 00:03:42.000]  而這個哥哥氣沖沖
[00:03:42.000 --> 00:03:43.280]  頭也戴上了
[00:03:43.280 --> 00:03:44.880]  因為滿頭汗
[00:03:44.880 --> 00:03:46.320]  頭髮很多毛
[00:03:46.320 --> 00:03:47.680]  滿身汗
[00:03:47.680 --> 00:03:48.920]  然後走過來
[00:03:48.920 --> 00:03:51.320]  「我好肚餓,有什麼吃?」
[00:03:51.320 --> 00:03:53.840]  這個弟弟就很悠閒地在煮紅豆湯
[00:03:53.840 --> 00:03:58.320]  「沒什麼,這碗紅豆湯真的太好吃了」
[00:03:58.320 --> 00:03:59.520]  然後這個哥哥就說
[00:03:59.520 --> 00:04:00.920]  「快點拿來」
[00:04:00.920 --> 00:04:02.480]  「拿來也可以」
[00:04:02.480 --> 00:04:05.120]  「不過你給我一個長子名分吧」
[00:04:05.120 --> 00:04:06.120]  「什麼都好」
[00:04:06.120 --> 00:04:07.320]  「我要一碗紅豆湯」
[00:04:07.320 --> 00:04:09.480]  「你要什麼就要什麼」
[00:04:09.480 --> 00:04:12.760]  他就是這樣拿了這個長子的名分
[00:04:12.760 --> 00:04:14.600]  而亦都是這樣的原因
[00:04:14.600 --> 00:04:16.600]  他哥哥後來喝完紅豆湯
[00:04:16.600 --> 00:04:17.920]  睡醒了
[00:04:17.920 --> 00:04:22.480]  發現似乎他失去了一件很重要的東西
[00:04:22.480 --> 00:04:24.000]  後來不僅如此
[00:04:24.000 --> 00:04:26.320]  雅各穿上了一些皮毛
[00:04:26.320 --> 00:04:30.000]  走到他已經接近失明的爸爸面前
[00:04:30.000 --> 00:04:32.080]  去拿這個長子的祝福
[00:04:32.080 --> 00:04:33.880]  當他爸爸摸著這些毛
[00:04:33.880 --> 00:04:35.280]  看來是耳塑
[00:04:35.280 --> 00:04:36.480]  聲音是雅各
[00:04:36.480 --> 00:04:39.480]  不過摸上手是耳塑的身體
[00:04:39.480 --> 00:04:41.840]  於是他就帶著權柄
[00:04:41.840 --> 00:04:44.680]  用耶和華的名去祝福雅各
[00:04:44.680 --> 00:04:47.280]  他得了這個長子的祝福
[00:04:47.280 --> 00:04:48.880]  正因為如此
[00:04:48.880 --> 00:04:51.920]  雅各面對的是耳塑
[00:04:51.920 --> 00:04:55.720]  他哥哥那份很深的憤恨和追殺
[00:04:55.720 --> 00:04:56.840]  所以他媽媽就說
[00:04:56.840 --> 00:04:57.920]  「兒子啊兒子」
[00:04:57.920 --> 00:04:59.120]  「你追殺的兒子」
[00:04:59.120 --> 00:05:00.560]  「你不要留在這裡」
[00:05:00.560 --> 00:05:01.360]  「失去了性命」
[00:05:01.360 --> 00:05:02.040]  「你失去了性命」
[00:05:02.040 --> 00:05:03.320]  「我怎麼辦?」
[00:05:03.320 --> 00:05:04.720]  「不如你快點走」
[00:05:04.720 --> 00:05:08.040]  「去到遠方我的哥哥拉班的家裡」
[00:05:08.040 --> 00:05:11.520]  「好好逃離這一次的災禍」
[00:05:11.520 --> 00:05:13.880]  雅各就是這樣離開家門
[00:05:13.880 --> 00:05:15.400]  進入一個新的旅程
[00:05:15.400 --> 00:05:17.040]  而剛才我們讀的經文
[00:05:17.040 --> 00:05:21.560]  晶晶就看到他起步走出去的時候
[00:05:21.560 --> 00:05:22.760]  逃命的旅程
[00:05:22.760 --> 00:05:23.720]  沒錯
[00:05:23.720 --> 00:05:26.040]  但對一個為人安靜
[00:05:26.040 --> 00:05:26.800]  晶晶這樣說
[00:05:26.800 --> 00:05:27.880]  她說她很安靜
[00:05:27.880 --> 00:05:28.880]  最喜歡做什麼?
[00:05:28.880 --> 00:05:31.160]  為什麼她煮得一手好紅豆湯?
[00:05:31.160 --> 00:05:31.920]  當然了
[00:05:31.920 --> 00:05:34.000]  她整天在廚房看著媽媽
[00:05:34.000 --> 00:05:35.800]  「媽媽今晚吃什麼菜?」
[00:05:35.800 --> 00:05:37.040]  這樣問著媽媽
[00:05:37.040 --> 00:05:37.760]  媽媽就說
[00:05:37.760 --> 00:05:39.960]  「今晚就煮紅豆湯」
[00:05:39.960 --> 00:05:42.480]  「今晚就蒸條魚仔」
[00:05:42.480 --> 00:05:44.120]  她媽媽就是這樣這麼疼她
[00:05:44.120 --> 00:05:48.240]  也教了她一手好的烹飪技術
[00:05:48.240 --> 00:05:49.720]  她媽媽很疼她
[00:05:49.720 --> 00:05:51.520]  特別愛她
[00:05:51.520 --> 00:05:52.680]  某程度來說
[00:05:52.680 --> 00:05:54.720]  就是偏愛她
[00:05:54.720 --> 00:05:58.160]  所以她媽媽就成為她很大的親近
[00:05:58.160 --> 00:06:00.880]  她很喜歡在家裡親近媽媽
[00:06:00.880 --> 00:06:02.120]  媽媽也很疼她
[00:06:02.120 --> 00:06:04.680]  很想她得到更好的祝福
[00:06:04.680 --> 00:06:07.520]  但一個經常不出門
[00:06:07.520 --> 00:06:08.880]  為人安靜
[00:06:08.880 --> 00:06:11.120]  黏著媽媽的心當寶貝
[00:06:11.120 --> 00:06:11.800]  難聽一點說
[00:06:11.800 --> 00:06:13.920]  叫做「裙腳仔」的人
[00:06:13.920 --> 00:06:16.920]  嘩!在那個時代
[00:06:16.920 --> 00:06:18.480]  沒有谷歌地圖
[00:06:18.480 --> 00:06:19.800]  現在我們走在街上
[00:06:19.800 --> 00:06:21.000]  是不是很容易?
[00:06:21.000 --> 00:06:21.720]  「你在哪裡?」
[00:06:21.720 --> 00:06:22.880]  「找個地址看看」
[00:06:22.880 --> 00:06:24.840]  然後就已經打打打
[00:06:24.840 --> 00:06:28.520]  打完之後就已經告訴你
[00:06:28.520 --> 00:06:31.400]  請左轉50公里等等
[00:06:31.400 --> 00:06:33.920]  這些聲音會出現在谷歌地圖
[00:06:33.920 --> 00:06:35.720]  或者我們有個地圖
[00:06:35.720 --> 00:06:38.400]  原來走著走著就到了
[00:06:38.400 --> 00:06:40.720]  當時雅各在走的一條路
[00:06:40.720 --> 00:06:42.160]  是不認識路的
[00:06:42.160 --> 00:06:43.680]  是不知道去哪裡的
[00:06:43.680 --> 00:06:45.440]  更加慘的是
[00:06:45.440 --> 00:06:47.680]  蘇Sir媽媽在他身邊獻計
[00:06:47.680 --> 00:06:51.520]  「兒子,你要這樣跟爸爸說話才行」
[00:06:51.520 --> 00:06:53.920]  「沒有了,怎麼辦?」
[00:06:53.920 --> 00:06:54.880]  所以對雅各來說
[00:06:54.880 --> 00:06:56.680]  在那一刻顯得孤單
[00:06:56.680 --> 00:06:59.040]  也顯得淒涼
[00:06:59.040 --> 00:07:00.920]  奇妙的就是
[00:07:00.920 --> 00:07:02.760]  某程度上
[00:07:02.760 --> 00:07:06.640]  在路途上是一個不認識路的人
[00:07:06.640 --> 00:07:07.760]  其實在那一刻
[00:07:07.760 --> 00:07:11.520]  他袋裡除了媽媽給他幾個饅頭之外
[00:07:11.520 --> 00:07:14.400]  即是我們看著長片的那些布包著
[00:07:14.400 --> 00:07:16.960]  然後拿著行李揹在肩膀上
[00:07:16.960 --> 00:07:19.680]  走出去的那些食物以外
[00:07:19.680 --> 00:07:22.960]  我想雅各真的可以說是甚麼都沒有的
[00:07:22.960 --> 00:07:26.680]  一個在路上孤單寂寞的人
[00:07:26.680 --> 00:07:28.200]  奇妙的是
[00:07:28.200 --> 00:07:30.040]  這位上帝
[00:07:30.040 --> 00:07:31.840]  那樣豐富的神
[00:07:31.840 --> 00:07:36.280]  竟然介入在雅各的旅程和生命當中
[00:07:36.280 --> 00:07:39.160]  上帝主動地願他親近
[00:07:39.160 --> 00:07:42.680]  聖經說當他拿著石頭做枕頭
[00:07:42.680 --> 00:07:44.200]  躺在那裡
[00:07:44.200 --> 00:07:46.960]  我不知道他躺在那裡的時刻
[00:07:46.960 --> 00:07:49.360]  「唉,我做了這樣的事」
[00:07:49.360 --> 00:07:51.400]  「害得我現在沒有被子」
[00:07:51.400 --> 00:07:55.480]  還是想「唉,我也不知道我要去哪裡」
[00:07:55.480 --> 00:07:57.160]  我相信他絕對不會想
[00:07:57.160 --> 00:07:58.440]  「嘩,這次發大浪」
[00:07:58.440 --> 00:08:00.720]  「我走出來一定能創造事業」
[00:08:00.720 --> 00:08:01.840]  「哥哥,你看著」
[00:08:01.840 --> 00:08:04.120]  「我一定發遺給你看」
[00:08:04.120 --> 00:08:07.440]  看來在聖經沒有一個意味讓我們發現
[00:08:07.440 --> 00:08:10.880]  雅各有這份志氣和勇氣
[00:08:10.880 --> 00:08:12.880]  雅各躺在枕頭上
[00:08:12.880 --> 00:08:14.280]  上帝在夢中顯現
[00:08:14.280 --> 00:08:18.200]  聖經說他在夢中好像上去下來
[00:08:18.200 --> 00:08:19.360]  在梯子裡面
[00:08:19.360 --> 00:08:25.400]  然後這位神子向雅各說話
[00:08:25.400 --> 00:08:30.520]  雅各帶著紅豆湯碗來的長子名分
[00:08:30.520 --> 00:08:34.800]  雅各亦帶著從欺騙而來的爸爸的祝福
[00:08:34.800 --> 00:08:38.560]  某程度來說,他帶著這兩樣東西
[00:08:38.560 --> 00:08:40.480]  或者他仍然可以得到
[00:08:40.480 --> 00:08:43.400]  耶和華上帝的祝福
[00:08:43.400 --> 00:08:47.480]  但上帝要介入在他生命裡
[00:08:47.480 --> 00:08:53.240]  要他放下他生命裡的一些包袱
[00:08:53.240 --> 00:08:58.360]  其實我們每個人都有背景
[00:08:58.360 --> 00:09:01.000]  我很感恩,因為在教會裡
[00:09:01.000 --> 00:09:03.200]  任何背景的人士
[00:09:03.200 --> 00:09:07.680]  我們仍然得到上帝很獨特對我們的愛
[00:09:07.680 --> 00:09:09.280]  我們很感恩
[00:09:09.280 --> 00:09:13.400]  無論他帶著什麼包袱、困難、背景
[00:09:13.400 --> 00:09:15.040]  來到教會
[00:09:15.040 --> 00:09:17.000]  頂尖的仍然這麼接納
[00:09:17.000 --> 00:09:20.840]  目者一樣愛護、牧養我們
[00:09:20.840 --> 00:09:22.560]  我們很感恩
[00:09:22.560 --> 00:09:25.400]  因為上帝不斷演繹著一樣東西
[00:09:25.400 --> 00:09:30.160]  他給予人那份得救的信心和決定的能力
[00:09:30.160 --> 00:09:32.840]  不在乎於我們是哪一位
[00:09:32.840 --> 00:09:34.960]  或者不是哪一位
[00:09:34.960 --> 00:09:37.120]  而是就算是智障
[00:09:37.120 --> 00:09:42.000]  就算是病在病床裡不能動的一個人
[00:09:42.000 --> 00:09:44.760]  上帝仍然將感恩臨到我們
[00:09:44.760 --> 00:09:46.600]  上帝要介入我們的生命
[00:09:46.600 --> 00:09:50.720]  並不在乎我們是哪一位
[00:09:50.720 --> 00:09:53.920]  上帝要幫助我們介入我們的生命
