
[00:00:00.000 --> 00:00:03.400]  我今天發現了一件事
[00:00:03.400 --> 00:00:05.400]  有陳活明講道
[00:00:05.400 --> 00:00:08.840]  其實不用陳欣明講道
[00:00:08.840 --> 00:00:12.240]  你一齊講,我明白的
[00:00:12.240 --> 00:00:15.720]  有陳興仰放些花出來
[00:00:15.720 --> 00:00:18.040]  也不用我講道
[00:00:18.040 --> 00:00:21.960]  其實我今天一來就很挫敗
[00:00:21.960 --> 00:00:24.080]  因為剛才有人拍照
[00:00:24.080 --> 00:00:27.760]  後來我才發覺他不是拍我的樣子
[00:00:27.760 --> 00:00:31.400]  拍我這個樣子
[00:00:31.400 --> 00:00:34.480]  人生就是這樣
[00:00:34.480 --> 00:00:36.520]  不過無論如何
[00:00:36.520 --> 00:00:39.240]  凡事有主
[00:00:39.240 --> 00:00:44.000]  就是有很大的喜樂和祝福
[00:00:44.000 --> 00:00:47.040]  其實來到這個高潮的時候
[00:00:47.040 --> 00:00:49.640]  就好像這兩張椅子一樣
[00:00:49.640 --> 00:00:55.800]  到底我們的人生是哪一張椅子
[00:00:55.800 --> 00:00:59.280]  你有得選擇
[00:00:59.280 --> 00:01:02.160]  因為前面擺了這麼多東西
[00:01:02.160 --> 00:01:06.960]  我就不敢叫你待會全部走出來前面
[00:01:06.960 --> 00:01:08.560]  特別是我想邀請
[00:01:08.560 --> 00:01:14.200]  從來未曾知道人生可以這麼精彩
[00:01:14.200 --> 00:01:17.520]  從來未曾經驗到
[00:01:17.520 --> 00:01:21.400]  剛才詩歌裡面所表達的那種平安
[00:01:21.400 --> 00:01:23.520]  那種快樂
[00:01:23.520 --> 00:01:27.400]  從來你覺得在香港
[00:01:27.400 --> 00:01:33.080]  好像活命歌講的那架炸機
[00:01:33.080 --> 00:01:37.360]  你真的很想重新變回一條蟋蟀
[00:01:37.360 --> 00:01:39.320]  不過我見變回一條蟋蟀很慘
[00:01:39.320 --> 00:01:41.120]  就是再炸過
[00:01:41.120 --> 00:01:43.280]  不過其實他的意思不是這樣
[00:01:43.280 --> 00:01:45.840]  他的意思是無論你殘到多殘
[00:01:45.840 --> 00:01:46.920]  炸到多炸
[00:01:46.920 --> 00:01:49.200]  你都有盼望的意思
[00:01:49.200 --> 00:01:52.120]  兩張椅子是很清晰的
[00:01:52.120 --> 00:01:53.680]  我告訴你
[00:01:53.680 --> 00:01:57.880]  我原本是那張椅子
[00:01:57.880 --> 00:01:59.520]  但是現在
[00:01:59.520 --> 00:02:00.440]  雖然你看不出來
[00:02:00.440 --> 00:02:03.320]  我是真的這張椅子
[00:02:03.320 --> 00:02:05.440]  不過這裡很多人認識我
[00:02:05.440 --> 00:02:06.800]  他們知道
[00:02:06.800 --> 00:02:08.240]  如果按我的底細
[00:02:08.240 --> 00:02:10.000]  按我的背景
[00:02:10.000 --> 00:02:17.560]  其實真的不可能有今天的福氣
[00:02:17.560 --> 00:02:20.880]  所以今天是一個祝福的時間
[00:02:20.880 --> 00:02:22.880]  一個愛花
[00:02:22.880 --> 00:02:24.360]  愛樂
[00:02:24.360 --> 00:02:26.200]  愛人生
[00:02:26.200 --> 00:02:30.160]  是充滿著光的
[00:02:30.160 --> 00:02:32.080]  我發覺活命
[00:02:32.080 --> 00:02:35.000]  跟我說的愛字有一點不同
[00:02:35.000 --> 00:02:37.720]  跟我說的光字都有一點不同
[00:02:37.720 --> 00:02:39.840]  你說耶穌是世界的光
[00:02:39.840 --> 00:02:41.600]  那就是很光
[00:02:41.600 --> 00:02:43.720]  本來是濕的變成了光
[00:02:43.720 --> 00:02:45.640]  其實耶穌不是光
[00:02:45.640 --> 00:02:48.000]  耶穌是生命的活水
[00:02:48.000 --> 00:02:50.120]  喝了祂所給的水
[00:02:50.120 --> 00:02:51.840]  就永遠不渴
[00:02:51.840 --> 00:02:53.880]  吃了天上的糧
[00:02:53.880 --> 00:02:55.600]  就永遠不餓
[00:02:55.600 --> 00:02:57.280]  從花那裡
[00:02:57.280 --> 00:02:59.800]  我們聽到什麼訊息呢
[00:02:59.800 --> 00:03:01.720]  我聽見兩個訊息
[00:03:01.720 --> 00:03:04.080]  是相當之對立的
[00:03:04.080 --> 00:03:05.760]  一個是很慘的
[00:03:05.760 --> 00:03:06.920]  就是說
[00:03:06.920 --> 00:03:08.520]  世上的人
[00:03:08.520 --> 00:03:10.400]  盡都如草
[00:03:10.400 --> 00:03:11.680]  花必凋謝
[00:03:11.680 --> 00:03:13.080]  草必枯乾
[00:03:13.080 --> 00:03:14.440]  凡有美容的
[00:03:14.440 --> 00:03:16.120]  都要如此
[00:03:16.120 --> 00:03:18.640]  你覺得聽起來真的很慘
[00:03:18.640 --> 00:03:20.680]  尤其當你年輕漂亮的時候
[00:03:20.680 --> 00:03:23.160]  人家說你真的有花容月貌
[00:03:23.160 --> 00:03:25.520]  但現在是殘花敗柳
[00:03:25.520 --> 00:03:27.600]  而且是借都沒得再借
[00:03:27.600 --> 00:03:29.520]  凡有血氣的盡都如此
[00:03:29.520 --> 00:03:31.400]  我活到這把年紀
[00:03:31.400 --> 00:03:34.040]  我真的觀察了很多的人
[00:03:34.040 --> 00:03:36.400]  由他十八年華
[00:03:36.400 --> 00:03:39.200]  到他四十八
[00:03:39.200 --> 00:03:42.720]  那個對比真是很大的
[00:03:42.720 --> 00:03:43.600]  如果你不相信
[00:03:43.600 --> 00:03:46.280]  你就再看四十八到五十八
[00:03:46.280 --> 00:03:49.160]  真的那個變化大到不得了
[00:03:49.160 --> 00:03:51.600]  我覺得花是告訴我們
[00:03:51.600 --> 00:03:54.640]  一個人生的悲劇
[00:03:54.640 --> 00:03:57.880]  就是無論你多繁華也好
[00:03:57.880 --> 00:04:00.680]  或者你表面多風光也好
[00:04:00.680 --> 00:04:02.360]  你有一天
[00:04:02.360 --> 00:04:05.000]  都是什麼都沒有
[00:04:05.000 --> 00:04:08.880]  這個是花提醒我們一樣的東西
[00:04:08.880 --> 00:04:10.920]  就是草必枯乾
[00:04:10.920 --> 00:04:12.360]  花必凋謝
[00:04:12.360 --> 00:04:14.280]  世上的榮華富貴
[00:04:14.280 --> 00:04:15.960]  都要如此過去
[00:04:15.960 --> 00:04:18.720]  世上最有名望的人
[00:04:18.720 --> 00:04:20.600]  說到最後的時候
[00:04:20.600 --> 00:04:25.720]  都只不過是一束不起眼的東西
[00:04:25.720 --> 00:04:28.040]  但是人生是不是只是這樣呢?
[00:04:28.040 --> 00:04:30.120]  如果人生是這樣的話
[00:04:30.120 --> 00:04:34.240]  那我們就不如今朝有酒今朝醉
[00:04:34.240 --> 00:04:36.520]  但是我又看見
[00:04:36.520 --> 00:04:40.880]  原來花就好像Kenny和Wendy
[00:04:40.880 --> 00:04:43.280]  他們兩夫婦一直做的
[00:04:43.280 --> 00:04:46.560]  就是在表達這個花是在說
[00:04:46.560 --> 00:04:48.960]  一種的想像力
[00:04:48.960 --> 00:04:50.600]  一種的美麗
[00:04:50.600 --> 00:04:52.400]  一種的秩序
[00:04:52.400 --> 00:04:57.840]  其實花最重要的是在表達愛
[00:04:57.840 --> 00:05:01.840]  我就不知道活命是不是真的送過九十九枝玫瑰給人
[00:05:01.840 --> 00:05:03.120]  我就不能做這些事
[00:05:03.120 --> 00:05:04.000]  我會被人罵的
[00:05:04.000 --> 00:05:06.400]  那些什麼浪費錢
[00:05:06.400 --> 00:05:08.280]  所以我見到路上的花
[00:05:08.280 --> 00:05:10.920]  我就把這些花送給你
