
[00:00:00.000 --> 00:00:02.000]  大兄姊妹
[00:00:02.000 --> 00:00:04.000]  不是早晨,是午安
[00:00:04.000 --> 00:00:08.000]  很開心見到大家
[00:00:08.000 --> 00:00:10.000]  能夠我們實體的相聚
[00:00:10.000 --> 00:00:12.000]  一齊來敬拜
[00:00:12.000 --> 00:00:14.000]  我們很興奮,很雀躍
[00:00:14.000 --> 00:00:16.000]  我們先低頭來祈禱
[00:00:16.000 --> 00:00:18.000]  預備我們心來聽禱
[00:00:18.000 --> 00:00:24.000]  天父上帝多謝你
[00:00:24.000 --> 00:00:26.000]  你讓我們能夠回到你的家
[00:00:26.000 --> 00:00:28.000]  一同來敬拜
[00:00:28.000 --> 00:00:30.000]  求你讚頌
[00:00:30.000 --> 00:00:32.000]  我們在你面前的禱告
[00:00:32.000 --> 00:00:34.000]  我們向你發出的呼求
[00:00:34.000 --> 00:00:36.000]  主求你垂聽
[00:00:36.000 --> 00:00:38.000]  求你喜歡我們這樣對你的讚頌
[00:00:38.000 --> 00:00:40.000]  求你欣賞
[00:00:40.000 --> 00:00:42.000]  求你閱立
[00:00:42.000 --> 00:00:44.000]  這個時候我們打開聖經
[00:00:44.000 --> 00:00:46.000]  來閱讀你的話的時候
[00:00:46.000 --> 00:00:48.000]  求聖靈你向我們講說話
[00:00:48.000 --> 00:00:50.000]  讓我們聽得清楚準確
[00:00:50.000 --> 00:00:52.000]  聽得明白
[00:00:52.000 --> 00:00:54.000]  也讓我們能夠心領神會
[00:00:54.000 --> 00:00:56.000]  賜給我們能夠坐言起行
[00:00:58.000 --> 00:01:00.000]  實踐行道
[00:01:00.000 --> 00:01:02.000]  祈禱奉耶穌基督的聖名求
[00:01:02.000 --> 00:01:04.000]  阿們
[00:01:04.000 --> 00:01:06.000]  今天和大家分享的題目叫
[00:01:06.000 --> 00:01:08.000]  時代的智慧
[00:01:08.000 --> 00:01:10.000]  什麼叫智慧?
[00:01:10.000 --> 00:01:12.000]  我聽過一個這樣的小故事
[00:01:12.000 --> 00:01:14.000]  是一個男人
[00:01:14.000 --> 00:01:16.000]  帶著他的太太、妻子
[00:01:16.000 --> 00:01:18.000]  和他的爸爸、媽媽
[00:01:18.000 --> 00:01:20.000]  一家四口
[00:01:20.000 --> 00:01:22.000]  去隔離埠旅行
[00:01:22.000 --> 00:01:24.000]  在北方冬天
[00:01:24.000 --> 00:01:26.000]  他選擇坐火車
[00:01:26.000 --> 00:01:28.000]  去旅行
[00:01:28.000 --> 00:01:30.000]  火車開動了
[00:01:30.000 --> 00:01:32.000]  太太就和丈夫說
[00:01:32.000 --> 00:01:34.000]  老公
[00:01:34.000 --> 00:01:36.000]  車廂裏面很危局
[00:01:36.000 --> 00:01:38.000]  你打開窗吧
[00:01:38.000 --> 00:01:40.000]  否則會悶死我
[00:01:40.000 --> 00:01:42.000]  丈夫就乖乖地
[00:01:42.000 --> 00:01:44.000]  打開窗
[00:01:44.000 --> 00:01:46.000]  打開窗之後
[00:01:46.000 --> 00:01:48.000]  他媽媽就出聲
[00:01:48.000 --> 00:01:50.000]  兒子,外面很大風
[00:01:50.000 --> 00:01:52.000]  天氣很冷
[00:01:52.000 --> 00:01:54.000]  你關上窗吧
[00:01:54.000 --> 00:01:56.000]  否則會悶死我
[00:01:56.000 --> 00:01:58.000]  兒子就乖乖地
[00:01:58.000 --> 00:02:00.000]  關上窗
[00:02:00.000 --> 00:02:02.000]  太太又出聲
[00:02:02.000 --> 00:02:04.000]  打開窗吧,想悶死我
[00:02:04.000 --> 00:02:06.000]  他媽媽說
[00:02:06.000 --> 00:02:08.000]  關窗吧,想悶死我
[00:02:08.000 --> 00:02:10.000]  打開窗吧,關窗吧
[00:02:10.000 --> 00:02:12.000]  打開窗吧,關窗吧
[00:02:12.000 --> 00:02:14.000]  這個兒子手掌有肉
[00:02:14.000 --> 00:02:16.000]  手背也有肉,怎麼辦呢?
[00:02:16.000 --> 00:02:18.000]  不知道怎麼辦呢?
[00:02:18.000 --> 00:02:20.000]  他望一望
[00:02:20.000 --> 00:02:22.000]  坐在隔離埠
[00:02:22.000 --> 00:02:24.000]  父親沒有出聲
[00:02:24.000 --> 00:02:26.000]  用眼神
[00:02:26.000 --> 00:02:28.000]  尋求他的幫助
[00:02:28.000 --> 00:02:30.000]  那個父親
[00:02:30.000 --> 00:02:32.000]  望一望自己的太太
[00:02:32.000 --> 00:02:34.000]  望一望自己的媳婦
[00:02:34.000 --> 00:02:36.000]  然後跟兒子說
[00:02:36.000 --> 00:02:38.000]  兒子,很容易
[00:02:38.000 --> 00:02:40.000]  你先關上窗,悶死你老婆
[00:02:40.000 --> 00:02:42.000]  然後再開窗
[00:02:42.000 --> 00:02:44.000]  悶死你媽媽
[00:02:44.000 --> 00:02:46.000]  那你和我
[00:02:46.000 --> 00:02:48.000]  就一路以跟清靜,我們去旅行了
[00:02:50.000 --> 00:02:52.000]  父親有沒有智慧?
[00:02:52.000 --> 00:02:54.000]  沒有
[00:02:54.000 --> 00:02:56.000]  他沒有解決問題
[00:02:56.000 --> 00:02:58.000]  他只是解決產生問題的人
[00:02:58.000 --> 00:03:00.000]  問題是
[00:03:00.000 --> 00:03:02.000]  什麼叫智慧呢?
[00:03:02.000 --> 00:03:04.000]  針研第九章第十節
[00:03:04.000 --> 00:03:06.000]  我們識背的金句
[00:03:06.000 --> 00:03:08.000]  敬畏耶和華是智慧的開端
[00:03:08.000 --> 00:03:10.000]  認識至聖者便是聰明
[00:03:10.000 --> 00:03:12.000]  針研
[00:03:12.000 --> 00:03:14.000]  是所羅門所寫的
[00:03:14.000 --> 00:03:16.000]  所羅門是一個
[00:03:16.000 --> 00:03:18.000]  智慧人,他向上帝
[00:03:18.000 --> 00:03:20.000]  求智慧的小片段
[00:03:20.000 --> 00:03:22.000]  我們記得的
[00:03:22.000 --> 00:03:24.000]  今天我們便會來看
[00:03:24.000 --> 00:03:26.000]  這一段聖經
[00:03:26.000 --> 00:03:28.000]  所羅門求智慧
[00:03:28.000 --> 00:03:30.000]  是在他
[00:03:30.000 --> 00:03:32.000]  剛剛登基
[00:03:32.000 --> 00:03:34.000]  做了皇帝的時候
[00:03:34.000 --> 00:03:36.000]  發生的
[00:03:36.000 --> 00:03:38.000]  在聶王記上第三章
[00:03:38.000 --> 00:03:40.000]  第二對第三節
[00:03:40.000 --> 00:03:42.000]  他說當那些日子
[00:03:42.000 --> 00:03:44.000]  百姓仍在憂嘆憲制
[00:03:44.000 --> 00:03:46.000]  因為還沒有
[00:03:46.000 --> 00:03:48.000]  所羅門愛耶和華的明建殿
[00:03:48.000 --> 00:03:50.000]  殿仍然
[00:03:50.000 --> 00:03:52.000]  未建立
[00:03:52.000 --> 00:03:54.000]  所羅門愛耶和華
[00:03:54.000 --> 00:03:56.000]  進行他父親大衛的律例
[00:03:56.000 --> 00:03:58.000]  只是還在憂嘆憲制
[00:03:58.000 --> 00:04:00.000]  所羅門
[00:04:00.000 --> 00:04:02.000]  愛耶和華
[00:04:02.000 --> 00:04:04.000]  這一句說話
[00:04:04.000 --> 00:04:06.000]  是很少有的
[00:04:06.000 --> 00:04:08.000]  很少
[00:04:08.000 --> 00:04:10.000]  聖經的作者會這樣
[00:04:10.000 --> 00:04:12.000]  去描述一個人
[00:04:12.000 --> 00:04:14.000]  所羅門愛耶和華
[00:04:14.000 --> 00:04:16.000]  其實很難得
[00:04:16.000 --> 00:04:18.000]  不過
[00:04:18.000 --> 00:04:20.000]  所羅門這個愛耶和華
[00:04:20.000 --> 00:04:22.000]  不只是口說
[00:04:22.000 --> 00:04:24.000]  不只是唇語
[00:04:24.000 --> 00:04:26.000]  他有相應的行動
[00:04:26.000 --> 00:04:28.000]  他有什麼相應的行動?聖經說他
[00:04:28.000 --> 00:04:30.000]  進行他父親
[00:04:30.000 --> 00:04:32.000]  大衛的律例
[00:04:32.000 --> 00:04:34.000]  遵守律例
[00:04:34.000 --> 00:04:36.000]  不過這只是第一個相應的反應
[00:04:36.000 --> 00:04:38.000]  第二個反應在第四節
[00:04:38.000 --> 00:04:40.000]  出現了
[00:04:40.000 --> 00:04:42.000]  他憲制
[00:04:42.000 --> 00:04:44.000]  因為在那裡
[00:04:44.000 --> 00:04:46.000]  有極大的憂嘆
[00:04:46.000 --> 00:04:48.000]  他在那壇上獻上一千犧牲
[00:04:48.000 --> 00:04:50.000]  作煩制
[00:04:50.000 --> 00:04:52.000]  什麼是煩制?
[00:04:52.000 --> 00:04:54.000]  我小時候
[00:04:54.000 --> 00:04:56.000]  家裡沒有信主
[00:04:56.000 --> 00:04:58.000]  我們會各自拜神
[00:04:58.000 --> 00:05:00.000]  拜神的時候
[00:05:00.000 --> 00:05:02.000]  我們會有一塊燒肉
[00:05:02.000 --> 00:05:04.000]  大塊燒肉
[00:05:04.000 --> 00:05:06.000]  一隻雞
[00:05:06.000 --> 00:05:08.000]  說名拿一塊燒肉去拜神
[00:05:08.000 --> 00:05:10.000]  說名拿一隻雞去拜神
[00:05:10.000 --> 00:05:12.000]  然後怎樣?
[00:05:12.000 --> 00:05:14.000]  我們自己吃
[00:05:14.000 --> 00:05:16.000]  這樣叫拜神
[00:05:16.000 --> 00:05:18.000]  現在不是了
[00:05:18.000 --> 00:05:20.000]  煩制是整個世生
[00:05:20.000 --> 00:05:22.000]  整隻世生燒盡
[00:05:22.000 --> 00:05:24.000]  全然獻上
[00:05:24.000 --> 00:05:26.000]  聖經說他獻一千犧牲
[00:05:26.000 --> 00:05:28.000]  他不是一雞
[00:05:28.000 --> 00:05:30.000]  不是一塊燒肉
[00:05:30.000 --> 00:05:32.000]  一千隻公牛
[00:05:32.000 --> 00:05:34.000]  很大手筆
[00:05:34.000 --> 00:05:36.000]  是一個很瘦瘦
[00:05:36.000 --> 00:05:38.000]  很豐富的憲制
[00:05:38.000 --> 00:05:40.000]  在這個憲制之後
[00:05:40.000 --> 00:05:42.000]  聖經沒有提到
[00:05:42.000 --> 00:05:44.000]  究竟耶和華對
[00:05:44.000 --> 00:05:46.000]  所羅門憲制有任何反應
[00:05:46.000 --> 00:05:48.000]  也沒有提到
