
[00:00:00.000 --> 00:00:03.000]  今次跟大家講一段經文
[00:00:03.000 --> 00:00:05.580]  講到同心合意的群體
[00:00:05.580 --> 00:00:08.880]  我們過去一直都有
[00:00:08.880 --> 00:00:11.720]  遊行一書
[00:00:11.720 --> 00:00:15.400]  在港島的時候會用的
[00:00:15.400 --> 00:00:18.780]  一本書卷,今天特別點,因為我們教會
[00:00:18.780 --> 00:00:21.900]  我們需要一起學習,整個群體
[00:00:21.900 --> 00:00:25.080]  是教會一起去
[00:00:25.080 --> 00:00:27.840]  彼此相愛,彼此去服侍
[00:00:27.840 --> 00:00:30.400]  想到前面教會的方向
[00:00:30.400 --> 00:00:32.880]  我們希望我們更加
[00:00:32.880 --> 00:00:35.800]  同心合意,去服侍周邊的人
[00:00:35.800 --> 00:00:38.120]  所以我們今天有這個特別的
[00:00:38.120 --> 00:00:41.040]  我們一起去學習,我們一起去禱告
[00:00:41.040 --> 00:00:45.360]  天父,我們多謝祢,讓我們今天早上
[00:00:45.360 --> 00:00:46.660]  一同去
[00:00:46.660 --> 00:00:48.480]  真的很難得
[00:00:48.480 --> 00:00:51.820]  不是偶然,是祢自己
[00:00:51.820 --> 00:00:55.260]  讓我們擺放在一起,我們今天一齊的聚會
[00:00:55.260 --> 00:00:58.140]  讓我們學習如何同心合意
[00:00:58.140 --> 00:01:01.080]  成為一個祢所喜悅的群體
[00:01:01.080 --> 00:01:03.720]  求主祢用祢自己的話語
[00:01:03.720 --> 00:01:05.940]  去幫助我們,教導我們
[00:01:05.940 --> 00:01:08.880]  祈禱奉主耶穌基督的命,阿們
[00:01:08.880 --> 00:01:12.320]  在2006年有一套電影叫做
[00:01:12.320 --> 00:01:15.300]  《巴別塔》,不知道大家有沒有看過
[00:01:15.300 --> 00:01:19.080]  這個《巴別塔》講到幾個故事穿插而成
[00:01:19.080 --> 00:01:21.920]  最基本是講一個日本
[00:01:21.920 --> 00:01:24.880]  很有錢的人,他去到非洲
[00:01:24.880 --> 00:01:27.520]  這個摩洛哥的地方,不幸現在
[00:01:27.520 --> 00:01:30.900]  有這個悲劇的發生,有地震
[00:01:30.900 --> 00:01:33.900]  故事就是,這個日本的一個有錢人
[00:01:33.900 --> 00:01:36.200]  去到摩洛哥的地方去打獵
[00:01:36.200 --> 00:01:39.080]  打獵完之後,他就將他的步槍
[00:01:39.080 --> 00:01:41.900]  擺放給當地的一個導遊
[00:01:41.900 --> 00:01:44.060]  當作是一個禮物
[00:01:44.060 --> 00:01:46.840]  這個導遊,他本身是
[00:01:46.840 --> 00:01:49.060]  有畜牧一些羊群
[00:01:49.060 --> 00:01:51.960]  兩個兒子,就是少年
[00:01:51.960 --> 00:01:54.840]  青少年這樣的兒子,他們負責
[00:01:54.840 --> 00:01:57.720]  看著這些羊群,他就將這把槍
[00:01:57.720 --> 00:02:00.720]  給了這兩個兒子,希望
[00:02:00.720 --> 00:02:03.780]  如果有一些野狼,就嚇唬他們
[00:02:03.780 --> 00:02:06.800]  誰知道這兩個無知的少年人
[00:02:06.800 --> 00:02:09.780]  就拿一把槍來,試試他的射程
[00:02:09.780 --> 00:02:12.780]  究竟是不是真的那麼厲害
[00:02:12.780 --> 00:02:15.800]  開始就射了石頭,瞄瞄看的時候
[00:02:15.800 --> 00:02:18.960]  看到有些旅遊車經過,他就射了旅遊車
[00:02:18.960 --> 00:02:22.420]  看看是不是真的射到那麼遠,誰知道一射
[00:02:22.420 --> 00:02:25.640]  子彈就穿破了玻璃,射中了一個
[00:02:25.640 --> 00:02:28.300]  正是在當地
[00:02:28.300 --> 00:02:31.320]  寬江的一個美國的少婦
[00:02:31.320 --> 00:02:33.800]  一個小婦人,射中她
[00:02:33.800 --> 00:02:37.060]  受了這個槍傷,這個婦人
[00:02:37.060 --> 00:02:39.780]  其實她跟她的先生
[00:02:39.780 --> 00:02:42.780]  當時的婚姻關係很低沉
[00:02:42.780 --> 00:02:45.700]  希望藉此這次的旅遊,她可以
[00:02:45.700 --> 00:02:48.700]  加強他們彼此之間的關係,但是很可惜
[00:02:48.700 --> 00:02:51.700]  看到這裡竟然有這個意外
[00:02:51.700 --> 00:02:54.700]  這兩個兒子在闖下彌天大禍的時候
[00:02:54.700 --> 00:02:57.700]  本身已經很狼狽
[00:02:57.700 --> 00:03:00.700]  加上哥哥
[00:03:00.700 --> 00:03:03.700]  揭發弟弟其實一直
[00:03:03.700 --> 00:03:06.700]  在偷看自己姐姐
[00:03:06.700 --> 00:03:09.700]  換衣服的醜陋
[00:03:09.700 --> 00:03:12.700]  揭發出來,這個爸爸覺得很失落
[00:03:12.700 --> 00:03:15.700]  這個家庭,有現在闖下彌天的大禍
[00:03:15.700 --> 00:03:18.700]  就帶著兩個兒子逃亡
[00:03:18.700 --> 00:03:21.700]  不讓警察追捕
[00:03:21.700 --> 00:03:24.700]  說回日本,這個槍的主人
[00:03:24.700 --> 00:03:27.700]  其實家庭裏面也不容易
[00:03:27.700 --> 00:03:30.700]  他的女兒是一個少年的少女
[00:03:30.700 --> 00:03:33.700]  是失著,即是聽障
[00:03:33.700 --> 00:03:36.700]  以致這個缺陷,被人嘲笑
[00:03:36.700 --> 00:03:39.700]  但父母又缺乏了關心和溝通
[00:03:39.700 --> 00:03:42.700]  以致這個少女,她怎樣做呢
[00:03:42.700 --> 00:03:45.700]  她為了要博取人的認同,做一些大膽的行動
[00:03:45.700 --> 00:03:48.700]  特別是一些男性,去暴露自己的身體
[00:03:48.700 --> 00:03:51.700]  去換取一種關懷
[00:03:51.700 --> 00:03:54.700]  更不幸的是這個家庭
[00:03:54.700 --> 00:03:57.700]  這個媽媽
[00:03:57.700 --> 00:04:00.700]  是自殺,很多事情突然發生在這個家庭裏面
[00:04:00.700 --> 00:04:03.700]  而自殺的原因
[00:04:03.700 --> 00:04:06.700]  是自殺還是怎樣呢
[00:04:06.700 --> 00:04:09.700]  於是警察就懷疑這個丈夫
[00:04:09.700 --> 00:04:12.700]  會不會和這個死因有關連
[00:04:12.700 --> 00:04:22.700]  結果這個日本有錢人是清白的
[00:04:22.700 --> 00:04:25.700]  他的槍也不是有什麼勾當
[00:04:25.700 --> 00:04:28.700]  結果又看得出來
[00:04:28.700 --> 00:04:31.700]  其實他只是送給這個家庭
[00:04:31.700 --> 00:04:34.700]  我們要發覺這個電影是在說什麼呢
[00:04:34.700 --> 00:04:37.700]  其實導演很想說
[00:04:37.700 --> 00:04:40.700]  無論什麼國家的人
[00:04:40.700 --> 00:04:43.700]  其實那些人物都是渴求一種愛
[00:04:43.700 --> 00:04:46.700]  關心被接納
[00:04:46.700 --> 00:04:49.700]  但很可惜人與人之間的疏離
[00:04:49.700 --> 00:04:52.700]  造成了很多的傷害
[00:04:52.700 --> 00:04:55.700]  這個電影畢竟是電影
[00:04:55.700 --> 00:04:58.700]  當然是讓人有點盼望
[00:04:58.700 --> 00:05:01.700]  原場的時候,那個做爸爸的爸爸
[00:05:01.700 --> 00:05:04.700]  就抱著女兒,表示一種安慰
[00:05:04.700 --> 00:05:07.700]  而這個美國人的夫婦
[00:05:07.700 --> 00:05:10.700]  丈夫因為太太經歷了這個危難
[00:05:10.700 --> 00:05:13.700]  他才知道太太對他有多重要
[00:05:13.700 --> 00:05:16.700]  而這對三父子
[00:05:16.700 --> 00:05:19.700]  在被人捉了之後
[00:05:19.700 --> 00:05:22.700]  其實都有些危機,又駁火
[00:05:22.700 --> 00:05:25.700]  後來發現他們都不是大奸大惡的人
[00:05:25.700 --> 00:05:28.700]  應該都沒什麼事,平息了
[00:05:28.700 --> 00:05:31.700]  雖然是這樣
[00:05:31.700 --> 00:05:34.700]  但是我們現實的生活,這種疏離
[00:05:34.700 --> 00:05:37.700]  以致很多的傷害
[00:05:37.700 --> 00:05:40.700]  會不會在不同的地方,同時發生
[00:05:40.700 --> 00:05:43.700]  同時發生,在香港又怎樣
[00:05:43.700 --> 00:05:46.700]  我們看到這些報章,令人很心傷
[00:05:46.700 --> 00:05:49.700]  一些論常的慘案
[00:05:49.700 --> 00:05:52.700]  可能是自己家庭裏面發生
