
[00:00:00.000 --> 00:00:04.000]  我們讀一段聖經,羅馬書第十二章第一到第二節,
[00:00:04.000 --> 00:00:06.000]  羅馬書十二章第一到第二節,
[00:00:06.000 --> 00:00:09.000]  我們一同來念這兩節的聖經,非常熟悉,來。
[00:00:09.000 --> 00:00:11.000]  所以弟兄們,我以神的慈悲勸你們,
[00:00:11.000 --> 00:00:16.000]  將身體獻上當作活祭,是聖節的,是神所喜悅的,
[00:00:16.000 --> 00:00:19.000]  你們如此侍奉,乃是理所當然。
[00:00:19.000 --> 00:00:24.000]  第二節,不要效法這個世界,只要心意更新而變化,
[00:00:24.000 --> 00:00:29.000]  教你們察驗何為神的善良、存全、可喜悅的旨意。
[00:00:29.000 --> 00:00:31.000]  我們就讀到這裡。
[00:00:31.000 --> 00:00:33.000]  我想在全體轉化特會當中,
[00:00:33.000 --> 00:00:38.000]  我們特別有一個對特會後的一個期望,
[00:00:38.000 --> 00:00:43.000]  那就是我常常講的要think differently,要act differently,
[00:00:43.000 --> 00:00:47.000]  要思想不再一樣,我們的做法要不再一樣。
[00:00:47.000 --> 00:00:52.000]  為什麼要用這兩句話來是越來越看見一件事情,
[00:00:52.000 --> 00:00:56.000]  那就是影響力應該不只是一個口號而已,
[00:00:56.000 --> 00:01:02.000]  影響力應該是一種實際的行動。
[00:01:02.000 --> 00:01:07.000]  特別當我們面對這樣一個充滿試探跟邪惡的世代裡面,
[00:01:07.000 --> 00:01:10.000]  我們怎麼樣才能夠不被這個世界影響,
[00:01:10.000 --> 00:01:14.000]  反過來我們能夠影響這樣世代呢?
[00:01:14.000 --> 00:01:20.000]  我相信我們一定是要回到我們信仰的最基本的事情上,
[00:01:20.000 --> 00:01:25.000]  那就是作為一個基督徒,我們怎麼樣來面對每一天的生活呢?
[00:01:25.000 --> 00:01:28.000]  那是個最基本的事情,
[00:01:28.000 --> 00:01:31.000]  怎麼面對我們每一天的生活?
[00:01:31.000 --> 00:01:37.000]  在中國世界有一個非常出名的清教徒叫做聖法蘭西斯,
[00:01:37.000 --> 00:01:41.000]  在教會的傳說當中他是個非常會講道的人,
[00:01:41.000 --> 00:01:45.000]  每一次他講道,不但人們非常喜歡聽,
[00:01:45.000 --> 00:01:53.000]  而且聽說連貓啊、狗啊、雞啊、連兔子都會停下來聽他講道。
[00:01:53.000 --> 00:01:57.000]  有一次他就帶了一批門徒要出去講道,
[00:01:57.000 --> 00:02:01.000]  那門徒們就很興奮要跟隨他學習他講道,
[00:02:01.000 --> 00:02:05.000]  就跟著他在街上走了一圈就走回來了。
[00:02:05.000 --> 00:02:08.000]  門徒們很納悶說,老師啊,你不是要出去講道嗎?
[00:02:08.000 --> 00:02:11.000]  他說,講完了,講完了,我怎麼都沒聽見呢?
[00:02:11.000 --> 00:02:14.000]  我又沒有睡著,怎麼沒聽見呢?
[00:02:14.000 --> 00:02:19.000]  我們聖法蘭西斯說,我在街上走一圈就是講道。
[00:02:19.000 --> 00:02:23.000]  在教會的歷史書裡面告訴我們聖法蘭西斯的生命
[00:02:23.000 --> 00:02:26.000]  真的是充滿耶穌基督的見證。
[00:02:26.000 --> 00:02:30.000]  很多人只要看見他,就能夠感受到神的同在,
[00:02:30.000 --> 00:02:34.000]  只要能夠看見他,就能夠感受到神的安慰跟力量,
[00:02:34.000 --> 00:02:37.000]  就好像看見主耶穌基督一樣。
[00:02:37.000 --> 00:02:41.000]  所以弟兄姊妹,侍奉不是在於我們為神做些什麼,
[00:02:41.000 --> 00:02:45.000]  有時候我們太急於說,哎呀,做什麼,要做什麼。
[00:02:45.000 --> 00:02:48.000]  其實你的生活就是侍奉,
[00:02:48.000 --> 00:02:51.000]  有時候你的生活就是侍奉。
[00:02:51.000 --> 00:02:56.000]  別人是要從我們的生活當中來明白我們的信仰的,
[00:02:56.000 --> 00:02:59.000]  不只是從我們口所傳的道,
[00:02:59.000 --> 00:03:01.000]  別人是要從我們的生活,
[00:03:01.000 --> 00:03:05.000]  每天的生活當中來明白我們的信仰。
[00:03:05.000 --> 00:03:08.000]  所以今天如果我們真的想要影響世代,
[00:03:08.000 --> 00:03:12.000]  我們就要回到一些基本的事情上,
[00:03:12.000 --> 00:03:18.000]  就是我們要在每天的生活當中,能夠活出一個奉獻的生活。
[00:03:18.000 --> 00:03:22.000]  那你說我們怎麼樣能夠活出這樣奉獻的生活呢?
[00:03:22.000 --> 00:03:27.000]  從這段聖經當中我們看見有三方面很基本的事情。
[00:03:27.000 --> 00:03:33.000]  第一件事情,奉獻的生活是從身體的奉獻開始的。
[00:03:33.000 --> 00:03:37.000]  跟女朋友說,從身體的奉獻開始。
[00:03:37.000 --> 00:03:43.000]  第二件事情,保羅在這裡要將身體獻上當作活祭。
[00:03:43.000 --> 00:03:46.000]  很奇怪,我不知道你們有沒有注意到,
[00:03:46.000 --> 00:03:50.000]  保羅特別講到要將身體獻上。
[00:03:50.000 --> 00:03:54.000]  難道說其他方面就不需要獻上嗎?
[00:03:54.000 --> 00:03:56.000]  其實不是。
[00:03:56.000 --> 00:04:01.000]  保羅在這裡只是指出一個非常重要的真理,
[00:04:01.000 --> 00:04:06.000]  那就是奉獻生活一定是要從身體的獻上開始。
[00:04:06.000 --> 00:04:07.000]  為什麼呢?
[00:04:07.000 --> 00:04:11.000]  因為身體就是生活的工具。
[00:04:11.000 --> 00:04:14.000]  當然講到生活的時候,我們講到生活每一個層面,
[00:04:14.000 --> 00:04:16.000]  食衣住行育樂,
[00:04:16.000 --> 00:04:20.000]  有哪一方面是不需要身體的參與的呢?
[00:04:20.000 --> 00:04:24.000]  所以今天如果我們真的想要過一個奉獻的生活,
[00:04:24.000 --> 00:04:30.000]  那麼我們一定要先把身體帶到神的面前來才行。
[00:04:30.000 --> 00:04:36.000]  就好像在燭熱的時候,雖然有時候你很想早點起床,
[00:04:36.000 --> 00:04:39.000]  能夠來參加裝備課程,
[00:04:39.000 --> 00:04:41.000]  或是能夠參加第一手敬拜,
[00:04:41.000 --> 00:04:43.000]  你就是在這裡。
[00:04:43.000 --> 00:04:45.000]  你很想來參加從頭到尾的崇拜,
[00:04:45.000 --> 00:04:48.000]  可是如果你的身體不合作,
[00:04:48.000 --> 00:04:50.000]  你的身體不想起床的話,
[00:04:50.000 --> 00:04:54.000]  你也是心有餘而力不足。
[00:04:54.000 --> 00:04:58.000]  所以光是心裡有渴望是不夠的。
[00:04:58.000 --> 00:05:02.000]  你的身體必須到位才行。
[00:05:02.000 --> 00:05:06.000]  你需要把你的身體帶到神的面前,
[00:05:06.000 --> 00:05:11.000]  然後你才能夠開始過一個奉獻的生活。
[00:05:11.000 --> 00:05:15.000]  多少時候我看見基督徒停留在心裡的渴望,
[00:05:15.000 --> 00:05:17.000]  都是在心裡渴望渴望渴望,
[00:05:17.000 --> 00:05:19.000]  可是很少注意到一件事情,
[00:05:19.000 --> 00:05:21.000]  這個渴望怎麼能實現,
[00:05:21.000 --> 00:05:24.000]  你需要先把身體帶到神的面前。
[00:05:24.000 --> 00:05:26.000]  第二點我不知道你們有沒有想過一個問題,
[00:05:26.000 --> 00:05:28.000]  那就是請問你,
[00:05:28.000 --> 00:05:30.000]  你的身體常常在哪裡?
[00:05:30.000 --> 00:05:32.000]  你有沒有想過這個問題?
[00:05:32.000 --> 00:05:34.000]  你的身體常常在哪裡?
[00:05:34.000 --> 00:05:36.000]  常常在電腦面前嗎?
[00:05:36.000 --> 00:05:38.000]  股票市場面前嗎?
[00:05:38.000 --> 00:05:40.000]  連續劇面前嗎?
[00:05:40.000 --> 00:05:42.000]  你有沒有想到過,
[00:05:42.000 --> 00:05:46.000]  常常把你的身體帶到主的面前呢?
[00:05:46.000 --> 00:05:48.000]  真的,這很實際的問題。
[00:05:48.000 --> 00:05:50.000]  你要過奉獻的生活,
[00:05:50.000 --> 00:05:52.000]  這是非常實際的問題。
[00:05:52.000 --> 00:05:54.000]  不只是把你的身體帶到教會而已,
[00:05:54.000 --> 00:05:57.000]  而是說無論你在什麼樣的環境當中,
[00:05:57.000 --> 00:06:01.000]  你是否願意讓你的身體能夠被神所使用呢?
[00:06:01.000 --> 00:06:05.000]  成為一個容神益人的器皿呢?
[00:06:05.000 --> 00:06:10.000]  保羅說要將身體獻上當作活祭,
[00:06:10.000 --> 00:06:12.000]  這兩個字太寶貴了。
[00:06:12.000 --> 00:06:17.000]  你知道活祭這兩個字本來是互相矛盾的,
[00:06:17.000 --> 00:06:19.000]  既然是祭物,
[00:06:19.000 --> 00:06:21.000]  怎麼會是活的呢?
[00:06:21.000 --> 00:06:24.000]  你有沒有看過人家獻上活的牛活的羊啊?
[00:06:24.000 --> 00:06:28.000]  早就跑下來還等你燒啊?
