
[00:00:00.000 --> 00:00:04.540]  乃蠻是雅蘭國一個很大的人物
[00:00:04.540 --> 00:00:07.360]  正如我們兩個星期之前已經講過
[00:00:07.360 --> 00:00:13.060]  這個雅蘭的大元帥乃蠻是一個大男人
[00:00:13.060 --> 00:00:15.680]  是一個偉大的人 是一個很重要的人
[00:00:15.680 --> 00:00:19.100]  在雅蘭王的面前蒙恩被抬舉
[00:00:19.100 --> 00:00:24.160]  又有耶和華直着他拯救了雅蘭
[00:00:24.160 --> 00:00:30.680]  不過他無奈最近染了嚴重的皮膚病
[00:00:30.680 --> 00:00:35.600]  於是他聽了被撈回來的以色列小女子
[00:00:35.600 --> 00:00:37.840]  一位卜闢的說話
[00:00:37.840 --> 00:00:43.060]  於是他打算去尋找這一位
[00:00:43.060 --> 00:00:46.760]  正如卜闢所講的這位撒瑪利亞的先知
[00:00:46.760 --> 00:00:50.720]  所以他就爲這件事走去王的面前
[00:00:50.720 --> 00:00:53.400]  也就是今天我們要讀的經文
[00:00:53.400 --> 00:00:56.180]  帶我們進入裏面的意思
[00:00:56.180 --> 00:00:59.340]  今天我們的主題就是從大變小
[00:00:59.340 --> 00:01:03.880]  什麼時候我們會從大變小?
[00:01:03.880 --> 00:01:06.420]  你說當你老了的時候
[00:01:06.420 --> 00:01:10.060]  你的身體體型就由大變小
[00:01:10.060 --> 00:01:13.220]  當你窮的時候由大變小
[00:01:13.220 --> 00:01:15.920]  因爲你一間很大的房子變成很小的房子
[00:01:15.920 --> 00:01:17.600]  當然不一定是窮的
[00:01:17.600 --> 00:01:20.160]  有時候因爲你的人去流空
[00:01:20.160 --> 00:01:23.200]  因爲你的小孩已經長大了
[00:01:23.200 --> 00:01:26.480]  於是你孤單又由大變小
[00:01:26.480 --> 00:01:28.080]  你的房子太大了
[00:01:28.080 --> 00:01:31.360]  所以你會見到比較有錢的人
[00:01:31.360 --> 00:01:33.120]  他們一見到小朋友走了之後
[00:01:33.120 --> 00:01:34.320]  房子有幾十個房
[00:01:34.320 --> 00:01:35.860]  五個房、六個房、七個房
[00:01:35.860 --> 00:01:37.400]  於是他們覺得太大了
[00:01:37.400 --> 00:01:39.700]  於是搬到公寓裏面去住
[00:01:39.700 --> 00:01:41.660]  由大變小
[00:01:41.660 --> 00:01:43.660]  什麼時候我們會由大變小?
[00:01:43.660 --> 00:01:46.880]  被人燉冬菇的時候就由大變小
[00:01:46.880 --> 00:01:50.000]  由很大的角色變成很小的角色
[00:01:50.000 --> 00:01:51.460]  經濟不好的時候
[00:01:51.460 --> 00:01:53.240]  由大變小有沒有見過?
[00:01:53.240 --> 00:01:54.580]  那些店鋪
[00:01:54.580 --> 00:01:56.120]  本來很大的店鋪
[00:01:56.120 --> 00:01:58.780]  爲什麼疫情過後變成這麼小的店鋪?
[00:01:58.780 --> 00:02:00.160]  是的,疫情過後
[00:02:00.160 --> 00:02:01.860]  經過這一浪的
[00:02:01.860 --> 00:02:04.320]  經濟上的衝擊之後
[00:02:04.320 --> 00:02:06.360]  由大變小
[00:02:06.360 --> 00:02:10.280]  我們見到很多由大變小都不是太好的事情
[00:02:10.280 --> 00:02:12.200]  乃蠻呢?
[00:02:12.200 --> 00:02:16.500]  乃蠻如何經歷由大變小?
[00:02:16.500 --> 00:02:17.700]  是因爲這樣的緣故
[00:02:17.700 --> 00:02:19.780]  我們今天就嘗試去看看
[00:02:19.780 --> 00:02:24.400]  乃蠻如何從大變小?
[00:02:24.400 --> 00:02:26.820]  結果他就得到醫治
[00:02:26.820 --> 00:02:28.400]  得到疫症
[00:02:28.400 --> 00:02:30.160]  看到乃蠻的「大」
[00:02:30.160 --> 00:02:33.360]  經文繼續發揮這個「大」的概念
[00:02:33.360 --> 00:02:36.160]  記不記得我們說乃蠻是一個大人物
[00:02:36.160 --> 00:02:37.200]  「大」這個字
[00:02:37.200 --> 00:02:40.040]  我們之前在第一節已經出現過了
[00:02:40.040 --> 00:02:42.240]  來到繼續發展下去的時候
[00:02:42.240 --> 00:02:46.120]  我們見到經文非常有意強調乃蠻的「大」
[00:02:46.120 --> 00:02:47.400]  他如何「大」呢?
[00:02:47.400 --> 00:02:50.280]  第一件事就是「禮物誇大」
[00:02:50.280 --> 00:02:53.400]  第四節到第五節
[00:02:53.400 --> 00:02:55.120]  乃蠻進去告訴他的主人
[00:02:55.120 --> 00:02:56.320]  以色列國的女子
[00:02:56.320 --> 00:02:57.480]  「如此如此說
[00:02:57.480 --> 00:02:59.400]  阿難王說
[00:02:59.400 --> 00:03:00.400]  你可以去
[00:03:00.400 --> 00:03:02.200]  我也達信於以色列王
[00:03:02.200 --> 00:03:04.640]  於是乃蠻帶着銀子十趴連登
[00:03:04.640 --> 00:03:06.080]  金子六千四克勒
[00:03:06.080 --> 00:03:08.280]  衣裳十套就去了」
[00:03:08.280 --> 00:03:11.560]  這裏提到乃蠻預備了很大筆
[00:03:11.560 --> 00:03:13.240]  很豐富的財物
[00:03:13.240 --> 00:03:16.280]  打算作爲以利沙醫治好的話
[00:03:16.280 --> 00:03:18.720]  給他的報酬
[00:03:18.720 --> 00:03:20.720]  我想他這個看法
[00:03:20.720 --> 00:03:23.600]  就好像去看醫生的情況一樣
[00:03:23.600 --> 00:03:25.160]  給費用
[00:03:25.160 --> 00:03:29.640]  根據列王紀下的第五章
[00:03:29.640 --> 00:03:31.680]  第十一節和第十二節
[00:03:31.680 --> 00:03:34.440]  乃蠻其實是預計了以利沙
[00:03:34.440 --> 00:03:38.200]  會爲他做一些宗教的儀式
[00:03:38.200 --> 00:03:40.360]  在第十一節到第十二節的時候
[00:03:40.360 --> 00:03:42.040]  乃蠻其實是預計了
[00:03:42.040 --> 00:03:44.120]  以利沙會爲他做一些宗教儀式
[00:03:44.120 --> 00:03:47.120]  作客法也好 燒這樣燒那樣也好
[00:03:47.120 --> 00:03:49.520]  終於做一些東西給我看
[00:03:49.520 --> 00:03:54.320]  這些財物就好像視作爲一種藥費
[00:03:54.320 --> 00:03:55.840]  一種費用
[00:03:55.840 --> 00:03:58.240]  而經文後期又更加告訴我們知道
[00:03:58.240 --> 00:04:01.160]  以利沙年輕的僕人基哈西這個僕人
[00:04:01.160 --> 00:04:03.920]  他對於這些財物很有興趣
[00:04:03.920 --> 00:04:04.880]  很有慾望
[00:04:04.880 --> 00:04:06.320]  很有貪婪的心
[00:04:06.320 --> 00:04:10.640]  所以這些財物應該不是一個小的數目
[00:04:10.640 --> 00:04:13.280]  到底這些財物是什麼東西呢?
[00:04:13.280 --> 00:04:16.560]  這些財物到底有多寬和多大呢?
[00:04:16.560 --> 00:04:19.560]  銀子十他聯得
[00:04:19.560 --> 00:04:21.200]  銀子十他聯得
[00:04:21.200 --> 00:04:22.720]  他聯得是什麼東西呢?
[00:04:22.720 --> 00:04:24.120]  未講之先
[00:04:24.120 --> 00:04:26.280]  未講之先給個參考
[00:04:26.280 --> 00:04:27.920]  給個參考價給大家
[00:04:27.920 --> 00:04:32.280]  如果根據列王紀上第十六章第二十四節
[00:04:32.280 --> 00:04:35.120]  當時整個撒瑪利亞山
[00:04:35.120 --> 00:04:38.600]  大概是兩個他聯得就能買回來
[00:04:38.600 --> 00:04:43.840]  就是說十個他聯得就可以買到五個山
[00:04:43.840 --> 00:04:47.840]  十個他聯得就可以買到五個山回來
[00:04:47.840 --> 00:04:48.840]  厲不厲害?
[00:04:48.840 --> 00:04:50.440]  當然厲害
[00:04:50.440 --> 00:04:55.120]  我又想給大家多一點冷知識
[00:04:55.120 --> 00:05:00.200]  這裏其實一個他聯得就等於十個尼拿
[00:05:00.200 --> 00:05:03.640]  而一個尼拿就等於五十射克羅
[00:05:03.640 --> 00:05:06.120]  一個他聯得自然等於什麼?
[00:05:06.120 --> 00:05:08.240]  自然等於五十乘以六十
[00:05:08.240 --> 00:05:11.880]  就是三千個射克慄
[00:05:11.880 --> 00:05:15.280]  一個射克慄就重大概十二克
[00:05:15.280 --> 00:05:17.280]  而一個他聯得
[00:05:17.280 --> 00:05:22.360]  藥膜你乘一乘就是三萬六千克
[00:05:22.360 --> 00:05:26.240]  十個他聯得自然是三十六萬克
[00:05:26.240 --> 00:05:28.400]  就是八百磅重
[00:05:28.400 --> 00:05:29.640]  八百磅重
[00:05:29.640 --> 00:05:31.640]  這裏是多少個人的重量?
[00:05:31.640 --> 00:05:35.720]  金子就是六千射克慄
[00:05:35.720 --> 00:05:38.320]  就是藥膜一百六十磅
[00:05:38.320 --> 00:05:39.440]  厲不厲害?
[00:05:39.440 --> 00:05:40.480]  當然厲害
[00:05:40.480 --> 00:05:42.280]  你知不知道現在的金多少錢?
[00:05:42.280 --> 00:05:46.160]  你想想我先說銀
[00:05:46.160 --> 00:05:48.960]  這裏說的是八百磅
[00:05:48.960 --> 00:05:50.760]  你知不知道等於多少袋米?
[00:05:50.760 --> 00:05:53.880]  如果你二十公斤一袋米的話
[00:05:53.880 --> 00:05:56.800]  這裏是說很多袋米
[00:05:56.800 --> 00:05:59.600]  這裏大概是說
[00:05:59.600 --> 00:06:03.880]  真的有大概三十六袋米左右
[00:06:03.880 --> 00:06:04.960]  因爲是十公斤
[00:06:04.960 --> 00:06:06.640]  就是三十六袋米
[00:06:06.640 --> 00:06:09.960]  如果你拆開用現在的錢去計算
[00:06:09.960 --> 00:06:11.760]  你真的不能少說
[00:06:11.760 --> 00:06:13.440]  現在的金升得這麼厲害
[00:06:13.440 --> 00:06:15.040]  我隨便算一算
[00:06:15.040 --> 00:06:18.280]  現在一個克的金是六十美元
[00:06:18.280 --> 00:06:20.320]  我當是六十美元來算
[00:06:20.320 --> 00:06:25.440]  這樣就等於四百三十二萬美元
[00:06:25.440 --> 00:06:29.840]  如果一個克的銀就等於0.8十個美元
[00:06:29.840 --> 00:06:32.720]  就是等於二十八萬美元
[00:06:32.720 --> 00:06:36.880]  如果你另外再加上布匹的綢緞
[00:06:36.880 --> 00:06:37.680]  十匹
[00:06:37.680 --> 00:06:40.200]  你想想價錢多耐用
[00:06:40.200 --> 00:06:41.920]  當然從後文我們知道
[00:06:41.920 --> 00:06:45.160]  以利沙對於這些這麼誇的禮物
[00:06:45.160 --> 00:06:46.680]  他從來都沒有收到
[00:06:46.680 --> 00:06:47.960]  他從來都沒有要到
[00:06:47.960 --> 00:06:51.760]  所以你看這些禮物是不是誇呢?
[00:06:51.760 --> 00:06:53.400]  我不知道你有沒有見過
[00:06:53.400 --> 00:06:57.080]  家長送東西給小朋友做生日禮物會送什麼
[00:06:57.080 --> 00:06:59.520]  我真的見過有人送錢
[00:06:59.520 --> 00:07:00.560]  送錢我知道有
[00:07:00.560 --> 00:07:01.800]  但是你知不知道送多少錢?
[00:07:01.800 --> 00:07:04.960]  幾萬元送給子女
[00:07:04.960 --> 00:07:06.880]  那些子女都不夠二十歲出頭
[00:07:06.880 --> 00:07:09.640]  就給幾萬元做生日禮物
[00:07:09.640 --> 00:07:11.840]  你知道現在快要聖誕節了
[00:07:11.840 --> 00:07:14.800]  聖誕節我不知道你打算送什麼禮物給人
[00:07:14.800 --> 00:07:16.720]  現在疫情之下
[00:07:16.720 --> 00:07:18.360]  根據一些數據顯示
[00:07:18.360 --> 00:07:21.320]  原來我們發現疫情當中很多人送禮物
[00:07:21.320 --> 00:07:23.840]  現在很流行做一些自家的禮物
[00:07:23.840 --> 00:07:26.360]  特別爲那個人特別製造
[00:07:26.360 --> 00:07:27.760]  訂造的禮物
[00:07:27.760 --> 00:07:30.320]  所以這些都有一些心思在裏面
[00:07:30.320 --> 00:07:33.280]  其實禮物不需要那麼豪華
[00:07:33.280 --> 00:07:36.600]  我不知道你生日的時候你想人家送什麼給你
[00:07:36.600 --> 00:07:38.520]  我記得我女兒生日的時候
[00:07:38.520 --> 00:07:41.880]  8月份生日她送了一盒疫情禮物盒給她
[00:07:41.880 --> 00:07:43.600]  那個禮物盒是什麼呢?
[00:07:43.600 --> 00:07:45.760]  就是一些洗手液
[00:07:45.760 --> 00:07:49.280]  例如殺菌的Gel
[00:07:49.280 --> 00:07:50.400]  例如口罩
[00:07:50.400 --> 00:07:51.640]  當然還有其他東西
[00:07:51.640 --> 00:07:53.640]  我女兒收到之後就告訴別人
[00:07:53.640 --> 00:07:54.880]  這個是疫情禮物
[00:07:54.880 --> 00:07:57.400]  是爲COVID-19而有的
[00:07:57.400 --> 00:07:59.280]  這些是實際的
[00:07:59.280 --> 00:08:00.320]  你看看乃蠻
[00:08:00.320 --> 00:08:03.200]  乃蠻那些真的誇得不得了
[00:08:03.200 --> 00:08:05.280]  禮物很誇大
[00:08:05.280 --> 00:08:06.080]  不僅如此
[00:08:06.080 --> 00:08:07.440]  他氣派很大
[00:08:07.440 --> 00:08:08.560]  例如第六節
[00:08:08.560 --> 00:08:12.760]  阿難王寫信給以色列王
[00:08:12.760 --> 00:08:17.000]  信上說我打發神父乃蠻去見你
[00:08:17.000 --> 00:08:21.960]  你接到信之後就要治好他的大麻瘋
[00:08:21.960 --> 00:08:25.640]  阿難王寫了一封信給以色列王
[00:08:25.640 --> 00:08:29.520]  第五章第六節就說到這封信的內容是說些什麼
[00:08:29.520 --> 00:08:31.480]  信裏面有幾件事值得我們留意
[00:08:31.480 --> 00:08:33.640]  第一件事
[00:08:33.640 --> 00:08:36.600]  這位小女子說的話
[00:08:36.600 --> 00:08:39.840]  其實從來都沒有在這裏說過
[00:08:39.840 --> 00:08:41.840]  小女子說的那一句話
[00:08:41.840 --> 00:08:44.320]  從來在這封信裏面提都沒有提到
[00:08:44.320 --> 00:08:45.360]  還有第二件事
