
[00:00:00.000 --> 00:00:04.200]  在正道之先讓我們一齊同心低頭祈禱
[00:00:04.200 --> 00:00:10.000]  慈悲能量的上主
[00:00:10.000 --> 00:00:12.000]  如我口中的言語
[00:00:12.000 --> 00:00:14.000]  各位的心懷意念
[00:00:14.000 --> 00:00:15.300]  都蒙主月立
[00:00:15.300 --> 00:00:17.400]  奉主名求
[00:00:17.400 --> 00:00:18.300]  阿們
[00:00:18.300 --> 00:00:22.800]  對於大家來說
[00:00:22.800 --> 00:00:25.400]  明天應該是一個特別的日子
[00:00:25.400 --> 00:00:29.000]  不如你們告訴我們明天是一個什麼樣的日子
[00:00:30.200 --> 00:00:32.000]  明天是大家的
[00:00:32.000 --> 00:00:35.100]  堂慶
[00:00:35.100 --> 00:00:36.800]  我看到大家的周刊上面
[00:00:36.800 --> 00:00:38.700]  寫著是你們的堂慶
[00:00:38.700 --> 00:00:40.200]  也都在
[00:00:40.200 --> 00:00:42.200]  剛才我們一進來的時候
[00:00:42.200 --> 00:00:44.200]  在簡報上面都看到
[00:00:44.200 --> 00:00:46.200]  是一個特別的日子
[00:00:46.200 --> 00:00:49.000]  就是張臨期的第一個主日
[00:00:49.000 --> 00:00:51.000]  原來
[00:00:51.000 --> 00:00:54.600]  明天是教會新一年的開始
[00:00:54.600 --> 00:00:56.600]  張臨期的第一主日
[00:00:56.600 --> 00:00:58.200]  按照教會年曆
[00:00:59.000 --> 00:01:02.100]  我們即將會經過四個禮拜
[00:01:02.100 --> 00:01:04.600]  為期四個星期的張臨期
[00:01:04.600 --> 00:01:08.300]  去紀念我們的主耶穌基督降生
[00:01:08.300 --> 00:01:10.600]  即將降臨在世間
[00:01:10.600 --> 00:01:11.800]  然後
[00:01:11.800 --> 00:01:12.900]  當然去到
[00:01:12.900 --> 00:01:13.800]  十二月
[00:01:13.800 --> 00:01:15.300]  就有一個我們
[00:01:15.300 --> 00:01:17.100]  非常重要的節日
[00:01:17.100 --> 00:01:20.100]  就是我們主耶穌基督降生的節期
[00:01:20.100 --> 00:01:20.900]  聖誕節
[00:01:20.900 --> 00:01:23.700]  張臨期是我一個
[00:01:23.700 --> 00:01:27.000]  非常喜歡的節期
[00:01:27.300 --> 00:01:30.100]  因為當中有很多
[00:01:30.100 --> 00:01:32.700]  很豐富的象徵意義
[00:01:32.700 --> 00:01:35.000]  讓我們信徒群體
[00:01:35.000 --> 00:01:37.500]  很能夠具體地
[00:01:37.500 --> 00:01:39.400]  學習到一些
[00:01:39.400 --> 00:01:42.300]  明白到一些很抽象的神學意義
[00:01:42.300 --> 00:01:45.300]  從而我們可以好好預備我們的心
[00:01:45.300 --> 00:01:47.900]  去迎接主基督的再來臨
[00:01:47.900 --> 00:01:49.600]  簡單來說
[00:01:49.600 --> 00:01:51.100]  張臨期即是一個
[00:01:51.100 --> 00:01:52.900]  預備的節期
[00:01:52.900 --> 00:01:55.200]  來到這裡很高興
[00:01:55.200 --> 00:01:56.200]  因為看到大家
[00:01:56.900 --> 00:01:58.900]  已經有不同的
[00:01:58.900 --> 00:02:00.100]  裝飾
[00:02:00.100 --> 00:02:02.300]  在聖壇上有這個
[00:02:02.300 --> 00:02:03.700]  張臨的花環
[00:02:03.700 --> 00:02:06.700]  不是每一間教會都有的
[00:02:06.700 --> 00:02:07.500]  大家知不知道
[00:02:07.500 --> 00:02:09.900]  不是每一間教會都會
[00:02:09.900 --> 00:02:13.600]  奉行這個教會年的年曆
[00:02:13.600 --> 00:02:16.700]  我們在
[00:02:16.700 --> 00:02:18.200]  檯面上看到
[00:02:18.200 --> 00:02:21.400]  聖壇上有一個張臨的花環
[00:02:21.400 --> 00:02:23.200]  在這個花環裡面
[00:02:23.200 --> 00:02:24.200]  你會看到有
[00:02:24.200 --> 00:02:25.600]  多少枝蠟燭
[00:02:25.600 --> 00:02:27.200]  有五枝的蠟燭
[00:02:27.200 --> 00:02:30.800]  我們在張臨期的四個主日裡面
[00:02:30.800 --> 00:02:32.000]  每一個主日
[00:02:32.000 --> 00:02:33.200]  都會點燃
[00:02:33.200 --> 00:02:35.400]  一枝的張臨期蠟燭
[00:02:35.400 --> 00:02:37.200]  分別代表著
[00:02:37.200 --> 00:02:38.200]  盼望
[00:02:38.200 --> 00:02:39.500]  信心
[00:02:39.500 --> 00:02:40.400]  喜樂
[00:02:40.400 --> 00:02:41.600]  和平安
[00:02:41.600 --> 00:02:43.200]  到了
[00:02:43.200 --> 00:02:46.200]  聖誕第一主日的時候
[00:02:46.200 --> 00:02:47.500]  我們就會點
[00:02:47.500 --> 00:02:49.000]  中間那枝
[00:02:49.000 --> 00:02:50.300]  白色的蠟燭
[00:02:50.300 --> 00:02:51.700]  是代表
[00:02:51.700 --> 00:02:53.300]  我們的主耶穌基督
[00:02:53.300 --> 00:02:55.200]  已經降臨世間了
[00:02:56.200 --> 00:02:58.800]  大家千萬不要小看
[00:02:58.800 --> 00:03:01.300]  這個小小的點燭的禮儀
[00:03:01.300 --> 00:03:02.700]  它其實是
[00:03:02.700 --> 00:03:05.100]  非常具體的
[00:03:05.100 --> 00:03:06.500]  告訴我們
[00:03:06.500 --> 00:03:08.600]  我們在一年之中
[00:03:08.600 --> 00:03:10.900]  一個最寒冷的日子
[00:03:10.900 --> 00:03:13.200]  不過可能香港不是很寒冷
[00:03:13.200 --> 00:03:14.700]  但如果在其他地方
[00:03:14.700 --> 00:03:16.900]  是一個最寒冷的日子
[00:03:16.900 --> 00:03:20.400]  黑暗最漫長的冬天裡面
[00:03:20.400 --> 00:03:23.400]  在黑暗籠罩大地的時刻
[00:03:23.900 --> 00:03:26.200]  我們去點燃一點的燭光
[00:03:26.200 --> 00:03:28.100]  讓我們看到
[00:03:28.100 --> 00:03:30.900]  原來基督帶來這個世界
[00:03:30.900 --> 00:03:32.900]  是一點點的希望
[00:03:32.900 --> 00:03:34.400]  而且隨著一個星期
[00:03:34.400 --> 00:03:35.700]  一個星期我們再點燃
[00:03:35.700 --> 00:03:36.900]  的時候
[00:03:36.900 --> 00:03:38.800]  是逐漸的擴大
[00:03:38.800 --> 00:03:41.200]  如果在一些歐美的地方
[00:03:41.200 --> 00:03:41.700]  或者是
[00:03:41.700 --> 00:03:43.500]  北方一些的地方
[00:03:43.500 --> 00:03:45.100]  他們的教會
[00:03:45.100 --> 00:03:47.600]  因為日照的時間很短
[00:03:47.600 --> 00:03:49.400]  他們的教會更加會
[00:03:49.400 --> 00:03:51.400]  關掉教會的燈
[00:03:51.400 --> 00:03:52.500]  去點這個蠟燭
[00:03:52.900 --> 00:03:54.700]  讓弟兄姊妹可以
[00:03:54.700 --> 00:03:56.500]  非常具體地
[00:03:56.500 --> 00:03:58.000]  去感受到
[00:03:58.000 --> 00:04:00.100]  主耶穌帶給世界
[00:04:00.100 --> 00:04:02.100]  這一份希望是怎樣
[00:04:02.100 --> 00:04:04.600]  所以張臨期真的是一個
[00:04:04.600 --> 00:04:07.800]  很有象徵意義的節期
[00:04:07.800 --> 00:04:09.900]  而我相信
[00:04:09.900 --> 00:04:11.800]  在今天的香港
[00:04:11.800 --> 00:04:14.500]  對於我們一班的信徒來說
[00:04:14.500 --> 00:04:16.900]  今年的張臨期
[00:04:16.900 --> 00:04:19.200]  更加是有特別的意義
[00:04:19.200 --> 00:04:21.400]  正如我們今天
[00:04:21.900 --> 00:04:23.100]  其中一段經課
