
[00:00:00.000 --> 00:00:04.480]  今日講到仍然是講阿伯拉罕的故事
[00:00:04.480 --> 00:00:09.480]  今次是第二次講阿伯拉罕
[00:00:09.480 --> 00:00:12.720]  那個分題就是「如方途難」
[00:00:12.720 --> 00:00:16.580]  如果大家記得上一次講過阿伯拉罕
[00:00:16.580 --> 00:00:22.080]  是剛剛開始他響應了神的呼召和帶領
[00:00:22.080 --> 00:00:23.280]  離開了吾爾
[00:00:23.280 --> 00:00:24.880]  又離開了哈拿
[00:00:24.880 --> 00:00:26.280]  去到迦南地
[00:00:26.280 --> 00:00:30.320]  他在迦南地的時候首先去到士劍
[00:00:30.320 --> 00:00:33.320]  在一個地方叫摩利象樹
[00:00:33.320 --> 00:00:36.760]  那裏足行去見拜神
[00:00:36.760 --> 00:00:39.320]  然後又去到另一個地方
[00:00:39.320 --> 00:00:44.600]  叫伯達利和艾的中間
[00:00:44.600 --> 00:00:47.480]  那個地方又足行求報耶和華
[00:00:47.480 --> 00:00:52.720]  我們說阿伯拉罕這樣的信心的歷程
[00:00:52.720 --> 00:00:56.480]  一路離開了兩大神叫他離開的地方
[00:00:56.480 --> 00:00:57.320]  聽神的話
[00:00:57.320 --> 00:00:58.560]  聽神的帶領
[00:00:58.560 --> 00:01:00.560]  去到那裡足行見拜神
[00:01:00.560 --> 00:01:03.680]  好像達到了一個信心的高峰
[00:01:03.680 --> 00:01:05.120]  得到了神的喜悅
[00:01:05.120 --> 00:01:06.960]  神賜福給他
[00:01:06.960 --> 00:01:12.560]  也應他賜那塊地給他的後裔
[00:01:12.560 --> 00:01:16.000]  我們之前曾經提過一節聖經
[00:01:16.000 --> 00:01:17.120]  說很重要很重要的
[00:01:17.120 --> 00:01:20.640]  今次也借這個機會再提
[00:01:20.640 --> 00:01:23.440]  這節聖經就是
[00:01:23.440 --> 00:01:39.080]  希伯來書十一章的六節
[00:01:39.080 --> 00:01:42.560]  人非有信就不能得神的喜悅
[00:01:42.560 --> 00:01:44.000]  以前解釋過了
[00:01:44.000 --> 00:01:46.360]  這一句話很重要
[00:01:46.360 --> 00:01:47.520]  意思就是說
[00:01:47.520 --> 00:01:51.840]  不是很多事情你都可以得到神的喜悅
[00:01:51.840 --> 00:01:54.800]  一定信才可以得到神的喜悅
[00:01:54.800 --> 00:01:56.200]  你用其他的方式
[00:01:56.200 --> 00:01:57.040]  其他的方法
[00:01:57.040 --> 00:01:58.360]  做其他的事情
[00:01:58.360 --> 00:02:00.440]  是不會得到神的喜悅的
[00:02:00.440 --> 00:02:02.160]  如果不是信的話
[00:02:02.160 --> 00:02:03.640]  神就不會喜悅
[00:02:03.640 --> 00:02:06.600]  所以這一句話用一個相反
[00:02:06.600 --> 00:02:08.840]  再相反的方式來說
[00:02:08.840 --> 00:02:11.920]  人非有信就不能得神的喜悅
[00:02:11.920 --> 00:02:13.240]  意思就是說
[00:02:13.240 --> 00:02:17.040]  信是唯一一個讓神喜悅的途徑
[00:02:17.040 --> 00:02:20.360]  亞伯蘭離開吾爾離開哈蘭
[00:02:20.360 --> 00:02:21.720]  聽神的呼召
[00:02:21.720 --> 00:02:24.120]  一路去到迦南地的時候
[00:02:24.120 --> 00:02:25.400]  就得到神的喜悅了
[00:02:25.400 --> 00:02:26.560]  神賜福給他
[00:02:26.560 --> 00:02:29.880]  所以亞伯蘭這一點還沒有改名
[00:02:29.880 --> 00:02:30.840]  叫做亞伯蘭
[00:02:30.840 --> 00:02:33.440]  我們稱呼為信心之父
[00:02:33.440 --> 00:02:35.560]  在上一次父親節
[00:02:35.560 --> 00:02:38.800]  我們就開始講亞伯蘭的第一集
[00:02:38.800 --> 00:02:41.280]  很好的圖畫
[00:02:41.280 --> 00:02:42.760]  很美麗的情況
[00:02:42.760 --> 00:02:43.560]  但是
[00:02:43.560 --> 00:02:44.960]  好景不常
[00:02:44.960 --> 00:02:46.720]  今次我們就要看
[00:02:46.720 --> 00:02:49.680]  亞伯蘭他信心的經歷
[00:02:49.680 --> 00:02:52.680]  一下子就滑落谷底了
[00:02:52.680 --> 00:02:54.400]  我們今次看的經文就是
[00:02:54.400 --> 00:02:58.520]  《創世紀》十二章九至二十節
[00:02:58.520 --> 00:03:01.160]  如果喜歡翻譯聖經的
[00:03:01.160 --> 00:03:02.200]  可以自己翻譯聖經
[00:03:02.200 --> 00:03:05.200]  《創世紀》十二章九至二十節
[00:03:05.200 --> 00:03:07.680]  我在投影片也有打出來的
[00:03:07.680 --> 00:03:09.800]  大家喜歡的話可以看聖經
[00:03:09.800 --> 00:03:11.560]  或者看投影片也可以
[00:03:11.560 --> 00:03:15.600]  就是接續上一次的故事
[00:03:15.600 --> 00:03:21.360]  亞伯蘭去到伯特利和艾的中間
[00:03:21.360 --> 00:03:23.880]  鳥竹壇求報耶和華
[00:03:23.880 --> 00:03:26.080]  然後下一節就是第九節了
[00:03:26.080 --> 00:03:29.840]  後來亞伯蘭又漸漸遷往南地去
[00:03:29.840 --> 00:03:31.560]  那地遭遇饑荒
[00:03:31.560 --> 00:03:32.960]  因饑荒甚大
[00:03:32.960 --> 00:03:34.920]  亞伯蘭就下埃及去
[00:03:34.920 --> 00:03:37.320]  要在那裡暫居
[00:03:37.320 --> 00:03:38.840]  將近埃及
[00:03:38.840 --> 00:03:41.280]  就對他妻子撒來說
[00:03:41.280 --> 00:03:44.280]  我知道你是容貌盡美的婦人
[00:03:44.280 --> 00:03:46.400]  埃及人看見你必說
[00:03:46.400 --> 00:03:47.800]  這是他的妻子
[00:03:47.800 --> 00:03:49.400]  他們就要殺我
[00:03:49.400 --> 00:03:50.880]  卻叫你存活
[00:03:50.880 --> 00:03:52.280]  求你說
[00:03:52.280 --> 00:03:54.000]  你是我的妹子
[00:03:54.000 --> 00:03:56.400]  使我因你得平安
[00:03:56.400 --> 00:03:59.320]  我的命也因你得存活
[00:03:59.320 --> 00:04:01.640]  及至亞伯蘭到了埃及
[00:04:01.640 --> 00:04:04.600]  埃及人看見那婦人極其美貌
[00:04:04.600 --> 00:04:07.400]  法老的神宰看見了她
[00:04:07.400 --> 00:04:10.400]  就在法老面前誇獎她
[00:04:10.400 --> 00:04:14.480]  那婦人就被帶進法老的宮去
[00:04:14.480 --> 00:04:18.320]  法老因這婦人就厚待亞伯蘭
[00:04:18.320 --> 00:04:20.920]  亞伯蘭得了許多牛羊
[00:04:20.920 --> 00:04:24.480]  駱駝 公奴 母奴 獨婢
[00:04:24.480 --> 00:04:27.840]  耶和華因亞伯蘭妻子撒來的緣故
[00:04:27.840 --> 00:04:31.200]  擴大災禍與法老和他的全家
[00:04:31.200 --> 00:04:34.160]  法老就召了亞伯蘭來說
[00:04:34.160 --> 00:04:37.160]  你這向我做的是什麼事呢?
[00:04:37.160 --> 00:04:41.360]  為什麼沒有告訴我她是你的妻子?
[00:04:41.360 --> 00:04:44.040]  為什麼說她是你的妹子
[00:04:44.040 --> 00:04:48.480]  以至我把她娶來要做我的妻子?
[00:04:48.480 --> 00:04:50.600]  現在你的妻子在這裡
[00:04:50.600 --> 00:04:52.600]  可以帶她走吧
[00:04:52.600 --> 00:04:55.000]  於是法老吩咐人
[00:04:55.000 --> 00:04:57.240]  將亞伯蘭和他妻子
[00:04:57.240 --> 00:05:00.000]  並他所有的都送走了
[00:05:00.000 --> 00:05:02.120]  我們再讀下一章的影片
[00:05:02.120 --> 00:05:04.120]  十三章一至四節
[00:05:04.120 --> 00:05:06.000]  故事繼續發展下去
[00:05:06.000 --> 00:05:09.080]  亞伯蘭帶著他的妻子與羅德
[00:05:09.080 --> 00:05:13.360]  並一切所有的都從埃及上南地去
[00:05:13.360 --> 00:05:16.240]  亞伯蘭的金銀深足極多
[00:05:16.240 --> 00:05:19.240]  他從南地漸漸往伯特利去
[00:05:19.240 --> 00:05:21.680]  到了伯特利和艾的中間
[00:05:21.680 --> 00:05:24.480]  就是從前支搭帳篷的地方
[00:05:24.480 --> 00:05:28.040]  也就是他起先竹壇的地方
[00:05:28.040 --> 00:05:30.440]  他又在那裡求告耶和華
[00:05:30.440 --> 00:05:31.800]  我們先停一停
[00:05:31.800 --> 00:05:37.640]  經文就是十二章尾和十三章開頭
[00:05:37.640 --> 00:05:40.000]  自己經文的故事就這麼發展
[00:05:40.000 --> 00:05:46.000]  亞伯蘭他是養羊、牧羊、放牧的
[00:05:46.000 --> 00:05:47.400]  放牧的時候
[00:05:47.400 --> 00:05:49.880]  在迦南地他到了士堅
[00:05:49.880 --> 00:05:51.960]  到了伯特利和艾中間
[00:05:51.960 --> 00:05:53.480]  那些是什麼地方呢?
[00:05:53.480 --> 00:05:56.640]  那些都是一些山區
[00:05:56.640 --> 00:05:59.160]  山區牧羊的情況如何呢?
[00:05:59.160 --> 00:06:00.360]  我們看下一章
[00:06:00.360 --> 00:06:02.360]  麻煩你
[00:06:02.360 --> 00:06:05.480]  我找了一些相片
[00:06:05.480 --> 00:06:10.120]  就是在山區那裡的羊、牛吃草的情況如何呢?
[00:06:10.120 --> 00:06:10.840]  是這樣的
[00:06:10.840 --> 00:06:12.320]  因為我們沒什麼機會見到
[00:06:12.320 --> 00:06:14.880]  所以就看這幅相理解一下
