
[00:00:00.000 --> 00:00:05.240]  有人說人生是無數的選擇
[00:00:05.240 --> 00:00:08.280]  你必須選擇得對,選擇得好
[00:00:08.280 --> 00:00:13.200]  有些情況我們是無法選擇的,是無法選擇的
[00:00:13.200 --> 00:00:16.560]  例如我們的親生父母是誰,我們無法選擇
[00:00:16.560 --> 00:00:20.000]  我們的種族,我們的膚色,我們是無法選擇的
[00:00:20.000 --> 00:00:23.240]  但對於今時今日的香港人來說
[00:00:23.240 --> 00:00:26.760]  有選擇,有得選擇就非常重要了
[00:00:26.760 --> 00:00:31.520]  大家打電話去電話銀行或者致電去諮詢的熱線
[00:00:31.520 --> 00:00:34.760]  你一定會聽到廣東話請按一字
[00:00:34.760 --> 00:00:39.880]  普通話請按二字,英文請按三字,有得選擇
[00:00:39.880 --> 00:00:42.760]  早一段時間,大家聽見在街上都有人說
[00:00:42.760 --> 00:00:45.120]  我要真龐全
[00:00:45.120 --> 00:00:48.760]  說來說去,說到最後,都是我有得選擇
[00:00:48.760 --> 00:00:52.200]  我有得選擇特首的候選人
[00:00:52.200 --> 00:00:54.640]  這個市面充斥這麼多的商品
[00:00:54.640 --> 00:00:56.480]  我們應該怎麼去選擇呢
[00:00:56.480 --> 00:01:00.080]  哦,原來消費者委員會有本選擇月刊
[00:01:00.080 --> 00:01:03.400]  幫助我們作出精明的選擇
[00:01:03.400 --> 00:01:07.160]  但對於有些人來說,他不單止有得選擇
[00:01:07.160 --> 00:01:08.720]  還要選擇多
[00:01:08.720 --> 00:01:12.040]  很多人喜歡喫自助餐,不是貪他夠自助
[00:01:12.040 --> 00:01:13.880]  是貪他選擇夠多
[00:01:13.880 --> 00:01:19.400]  一隻碟就可以盛不同種類的東西,夠多選擇
[00:01:19.400 --> 00:01:22.480]  但選擇多是不是一定好的呢?
[00:01:22.480 --> 00:01:25.560]  A君有一天走進餐廳
[00:01:25.560 --> 00:01:27.280]  先生是一位嗎?
[00:01:27.280 --> 00:01:28.280]  是的,一位
[00:01:28.280 --> 00:01:31.200]  先生你是喝東西,還是喫飯呢?
[00:01:31.200 --> 00:01:32.080]  喫飯
[00:01:32.080 --> 00:01:37.560]  先生,請問你想坐大廳,還是近窗邊,還是戶外呢?
[00:01:37.560 --> 00:01:39.760]  A君心想,這間餐廳真的挺好的
[00:01:39.760 --> 00:01:42.080]  服侍周到,選擇又多
[00:01:42.080 --> 00:01:44.160]  我沒選錯餐廳
[00:01:44.160 --> 00:01:46.040]  好了,坐窗邊吧
[00:01:46.040 --> 00:01:51.440]  先生,你坐窗邊是希望光線充足,還是光線柔和呢?
[00:01:51.440 --> 00:01:53.160]  請說光線柔和
[00:01:53.160 --> 00:01:57.080]  先生,你想喫套餐,還是鋸扒呢?
[00:01:57.080 --> 00:01:59.080]  鋸扒五成熟,謝謝
[00:01:59.080 --> 00:02:03.840]  先生,你鋸扒配的餐飲是什麼呢?
[00:02:03.840 --> 00:02:06.440]  是咖啡,還是紅茶,還是可樂呢?
[00:02:06.440 --> 00:02:07.600]  咖啡,謝謝
[00:02:07.600 --> 00:02:10.320]  先生,你這個扒有沙律的
[00:02:10.320 --> 00:02:14.240]  請問你選擇魚肉粒,雞肉粒,還是豬肉粒呢?
[00:02:14.240 --> 00:02:15.680]  魚肉粒,謝謝
[00:02:15.680 --> 00:02:18.480]  先生,你這個沙律有菜的
[00:02:18.480 --> 00:02:20.320]  請問你選擇什麼菜呢?
[00:02:20.320 --> 00:02:23.640]  是白菜,小黃瓜,蕃茄,還是薯仔呢?
[00:02:23.640 --> 00:02:24.880]  全部都要,謝謝
[00:02:24.880 --> 00:02:30.840]  先生,你這個魚肉粒是希望日本進口,歐洲進口,還是國產呢?
[00:02:30.840 --> 00:02:33.360]  我想是日本,謝謝
[00:02:33.360 --> 00:02:37.480]  先生,你這個沙律是希望什麼沙律醬呢?
[00:02:37.480 --> 00:02:41.720]  是千島醬,意大利醬,還是黑醋、橄欖油呢?
[00:02:41.720 --> 00:02:43.160]  隨便吧
[00:02:43.160 --> 00:02:47.200]  先生,其實你這個扒餐是有酒的
[00:02:47.200 --> 00:02:50.640]  希望是白酒、紅酒,還是有汽的酒呢?
[00:02:50.640 --> 00:02:52.280]  你幫我選吧
[00:02:52.280 --> 00:02:56.520]  先生,你這個是喫完扒之後有甜品的
[00:02:56.520 --> 00:03:01.240]  請問你希望是奶凍、布甸,還是雪糕呢?
[00:03:01.240 --> 00:03:04.240]  布甸,什麼都不要了,布甸吧,只是布甸吧
[00:03:04.240 --> 00:03:08.720]  先生,你這個布甸是希望撒巧克力粉,還是奶油呢?
[00:03:08.720 --> 00:03:11.240]  都說你幫我選吧
[00:03:11.240 --> 00:03:15.640]  先生,你喫完這個扒之後,希望多久才上甜品呢?
[00:03:15.640 --> 00:03:17.640]  你喜歡幾時上就幾時上吧
[00:03:17.640 --> 00:03:20.720]  先生,你其實在舉牌的時候可以點歌的
[00:03:20.720 --> 00:03:22.760]  請問你選擇哪首歌呢?
[00:03:22.760 --> 00:03:25.760]  不點啊!
[00:03:25.760 --> 00:03:28.000]  選擇多就未必一定好的
[00:03:28.000 --> 00:03:31.480]  有些選擇就很容易的
[00:03:31.480 --> 00:03:36.080]  Charlie,將李超人整副身家都過給你好不好啊?
[00:03:36.080 --> 00:03:37.600]  都很容易選的,是不是?
[00:03:37.600 --> 00:03:40.600]  下個禮拜升你職好不好啊?
[00:03:40.600 --> 00:03:42.480]  好啊,很多都很容易選的
[00:03:42.480 --> 00:03:48.640]  下個月請你去日本旅行,全數都是我出好不好啊?
[00:03:48.640 --> 00:03:51.080]  好容易選擇,這些都很容易選擇
[00:03:51.080 --> 00:03:53.480]  但是有些選擇就很困難的
[00:03:53.480 --> 00:03:56.160]  各位丈夫,不知道你太太有沒有問過你
[00:03:56.160 --> 00:03:59.120]  假如明天我跟你媽媽一起掉進水裏
[00:03:59.120 --> 00:04:01.720]  我們都不懂游泳的,你會先救誰呢?
[00:04:01.720 --> 00:04:06.120]  很難選啊
[00:04:06.120 --> 00:04:09.720]  可能你是很怕跟別人衝突的
[00:04:09.720 --> 00:04:13.120]  但是有些肢體或者朋友或者家人
[00:04:13.120 --> 00:04:17.160]  他生命裏面,性格上有一些缺點
[00:04:17.160 --> 00:04:19.360]  你很希望他更新改變
[00:04:19.360 --> 00:04:21.760]  你很希望他成長長大
[00:04:21.760 --> 00:04:23.480]  但是你知道你一開聲
[00:04:23.480 --> 00:04:25.560]  他就跟你反面,生氣了
[00:04:25.560 --> 00:04:27.280]  你會選擇什麼呢?
[00:04:27.280 --> 00:04:28.920]  你會選擇怎樣呢?
[00:04:28.920 --> 00:04:30.040]  在教育聖經裏面
[00:04:30.040 --> 00:04:33.600]  以色列人神都會給很多選擇
[00:04:33.600 --> 00:04:35.080]  什麼叫選擇呢?
[00:04:35.080 --> 00:04:36.880]  選擇有兩個特點
[00:04:36.880 --> 00:04:39.840]  第一個特點,選擇是有取捨的
[00:04:39.840 --> 00:04:41.320]  就是說你選擇一樣東西
[00:04:41.320 --> 00:04:43.440]  你就必須放棄另外一樣東西
[00:04:43.440 --> 00:04:46.520]  我們先看約書亞紀二十四章十五節
[00:04:46.520 --> 00:04:48.040]  等一會兒見到我們一起讀
[00:04:48.040 --> 00:04:49.080]  一二三
[00:04:49.080 --> 00:04:52.840]  若是你們以侍奉耶和華爲不好
[00:04:52.840 --> 00:04:56.160]  今日就可以選擇所要侍奉的
[00:04:56.160 --> 00:05:00.280]  是你們列祖在大河那邊所侍奉的神呢?
[00:05:00.280 --> 00:05:04.200]  是你們所駐者地的阿摩利人的神呢?
[00:05:04.200 --> 00:05:08.160]  神要以色列人很清楚地作出一個選擇
[00:05:08.160 --> 00:05:12.840]  你們究竟選擇全心全意去跟隨我
[00:05:12.840 --> 00:05:16.120]  還是選擇進到迦南地的時候
[00:05:16.120 --> 00:05:17.320]  那裏有很多神
[00:05:17.320 --> 00:05:18.920]  你們敬拜那些神
[00:05:18.920 --> 00:05:20.080]  還是選擇我呢?
[00:05:20.080 --> 00:05:22.680]  我不可以是其中一個
[00:05:22.680 --> 00:05:23.520]  我要是
[00:05:23.520 --> 00:05:24.440]  要不是我
[00:05:24.440 --> 00:05:26.400]  你全心全意跟隨我
[00:05:26.400 --> 00:05:29.920]  要不你選擇侍奉其他的神
[00:05:29.920 --> 00:05:34.240]  神要以色列人很清楚地作出這個選擇
[00:05:34.240 --> 00:05:38.680]  大家也知道以色列人到最後是選錯了
[00:05:38.680 --> 00:05:41.160]  但神仍然給他們機會選擇
[00:05:41.160 --> 00:05:43.520]  神的心是很希望他們選擇對的
[00:05:43.520 --> 00:05:47.160]  我們繼續看史詩記二十二十二節
[00:05:47.160 --> 00:05:48.000]  等一會兒見到我們一起讀
[00:05:48.000 --> 00:05:48.920]  一二三
[00:05:48.920 --> 00:05:52.480]  於是耶和華的怒氣向以色列人發作
[00:05:52.480 --> 00:05:53.360]  他說
[00:05:53.360 --> 00:05:57.920]  因者問違揹我吩咐他們列祖所受的約
[00:05:57.920 --> 00:05:59.560]  不聽從我的話
[00:05:59.560 --> 00:06:03.120]  所以約舒亞死的時候所剩下的國族
[00:06:03.120 --> 00:06:06.320]  我必不再從他們面前趕出
[00:06:06.320 --> 00:06:08.760]  爲要藉此試驗以色列人
[00:06:08.760 --> 00:06:11.520]  看他們肯照他們列祖
[00:06:11.520 --> 00:06:14.120]  謹守遵行我的道不肯
[00:06:14.120 --> 00:06:15.400]  留意綠色的詞
[00:06:15.400 --> 00:06:18.240]  我們知道以色列人是選擇了不聽從
[00:06:18.240 --> 00:06:20.440]  就是侍奉其他東西
[00:06:20.440 --> 00:06:21.320]  不跟隨神
[00:06:21.320 --> 00:06:23.680]  但神仍然不斷地給他們機會
[00:06:23.680 --> 00:06:26.280]  神心裏面很希望他們選擇對
[00:06:26.280 --> 00:06:27.840]  看他們肯不肯
[00:06:27.840 --> 00:06:30.200]  意思是仍然有這個機會
[00:06:30.200 --> 00:06:32.200]  他們仍然可以作出正確的選擇
[00:06:32.200 --> 00:06:33.440]  就是跟隨神
[00:06:33.440 --> 00:06:35.280]  所以選擇是第一個
[00:06:35.280 --> 00:06:36.520]  你必須要取捨
[00:06:36.520 --> 00:06:39.000]  你選一個就要放棄一個
[00:06:39.000 --> 00:06:40.680]  第二個選擇的特點
[00:06:40.680 --> 00:06:42.560]  選擇是帶來後果的
[00:06:42.560 --> 00:06:44.080]  我們作出一個決定
[00:06:44.080 --> 00:06:48.480]  我們必須要面對承擔那些好與不好的結果
[00:06:48.480 --> 00:06:52.200]  讓我們一起看新命紀28章13至15節
[00:06:52.200 --> 00:06:54.000]  我們一起讀一二三
[00:06:54.000 --> 00:06:57.280]  你若聽從耶和華你神的誡命
[00:06:57.280 --> 00:06:59.760]  就是我今日所吩咐你的
[00:06:59.760 --> 00:07:01.080]  謹守遵行
[00:07:01.080 --> 00:07:02.400]  不偏左右
[00:07:02.400 --> 00:07:04.800]  也不隨從侍奉別臣
[00:07:04.800 --> 00:07:08.120]  耶和華就必使你作首不作尾
[00:07:08.120 --> 00:07:10.200]  但居上不居下
[00:07:10.200 --> 00:07:12.800]  你若不聽從耶和華你神的誡命
[00:07:12.800 --> 00:07:15.760]  不謹守遵行他的一切誡命律例
[00:07:15.760 --> 00:07:18.160]  就是我今日所吩咐你的
[00:07:18.160 --> 00:07:20.000]  這以下的奏作
[00:07:20.000 --> 00:07:21.640]  都必追隨你
[00:07:21.640 --> 00:07:23.280]  臨到你身上
[00:07:23.280 --> 00:07:24.920]  這裏神說得很清楚
[00:07:24.920 --> 00:07:29.400]  綠色的字,神分清楚兩個選擇
[00:07:29.400 --> 00:07:33.120]  如果你選擇全心全意跟隨神
[00:07:33.120 --> 00:07:37.600]  神就會按祂對你最好的時間
[00:07:37.600 --> 00:07:40.560]  祂覺得對你最好的方式去祝福你
[00:07:40.560 --> 00:07:42.240]  祂要將一切最好的祝福
[00:07:42.240 --> 00:07:43.840]  傾入你的懷裏面
[00:07:43.840 --> 00:07:45.440]  傾入你的人生裏面
[00:07:45.440 --> 00:07:49.480]  但是如果你選擇離開神
[00:07:49.480 --> 00:07:50.800]  離棄神
[00:07:50.800 --> 00:07:52.440]  神的保護
[00:07:52.440 --> 00:07:54.360]  神的祝福也會離開你
[00:07:54.360 --> 00:07:57.720]  所以那些奏作就會引上門來
[00:07:57.720 --> 00:07:58.640]  弟兄姊妹
[00:07:58.640 --> 00:07:59.880]  我們信了耶穌這麼久
[00:07:59.880 --> 00:08:02.200]  我們知道神的心是怎樣
[00:08:02.200 --> 00:08:05.240]  神的心是很想我們選擇對的
[00:08:05.240 --> 00:08:07.520]  選擇全心全意跟隨祂
[00:08:07.520 --> 00:08:11.040]  以至神的祝福可以傾倒在我們的生命裏面
[00:08:11.040 --> 00:08:12.200]  神呢
[00:08:12.200 --> 00:08:13.520]  這個心是很清楚的
[00:08:13.520 --> 00:08:14.880]  舊約聖經說了很多次
[00:08:14.880 --> 00:08:15.920]  神的性格是什麼呢
[00:08:15.920 --> 00:08:17.200]  有恩典有憐憫
[00:08:17.200 --> 00:08:18.120]  不輕易發怒
[00:08:18.120 --> 00:08:19.760]  且有豐盛持我主
[00:08:19.760 --> 00:08:21.880]  在舊約聖經裏面不斷地出現
[00:08:21.880 --> 00:08:22.800]  我們知道神的性格
[00:08:22.800 --> 00:08:24.040]  祂的心是很想
[00:08:24.040 --> 00:08:24.840]  我們選擇對
[00:08:24.840 --> 00:08:27.680]  以至祂的祝福傾倒在我們的懷裏面
[00:08:27.680 --> 00:08:29.000]  我們看舊約聖經的時間
[00:08:29.000 --> 00:08:30.920]  有一個原則大家可以用的
[00:08:30.920 --> 00:08:31.680]  就是
[00:08:31.680 --> 00:08:34.280]  我們看舊約聖經裏面所發生的事
[00:08:34.280 --> 00:08:35.760]  其實就是代表
[00:08:35.760 --> 00:08:38.200]  今天你和我的屬靈生命
[00:08:38.200 --> 00:08:39.080]  我再說一次
[00:08:39.080 --> 00:08:40.520]  舊約聖經裏面有一個原則
[00:08:40.520 --> 00:08:42.240]  我們看聖經的時候可以用的
[00:08:42.240 --> 00:08:43.280]  就是
[00:08:43.280 --> 00:08:45.520]  我們看見舊約聖經發生的事
[00:08:45.520 --> 00:08:48.920]  就是代表今天你和我的屬靈生命
[00:08:48.920 --> 00:08:51.200]  如果我們希望我們的屬靈生命
[00:08:51.200 --> 00:08:52.360]  不斷地突破
[00:08:52.360 --> 00:08:53.720]  不斷地成長
[00:08:53.720 --> 00:08:55.960]  我們人生裏面就必須要作出一些
[00:08:55.960 --> 00:08:58.680]  很多無數的正確的選擇
[00:08:58.680 --> 00:08:59.960]  是什麼選擇呢?
[00:08:59.960 --> 00:09:02.040]  今天我希望用事司機
[00:09:02.040 --> 00:09:04.160]  和我們說
[00:09:04.160 --> 00:09:04.880]  我們
[00:09:04.880 --> 00:09:06.440]  如果想使生命成長
[00:09:06.440 --> 00:09:09.520]  我們必須要作出無數的正確的選擇
[00:09:09.520 --> 00:09:10.680]  是什麼選擇呢?
[00:09:10.680 --> 00:09:11.760]  事司機告訴我們
[00:09:11.760 --> 00:09:13.280]  有兩方面的選擇
[00:09:13.280 --> 00:09:14.440]  第一方面
[00:09:14.440 --> 00:09:18.040]  我們要選擇勝過那個軟弱的舊我
[00:09:18.040 --> 00:09:20.240]  以至我們生命不斷地前進
[00:09:20.240 --> 00:09:21.520]  不斷地成長
[00:09:21.520 --> 00:09:24.520]  以至我們人生不會兜兜轉轉
[00:09:24.520 --> 00:09:25.960]  整個事司機
[00:09:25.960 --> 00:09:30.480]  一共記載了以色列人七次的惡性循環
[00:09:30.480 --> 00:09:31.440]  是什麼惡性循環呢?
[00:09:31.440 --> 00:09:32.320]  有幾個階段的
[00:09:32.320 --> 00:09:33.240]  第一
[00:09:33.240 --> 00:09:35.360]  以色列人離開神
[00:09:35.360 --> 00:09:36.720]  背棄祂
[00:09:36.720 --> 00:09:37.760]  換話
[00:09:37.760 --> 00:09:39.680]  去拜偶像
[00:09:39.680 --> 00:09:43.880]  接着當以色列人離棄神的時間
[00:09:43.880 --> 00:09:46.720]  神的保護也離開他們
[00:09:46.720 --> 00:09:49.480]  周圍仍然存留的敵人
[00:09:49.480 --> 00:09:53.360]  就興起壓制、迫害那些以色列人
[00:09:53.360 --> 00:09:56.960]  他們整天、整年受盡苦難
[00:09:56.960 --> 00:09:59.600]  當以色列人面對困難的時間
[00:09:59.600 --> 00:10:02.160]  他們就會迴轉、呼求、歸向神
[00:10:02.160 --> 00:10:04.080]  向神呼求、求神救他們
[00:10:04.080 --> 00:10:05.480]  神是一個憐憫的神
[00:10:05.480 --> 00:10:07.480]  於是就興起無數的事司
[00:10:07.480 --> 00:10:10.080]  去拯救這些人脫離危難
[00:10:10.080 --> 00:10:10.960]  但很奇怪
[00:10:10.960 --> 00:10:12.480]  當他們脫離危難之後
[00:10:12.480 --> 00:10:13.680]  一切順境的時間
[00:10:13.680 --> 00:10:15.520]  他們就當什麼都沒發生過
[00:10:15.520 --> 00:10:17.200]  又回去離開神
[00:10:17.200 --> 00:10:19.920]  去犯罪、去遠離神、去拜偶像
[00:10:19.920 --> 00:10:22.480]  在這七次的循環裏面
[00:10:22.480 --> 00:10:25.280]  以色列人好像從來都沒吸取教訓
[00:10:25.280 --> 00:10:27.000]  從來都沒學過功課
[00:10:27.000 --> 00:10:29.960]  以致他們的人生完全沒改變
[00:10:29.960 --> 00:10:34.080]  沒突破、沒長進、沒前進
[00:10:34.080 --> 00:10:35.800]  我們看看事司記裏面
[00:10:35.800 --> 00:10:39.040]  當神指出以色列人所犯的罪時
[00:10:39.040 --> 00:10:40.440]  那些以色列人如何反應
[00:10:40.440 --> 00:10:42.720]  我們一起看事司記2章1至5節
[00:10:42.720 --> 00:10:44.280]  我們一起讀
[00:10:44.280 --> 00:10:47.680]  耶和華的使者從吉甲上到波金
[00:10:47.680 --> 00:10:49.240]  對以色列人說
[00:10:49.240 --> 00:10:52.080]  我使你們從埃及上來
[00:10:52.080 --> 00:10:54.680]  令你們到我向你們列祖
[00:10:54.680 --> 00:10:56.400]  起誓應許之地
[00:10:56.400 --> 00:10:57.200]  我又說
[00:10:57.200 --> 00:11:00.240]  我永不廢棄與你們所立的約
[00:11:00.240 --> 00:11:03.400]  你們也不可與這地的居民立約
[00:11:03.400 --> 00:11:05.440]  要拆毀他們的祭壇
[00:11:05.440 --> 00:11:07.920]  你們竟沒有聽從我的話
[00:11:07.920 --> 00:11:09.880]  爲何這樣行呢
[00:11:09.880 --> 00:11:11.440]  因此我又說
[00:11:11.440 --> 00:11:14.920]  我必不將他們從你面前趕出
[00:11:14.920 --> 00:11:17.560]  他們必作你們立下的荊棘
[00:11:17.560 --> 00:11:20.280]  他們的神必作你們的罔羅
[00:11:20.280 --> 00:11:24.760]  耶和華的使者向以色列衆人說者話的時候
