
[00:00:00.000 --> 00:00:02.140]  我們今天一起讀一段經文
[00:00:02.140 --> 00:00:06.900]  經文記載在約翰一書二章十八至二十九節
[00:00:06.900 --> 00:00:10.120]  約翰一書二章十八至二十九節
[00:00:10.120 --> 00:00:13.320]  我們一起讀 預備一二三
[00:00:13.320 --> 00:00:16.800]  小子們 如今是末時了
[00:00:16.800 --> 00:00:21.300]  你們曾聽見說那狄基督的要來
[00:00:21.300 --> 00:00:25.800]  現在已經有好些狄基督的出來了
[00:00:25.800 --> 00:00:29.980]  從此我們就知道如今是末時了
[00:00:29.980 --> 00:00:32.980]  他們從我們中間出去
[00:00:32.980 --> 00:00:34.980]  卻不是屬我們的
[00:00:34.980 --> 00:00:36.980]  若是屬我們的
[00:00:36.980 --> 00:00:39.980]  就必仍舊與我們同在
[00:00:39.980 --> 00:00:43.980]  他們出去顯明不都是屬我們的
[00:00:43.980 --> 00:00:46.980]  你們從那聖者受了恩高
[00:00:46.980 --> 00:00:49.980]  並且知道這一切的事
[00:00:49.980 --> 00:00:52.980]  我寫信給你們
[00:00:52.980 --> 00:00:55.980]  不是因你們不知道真理
[00:00:55.980 --> 00:00:57.980]  正是因你們知道
[00:00:57.980 --> 00:01:01.980]  並且知道沒有虛方是從真理出來的
[00:01:01.980 --> 00:01:03.980]  誰是說謊話的呢?
[00:01:03.980 --> 00:01:07.980]  不是那不認耶穌為基督的嗎?
[00:01:07.980 --> 00:01:09.980]  不認父與子的
[00:01:09.980 --> 00:01:11.980]  這就是狄基督的
[00:01:11.980 --> 00:01:13.980]  凡不認子的
[00:01:13.980 --> 00:01:15.980]  就沒有父
[00:01:15.980 --> 00:01:16.980]  認子的
[00:01:16.980 --> 00:01:18.980]  連父也有了
[00:01:18.980 --> 00:01:20.980]  輪到你們
[00:01:20.980 --> 00:01:23.980]  不要將那從起初所聽見的
[00:01:23.980 --> 00:01:25.980]  常存在心裡
[00:01:25.980 --> 00:01:28.980]  若將從起初所聽見的
[00:01:28.980 --> 00:01:30.980]  存在心裡
[00:01:30.980 --> 00:01:33.980]  你們就必住在子裡面
[00:01:33.980 --> 00:01:35.980]  也必住在父裡面
[00:01:35.980 --> 00:01:38.980]  主所應許我們的
[00:01:38.980 --> 00:01:39.980]  就是永生
[00:01:39.980 --> 00:01:42.980]  我將這些話寫給你們
[00:01:42.980 --> 00:01:46.980]  是指著那引誘你們的人說的
[00:01:46.980 --> 00:01:50.980]  你們從前所受的恩高
[00:01:50.980 --> 00:01:52.980]  常存在你們心裡
[00:01:52.980 --> 00:01:55.980]  並不用人教訓你們
[00:01:55.980 --> 00:01:59.980]  只有主的恩高在凡事上教訓你們
[00:01:59.980 --> 00:02:01.980]  這恩高是真的
[00:02:01.980 --> 00:02:03.980]  不是假的
[00:02:03.980 --> 00:02:07.980]  你們要按這恩高的教訓住在主裡面
[00:02:07.980 --> 00:02:09.980]  小子們啊
[00:02:09.980 --> 00:02:11.980]  你們要住在主裡面
[00:02:11.980 --> 00:02:14.980]  這樣他若顯現
[00:02:14.980 --> 00:02:17.980]  我們就可以坦然無懼
[00:02:17.980 --> 00:02:19.980]  當他來的時候
[00:02:19.980 --> 00:02:23.980]  在他面前也不至於慚愧
[00:02:23.980 --> 00:02:26.980]  你們若知道他是公義的
[00:02:26.980 --> 00:02:29.980]  就知道凡行公義之人
[00:02:29.980 --> 00:02:32.980]  都是他所生的
[00:02:32.980 --> 00:02:35.980]  弟兄姊妹
[00:02:35.980 --> 00:02:38.980]  今天我們繼續約翰一書
[00:02:38.980 --> 00:02:39.980]  約翰一書
[00:02:39.980 --> 00:02:40.980]  今天我們的經文是
[00:02:40.980 --> 00:02:44.980]  剛才所讀的約翰一書二章十八至二十九節
[00:02:44.980 --> 00:02:47.980]  我們的題目是二者無懼
[00:02:47.980 --> 00:02:49.980]  我想問大家兩條問題
[00:02:49.980 --> 00:02:51.980]  我們今天也有很多長者
[00:02:51.980 --> 00:02:52.980]  同樣是那一句
[00:02:52.980 --> 00:02:53.980]  我們信耶穌
[00:02:53.980 --> 00:02:55.980]  百無禁忌
[00:02:55.980 --> 00:02:57.980]  我們很多時候出去傳福音
[00:02:57.980 --> 00:03:00.980]  以前也會問人一條問題
[00:03:00.980 --> 00:03:03.980]  如果今天你要離開這個世界
[00:03:03.980 --> 00:03:05.980]  即是死了
[00:03:05.980 --> 00:03:09.980]  你有沒有把握進入天堂
[00:03:09.980 --> 00:03:13.980]  有沒有?
[00:03:13.980 --> 00:03:14.980]  有沒有?
[00:03:14.980 --> 00:03:15.980]  有
[00:03:15.980 --> 00:03:18.980]  我們應該很肯定地回答
[00:03:18.980 --> 00:03:19.980]  有
[00:03:19.980 --> 00:03:23.980]  因為我們已經真心接受耶穌基督
[00:03:23.980 --> 00:03:24.980]  成為我們的主
[00:03:24.980 --> 00:03:26.980]  成為我們救主人生的主
[00:03:26.980 --> 00:03:30.980]  我們心裡面有耶穌在我們心中
[00:03:30.980 --> 00:03:32.980]  按著神的應許
[00:03:32.980 --> 00:03:33.980]  這個不是我們自己說的
[00:03:33.980 --> 00:03:35.980]  是聖經裡面的神的應許
[00:03:35.980 --> 00:03:36.980]  告訴我們
[00:03:36.980 --> 00:03:39.980]  我們已經是神寶貴的兒女
[00:03:39.980 --> 00:03:41.980]  我們得著永遠的生命
