
[00:00:00.000 --> 00:00:04.000]  我們很感謝神透過喜樂詩班剛才所唱的詩
[00:00:04.000 --> 00:00:06.000]  耶和華是我們的目者
[00:00:06.000 --> 00:00:08.000]  我們必不至於缺乏
[00:00:08.000 --> 00:00:10.000]  原文聖經的意思是
[00:00:10.000 --> 00:00:12.000]  耶和華是我們的目者
[00:00:12.000 --> 00:00:14.000]  我一無所求
[00:00:14.000 --> 00:00:19.000]  當上帝成為我們生命的學務和一切的時候
[00:00:19.000 --> 00:00:21.000]  我們都知道人生
[00:00:21.000 --> 00:00:24.000]  我們所有的東西都是屬於祂
[00:00:24.000 --> 00:00:29.000]  不過很多時候我們基督徒很喜歡前幾節
[00:00:29.000 --> 00:00:35.000]  耶和華令我清草地 溪水旁
[00:00:35.000 --> 00:00:39.000]  那些死任憂谷 也不怕遭害
[00:00:39.000 --> 00:00:41.000]  不要來了
[00:00:41.000 --> 00:00:43.000]  但人生我們知道絕對不是這樣
[00:00:43.000 --> 00:00:46.000]  我們人生是有很多磨練
[00:00:46.000 --> 00:00:50.000]  順境逆境 得與失
[00:00:50.000 --> 00:00:53.000]  其實在每一個境況裏面
[00:00:53.000 --> 00:00:55.000]  讓我們都肯定一個事實
[00:00:55.000 --> 00:00:58.000]  耶和華永遠都是我們的目者
[00:00:58.000 --> 00:01:02.000]  耶和華永遠 祂的慈愛都是長存
[00:01:02.000 --> 00:01:05.000]  祂的信實也是直到萬代
[00:01:05.000 --> 00:01:08.000]  當我們基督徒的人生
[00:01:08.000 --> 00:01:14.000]  我們能夠有這種心胸和看見這個事實的時候
[00:01:14.000 --> 00:01:17.000]  讓我們不灰心 不沮喪
[00:01:17.000 --> 00:01:19.000]  我們在任何的境況裏面
[00:01:19.000 --> 00:01:23.000]  我們都依然宣告 耶和華是我們的目者
[00:01:23.000 --> 00:01:26.000]  我們求主幫助我們今天去看
[00:01:26.000 --> 00:01:30.000]  新的一個年度 教會的講題
[00:01:30.000 --> 00:01:32.000]  這個系列
[00:01:32.000 --> 00:01:37.000]  今年我是特別選擇在舊約兩卷的小仙之書
[00:01:37.000 --> 00:01:38.000]  因為過去這兩年
[00:01:38.000 --> 00:01:41.000]  我們已經從《馬太福音》和《約翰福音》
[00:01:41.000 --> 00:01:45.000]  重溫了整個耶穌基督的生平兩次
[00:01:45.000 --> 00:01:48.000]  所以這次我們嘗試用舊約的角度
[00:01:48.000 --> 00:01:50.000]  我們同樣可以揣摩到
[00:01:50.000 --> 00:01:55.000]  上帝對他的子民的生命的磨練和造就
[00:01:55.000 --> 00:01:58.000]  當我們來到看神的話語的時候
[00:01:58.000 --> 00:02:00.000]  我們千萬不要偏食
[00:02:00.000 --> 00:02:03.000]  如果你今天 無論你信主多久都好
[00:02:03.000 --> 00:02:06.000]  你不要只嚮往你的靈修
[00:02:06.000 --> 00:02:08.000]  就在詩篇 就在真言
[00:02:08.000 --> 00:02:11.000]  你讀來讀去都出不到埃及的
[00:02:11.000 --> 00:02:15.000]  你永遠都停留在一些你喜歡的經卷裏面
[00:02:15.000 --> 00:02:17.000]  我相信我們的生命
[00:02:17.000 --> 00:02:20.000]  就是要透過上帝整全的心意
[00:02:20.000 --> 00:02:22.000]  由創世紀到啟示錄
[00:02:22.000 --> 00:02:24.000]  我們所認識的上帝
[00:02:24.000 --> 00:02:28.000]  是從僅古到永遠都沒有改變過
[00:02:28.000 --> 00:02:30.000]  不過很多時候世人
[00:02:30.000 --> 00:02:33.000]  是對我們這位蒼天造地的真神
[00:02:33.000 --> 00:02:35.000]  是有很多誤解
[00:02:35.000 --> 00:02:38.000]  很多不公平的一些批評
[00:02:38.000 --> 00:02:40.000]  他們甚至會覺得
[00:02:40.000 --> 00:02:42.000]  舊約的神很殘忍
[00:02:42.000 --> 00:02:44.000]  新約的神很慈愛
[00:02:44.000 --> 00:02:47.000]  你曾經試過這樣嗎
[00:02:47.000 --> 00:02:52.000]  你老實點說吧
[00:02:52.000 --> 00:02:54.000]  不要說你們
[00:02:54.000 --> 00:02:55.000]  我有時做傳道人
[00:02:55.000 --> 00:02:57.000]  我都會有這些問題
[00:02:57.000 --> 00:03:00.000]  但我自己明白一件事
[00:03:00.000 --> 00:03:03.000]  上帝永永遠遠都是真實可靠
[00:03:03.000 --> 00:03:05.000]  可信可佩服
[00:03:05.000 --> 00:03:13.000]  所以你不要將你任何人生的怨氣
[00:03:13.000 --> 00:03:16.000]  遷移到上帝那裏
[00:03:16.000 --> 00:03:18.000]  很可惜我自己生命裏面
[00:03:18.000 --> 00:03:22.000]  都碰過一些這樣的基督徒
[00:03:22.000 --> 00:03:24.000]  曾經和我一起
[00:03:24.000 --> 00:03:26.000]  可以說是在年輕的時代
[00:03:26.000 --> 00:03:28.000]  大家一起打拼
[00:03:28.000 --> 00:03:30.000]  出生入死
[00:03:30.000 --> 00:03:33.000]  甚至去到校園傳福音
[00:03:33.000 --> 00:03:36.000]  但今天
[00:03:36.000 --> 00:03:38.000]  我有一位好兄弟
[00:03:38.000 --> 00:03:41.000]  他一樣
[00:03:41.000 --> 00:03:47.000]  他沒有再在這個境域裏面去努力
[00:03:47.000 --> 00:03:49.000]  甚至
[00:03:49.000 --> 00:03:53.000]  他可能連祈禱的力量都沒有
[00:03:53.000 --> 00:03:55.000]  這種心情
[00:03:55.000 --> 00:03:56.000]  我想大家知道
[00:03:56.000 --> 00:03:59.000]  如果你能夠體會過的時候
[00:03:59.000 --> 00:04:04.000]  其實上帝對他自己的子民的審判
[00:04:04.000 --> 00:04:07.000]  不像我們今天在動畫世界
[00:04:07.000 --> 00:04:09.000]  或者星球大戰裏面
[00:04:09.000 --> 00:04:11.000]  按一個按鈕
[00:04:11.000 --> 00:04:15.000]  飛彈就穿過大海洋
[00:04:15.000 --> 00:04:16.000]  去到另外一邊
[00:04:16.000 --> 00:04:19.000]  然後在戰爭游輪的地方
[00:04:19.000 --> 00:04:22.000]  人們死亡慘寂
[00:04:22.000 --> 00:04:24.000]  上帝好像坐在高處
[00:04:24.000 --> 00:04:27.000]  他好像看不到、聽不到
[00:04:27.000 --> 00:04:28.000]  不是這樣的
[00:04:28.000 --> 00:04:30.000]  我們的上主
[00:04:30.000 --> 00:04:32.000]  由《創世紀》到《啟示錄》
[00:04:32.000 --> 00:04:35.000]  都被我們看見是一致的
[00:04:35.000 --> 00:04:37.000]  神是公義的
[00:04:37.000 --> 00:04:39.000]  但上帝也有連述
[00:04:39.000 --> 00:04:40.000]  上帝的連述
[00:04:40.000 --> 00:04:42.000]  正是要祂的子民
[00:04:42.000 --> 00:04:44.000]  好像在這篇詩篇所說
[00:04:44.000 --> 00:04:46.000]  祂的靈魂蘇醒
[00:04:46.000 --> 00:04:50.000]  為祂的名引導我們走一條正確的路
[00:04:50.000 --> 00:04:52.000]  當我們的人生
[00:04:52.000 --> 00:04:55.000]  我們認定誰是我們真正的主
[00:04:55.000 --> 00:04:57.000]  真正的王的時候
[00:04:57.000 --> 00:05:02.000]  你心裏就對祂產生敬畏
[00:05:02.000 --> 00:05:04.000]  耶和華在祂的裏面
[00:05:04.000 --> 00:05:07.000]  永遠有這個赦罪的恩典
[00:05:07.000 --> 00:05:09.000]  是為了要我們去敬畏祂
[00:05:09.000 --> 00:05:15.000]  我們看今日這段經文《阿摩斯書》的時候
[00:05:15.000 --> 00:05:18.000]  這是我們第一季要查考的經卷
[00:05:18.000 --> 00:05:23.000]  第三季我們會看南國的另一個先知
[00:05:23.000 --> 00:05:25.000]  就是哈伯谷
[00:05:25.000 --> 00:05:27.000]  這本書《阿摩斯》
[00:05:27.000 --> 00:05:30.000]  是針對北國的以色列所說
[00:05:30.000 --> 00:05:34.000]  我們亦會在今年第二季
[00:05:34.000 --> 00:05:38.000]  跟大家看一個傳人的健康
[00:05:38.000 --> 00:05:41.000]  我們每個星期回來教會
[00:05:41.000 --> 00:05:43.000]  我們的敬拜
[00:05:43.000 --> 00:05:44.000]  我們的服事
[00:05:44.000 --> 00:05:47.000]  不只是在說四面牆裏面的事
[00:05:47.000 --> 00:05:49.000]  我們必須要放眼
[00:05:49.000 --> 00:05:52.000]  在我們周遭這個苦難的世界裏面
[00:05:52.000 --> 00:05:56.000]  這個或者有不公義的社會當中
[00:05:56.000 --> 00:05:59.000]  甚至我們這個人
[00:05:59.000 --> 00:06:05.000]  我們有沒有顧及到我們傳人的一個真正的健康
[00:06:05.000 --> 00:06:09.000]  一個人若果身心靈不健康的時候
[00:06:09.000 --> 00:06:10.000]  他家庭不會健康
[00:06:10.000 --> 00:06:13.000]  他工作的場景不會健康
[00:06:13.000 --> 00:06:15.000]  他的人際關係不會健康
[00:06:15.000 --> 00:06:18.000]  他教會的生活都會不健康
[00:06:18.000 --> 00:06:19.000]  很重要的
[00:06:19.000 --> 00:06:24.000]  傳人的健康是指上帝透過聖經的心意
