
[00:00:00.000 --> 00:00:07.680]  祝你平安,很高興我們又一齊來到敬拜主,思想的華
[00:00:07.680 --> 00:00:11.080]  我們一齊同心低頭祈禱
[00:00:11.080 --> 00:00:19.360]  天父,我們感謝祢自己的恩典,讓我們在主耶穌的清晨可以在這聚集,唱詩,敬拜,讚頌祢
[00:00:19.360 --> 00:00:27.760]  當我們思想祢話語的時候,求聖靈幫助我們,讓講的會講得清楚,聽的也聽得明白
[00:00:27.760 --> 00:00:36.320]  並且願意進行祢自己話語教導的心,讓我們在日常生活中實踐出聖經的教訓
[00:00:36.320 --> 00:00:39.120]  奉耶穌基督的名祈禱,阿們
[00:00:39.120 --> 00:00:45.040]  我們已經看完有關阿巴拉罕的事了
[00:00:45.040 --> 00:00:54.400]  他的信心從初信到成長的期間,都給我們看到,其實阿巴拉罕不是一位完全人
[00:00:54.400 --> 00:01:02.080]  而是由於上帝的恩典呼召,使他成為上帝祝福人類的管道
[00:01:02.080 --> 00:01:08.240]  今天我們要看他的第二代家庭,都是一個糟糕的家庭
[00:01:08.240 --> 00:01:14.480]  原因是在這個家庭中的成員都做了一些糟糕的決定
[00:01:14.480 --> 00:01:21.920]  讓我們一齊思想,幫助我們認識到,即使我們成為了上帝的子民
[00:01:21.920 --> 00:01:27.040]  有時都會做一些錯誤又糟糕的決定
[00:01:27.040 --> 00:01:32.000]  阿巴拉罕的兒子以撒,是一位言語寡小的人
[00:01:32.000 --> 00:01:41.520]  他四十歲的時候,阿巴拉罕安排他娶了一位阿蘭人為妻,而不是當地的嘉南人
[00:01:41.520 --> 00:01:46.560]  以撒的妻子叫做利伯加
[00:01:46.560 --> 00:01:55.520]  根據今天經文二十五章的記載,利伯加亦好像阿巴拉罕的妻子撒拉那樣
[00:01:55.520 --> 00:02:02.960]  結婚很久,都未有生孩子
[00:02:02.960 --> 00:02:10.560]  在那個年代,女人不能生孩子,是最大的羞辱
[00:02:10.560 --> 00:02:15.040]  當時又沒有婦產科醫生可以去諮詢
[00:02:15.040 --> 00:02:18.960]  以撒就為利伯加祈禱
[00:02:18.960 --> 00:02:23.200]  禱告以後,上帝就使利伯加懷孕
[00:02:23.200 --> 00:02:28.880]  這件事讓我們看到,生命是掌握在上帝的手中
[00:02:28.880 --> 00:02:33.840]  每一個人的出生,在人體上可能只是偶然
[00:02:33.840 --> 00:02:42.080]  但在上帝的計劃中,你和我的出生,其實都是上帝早已計劃好的
[00:02:42.080 --> 00:02:46.080]  並不是偶然
[00:02:46.080 --> 00:02:50.720]  當利伯加懷孕後,他覺得很不舒服
[00:02:50.720 --> 00:02:56.800]  在二十二節告訴我們,他自己去祈禱
[00:02:56.800 --> 00:03:03.840]  在二十三節,上帝首先告訴我們,他懷孕是雙胞胎
[00:03:03.840 --> 00:03:12.480]  亦將未來會發生的事告訴我們,上帝是超越時間而懷孕
[00:03:12.480 --> 00:03:17.040]  因此,他能夠知道未來的事
[00:03:17.040 --> 00:03:25.040]  他告訴利伯加,將來他所生的兩個兒子,會成為敵對的國家
[00:03:25.040 --> 00:03:31.920]  而且小的會比較強,會使大的屈服
[00:03:31.920 --> 00:03:37.040]  在這個預告中,是一個結果
[00:03:37.040 --> 00:03:43.440]  事情會怎樣發生呢?上帝沒有告訴利伯加
[00:03:43.440 --> 00:03:53.840]  經文亦沒有記載利伯加將上帝告訴他的事,轉告給以撒之道
[00:03:53.840 --> 00:04:00.560]  按照猶太人解釋性的原則,沒有記載的事等於沒有發生
[00:04:00.560 --> 00:04:06.960]  上帝告訴利伯加的事,他自己存記在心裏
[00:04:06.960 --> 00:04:14.000]  由於他這樣做,可能影響到他在二十七章所做的決定
[00:04:14.000 --> 00:04:22.080]  兩個兒子出生,大的起名叫以掃,小的叫雅各
[00:04:22.080 --> 00:04:28.480]  這兩個名字,都是從希伯來文的音來翻譯
[00:04:28.480 --> 00:04:33.600]  亦都按照嬰兒出生時的特徵而起
[00:04:33.600 --> 00:04:41.360]  以撒,因為他全身是毛,以掃的名字是多毛的意思
[00:04:41.360 --> 00:04:50.880]  雅各出生時,是抓住以撒的腳筋,雅各的名字是抓腳筋的意思
[00:04:50.880 --> 00:05:03.680]  在二十七到二十八節,很簡單地記載了以撒和利伯加對兒子,兩位兒子,其實是各有偏愛
[00:05:03.680 --> 00:05:15.200]  以撒喜歡吃野味,而以掃喜歡打獵,常常打到野味回來,燒了當然請爸爸吃
[00:05:15.200 --> 00:05:24.800]  所以爸爸特別偏愛他,當父親偏愛某個兒子時,會有甚麼表現呢?
[00:05:24.800 --> 00:05:39.520]  我想很容易會偏袒他,有甚麼事做錯了,媽媽罵他,爸爸就出來幫他解脫,幫他講好話
[00:05:39.520 --> 00:05:52.320]  由於爸爸站在以掃這一邊,以掃這個人比較獨斷獨行,是一個很務實和以自我為中心的人
[00:05:52.320 --> 00:05:57.680]  有兩個線索讓我們看到,他的個性是比較自我中心的
[00:05:57.680 --> 00:06:12.880]  第一線索是在二十五章二十九節三十四那一段,他為了自己的口渴便願意出賣自己長子的名份,馬上要吃,很務實
[00:06:12.880 --> 00:06:19.280]  如果我死了,這些名份不名份有甚麼用呢?所以他是很務實的
[00:06:19.280 --> 00:06:32.560]  第二個線索是在二十六章三十四節三十五節,以掃在四十歲時,娶了兩個外族的女孩子做妻子
[00:06:32.560 --> 00:06:44.240]  我們可以看到他非常獨斷獨行,如果我們記得以掃的故事,以掃自己沒有找妻子,是阿巴拉罕同他找的
[00:06:44.240 --> 00:06:56.640]  並且要找自己同族的人做妻子,但以掃就不理了,自己喜歡便可以,自己做決定,不用經爸爸媽媽同意
[00:06:56.640 --> 00:07:09.840]  但令到這對老人家不勝仇犯,我們看到以掃真的做了一個非常糟糕的決定
[00:07:09.840 --> 00:07:19.120]  以掃是一位獵人,要時時到野外打獵,他很喜歡,所以他時時都不在家
[00:07:19.120 --> 00:07:29.680]  但小孩雅閣剛剛相反,時時在家陪著媽媽,大概也會幫媽媽忙,做家務事
[00:07:29.680 --> 00:07:42.480]  於是這位媽媽便偏愛雅閣,在那個年代的猶太人當中,長子有很多權利
[00:07:42.480 --> 00:08:00.080]  例如吃肉時,大兒子可以得雙份,而且將來分家產時,也會得雙份,還有在家庭中的長子也有領袖地位,也會承受上帝給祖先的祝福
[00:08:00.080 --> 00:08:12.880]  但當父母都偏愛不同的兒子時,有甚麼糾紛發生,根本不是以講道理,誰對誰錯,來決定是非曲直
[00:08:12.880 --> 00:08:24.480]  而是以權威,以掌握的次序來解決,她是哥哥,小孩雅閣,你不對了,你一定要聽話
[00:08:24.480 --> 00:08:42.080]  父母並沒有把公平正義,兄弟相愛的思想教導到下一代,因此造成了雅閣,要用她自己的方法去解決她認為不公平的遭遇
[00:08:42.080 --> 00:08:54.880]  我想在雅閣心中,有一件事她覺得很不公平,就是以長子為尊的習俗
[00:08:54.880 --> 00:09:12.880]  因為她比以嫂遲一年,兩年,幾年出生,可能比較容易接受,她真是大哥哥,懂很多東西,但以嫂跟她是媽生的,她只不過是遲了以嫂大約半分鐘出生
[00:09:12.880 --> 00:09:30.880]  因為她是用以嫂的腳筋出來的,遲了半分鐘就甚麼都讓給哥哥,不公平,很不公平,所以她一有機會就想奪取這個長子的權利
[00:09:30.880 --> 00:09:48.880]  在25章夜九節34節的記載,我們可以看到雅閣是很聰明的,她大概已經知道她哥哥以嫂的皮性,知道她是一個比較性急的人,不能夠忍耐
