
[00:00:00.000 --> 00:00:02.000]  我們讀一讀經文
[00:00:02.000 --> 00:00:03.040]  在《尼加書》
[00:00:03.040 --> 00:00:05.040]  五章二節至五節
[00:00:05.040 --> 00:00:08.580]  《尼加書》五章二節至五節
[00:00:08.580 --> 00:00:11.700]  尼加是舊日的先知
[00:00:11.700 --> 00:00:14.700]  他預言耶穌基督的降生
[00:00:14.700 --> 00:00:20.200]  甚至準確預言在某個地方
[00:00:20.200 --> 00:00:22.200]  在伯利恆的地方
[00:00:22.200 --> 00:00:26.000]  有一個是救主就要降生
[00:00:26.000 --> 00:00:32.000]  尼加在耶穌基督降生前大概七百年
[00:00:32.000 --> 00:00:36.000]  他已經受神的感動
[00:00:36.000 --> 00:00:39.000]  他寫下這一段預言
[00:00:39.000 --> 00:00:42.000]  講到在伯利恆的地方
[00:00:42.000 --> 00:00:44.000]  雖然是一個很小的城市
[00:00:44.000 --> 00:00:47.000]  但有一件大事要發生
[00:00:47.000 --> 00:00:50.000]  《尼加書》第五章第二節至第五節
[00:00:50.000 --> 00:00:51.000]  聖經這樣說
[00:00:51.000 --> 00:00:57.000]  以法他地區的伯利恆在猶大諸城中你是一個小城
[00:00:57.000 --> 00:01:03.000]  但是我要從你那裡為以色列選立一位統治者
[00:01:03.000 --> 00:01:07.000]  他的家系可追溯到耿古
[00:01:07.000 --> 00:01:12.000]  所以上主要把他的子民交給他的敵人
[00:01:12.000 --> 00:01:16.000]  直到那塊生產的苦人生下兒子
[00:01:16.000 --> 00:01:20.000]  然後他的同胞要從流亡的地方回來
[00:01:20.000 --> 00:01:23.000]  跟其餘的以色列人結合
[00:01:23.000 --> 00:01:27.000]  他來臨的時候要讓牧人照顧羊群
[00:01:27.000 --> 00:01:30.000]  他要以上主所賜的大能
[00:01:30.000 --> 00:01:35.000]  奉上主他的上帝的威嚴統治他的子民
[00:01:35.000 --> 00:01:37.000]  他的子民要享受
[00:01:37.000 --> 00:01:39.000]  要安享太平
[00:01:39.000 --> 00:01:42.000]  因為全世界的人都承認他偉大
[00:01:42.000 --> 00:01:44.000]  他要帶來和平
[00:01:44.000 --> 00:01:47.000]  沒多久之前
[00:01:47.000 --> 00:01:55.000]  在加拿大有一家航空公司
[00:01:55.000 --> 00:01:59.000]  做了一個很特別的舉動
[00:01:59.000 --> 00:02:03.000]  令到很多的乘客都非常之感動
[00:02:03.000 --> 00:02:08.000]  我們聖誕節很多時候都會聯想到禮物
[00:02:08.000 --> 00:02:14.000]  但是聖誕節為什麼有護送禮物的傳統呢?
[00:02:14.000 --> 00:02:19.000]  其實護送禮物是互相祝福的意思
[00:02:19.000 --> 00:02:22.000]  即是我願意將福氣給你
[00:02:22.000 --> 00:02:26.000]  或者是別人將福氣給我們的時候
[00:02:26.000 --> 00:02:29.000]  我們就很欣然去接受
[00:02:29.000 --> 00:02:35.000]  所以為什麼有護送禮物的傳統和習慣
[00:02:35.000 --> 00:02:40.000]  每一個人都希望別人會祝福我們
[00:02:40.000 --> 00:02:44.000]  沒有人說我祝福你你願不願意
[00:02:44.000 --> 00:02:47.000]  很少說我不願意我不願意這樣的福氣
[00:02:47.000 --> 00:02:49.000]  每個人都願意說你祝福我
[00:02:49.000 --> 00:02:52.000]  我希望能夠從你那裡也好
[00:02:52.000 --> 00:02:54.000]  或者從神那裡也好
[00:02:54.000 --> 00:02:56.000]  接受一些福氣
[00:02:56.000 --> 00:02:59.000]  很多時候去到一個陌生的環境裡
[00:02:59.000 --> 00:03:01.000]  特別是做一些短宣
[00:03:01.000 --> 00:03:03.000]  我也有這些經驗
[00:03:03.000 --> 00:03:05.000]  最好的機會就是
[00:03:05.000 --> 00:03:08.000]  你跟他說我為你祈禱你喜不喜歡
[00:03:08.000 --> 00:03:10.000]  很多時候他們會拒絕你
[00:03:10.000 --> 00:03:12.000]  我的經驗就是
[00:03:12.000 --> 00:03:14.000]  當你跟他說
[00:03:14.000 --> 00:03:17.000]  你願不願意我為你做一個祝福的禱告
[00:03:17.000 --> 00:03:20.000]  願不願意我用這個禱告來祝福你的時候
[00:03:20.000 --> 00:03:22.000]  他們個個都說很願意
[00:03:22.000 --> 00:03:26.000]  在當時就為他做一個祝福的禱告
[00:03:26.000 --> 00:03:28.000]  你可以試一下這個方法
[00:03:28.000 --> 00:03:31.000]  即是說很少人會說你不要祝福我
[00:03:31.000 --> 00:03:34.000]  你不要為我祝福
[00:03:34.000 --> 00:03:38.000]  個個都希望有這樣的福氣
[00:03:38.000 --> 00:03:39.000]  聖誕節也是
[00:03:39.000 --> 00:03:42.000]  我們今天的題目就是過聖誕的祝福
[00:03:42.000 --> 00:03:45.000]  給你一個短片來看看
[00:03:45.000 --> 00:03:47.000]  這個航空公司做了一樣東西
[00:03:47.000 --> 00:03:49.000]  非常特別的
[00:03:49.000 --> 00:03:50.000]  我們來看看
[00:03:50.000 --> 00:03:52.000]  原來他們希望
[00:03:52.000 --> 00:03:54.000]  做這些事情的時候
[00:03:54.000 --> 00:03:56.000]  對乘客有一個莫大的祝福
[00:03:56.000 --> 00:03:58.000]  你看看他們做了什麼
[00:04:04.000 --> 00:04:06.000]  或者可以關一下燈
[00:04:06.000 --> 00:04:07.000]  看得清楚
[00:04:07.000 --> 00:04:25.000]  這個飛機是從多倫多飛到加州
[00:04:25.000 --> 00:04:28.000]  大概幾個小時
[00:04:34.000 --> 00:04:35.000]  這是Cohen嗎
[00:04:35.000 --> 00:04:36.000]  是的
[00:04:36.000 --> 00:04:40.000]  Cohen,你今年想要什麼聖誕禮物
[00:04:40.000 --> 00:04:43.000]  一個咻咻飛機
[00:04:43.000 --> 00:04:44.000]  一個經典
[00:04:44.000 --> 00:04:46.000]  你喜歡Thomas嗎
[00:04:46.000 --> 00:04:49.000]  是的,我喜歡Thomas
[00:04:49.000 --> 00:04:52.000]  你覺得媽媽和爸爸要什麼聖誕禮物
[00:04:52.000 --> 00:04:53.000]  一個大電視
[00:04:53.000 --> 00:04:55.000]  是的,一個大電視
[00:04:55.000 --> 00:04:58.000]  一個大電視
[00:04:58.000 --> 00:05:00.000]  你看起來很棒
[00:05:00.000 --> 00:05:01.000]  我需要嗎
[00:05:01.000 --> 00:05:05.000]  沒關係,如果你只是想看著我
[00:05:05.000 --> 00:05:08.000]  我需要新的褲子和內褲
[00:05:08.000 --> 00:05:10.000]  一張安卓平板
[00:05:10.000 --> 00:05:13.000]  那是William在你旁邊嗎
[00:05:13.000 --> 00:05:15.000]  還有Cameron
[00:05:15.000 --> 00:05:18.000]  我需要褲子
