
[00:00:00.000 --> 00:00:02.000]  好,我們低頭祈禱
[00:00:30.000 --> 00:00:34.000]  來養我們,讓我們心中明白主的旨意
[00:00:34.000 --> 00:00:36.000]  主求祢帶領我們以下時間
[00:00:36.000 --> 00:00:39.000]  使用祢的薄言,祢所準備的訊息
[00:00:39.000 --> 00:00:41.000]  也幫助我們每一位在座的
[00:00:41.000 --> 00:00:44.000]  我們可以謙卑的,安心的去聽主的話語
[00:00:44.000 --> 00:00:46.000]  感謝祢聽我們禱告
[00:00:46.000 --> 00:00:48.000]  奉主耶穌的承明
[00:00:48.000 --> 00:00:50.000]  Amen
[00:00:50.000 --> 00:00:53.000]  今天要講的就是撒該的故事
[00:00:53.000 --> 00:00:57.000]  撒該的故事我相信很多人可能都聽過很多次
[00:00:57.000 --> 00:01:01.000]  至少我兩位粉絲也要聽多一次
[00:01:01.000 --> 00:01:05.000]  這個撒該的故事可能你
[00:01:05.000 --> 00:01:08.000]  如果從小到大都在教會
[00:01:08.000 --> 00:01:11.000]  你在主一學當中就會聽了
[00:01:11.000 --> 00:01:14.000]  我想不下十次也有
[00:01:14.000 --> 00:01:17.000]  有沒有人聽過十次以上的撒該的故事?
[00:01:17.000 --> 00:01:18.000]  沒有嗎?
[00:01:18.000 --> 00:01:21.000]  那你們主一學老師說得少了
[00:01:21.000 --> 00:01:25.000]  因為這個是主一學老師喜歡講的故事
[00:01:25.000 --> 00:01:30.000]  很多時候你從這一班到那一班
[00:01:30.000 --> 00:01:33.000]  就會聽到不同的版本,不同的老師
[00:01:33.000 --> 00:01:36.000]  不同的班別所講的撒該的故事
[00:01:36.000 --> 00:01:40.000]  因為老師很喜歡跟小朋友說
[00:01:40.000 --> 00:01:42.000]  你看看撒該多矮小
[00:01:42.000 --> 00:01:44.000]  但是他為了看耶穌也要爬上樹
[00:01:44.000 --> 00:01:46.000]  你們身材也要矮小
[00:01:46.000 --> 00:01:49.000]  但是你們也要像撒該那樣
[00:01:49.000 --> 00:01:51.000]  學習撒該有那麼渴慕主的心
[00:01:51.000 --> 00:01:53.000]  不是叫你們爬上樹
[00:01:53.000 --> 00:01:55.000]  類似這樣
[00:01:55.000 --> 00:01:59.000]  所以我雖然不是從小到大都在教會
[00:01:59.000 --> 00:02:01.000]  但是我想聽到
[00:02:01.000 --> 00:02:04.000]  包括聽故事可能已經很多次了
[00:02:04.000 --> 00:02:10.000]  不過今天仍然再講撒該的這段經文
[00:02:10.000 --> 00:02:14.000]  這個的確是一個很有趣的故事
[00:02:14.000 --> 00:02:17.000]  不過我覺得它不只是有趣那麼簡單
[00:02:17.000 --> 00:02:21.000]  因為它是一個嚴肅的記載
[00:02:21.000 --> 00:02:26.000]  當中其實可以提醒我們很多的東西
[00:02:26.000 --> 00:02:30.000]  在聖經裡面它不是一個神蹟
[00:02:30.000 --> 00:02:34.000]  但是它被神蹟所產生的後果就更加大了
[00:02:34.000 --> 00:02:38.000]  這個記載當中主要的人物當然是撒該
[00:02:38.000 --> 00:02:40.000]  另外就是主耶穌
[00:02:40.000 --> 00:02:46.000]  不過我相信當中牽涉到很多不記名的人
[00:02:46.000 --> 00:02:53.000]  這件事情的記載我們可以從故事中看到撒該的過去
[00:02:53.000 --> 00:02:56.000]  他當時看到耶穌的情況
[00:02:56.000 --> 00:03:00.000]  然後以後他又會做些什麼呢
[00:03:00.000 --> 00:03:07.000]  當然我們先來看撒該這個人和他所處的環境
[00:03:07.000 --> 00:03:10.000]  這件事情的發生在哪裡呢
[00:03:10.000 --> 00:03:13.000]  經文第一節已經告訴我們
[00:03:13.000 --> 00:03:17.000]  在那一天耶穌進了耶尼哥城
[00:03:17.000 --> 00:03:22.000]  原來在這之前耶穌從來都沒有進過耶尼哥城
[00:03:22.000 --> 00:03:27.000]  你可能會看到一些經文記載耶穌在耶尼哥城
[00:03:27.000 --> 00:03:30.000]  但是其實是在城外
[00:03:30.000 --> 00:03:32.000]  在周圍
[00:03:32.000 --> 00:03:35.000]  真真正正進入耶尼哥城
[00:03:35.000 --> 00:03:38.000]  這個可以說是第一次
[00:03:38.000 --> 00:03:40.000]  耶尼哥城是什麼地方呢
[00:03:40.000 --> 00:03:43.000]  很有幸這一次我們去聖地
[00:03:43.000 --> 00:03:46.000]  我們就有去耶尼哥這個地方
[00:03:46.000 --> 00:03:51.000]  耶尼哥城最主要的特色就是有很多棕櫚樹
[00:03:51.000 --> 00:03:54.000]  所以又叫做棕樹城
[00:03:54.000 --> 00:03:56.000]  在這個城裡面
[00:03:56.000 --> 00:03:59.000]  有很多棕櫚樹是我們可以看到的
[00:03:59.000 --> 00:04:02.000]  特別是有一種東西
[00:04:02.000 --> 00:04:06.000]  我們在澳洲經常說是dates
[00:04:06.000 --> 00:04:09.000]  中文叫做夜祖
[00:04:09.000 --> 00:04:12.000]  其實就是這些樹產生的
[00:04:12.000 --> 00:04:17.000]  我們在耶尼哥城都有機會去嘗
[00:04:17.000 --> 00:04:18.000]  dates
[00:04:18.000 --> 00:04:20.000]  就是這個夜祖
[00:04:20.000 --> 00:04:22.000]  覺得真的很好吃
[00:04:22.000 --> 00:04:24.000]  只不過不敢帶回來
