
[00:00:00.000 --> 00:00:04.520]  我們上次已經開始了我們這個新的系列
[00:00:04.520 --> 00:00:08.540]  這個新的系列就是聖經可信媽系列
[00:00:08.540 --> 00:00:11.300]  我亦都講了第一個訊息
[00:00:11.300 --> 00:00:13.180]  第一個訊息就是
[00:00:13.180 --> 00:00:16.380]  聖經是不是真是神的話語
[00:00:16.380 --> 00:00:18.640]  我們說聖經真是神的話語
[00:00:18.640 --> 00:00:21.660]  真是值得我們相信
[00:00:21.660 --> 00:00:26.240]  我們亦都講到神是透過兩種不同的啟示
[00:00:26.240 --> 00:00:28.860]  將自己彰顯出來
[00:00:28.860 --> 00:00:31.100]  有自然啟示
[00:00:31.100 --> 00:00:33.620]  一般人叫它做普通啟示
[00:00:33.620 --> 00:00:35.500]  我喜歡叫它做自然啟示
[00:00:35.500 --> 00:00:37.640]  因為跟大自然有關
[00:00:37.640 --> 00:00:40.640]  因為是跟神的創造有關
[00:00:40.640 --> 00:00:43.980]  透過神的創造我們知道有一位神
[00:00:43.980 --> 00:00:47.140]  神將祂自己放在我們的心裡面
[00:00:47.140 --> 00:00:49.360]  見到祂的創造我們就知道
[00:00:49.360 --> 00:00:52.740]  有一位神是創造萬物
[00:00:52.740 --> 00:00:54.060]  但我們不認識祂
[00:00:54.060 --> 00:00:56.300]  我們不知道祂是誰
[00:00:56.300 --> 00:00:58.580]  所以我們需要特別的啟示
[00:00:58.580 --> 00:01:00.060]  就是神的話語
[00:01:00.060 --> 00:01:02.140]  就是我們手上的聖經
[00:01:02.140 --> 00:01:05.720]  透過聖經我們是能夠認識神
[00:01:05.720 --> 00:01:07.980]  聖經帶我們去到耶穌基督那裡
[00:01:07.980 --> 00:01:10.520]  以致我們是能夠得救
[00:01:10.520 --> 00:01:13.540]  今天第二個訊息就是告訴我們
[00:01:13.540 --> 00:01:17.140]  神是怎樣密示聖經給作者
[00:01:17.140 --> 00:01:19.720]  將這個訊息傳達給作者
[00:01:19.720 --> 00:01:21.900]  以致是傳達給我們
[00:01:21.900 --> 00:01:24.660]  這個就是我們今天要講的
[00:01:24.660 --> 00:01:26.220]  今天我們講的經文
[00:01:26.220 --> 00:01:29.500]  就是提摩太后書的三章十六節
[00:01:29.500 --> 00:01:31.060]  我們很熟悉的經文
[00:01:31.060 --> 00:01:33.740]  聖經都是神所密示的
[00:01:33.740 --> 00:01:35.660]  於教訓篤責
[00:01:35.660 --> 00:01:41.380]  使人歸正教人學而都是有益的
[00:01:41.380 --> 00:01:46.360]  很多人認為聖經就是古代以色列人
[00:01:46.360 --> 00:01:48.700]  用口傳的方式
[00:01:48.700 --> 00:01:50.180]  你傳給你的兒子
[00:01:50.180 --> 00:01:51.980]  你的兒子傳給你的孫子
[00:01:51.980 --> 00:01:54.860]  傳到差不多有人將它寫下來
[00:01:54.860 --> 00:01:58.220]  就像摩西寫摩西五經那樣
[00:01:58.220 --> 00:02:00.620]  如果是這樣就很大件事了
[00:02:00.620 --> 00:02:03.500]  因為口傳是會有錯誤的
[00:02:03.500 --> 00:02:07.860]  以訛傳訛可能傳到後來是面目全非
[00:02:07.860 --> 00:02:11.780]  聖經從來沒有說口傳是得到神的密示
[00:02:11.780 --> 00:02:13.380]  密示的是什麼
[00:02:13.380 --> 00:02:15.460]  是寫下來的聖經
[00:02:15.460 --> 00:02:19.500]  寫下來的聖經才是得到神的密示
[00:02:19.500 --> 00:02:23.300]  神甚至不是密示作者
[00:02:23.300 --> 00:02:25.860]  是作者寫出來的經文
[00:02:25.860 --> 00:02:28.580]  這一點是很重要的
