
[00:00:00.000 --> 00:00:05.000]  前個星期我講的是上帝恩教會情
[00:00:05.000 --> 00:00:08.380]  教會就是一群弟兄姊妹聚在一起
[00:00:08.380 --> 00:00:09.580]  有同一個心智
[00:00:09.580 --> 00:00:10.480]  同一個意念
[00:00:10.480 --> 00:00:12.040]  我們高舉神的十字架
[00:00:12.040 --> 00:00:13.120]  就是教會
[00:00:13.120 --> 00:00:14.260]  所以在地上
[00:00:14.260 --> 00:00:16.260]  我們這個也是一個Universal Church
[00:00:16.260 --> 00:00:17.580]  是一個上帝的教會
[00:00:17.580 --> 00:00:18.260]  為什麼呢?
[00:00:18.260 --> 00:00:20.060]  以弗所書保羅講得很清楚
[00:00:20.060 --> 00:00:21.920]  我們信了同一個神
[00:00:21.920 --> 00:00:23.120]  一個洗禮
[00:00:23.120 --> 00:00:23.760]  是不是?
[00:00:23.760 --> 00:00:25.280]  保羅也在哥倫多前世說
[00:00:25.280 --> 00:00:26.220]  我們吃同一個餅
[00:00:26.220 --> 00:00:27.220]  喝同一個杯
[00:00:27.220 --> 00:00:27.720]  是不是?
[00:00:27.720 --> 00:00:29.920]  所以我們其實就是一家人
[00:00:29.920 --> 00:00:31.600]  所以不需要分得清楚
[00:00:31.600 --> 00:00:32.400]  你是哪一家
[00:00:32.400 --> 00:00:33.100]  我是哪一家
[00:00:33.100 --> 00:00:33.800]  沒有的
[00:00:33.800 --> 00:00:34.860]  大家遇到
[00:00:34.860 --> 00:00:36.300]  遇到就很開心
[00:00:36.300 --> 00:00:37.800]  那個親切感
[00:00:37.800 --> 00:00:39.300]  親切感是很厲害的
[00:00:39.300 --> 00:00:39.800]  是不是?
[00:00:39.800 --> 00:00:42.100]  我也在團契講過
[00:00:42.100 --> 00:00:43.360]  很早期
[00:00:43.360 --> 00:00:45.960]  半年前我在逛公園
[00:00:45.960 --> 00:00:47.460]  遇到Shirley姊妹
[00:00:47.460 --> 00:00:49.120]  當時不知道她是姊妹
[00:00:49.120 --> 00:00:51.800]  她就離遠看到
[00:00:51.800 --> 00:00:53.900]  和兒子
[00:00:53.900 --> 00:00:55.500]  兩個戴著口罩
[00:00:55.500 --> 00:00:57.400]  我太太跟我說
[00:00:57.400 --> 00:01:00.400]  這麼小的戴著口罩的街道一定是香港來的
[00:01:00.400 --> 00:01:02.400]  (笑聲)
[00:01:02.400 --> 00:01:04.000]  接著就聽到了
[00:01:04.000 --> 00:01:04.700]  她跟兒子說
[00:01:04.700 --> 00:01:05.200]  走快一點
[00:01:05.200 --> 00:01:06.200]  這麼慢
[00:01:06.200 --> 00:01:07.400]  (笑聲)
[00:01:07.400 --> 00:01:08.900]  我們剛剛碰到
[00:01:08.900 --> 00:01:10.400]  見面就聊聊天
[00:01:10.400 --> 00:01:12.400]  其實我
[00:01:12.400 --> 00:01:13.200]  聊完之後
[00:01:13.200 --> 00:01:14.000]  我有點後悔
[00:01:14.000 --> 00:01:15.400]  為什麼不將福音跟她說呢?
[00:01:15.400 --> 00:01:16.900]  說我們是教會呢?
[00:01:16.900 --> 00:01:19.900]  如果一說就嚇壞她了
[00:01:19.900 --> 00:01:21.900]  我叫太太跟她交個電話
[00:01:21.900 --> 00:01:23.900]  希望保留一個聯繫
[00:01:23.900 --> 00:01:24.900]  誰知道沒多久
[00:01:24.900 --> 00:01:25.900]  她跟我太太說
[00:01:25.900 --> 00:01:26.900]  她在找教會
[00:01:26.900 --> 00:01:29.400]  原來教會一直都有香港宣導會
[00:01:29.400 --> 00:01:30.400]  很開心
[00:01:30.400 --> 00:01:31.900]  當時的感覺就是
[00:01:31.900 --> 00:01:34.400]  好像認識了很多年
[00:01:34.400 --> 00:01:36.400]  這就是弟兄姊妹的感情
[00:01:36.400 --> 00:01:38.400]  這感情是上帝給我們
[00:01:38.400 --> 00:01:40.900]  在地上的教會有這種親情
[00:01:40.900 --> 00:01:42.400]  是很重要的
[00:01:42.400 --> 00:01:43.900]  今天我們是聖樂主日
[00:01:43.900 --> 00:01:44.900]  為什麼聖樂主日
[00:01:44.900 --> 00:01:45.900]  有些人不明白
[00:01:45.900 --> 00:01:48.400]  其實很多教會都是聖樂主日的
[00:01:48.400 --> 00:01:51.900]  其實我知道愛麥子會過來獻唱
[00:01:51.900 --> 00:01:53.900]  我就跟傳道商量一下
[00:01:53.900 --> 00:01:56.400]  搞一個聖樂主日也好
[00:01:56.400 --> 00:01:58.900]  因為年尾就是選舉執事
[00:01:58.900 --> 00:02:00.400]  今天我做了一整年
[00:02:00.400 --> 00:02:03.400]  我是聖樂部部長
[00:02:03.400 --> 00:02:04.900]  好像沒搞過什麼功能
[00:02:04.900 --> 00:02:06.400]  年尾要交功課
[00:02:06.400 --> 00:02:07.900]  不如就借點意
[00:02:07.900 --> 00:02:10.400]  以聖樂為主
[00:02:10.400 --> 00:02:11.900]  加強一下我們的組合
[00:02:11.900 --> 00:02:14.400]  說到配合一下題目
[00:02:14.400 --> 00:02:16.400]  主要是這個原因
[00:02:16.400 --> 00:02:19.400]  所以今天我們就有聖樂主日
[00:02:19.400 --> 00:02:23.400]  我們知道音樂這件事
[00:02:23.400 --> 00:02:25.900]  是到處你都會聽到的
[00:02:25.900 --> 00:02:28.400]  你走進餐廳、酒樓
[00:02:28.400 --> 00:02:29.400]  都有音樂
[00:02:29.400 --> 00:02:30.900]  你上的士
[00:02:30.900 --> 00:02:32.900]  他在播音樂
[00:02:32.900 --> 00:02:33.900]  他播音樂
[00:02:33.900 --> 00:02:36.400]  你就知道的士司機大約有多大年紀
[00:02:36.400 --> 00:02:37.400]  是不是
[00:02:37.400 --> 00:02:39.400]  如果他在聽許冠傑羅文
[00:02:39.400 --> 00:02:40.400]  就是我的年紀
[00:02:40.400 --> 00:02:41.400]  是不是
[00:02:41.400 --> 00:02:43.900]  如果在聽張國榮、譚詠麟
[00:02:43.900 --> 00:02:45.400]  就是Stanley的年紀
[00:02:45.400 --> 00:02:46.400]  是不是
[00:02:46.400 --> 00:02:47.900]  如果那個年紀唱那些
[00:02:47.900 --> 00:02:48.900]  我是聽不懂的
[00:02:48.900 --> 00:02:53.400]  因為好像我沒有共鳴
