
[00:00:00.000 --> 00:00:02.000]  讓我們一起投告
[00:00:02.000 --> 00:00:04.000]  最後你知道
[00:00:04.000 --> 00:00:06.000]  信服政權
[00:00:06.000 --> 00:00:08.000]  主要是自己的吩咐
[00:00:08.000 --> 00:00:10.000]  同樣讓我們
[00:00:10.000 --> 00:00:12.000]  更加曉得
[00:00:12.000 --> 00:00:14.000]  背後因為我們信服
[00:00:14.000 --> 00:00:16.000]  這位天上地下的主
[00:00:16.000 --> 00:00:18.000]  引領我們今天的崇拜
[00:00:18.000 --> 00:00:20.000]  奉耶穌基督的名球
[00:00:20.000 --> 00:00:22.000]  信服政府
[00:00:22.000 --> 00:00:24.000]  信不信氣呢?
[00:00:24.000 --> 00:00:28.000]  不要信服政府
[00:00:28.000 --> 00:00:30.000]  聖經裡面
[00:00:30.000 --> 00:00:32.000]  教導我們要
[00:00:32.000 --> 00:00:34.000]  信服一些所謂權威
[00:00:34.000 --> 00:00:36.000]  包括了
[00:00:36.000 --> 00:00:38.000]  在婚姻裡面
[00:00:38.000 --> 00:00:40.000]  太太要信服丈夫
[00:00:40.000 --> 00:00:42.000]  在家庭裡面
[00:00:42.000 --> 00:00:44.000]  外作子女的
[00:00:44.000 --> 00:00:46.000]  要信從我們的父母
[00:00:46.000 --> 00:00:48.000]  在工作上
[00:00:48.000 --> 00:00:50.000]  我們作僕人的
[00:00:50.000 --> 00:00:52.000]  要信從我們的主人
[00:00:52.000 --> 00:00:54.000]  現在講到在教會
[00:00:54.000 --> 00:00:56.000]  更加一樣
[00:00:56.000 --> 00:00:58.000]  當他進入我們教會
[00:00:58.000 --> 00:01:00.000]  成為我們一員的時候
[00:01:00.000 --> 00:01:02.000]  又要教導要信服
[00:01:02.000 --> 00:01:04.000]  教會
[00:01:04.000 --> 00:01:06.000]  信服牧者
[00:01:06.000 --> 00:01:08.000]  更加講到信服政權其實不容易
[00:01:08.000 --> 00:01:10.000]  因為很多時候
[00:01:10.000 --> 00:01:12.000]  當我們做婚前輔導
[00:01:12.000 --> 00:01:14.000]  或者討論婚姻問題的時候
[00:01:14.000 --> 00:01:16.000]  講到太太要信服
[00:01:16.000 --> 00:01:18.000]  丈夫
[00:01:18.000 --> 00:01:20.000]  很多時候反應就是
[00:01:20.000 --> 00:01:22.000]  他這個壞人
[00:01:22.000 --> 00:01:24.000]  這樣我比他還厲害
[00:01:24.000 --> 00:01:26.000]  我父母這麼固執
[00:01:26.000 --> 00:01:28.000]  怎麼信從他
[00:01:28.000 --> 00:01:30.000]  我老闆這麼蠻不理
[00:01:30.000 --> 00:01:32.000]  怎麼可以讓我事事都信他呢
[00:01:32.000 --> 00:01:34.000]  更加政府
[00:01:34.000 --> 00:01:36.000]  古今中外
[00:01:36.000 --> 00:01:38.000]  沒什麼聽過
[00:01:38.000 --> 00:01:40.000]  哪個政權是常常得罪百姓的
[00:01:40.000 --> 00:01:42.000]  外大
[00:01:42.000 --> 00:01:44.000]  怎麼信服
[00:01:44.000 --> 00:01:46.000]  當今天我們講到政權的時候
[00:01:46.000 --> 00:01:48.000]  甚至有個講法
[00:01:48.000 --> 00:01:50.000]  不單要信從
[00:01:50.000 --> 00:01:52.000]  更加要愛國
[00:01:52.000 --> 00:01:54.000]  究竟我們怎麼理解這段經文
[00:01:54.000 --> 00:01:56.000]  難怪每一次
[00:01:56.000 --> 00:01:58.000]  講到這段經文的時候
[00:01:58.000 --> 00:02:00.000]  都引來非常多的
[00:02:00.000 --> 00:02:02.000]  非議
[00:02:02.000 --> 00:02:04.000]  今天這個很敏感的話題
[00:02:04.000 --> 00:02:06.000]  求主都幫助我
[00:02:06.000 --> 00:02:08.000]  能夠講得合宜
[00:02:08.000 --> 00:02:10.000]  首先我想講到為什麼寶來要講
[00:02:10.000 --> 00:02:12.000]  說我們要信服政權呢
[00:02:12.000 --> 00:02:14.000]  或者在另一段的經文
[00:02:14.000 --> 00:02:16.000]  稍為我們能夠得著
[00:02:16.000 --> 00:02:18.000]  一點點的線索
[00:02:18.000 --> 00:02:20.000]  或者聽我讀出哥倫多前書的第十四章
[00:02:20.000 --> 00:02:22.000]  十四章四十節
[00:02:22.000 --> 00:02:24.000]  哥倫多前書十四章四十節
[00:02:24.000 --> 00:02:26.000]  哥倫多前書第十四章
[00:02:26.000 --> 00:02:28.000]  是保羅討論到哥倫多教會的崇拜混亂
[00:02:28.000 --> 00:02:30.000]  是保羅討論到哥倫多教會的崇拜混亂
[00:02:30.000 --> 00:02:32.000]  當他講到教會崇拜
[00:02:32.000 --> 00:02:34.000]  應該有什麼次序的時候
[00:02:34.000 --> 00:02:36.000]  最後用這句說話
[00:02:36.000 --> 00:02:38.000]  總結保羅說
[00:02:38.000 --> 00:02:40.000]  凡事都要規規矩矩地
[00:02:40.000 --> 00:02:42.000]  按著次序行
[00:02:42.000 --> 00:02:44.000]  凡事都要規規矩矩地
[00:02:44.000 --> 00:02:46.000]  按著次序行
[00:02:46.000 --> 00:02:48.000]  英文是說
[00:02:48.000 --> 00:02:50.000]  in distiny
[00:02:50.000 --> 00:02:52.000]  and in order
[00:02:52.000 --> 00:02:54.000]  要有秩序
[00:02:54.000 --> 00:02:56.000]  反映原來神
[00:02:56.000 --> 00:02:58.000]  是一位終有秩序的神
[00:02:58.000 --> 00:03:00.000]  剛才進來崇拜的時候
[00:03:00.000 --> 00:03:02.000]  你會看到我們崇拜前
[00:03:02.000 --> 00:03:04.000]  會播一個短片
[00:03:04.000 --> 00:03:06.000]  就是告訴大家
[00:03:06.000 --> 00:03:08.000]  原來崇拜有一個目的
[00:03:08.000 --> 00:03:10.000]  崇拜有一個秩序
[00:03:10.000 --> 00:03:12.000]  所以請大家不要遲到早退
[00:03:12.000 --> 00:03:14.000]  不要太過出出入入
[00:03:14.000 --> 00:03:16.000]  電話都要關好
[00:03:16.000 --> 00:03:18.000]  全部都是秩序
[00:03:18.000 --> 00:03:20.000]  甚至講到在婚姻裡面
[00:03:20.000 --> 00:03:22.000]  在家庭裡面
[00:03:22.000 --> 00:03:24.000]  在工作的場景
[00:03:24.000 --> 00:03:26.000]  甚至去到一個國家社會
[00:03:26.000 --> 00:03:28.000]  神
[00:03:28.000 --> 00:03:30.000]  都願意在他的創造
[00:03:30.000 --> 00:03:32.000]  每一個範圍都有秩序
[00:03:32.000 --> 00:03:34.000]  所以當這裡講到
[00:03:34.000 --> 00:03:36.000]  我們要馴服掌權者的時候
[00:03:36.000 --> 00:03:38.000]  其實神的意思
[00:03:38.000 --> 00:03:40.000]  是要我們
[00:03:40.000 --> 00:03:42.000]  所居住的社會
[00:03:42.000 --> 00:03:44.000]  國家是有秩序
[00:03:44.000 --> 00:03:46.000]  當然這個對我們來說
[00:03:46.000 --> 00:03:48.000]  也是有益處
[00:03:48.000 --> 00:03:50.000]  所以今天我從三方面去了解到
[00:03:50.000 --> 00:03:52.000]  這段經文所講的
[00:03:52.000 --> 00:03:54.000]  是關於三重的秩序
[00:03:54.000 --> 00:03:56.000]  以致我們要順從政權
[00:03:56.000 --> 00:03:58.000]  第一就是一個
[00:03:58.000 --> 00:04:00.000]  道德的秩序
[00:04:00.000 --> 00:04:02.000]  第二是社會的秩序
[00:04:02.000 --> 00:04:04.000]  第三我稱之為
[00:04:04.000 --> 00:04:06.000]  國道的秩序
[00:04:06.000 --> 00:04:08.000]  首先我們看
[00:04:08.000 --> 00:04:10.000]  第一招第四節
[00:04:10.000 --> 00:04:12.000]  就是我所講的第一點
[00:04:12.000 --> 00:04:14.000]  秩序
[00:04:14.000 --> 00:04:16.000]  再讀出這四節的經文
[00:04:16.000 --> 00:04:18.000]  在上有權並的
[00:04:18.000 --> 00:04:20.000]  人人要信服
[00:04:20.000 --> 00:04:22.000]  因為沒有權並不是來自神的
[00:04:22.000 --> 00:04:24.000]  掌權的都是神所立的
[00:04:24.000 --> 00:04:26.000]  所以抗拒掌權的
[00:04:26.000 --> 00:04:28.000]  就是抗拒神所立的
[00:04:28.000 --> 00:04:30.000]  抗拒的人必自招審判
[00:04:30.000 --> 00:04:32.000]  作官的
[00:04:32.000 --> 00:04:34.000]  原不是要使行善的懼怕
[00:04:34.000 --> 00:04:36.000]  而是要使作惡的懼怕
[00:04:36.000 --> 00:04:38.000]  你願意不懼怕掌權的嗎
[00:04:38.000 --> 00:04:40.000]  只要行善
[00:04:40.000 --> 00:04:42.000]  你就可得他的稱讚
[00:04:42.000 --> 00:04:44.000]  因為他是神的用人
[00:04:44.000 --> 00:04:46.000]  是與你有益
[00:04:46.000 --> 00:04:48.000]  你若作惡就該懼怕
[00:04:48.000 --> 00:04:50.000]  因為他不是徒然佩劍
[00:04:50.000 --> 00:04:52.000]  他是神的用人
[00:04:52.000 --> 00:04:54.000]  是為神憤怒報應作惡的
[00:04:54.000 --> 00:04:56.000]  簡單來說
[00:04:56.000 --> 00:04:58.000]  什麼是順從政權
[00:04:58.000 --> 00:05:00.000]  是不是要我們
[00:05:00.000 --> 00:05:02.000]  很喜歡他很擁抱他很愛他
[00:05:02.000 --> 00:05:04.000]  不如簡單來說
[00:05:04.000 --> 00:05:06.000]  順從政權
[00:05:06.000 --> 00:05:08.000]  就是叫我們做一個
[00:05:08.000 --> 00:05:10.000]  奉公守法的良好公民
[00:05:10.000 --> 00:05:12.000]  做一個奉公守法的良好公民
[00:05:12.000 --> 00:05:14.000]  做一個奉公守法的良好公民
[00:05:14.000 --> 00:05:16.000]  是一個異譯本
[00:05:16.000 --> 00:05:18.000]  The Message
[00:05:18.000 --> 00:05:20.000]  這樣去翻譯
[00:05:20.000 --> 00:05:22.000]  甚至是這段經文的第一句
[00:05:22.000 --> 00:05:24.000]  Be a good citizen
[00:05:24.000 --> 00:05:26.000]  Be a good citizen
[00:05:26.000 --> 00:05:28.000]  做一個良好的公民
[00:05:28.000 --> 00:05:30.000]  就是順從政權
[00:05:30.000 --> 00:05:32.000]  的一句最具體的表現
[00:05:32.000 --> 00:05:34.000]  的一句最具體的表現
[00:05:34.000 --> 00:05:36.000]  原來政府的責任
[00:05:36.000 --> 00:05:38.000]  我們經文是要賞善罰惡
[00:05:38.000 --> 00:05:40.000]  我們經文是要賞善罰惡
[00:05:40.000 --> 00:05:42.000]  除暴安良
[00:05:42.000 --> 00:05:44.000]  這是任何一個政權應該擔當的角色
[00:05:44.000 --> 00:05:46.000]  甚至是神賜他們去懲罰的權柄
[00:05:46.000 --> 00:05:48.000]  甚至是神賜他們去懲罰的權柄
[00:05:48.000 --> 00:05:50.000]  甚至是神賜他們去懲罰的權柄
[00:05:50.000 --> 00:05:52.000]  這裡說到政府不是白白佩劍
[00:05:52.000 --> 00:05:54.000]  這裡說到政府不是白白佩劍
[00:05:54.000 --> 00:05:56.000]  就是這樣的意思
[00:05:56.000 --> 00:05:58.000]  甚至不要說基督徒
[00:05:58.000 --> 00:06:00.000]  其實一般的平民百姓
[00:06:00.000 --> 00:06:02.000]  人人都有個良知
[00:06:02.000 --> 00:06:04.000]  羅馬書第二章都有說到
[00:06:04.000 --> 00:06:06.000]  按照神賜我們心裡面的道德良知
[00:06:06.000 --> 00:06:08.000]  按照神賜我們心裡面的道德良知
[00:06:08.000 --> 00:06:10.000]  知道什麼是對
[00:06:10.000 --> 00:06:12.000]  什麼是錯 什麼是善 什麼是惡
[00:06:12.000 --> 00:06:14.000]  更加是一個那麼多人居住的社會裡面
[00:06:14.000 --> 00:06:16.000]  更加是一個那麼多人居住的社會裡面
[00:06:16.000 --> 00:06:18.000]  是需要有一個道德的秩序
[00:06:18.000 --> 00:06:20.000]  是需要有一個道德的秩序
[00:06:20.000 --> 00:06:22.000]  去維持社會的安寧
[00:06:22.000 --> 00:06:24.000]  所以當我們說到要順從政權的時候
[00:06:24.000 --> 00:06:26.000]  所以當我們說到要順從政權的時候
[00:06:26.000 --> 00:06:28.000]  其實我們可以想高一點
[00:06:28.000 --> 00:06:30.000]  不單止我們要順從政權
[00:06:30.000 --> 00:06:32.000]  更加背後去順從這位
[00:06:32.000 --> 00:06:34.000]  喜歡秩序的神
[00:06:34.000 --> 00:06:34.000]  更加背後去順從這位
[00:06:34.000 --> 00:06:36.000]  更加背後去順從這位
[00:06:36.000 --> 00:06:38.000]  不知道大家很喜歡去世界各地旅遊
[00:06:38.000 --> 00:06:40.000]  不知道大家很喜歡去世界各地旅遊
[00:06:40.000 --> 00:06:42.000]  有沒有去過哥倫比亞
[00:06:42.000 --> 00:06:44.000]  有沒有去過哥倫比亞
[00:06:44.000 --> 00:06:46.000]  好像也不是很多人舉手
[00:06:46.000 --> 00:06:48.000]  有一個就是前面的Ben
[00:06:48.000 --> 00:06:50.000]  一會兒我去問問他
[00:06:50.000 --> 00:06:52.000]  不知道為什麼沒有人去哥倫比亞
[00:06:52.000 --> 00:06:54.000]  原來以我所知
[00:06:54.000 --> 00:06:56.000]  全世界最大的毒梟
[00:06:56.000 --> 00:06:58.000]  好像就在哥倫比亞
[00:06:58.000 --> 00:07:00.000]  大到怎樣呢
[00:07:00.000 --> 00:07:02.000]  毒梟的惡權可能是大過政權
[00:07:02.000 --> 00:07:04.000]  毒梟的惡權可能是大過政權
[00:07:04.000 --> 00:07:06.000]  原來那些毒梟居民是有軍隊的
[00:07:06.000 --> 00:07:08.000]  原來那些毒梟居民是有軍隊的
[00:07:08.000 --> 00:07:10.000]  如果你去到這些國家
[00:07:10.000 --> 00:07:12.000]  作惡的人比政府還要惡
[00:07:12.000 --> 00:07:14.000]  你覺得政權也是壞的
[00:07:14.000 --> 00:07:16.000]  你覺得政權也是壞的
[00:07:16.000 --> 00:07:18.000]  人民起來不喜歡他也正常
[00:07:18.000 --> 00:07:20.000]  不如下一次你去旅行
[00:07:20.000 --> 00:07:22.000]  就試試去哥倫比亞你敢不敢去
[00:07:22.000 --> 00:07:24.000]  去到出了事你也不知道找誰
[00:07:24.000 --> 00:07:26.000]  甚至可能那些警察官員
[00:07:26.000 --> 00:07:28.000]  甚至可能那些警察官員
[00:07:28.000 --> 00:07:30.000]  你也不知道信不信他
[00:07:30.000 --> 00:07:32.000]  相反
[00:07:32.000 --> 00:07:34.000]  我們附近菲律賓近來的總統
[00:07:34.000 --> 00:07:36.000]  我們附近菲律賓近來的總統
[00:07:36.000 --> 00:07:38.000]  杜特爾特
[00:07:38.000 --> 00:07:40.000]  他大力打壓那裡的毒販
[00:07:40.000 --> 00:07:42.000]  雖然我們知道
[00:07:42.000 --> 00:07:44.000]  居民的手法也引起非議
[00:07:44.000 --> 00:07:46.000]  居民的手法也引起非議
[00:07:46.000 --> 00:07:48.000]  但怎樣也算是在做他的工作
[00:07:48.000 --> 00:07:50.000]  但怎樣也算是在做他的工作
[00:07:50.000 --> 00:07:52.000]  所以如果有一個政權在維持社會秩序
[00:07:52.000 --> 00:07:54.000]  所以如果有一個政權在維持社會秩序
[00:07:54.000 --> 00:07:56.000]  總好過有混亂的出現
[00:07:56.000 --> 00:07:58.000]  總好過有混亂的出現
[00:07:58.000 --> 00:08:00.000]  這是第一個沒有提醒我們要信從政權的原因
[00:08:00.000 --> 00:08:02.000]  這是第一個沒有提醒我們要信從政權的原因
[00:08:02.000 --> 00:08:04.000]  第二就是社會秩序
[00:08:04.000 --> 00:08:06.000]  第二就是社會秩序
[00:08:06.000 --> 00:08:08.000]  讓我讀出第五至第七節的經文
[00:08:08.000 --> 00:08:10.000]  讓我讀出第五至第七節的經文
[00:08:10.000 --> 00:08:12.000]  所以你們必須信服
[00:08:12.000 --> 00:08:14.000]  所以你們必須信服
[00:08:14.000 --> 00:08:16.000]  不但是因神的憤怒也是因著良心
[00:08:16.000 --> 00:08:18.000]  不但是因神的憤怒也是因著良心
[00:08:18.000 --> 00:08:20.000]  你們納良也為這個緣故
[00:08:20.000 --> 00:08:22.000]  你們納良也為這個緣故
[00:08:22.000 --> 00:08:24.000]  因他們是神的僕役專管這事
[00:08:24.000 --> 00:08:26.000]  他們是神的僕役專管這事
[00:08:26.000 --> 00:08:28.000]  黨得良的 給他納良
[00:08:28.000 --> 00:08:30.000]  黨得稅的 給他上稅
[00:08:30.000 --> 00:08:32.000]  黨懼怕的 懼怕他
[00:08:32.000 --> 00:08:34.000]  黨恭敬的 恭敬他
[00:08:34.000 --> 00:08:36.000]  黨懼怕的 懼怕他
[00:08:36.000 --> 00:08:38.000]  在這裡說到
[00:08:38.000 --> 00:08:40.000]  特別有一個應用很明顯
[00:08:40.000 --> 00:08:42.000]  在這裡說到
[00:08:42.000 --> 00:08:44.000]  特別有一個應用很明顯
[00:08:44.000 --> 00:08:46.000]  信從政府本來不單單是奉公守法
[00:08:46.000 --> 00:08:48.000]  信從政府本來不單單是奉公守法
[00:08:48.000 --> 00:08:50.000]  特別說到什麼
[00:08:50.000 --> 00:08:52.000]  要納稅
[00:08:52.000 --> 00:08:54.000]  特別說到什麼
[00:08:54.000 --> 00:08:56.000]  為什麼呢
[00:08:56.000 --> 00:08:58.000]  不單止在這裡回應
[00:08:58.000 --> 00:09:00.000]  耶穌也曾經說過
[00:09:00.000 --> 00:09:02.000]  有人問耶穌應不應該納稅給凱撒
[00:09:02.000 --> 00:09:04.000]  耶穌回應
[00:09:04.000 --> 00:09:06.000]  凱撒的歸凱撒
[00:09:06.000 --> 00:09:08.000]  神的歸神
[00:09:08.000 --> 00:09:10.000]  神的歸神
[00:09:10.000 --> 00:09:12.000]  即是說耶穌沒有反對納稅給政權
[00:09:12.000 --> 00:09:14.000]  即是說耶穌沒有反對納稅給政權
[00:09:14.000 --> 00:09:16.000]  但是背後說神的歸神
[00:09:16.000 --> 00:09:18.000]  但是背後說神的歸神
[00:09:18.000 --> 00:09:20.000]  更加是說所有事情
[00:09:20.000 --> 00:09:22.000]  包括政權
[00:09:22.000 --> 00:09:24.000]  都是在神的統管之下
[00:09:24.000 --> 00:09:26.000]  所以政權理論上
[00:09:26.000 --> 00:09:28.000]  都應該服在神之下
[00:09:28.000 --> 00:09:30.000]  但是特別在這裡說到
[00:09:30.000 --> 00:09:32.000]  為什麼保羅說要納稅
[00:09:32.000 --> 00:09:34.000]  為什麼保羅說要納稅
[00:09:34.000 --> 00:09:36.000]  原來根據一些歷史資料了解
[00:09:36.000 --> 00:09:38.000]  原來根據一些歷史資料了解
[00:09:38.000 --> 00:09:40.000]  保羅寫羅馬書的時間
[00:09:40.000 --> 00:09:42.000]  保羅寫羅馬書的時間
[00:09:42.000 --> 00:09:44.000]  正正似乎就是羅馬人
[00:09:44.000 --> 00:09:46.000]  正正似乎就是羅馬人
[00:09:46.000 --> 00:09:48.000]  在醞釀一個拒稅的抗爭
[00:09:48.000 --> 00:09:50.000]  在醞釀一個拒稅的抗爭
[00:09:50.000 --> 00:09:52.000]  tax revolt
[00:09:52.000 --> 00:09:54.000]  當時的一個凱撒王
[00:09:54.000 --> 00:09:56.000]  當時的一個凱撒王
[00:09:56.000 --> 00:09:58.000]  尼祿
[00:09:58.000 --> 00:10:00.000]  他慢慢非常尊權
[00:10:00.000 --> 00:10:02.000]  更加後來成為了一個
[00:10:02.000 --> 00:10:04.000]  敵教會、敵基督的帝王
[00:10:04.000 --> 00:10:06.000]  他矯正非常重的稅項
[00:10:06.000 --> 00:10:08.000]  他矯正非常重的稅項
[00:10:08.000 --> 00:10:10.000]  令到當時百姓覺得非常難去承擔
[00:10:10.000 --> 00:10:12.000]  令到當時百姓覺得非常難去承擔
[00:10:12.000 --> 00:10:14.000]  所以這個氣氛
[00:10:14.000 --> 00:10:16.000]  敵政府的氣氛在百姓裡醞釀著
[00:10:16.000 --> 00:10:18.000]  更加有些激烈的人
[00:10:18.000 --> 00:10:20.000]  更加有些激烈的人
[00:10:20.000 --> 00:10:22.000]  提倡用暴力的手段去抗衡政府
[00:10:22.000 --> 00:10:24.000]  提倡用暴力的手段去抗衡政府
[00:10:24.000 --> 00:10:26.000]  所以有些人認為
[00:10:26.000 --> 00:10:28.000]  保羅去寫羅馬書的時候
[00:10:28.000 --> 00:10:30.000]  保羅去寫羅馬書的時候
[00:10:30.000 --> 00:10:32.000]  為什麼講到這一段
[00:10:32.000 --> 00:10:34.000]  是要順從政權
[00:10:34.000 --> 00:10:36.000]  還有應用特別講到要納稅
[00:10:36.000 --> 00:10:38.000]  還有應用特別講到要納稅
[00:10:38.000 --> 00:10:40.000]  其實是嘗試要平復
[00:10:40.000 --> 00:10:42.000]  當時在羅馬的這群基督徒
