
[00:00:00.000 --> 00:00:03.060]  一生姊妹平安
[00:00:03.060 --> 00:00:05.000]  差不多想起來
[00:00:05.000 --> 00:00:10.000]  有一年多沒有在這裡崇拜分享信息
[00:00:10.000 --> 00:00:12.000]  現在站在這裡感覺
[00:00:12.000 --> 00:00:14.000]  我現在捕捉一下
[00:00:14.000 --> 00:00:18.000]  感覺挺好的
[00:00:18.000 --> 00:00:21.000]  感覺神給我這樣的機會
[00:00:21.000 --> 00:00:22.000]  先問大家一個問題
[00:00:22.000 --> 00:00:25.000]  你覺得自己正不正常
[00:00:25.000 --> 00:00:28.000]  覺得自己正常的舉手
[00:00:28.000 --> 00:00:29.000]  不用解釋的
[00:00:29.000 --> 00:00:31.000]  我覺得自己正常就可以舉手
[00:00:31.000 --> 00:00:33.000]  謝謝你們
[00:00:33.000 --> 00:00:35.000]  我不會再問第二條問題
[00:00:35.000 --> 00:00:38.000]  就是問你覺得自己反常或者不正常
[00:00:38.000 --> 00:00:41.000]  我猜沒人敢舉手
[00:00:41.000 --> 00:00:43.000]  我就覺得自己有點反常的
[00:00:43.000 --> 00:00:45.000]  怎麼叫正常
[00:00:45.000 --> 00:00:46.000]  通常我們說
[00:00:46.000 --> 00:00:49.000]  那個態度行為想法
[00:00:49.000 --> 00:00:51.000]  是一般人會有的狀況
[00:00:51.000 --> 00:00:53.000]  我們就叫正常
[00:00:53.000 --> 00:00:54.000]  又或者是覺得
[00:00:54.000 --> 00:00:56.000]  這裡很多知識分子
[00:00:56.000 --> 00:00:59.000]  可能覺得合乎邏輯的
[00:00:59.000 --> 00:01:03.000]  常理的我們就管它叫正常
[00:01:03.000 --> 00:01:07.000]  可是今天小嫻想為你介紹兩個
[00:01:07.000 --> 00:01:10.000]  如果光用常理來判斷
[00:01:10.000 --> 00:01:12.000]  屬於不大正常的人
[00:01:12.000 --> 00:01:16.000]  他們的故事可以帶來一些給我們的
[00:01:16.000 --> 00:01:18.000]  反思和鼓勵
[00:01:18.000 --> 00:01:21.000]  我們同心來打槓
[00:01:21.000 --> 00:01:22.000]  天父感謝你
[00:01:22.000 --> 00:01:25.000]  讓我們有機會一起去領受你的話語
[00:01:25.000 --> 00:01:28.000]  求你的靈在我們中間運行
[00:01:28.000 --> 00:01:32.000]  讓我們都能敏銳於你的話的指引
[00:01:32.000 --> 00:01:33.000]  而且聽到行到
[00:01:33.000 --> 00:01:35.000]  讓你的名字得到榮耀
[00:01:35.000 --> 00:01:37.000]  這樣打高聖主耶穌基督
[00:01:37.000 --> 00:01:39.000]  你永遠得勝之名
[00:01:39.000 --> 00:01:42.000]  來祈求阿們
[00:01:42.000 --> 00:01:45.000]  我們先來朗讀一下今天的經文
[00:01:45.000 --> 00:01:46.000]  比較長
[00:01:46.000 --> 00:01:47.000]  但我覺得呢
[00:01:47.000 --> 00:01:50.000]  想和大家一起來朗讀
[00:01:50.000 --> 00:01:51.000]  但是這樣子
[00:01:51.000 --> 00:01:52.000]  這是一個故事
[00:01:52.000 --> 00:01:54.000]  所以我就想分角色
[00:01:54.000 --> 00:01:56.000]  讓我們比較能投入
[00:01:56.000 --> 00:01:59.000]  所有的旁白和是神的話
[00:01:59.000 --> 00:02:01.000]  就我來講
[00:02:01.000 --> 00:02:02.000]  扮演寡婦
[00:02:02.000 --> 00:02:04.000]  就請這裡所有的
[00:02:04.000 --> 00:02:06.000]  我們的弟兄姊妹都變成寡婦
[00:02:06.000 --> 00:02:07.000]  還有呢
[00:02:07.000 --> 00:02:08.000]  我沒有禮聘
[00:02:08.000 --> 00:02:13.000]  但是是非常真心的邀請
[00:02:13.000 --> 00:02:18.000]  很誠懇的邀請李旺來扮演伊莉亞
[00:02:18.000 --> 00:02:21.000]  昨天晚上給她一個炸彈
[00:02:21.000 --> 00:02:24.000]  現在我來然後藍色是伊莉亞
[00:02:24.000 --> 00:02:25.000]  紅色的就是你們
[00:02:25.000 --> 00:02:28.000]  你們嘗試帶入那個寡婦
[00:02:28.000 --> 00:02:29.000]  帶入她的想法
[00:02:29.000 --> 00:02:30.000]  我們來
[00:02:30.000 --> 00:02:31.000]  耶和華的話
[00:02:31.000 --> 00:02:33.000]  領導她說
[00:02:33.000 --> 00:02:35.000]  那個她就是伊莉亞
[00:02:35.000 --> 00:02:38.000]  你起身往西敦的薩勒法去
[00:02:38.000 --> 00:02:39.000]  住在那裡
[00:02:39.000 --> 00:02:43.000]  我已吩咐那裡一個寡婦供養你
[00:02:43.000 --> 00:02:46.000]  伊莉亞就起身往薩勒法去
[00:02:46.000 --> 00:02:48.000]  到了城門
[00:02:48.000 --> 00:02:51.000]  見有一個寡婦在那裡撿柴
[00:02:51.000 --> 00:02:54.000]  伊莉亞呼叫她說
[00:02:54.000 --> 00:02:58.000]  求你用器皿取點水來給我喝
[00:02:58.000 --> 00:03:00.000]  她去取水的時候
[00:03:00.000 --> 00:03:03.000]  伊莉亞又呼叫她說
[00:03:03.000 --> 00:03:07.000]  也求你拿點餅來給我
[00:03:07.000 --> 00:03:08.000]  她
[00:03:08.000 --> 00:03:10.000]  那個婦人就回答說
[00:03:10.000 --> 00:03:15.000]  我只想用身體畫人的身體去
[00:03:15.000 --> 00:03:16.000]  我沒有餅
[00:03:16.000 --> 00:03:19.000]  談戀愛只有一半年
[00:03:19.000 --> 00:03:21.000]  經歷只有一年多
[00:03:21.000 --> 00:03:24.000]  我現在早兩根柴
[00:03:24.000 --> 00:03:28.000]  回家要為我和我兒子做餅
[00:03:28.000 --> 00:03:31.000]  我們吃了十九十八
[00:03:31.000 --> 00:03:33.000]  伊莉亞對她說
[00:03:33.000 --> 00:03:34.000]  不要懼怕
[00:03:34.000 --> 00:03:37.000]  可以照你所說的去做吧
[00:03:37.000 --> 00:03:40.000]  只要先為我做一個小餅
[00:03:40.000 --> 00:03:41.000]  拿來給我
[00:03:41.000 --> 00:03:44.000]  然後為你和你的兒子做餅
[00:03:44.000 --> 00:03:47.000]  因為耶和華以色列的神如此說
[00:03:47.000 --> 00:03:50.000]  壇內的面必不減少
[00:03:50.000 --> 00:03:52.000]  瓶裡的油必不缺短
[00:03:52.000 --> 00:03:57.000]  直到耶和華食雨降在地上的日子
[00:03:57.000 --> 00:04:00.000]  婦人就照伊莉亞的話去行
[00:04:00.000 --> 00:04:02.000]  她和她家中的人
[00:04:02.000 --> 00:04:05.000]  並伊莉亞吃了許多日子
[00:04:05.000 --> 00:04:08.000]  壇內的面果不減少
[00:04:08.000 --> 00:04:10.000]  瓶裡的油也不缺短
[00:04:10.000 --> 00:04:13.000]  正如耶和華借伊莉亞所說的話
[00:04:13.000 --> 00:04:15.000]  這事以後
[00:04:15.000 --> 00:04:17.000]  做那家主母的婦人
[00:04:17.000 --> 00:04:18.000]  她兒子病了
[00:04:18.000 --> 00:04:19.000]  病得甚重
[00:04:19.000 --> 00:04:22.000]  以致身無氣息
[00:04:22.000 --> 00:04:24.000]  婦人就對伊莉亞說
[00:04:24.000 --> 00:04:25.000]  神啊
[00:04:25.000 --> 00:04:27.000]  我已經和他
[00:04:27.000 --> 00:04:29.000]  已經到我這裡來
[00:04:29.000 --> 00:04:32.000]  請神想念我的罪
[00:04:32.000 --> 00:04:35.000]  以致我的兒子死了
[00:04:35.000 --> 00:04:37.000]  伊莉亞對她說
[00:04:37.000 --> 00:04:39.000]  把你兒子交給我
[00:04:39.000 --> 00:04:41.000]  伊莉亞就從婦人
[00:04:41.000 --> 00:04:44.000]  懷中將孩子接過來
[00:04:44.000 --> 00:04:46.000]  抱到她所在的樓中
[00:04:46.000 --> 00:04:48.000]  放在自己的床上
[00:04:48.000 --> 00:04:51.000]  就求告耶和華說
[00:04:51.000 --> 00:04:53.000]  耶和華我的神啊
[00:04:53.000 --> 00:04:55.000]  我寄居在這寡婦的家裡
[00:04:55.000 --> 00:04:57.000]  你就降禍於她
[00:04:57.000 --> 00:04:59.000]  是她的兒子死了嗎
[00:04:59.000 --> 00:05:01.000]  伊莉亞三次扶在孩子的身上
[00:05:01.000 --> 00:05:03.000]  求告耶和華說
[00:05:03.000 --> 00:05:05.000]  耶和華我的神啊
[00:05:05.000 --> 00:05:11.000]  求你使這孩子的靈魂扔入她的身體
[00:05:11.000 --> 00:05:13.000]  耶和華應允伊莉亞的話
[00:05:13.000 --> 00:05:15.000]  孩子的靈魂扔入她的身體
[00:05:15.000 --> 00:05:17.000]  她就活了
[00:05:17.000 --> 00:05:20.000]  伊莉亞將孩子從樓上抱下來
[00:05:20.000 --> 00:05:21.000]  進屋子
[00:05:21.000 --> 00:05:23.000]  交給她母親說
[00:05:23.000 --> 00:05:24.000]  看啊
[00:05:24.000 --> 00:05:26.000]  你的兒子活了
[00:05:26.000 --> 00:05:29.000]  婦人對伊莉亞說
[00:05:29.000 --> 00:05:31.000]  應該是你們對
[00:05:31.000 --> 00:05:34.000]  現在我知道你是神人
[00:05:34.000 --> 00:05:39.000]  耶和華見你一口所說的是真的
[00:05:39.000 --> 00:05:40.000]  好 謝謝大家
[00:05:40.000 --> 00:05:42.000]  你們比我清醒
[00:05:42.000 --> 00:05:44.000]  我的顏色錯了
[00:05:44.000 --> 00:05:47.000]  還看見有位姊妹馬上就有回應
[00:05:47.000 --> 00:05:48.000]  證明是投入
[00:05:48.000 --> 00:05:52.000]  不過你們扮演的寡婦慘不慘
[00:05:52.000 --> 00:05:53.000]  都不大慘
[00:05:53.000 --> 00:05:56.000]  好像都很溫柔
[00:05:56.000 --> 00:05:58.000]  但是謝謝大家嘗試投入
[00:05:58.000 --> 00:06:00.000]  不知道你們有沒有發現
[00:06:00.000 --> 00:06:03.000]  其實裡面經文有一個
[00:06:03.000 --> 00:06:06.000]  不斷重複的那麼一個結構
[00:06:06.000 --> 00:06:07.000]  這是什麼呢
[00:06:07.000 --> 00:06:09.000]  現在有一個事件發生了
[00:06:09.000 --> 00:06:11.000]  然後神的話語就介入
[00:06:11.000 --> 00:06:14.000]  然後人對神的話有回應
[00:06:14.000 --> 00:06:15.000]  這裡只有兩個人
[00:06:15.000 --> 00:06:16.000]  哪兩個
[00:06:16.000 --> 00:06:18.000]  一個是伊莉亞
[00:06:18.000 --> 00:06:19.000]  先知伊莉亞
[00:06:19.000 --> 00:06:21.000]  還有一個就是那個寡婦
[00:06:21.000 --> 00:06:24.000]  快要餓死的寡婦
[00:06:24.000 --> 00:06:27.000]  然後最後當然就有一個結果
[00:06:27.000 --> 00:06:29.000]  都是這樣重複又重複
[00:06:29.000 --> 00:06:31.000]  我還會講十六章一點
[00:06:31.000 --> 00:06:34.000]  然後十七章及整章我們都會談到
[00:06:34.000 --> 00:06:36.000]  所以如果你想清楚一點
[00:06:36.000 --> 00:06:38.000]  你可以打開手機
[00:06:38.000 --> 00:06:40.000]  就從十六章三十節
[00:06:40.000 --> 00:06:44.000]  我們一起來看
[00:06:44.000 --> 00:06:48.000]  首先要談的是事件的一個背景
[00:06:48.000 --> 00:06:52.000]  可以追溯到十六章三十到三十三節
[00:06:52.000 --> 00:06:55.000]  就是神的子民分裂為南北兩國
[00:06:55.000 --> 00:06:58.000]  那北國以色列就有一個新王
[00:06:58.000 --> 00:07:00.000]  叫什麼叫亞哈
[00:07:00.000 --> 00:07:03.000]  他就像北國的開國皇帝
[00:07:03.000 --> 00:07:05.000]  就是耶羅伯安一樣
[00:07:05.000 --> 00:07:07.000]  像金牛盪耶和華來拜
[00:07:07.000 --> 00:07:10.000]  所以凡是你在經文裡面看到
[00:07:10.000 --> 00:07:14.000]  他犯了那個耶羅伯安的罪
[00:07:14.000 --> 00:07:15.000]  什麼罪
[00:07:15.000 --> 00:07:18.000]  就是把金牛當是耶和華來拜
[00:07:18.000 --> 00:07:20.000]  但是他罪加一檔
[00:07:20.000 --> 00:07:22.000]  除了這個罪
[00:07:22.000 --> 00:07:24.000]  把金牛當是神來拜
[00:07:24.000 --> 00:07:26.000]  還拜了西頓
[00:07:26.000 --> 00:07:28.000]  這裡可能很小你看不到
[00:07:28.000 --> 00:07:29.000]  但沒關係
[00:07:29.000 --> 00:07:31.000]  你大概知道了
[00:07:31.000 --> 00:07:34.000]  他就是在以色列北國的近鄰
[00:07:34.000 --> 00:07:37.000]  北邊大概就是這樣西頓
[00:07:37.000 --> 00:07:39.000]  他就娶了西頓的公主
[00:07:39.000 --> 00:07:42.000]  那西頓有什麼著名的呢
[00:07:42.000 --> 00:07:45.000]  除了有紫色的布
[00:07:45.000 --> 00:07:46.000]  還有什麼
[00:07:46.000 --> 00:07:47.000]  就是拜拜誰呀
[00:07:47.000 --> 00:07:49.000]  拜巴利
[00:07:49.000 --> 00:07:51.000]  拜巴利拜亞勢拉
[00:07:51.000 --> 00:07:53.000]  所以娶了這個公主回來
[00:07:53.000 --> 00:07:54.000]  就助長他
[00:07:54.000 --> 00:07:57.000]  繼續瘋狂的拜巴利拜亞勢拉
[00:07:57.000 --> 00:08:00.000]  結果就惹動耶和華的怒氣
[00:08:00.000 --> 00:08:02.000]  然後十七章
[00:08:02.000 --> 00:08:04.000]  十七章你就看到呢
[00:08:04.000 --> 00:08:07.000]  那個以利亞出場的時候
[00:08:07.000 --> 00:08:09.000]  他是住在那個積列
[00:08:09.000 --> 00:08:12.000]  積列下面看看
[00:08:12.000 --> 00:08:14.000]  積列
[00:08:14.000 --> 00:08:15.000]  積列對
[00:08:15.000 --> 00:08:18.000]  積列就是在下面這個地方
[00:08:18.000 --> 00:08:19.000]  大概這個地方
[00:08:19.000 --> 00:08:23.000]  他是住在積列
[00:08:23.000 --> 00:08:26.000]  對他是住在積列這個地方
[00:08:26.000 --> 00:08:28.000]  所以距離那個
[00:08:28.000 --> 00:08:32.000]  待會你會看西頓的撒勒法
[00:08:32.000 --> 00:08:34.000]  還是有非常長的距離
[00:08:34.000 --> 00:08:35.000]  那他就有回應了
[00:08:35.000 --> 00:08:36.000]  看見這個亞哈
[00:08:36.000 --> 00:08:38.000]  哇這麼糟糕
[00:08:38.000 --> 00:08:40.000]  這麼可惱的
[00:08:40.000 --> 00:08:41.000]  他就起來宣告
[00:08:41.000 --> 00:08:43.000]  其實他是做了一個宣告
[00:08:43.000 --> 00:08:45.000]  他說這幾年不會下雨
[00:08:45.000 --> 00:08:47.000]  直到我再禱告
[00:08:47.000 --> 00:08:49.000]  當時好像缺了點東西
[00:08:49.000 --> 00:08:50.000]  他馬上就有動作
[00:08:50.000 --> 00:08:51.000]  馬上就有回應了
[00:08:51.000 --> 00:08:52.000]  因為有一個事件
[00:08:52.000 --> 00:08:55.000]  就是有人拜那個亞哈
[00:08:55.000 --> 00:08:58.000]  就是那個有人拜那個巴利
[00:08:58.000 --> 00:08:59.000]  亞哈拜巴利
[00:08:59.000 --> 00:09:01.000]  好像沒有神的話
[00:09:01.000 --> 00:09:02.000]  怎麼他馬上回應呢
[00:09:02.000 --> 00:09:04.000]  其實聖經沒有寫出來
[00:09:04.000 --> 00:09:06.000]  但很多學者都相信
[00:09:06.000 --> 00:09:08.000]  十七章一節
[00:09:08.000 --> 00:09:10.000]  以利亞對亞哈的話
[00:09:10.000 --> 00:09:11.000]  是有根據的
[00:09:11.000 --> 00:09:12.000]  是根據生命記
[00:09:12.000 --> 00:09:14.000]  二十八章的內容提出
[00:09:14.000 --> 00:09:15.000]  就是神的話提出
[00:09:15.000 --> 00:09:17.000]  那你講什麼呢
[00:09:17.000 --> 00:09:18.000]  那你記載
[00:09:18.000 --> 00:09:19.000]  耶和華說
[00:09:19.000 --> 00:09:20.000]  如果以色列人
[00:09:20.000 --> 00:09:22.000]  將來不遵守神所
[00:09:22.000 --> 00:09:23.000]  頒下的律法
[00:09:23.000 --> 00:09:25.000]  例如去拜偶像啊
[00:09:25.000 --> 00:09:28.000]  旱災就是其中一樣
[00:09:28.000 --> 00:09:30.000]  耶和華會給他的
[00:09:30.000 --> 00:09:32.000]  子民的一個懲罰
[00:09:32.000 --> 00:09:33.000]  所以以利亞
[00:09:33.000 --> 00:09:35.000]  作為神的代言人
[00:09:35.000 --> 00:09:36.000]  他祈求神
[00:09:36.000 --> 00:09:39.000]  把自己早已說明的懲罰
[00:09:39.000 --> 00:09:41.000]  臨到自己的同胞
[00:09:41.000 --> 00:09:44.000]  目的不是為了虐待狂
[00:09:44.000 --> 00:09:45.000]  而是為了希望
[00:09:45.000 --> 00:09:48.000]  這些懲罰能促使
[00:09:48.000 --> 00:09:50.000]  他的同胞悔改
[00:09:50.000 --> 00:09:51.000]  他也明白
