
[00:00:00.000 --> 00:00:02.000]  大家好 節目平安
[00:00:02.000 --> 00:00:09.000]  記得我剛剛入神樂院之前
[00:00:09.000 --> 00:00:11.000]  就要考很多不同的試
[00:00:11.000 --> 00:00:14.000]  其中一科就要考神經知識
[00:00:14.000 --> 00:00:18.000]  記得這科就會分新藥和舊藥兩個部分
[00:00:18.000 --> 00:00:20.000]  成績出了之後
[00:00:20.000 --> 00:00:21.000]  我發現一個很大的差別
[00:00:21.000 --> 00:00:23.000]  你猜猜我新藥高分一點
[00:00:23.000 --> 00:00:25.000]  還是舊藥高分一點
[00:00:25.000 --> 00:00:28.000]  新藥 猜得沒錯
[00:00:28.000 --> 00:00:30.000]  我的新藥成績原來比舊藥好很多
[00:00:30.000 --> 00:00:32.000]  不是因為我很熟悉新藥
[00:00:32.000 --> 00:00:35.000]  而是因為舊藥太複雜
[00:00:35.000 --> 00:00:37.000]  我對舊藥不太認識
[00:00:37.000 --> 00:00:38.000]  其實的確都是
[00:00:38.000 --> 00:00:40.000]  因為舊藥篇幅很長
[00:00:40.000 --> 00:00:42.000]  還有裡面的人物關係的事件
[00:00:42.000 --> 00:00:45.000]  對我們來說是更加陌生
[00:00:45.000 --> 00:00:47.000]  今天我也想考大家一個
[00:00:47.000 --> 00:00:49.000]  關於舊藥的知識問題
[00:00:49.000 --> 00:00:50.000]  大家可不可以說一下
[00:00:50.000 --> 00:00:53.000]  舊藥裡面最短的書卷是哪一本書
[00:00:53.000 --> 00:00:54.000]  知不知道
[00:00:54.000 --> 00:00:56.000]  有沒有人知道最短的書卷是哪一本
[00:00:56.000 --> 00:00:58.000]  是小仙知
[00:00:58.000 --> 00:00:59.000]  我聽到了
[00:00:59.000 --> 00:01:01.000]  就是俄巴底亞
[00:01:01.000 --> 00:01:03.000]  只有一章的聖經 二十一節
[00:01:03.000 --> 00:01:05.000]  第二段是什麼聖經呢
[00:01:05.000 --> 00:01:06.000]  舊藥
[00:01:06.000 --> 00:01:08.000]  就是今天說的哈蓋書
[00:01:08.000 --> 00:01:10.000]  總共只有兩章
[00:01:10.000 --> 00:01:13.000]  我們今天會說第二章的經文
[00:01:13.000 --> 00:01:16.000]  哈蓋書同樣是我們這段時間
[00:01:16.000 --> 00:01:18.000]  講道系裡面涉及的一個時期
[00:01:18.000 --> 00:01:20.000]  就是以色列民秘魯回歸
[00:01:20.000 --> 00:01:22.000]  回到耶路撒冷的階段的時候
[00:01:22.000 --> 00:01:25.000]  所記載的一段歷史
[00:01:25.000 --> 00:01:29.000]  哈蓋書裡面總共是分四個講章
[00:01:29.000 --> 00:01:31.000]  哈蓋講了四篇道
[00:01:31.000 --> 00:01:34.000]  第一篇道講到要呼籲百姓
[00:01:34.000 --> 00:01:38.000]  重新調整他們人生當中的優先序
[00:01:38.000 --> 00:01:40.000]  叫他們回到神那邊
[00:01:40.000 --> 00:01:42.000]  重建聖殿
[00:01:42.000 --> 00:01:44.000]  接著第二第三第四章
[00:01:44.000 --> 00:01:47.000]  就是今天所涉及的經文第二章
[00:01:47.000 --> 00:01:51.000]  包括了要預言聖殿的榮耀
[00:01:51.000 --> 00:01:53.000]  要激勵百姓要剛強
[00:01:53.000 --> 00:01:56.000]  然後教導百姓要反省自己的生命
[00:01:56.000 --> 00:01:58.000]  成為聖傑
[00:01:58.000 --> 00:02:00.000]  最後都是關乎一個對他們的領袖
[00:02:00.000 --> 00:02:04.000]  所羅巴伯的一個寓意
[00:02:04.000 --> 00:02:06.000]  哈蓋書裡面其實唯一一個主題
[00:02:06.000 --> 00:02:08.000]  就是重建聖殿
[00:02:08.000 --> 00:02:10.000]  我們或者回想一下
[00:02:10.000 --> 00:02:14.000]  我們當時聖殿的一些歷史
[00:02:14.000 --> 00:02:16.000]  第一個聖殿
[00:02:16.000 --> 00:02:17.000]  舊約裡面有兩個聖殿
[00:02:17.000 --> 00:02:19.000]  第一聖殿和第二聖殿
[00:02:19.000 --> 00:02:22.000]  第一個聖殿是由所羅門王所設立的
[00:02:22.000 --> 00:02:27.000]  但是在公元前586年的時候
[00:02:27.000 --> 00:02:29.000]  就被巴比倫王所滅
[00:02:29.000 --> 00:02:30.000]  當時很輝煌
[00:02:30.000 --> 00:02:33.000]  大家看到圖片都很有介紹
[00:02:33.000 --> 00:02:37.000]  接著就直到所羅巴伯帶領以色列民
[00:02:37.000 --> 00:02:39.000]  回到耶路撒冷的時候
[00:02:39.000 --> 00:02:42.000]  開始重建第二個聖殿
[00:02:42.000 --> 00:02:45.000]  這個第二個聖殿的過程一點都不順利
[00:02:45.000 --> 00:02:48.000]  中間還因為敵人的攻擊
[00:02:48.000 --> 00:02:51.000]  停止了十五年
[00:02:51.000 --> 00:02:55.000]  從頭到尾整個聖殿的建築重建
[00:02:55.000 --> 00:02:58.000]  用了差不多二十年的時間
[00:02:58.000 --> 00:03:02.000]  我們開始看看今天經文的第一部分
[00:03:02.000 --> 00:03:04.000]  第一部分講到一個日子
[00:03:04.000 --> 00:03:05.000]  七月二十一日
[00:03:05.000 --> 00:03:06.000]  很特別的
[00:03:06.000 --> 00:03:09.000]  如果我們留意哈蓋書裡面每一篇的講章
[00:03:09.000 --> 00:03:13.000]  它開頭的時間都寫了一個日子在裡面
[00:03:13.000 --> 00:03:15.000]  這個日期是記載了
[00:03:15.000 --> 00:03:19.000]  或者提供了一些很重要的背景資料
[00:03:19.000 --> 00:03:21.000]  七月二十一日
[00:03:21.000 --> 00:03:24.000]  如果我們看回第一章十五節那裡講到
[00:03:24.000 --> 00:03:27.000]  他們開始的工程是在六月二十四日
[00:03:27.000 --> 00:03:28.000]  所以我們知道
