
[00:00:00.000 --> 00:00:03.000]  丙姐妹,大家好
[00:00:03.000 --> 00:00:08.000]  我們準備好我們的心去迎見神了嗎?
[00:00:08.000 --> 00:00:11.000]  剛才所讀的神的說話
[00:00:11.000 --> 00:00:14.000]  願意我們能夠以一個開放的心
[00:00:14.000 --> 00:00:16.000]  容得下祂的說話
[00:00:16.000 --> 00:00:18.000]  我們一個禱告
[00:00:18.000 --> 00:00:19.000]  姐妹上帝,我們多謝祢
[00:00:19.000 --> 00:00:21.000]  因為祢賜下祢的說話
[00:00:21.000 --> 00:00:25.000]  祢也給我們能夠有祢的形象所做
[00:00:25.000 --> 00:00:27.000]  祢賜我們良知
[00:00:27.000 --> 00:00:31.000]  祢能夠讓我們認識祢的能力
[00:00:31.000 --> 00:00:33.000]  我們感謝祢
[00:00:33.000 --> 00:00:34.000]  求祢開開我們的眼睛
[00:00:34.000 --> 00:00:37.000]  讓我們能夠明白神祢的說話
[00:00:37.000 --> 00:00:39.000]  祈禱奉耶穌的姓名
[00:00:39.000 --> 00:00:41.000]  阿們
[00:00:41.000 --> 00:00:45.000]  在十月尾開始
[00:00:45.000 --> 00:00:50.000]  早午課的講道是講羅馬書系列
[00:00:50.000 --> 00:00:53.000]  在開始今天第三講之前
[00:00:53.000 --> 00:00:58.000]  我想先和大家整理一下保羅前幾章的脈絡
[00:00:58.000 --> 00:01:03.000]  以致大家有一個更全面的了解
[00:01:03.000 --> 00:01:06.000]  開始時,指釋的部份已經講過了
[00:01:06.000 --> 00:01:09.000]  就是《蠻康傳道》,第一次講
[00:01:09.000 --> 00:01:10.000]  大家還記不記得
[00:01:10.000 --> 00:01:13.000]  一到七節是講基督和福音
[00:01:13.000 --> 00:01:17.000]  保羅他自己要傳福音
[00:01:17.000 --> 00:01:19.000]  在上一講也講了
[00:01:19.000 --> 00:01:20.000]  保羅二次傳福音
[00:01:20.000 --> 00:01:25.000]  福音是神的大能,要救一切相信的人
[00:01:25.000 --> 00:01:27.000]  來到今天,我們要講的
[00:01:27.000 --> 00:01:30.000]  就是十八到三十二節
[00:01:30.000 --> 00:01:34.000]  就是講外邦人的不乾不義
[00:01:34.000 --> 00:01:35.000]  什麼關係呢?
[00:01:35.000 --> 00:01:38.000]  一會兒我們看下去可能會知道
[00:01:38.000 --> 00:01:41.000]  其實外邦人就是全人類
[00:01:41.000 --> 00:01:45.000]  不乾不義是神所憤怒的
[00:01:45.000 --> 00:01:47.000]  不單止是外邦人
[00:01:47.000 --> 00:01:53.000]  連知道神律法的猶太人
[00:01:53.000 --> 00:01:58.000]  也是放任剛硬,不悔改的心
[00:01:58.000 --> 00:02:01.000]  所以整個世界
[00:02:01.000 --> 00:02:04.000]  保羅說人人都犯了罪
[00:02:04.000 --> 00:02:06.000]  規決了神的榮耀
[00:02:06.000 --> 00:02:08.000]  普世都在神的審判之下
[00:02:08.000 --> 00:02:10.000]  所以到第三章的時候
[00:02:10.000 --> 00:02:12.000]  保羅說什麼呢?
[00:02:12.000 --> 00:02:16.000]  神設立了耶穌基督作為了贖罪制
[00:02:16.000 --> 00:02:20.000]  是憑祂的血、職責信顯明了神的義
[00:02:20.000 --> 00:02:22.000]  往後四到八章打下去
[00:02:22.000 --> 00:02:24.000]  都是講因信稱義
[00:02:24.000 --> 00:02:29.000]  其實神的義從來都是一個複雜的神學議題
[00:02:29.000 --> 00:02:34.000]  但是保羅在這個場景裡講神的義
[00:02:34.000 --> 00:02:36.000]  其實很清楚的兩樣東西
[00:02:36.000 --> 00:02:39.000]  是指向了拯救和審判
[00:02:39.000 --> 00:02:42.000]  開頭那兩講,一到十七節
[00:02:42.000 --> 00:02:44.000]  保羅強調神的義是什麼呢?
[00:02:44.000 --> 00:02:47.000]  就是顯明在福音裡面
[00:02:47.000 --> 00:02:50.000]  但是神的義除了顯明
[00:02:50.000 --> 00:02:54.000]  在設立耶穌作贖罪制
[00:02:54.000 --> 00:02:58.000]  為全人類預備救恩
[00:02:58.000 --> 00:03:01.000]  要救一切相信的人
[00:03:01.000 --> 00:03:07.000]  也顯明在神對全人類罪惡中的審判
[00:03:07.000 --> 00:03:10.000]  所以今天的經文
[00:03:10.000 --> 00:03:11.000]  十八節打後
[00:03:11.000 --> 00:03:14.000]  我們看到神的義顯明
[00:03:14.000 --> 00:03:19.000]  也顯明在一切不見不異的人身上
[00:03:19.000 --> 00:03:22.000]  開頭原來這個字
[00:03:22.000 --> 00:03:25.000]  希臘文的原文是加這個字
[00:03:25.000 --> 00:03:27.000]  其實是解「因為」
[00:03:27.000 --> 00:03:29.000]  既然講了「因為」
[00:03:29.000 --> 00:03:31.000]  我們一定要看前面講什麼
[00:03:31.000 --> 00:03:35.000]  在一章十四到十七節
[00:03:35.000 --> 00:03:38.000]  其實這個思路講得很清楚
[00:03:38.000 --> 00:03:44.000]  保羅寫羅馬書是一種辯論式文體去寫
[00:03:44.000 --> 00:03:50.000]  所以會看到是非常邏輯精密的佈局
[00:03:50.000 --> 00:03:53.000]  很多「因為所以」的論述
[00:03:53.000 --> 00:03:59.000]  他看到自己欠了福音的債
[00:03:59.000 --> 00:04:02.000]  所以他要堅持
[00:04:02.000 --> 00:04:06.000]  他知道他不會以福音為恥
[00:04:06.000 --> 00:04:08.000]  福音是神的大能這兩個很重要
[00:04:08.000 --> 00:04:12.000]  一會兒我也會提到
[00:04:12.000 --> 00:04:14.000]  還有第十七節講到
[00:04:14.000 --> 00:04:15.000]  「因為」
[00:04:15.000 --> 00:04:19.000]  上帝的義已經正在福音上顯明
[00:04:19.000 --> 00:04:21.000]  正因為這樣
[00:04:21.000 --> 00:04:24.000]  保羅的全福音的迫切性
[00:04:24.000 --> 00:04:28.000]  可以說是很強
[00:04:28.000 --> 00:04:33.000]  在第一章十七節之前
[00:04:33.000 --> 00:04:36.000]  神的義是透過福音顯明
[00:04:36.000 --> 00:04:39.000]  到今天
[00:04:39.000 --> 00:04:41.000]  原來神的憤怒
[00:04:41.000 --> 00:04:44.000]  都是在彰顯神的義
[00:04:44.000 --> 00:04:46.000]  第二章就是神的憤怒
[00:04:46.000 --> 00:04:49.000]  你說為什麼我們的神這麼憤怒
[00:04:49.000 --> 00:04:53.000]  人家為什麼佛教所傳的慈悲為懷
[00:04:53.000 --> 00:04:56.000]  一堂三藏沒有火氣
[00:04:56.000 --> 00:04:59.000]  看你們的神這麼憤怒
[00:04:59.000 --> 00:05:02.000]  憤怒才是公義的表現
[00:05:02.000 --> 00:05:04.000]  因為神是公義的
[00:05:04.000 --> 00:05:07.000]  神不會以有罪為無罪
[00:05:07.000 --> 00:05:11.000]  對於人間的種種罪惡
[00:05:11.000 --> 00:05:14.000]  神是絕對不會無動於衷
[00:05:14.000 --> 00:05:16.000]  神是恨乎罪惡
[00:05:16.000 --> 00:05:18.000]  而神的憤怒
[00:05:18.000 --> 00:05:21.000]  正是彰顯了神的義
[00:05:21.000 --> 00:05:23.000]  「顯明」這個字很有意思
[00:05:23.000 --> 00:05:26.000]  「顯明」這個字是用「現在」式
[00:05:26.000 --> 00:05:28.000]  和剛才所講的
[00:05:28.000 --> 00:05:30.000]  正在福音上顯明出來
[00:05:30.000 --> 00:05:33.000]  是互相呼應的17節
[00:05:33.000 --> 00:05:36.000]  現在正在顯明
[00:05:36.000 --> 00:05:38.000]  在哪裡顯明呢
[00:05:38.000 --> 00:05:42.000]  保羅特別強調在天上顯明
[00:05:42.000 --> 00:05:44.000]  什麼意思
[00:05:44.000 --> 00:05:47.000]  就是凸顯了神的那種超越性
[00:05:47.000 --> 00:05:50.000]  神是創造天地的神
[00:05:50.000 --> 00:05:52.000]  神創造了這個世界
[00:05:52.000 --> 00:05:53.000]  不是任由這個世界
[00:05:53.000 --> 00:05:56.000]  自生自滅自由運作就算了
[00:05:56.000 --> 00:05:59.000]  神一直眷顧著這個世界
[00:05:59.000 --> 00:06:01.000]  用大能托著萬有
[00:06:01.000 --> 00:06:04.000]  這個世界才能得以建立
[00:06:04.000 --> 00:06:07.000]  神對我們在地上的生活
[00:06:07.000 --> 00:06:10.000]  祂不會坐視不理
[00:06:10.000 --> 00:06:13.000]  神是監察人心的神
[00:06:13.000 --> 00:06:17.000]  神對於人的犯罪是非常在意的
[00:06:17.000 --> 00:06:19.000]  神是向什麼人顯明
[00:06:19.000 --> 00:06:21.000]  這個憤怒是向什麼人顯明
[00:06:21.000 --> 00:06:24.000]  就是向一切不乾不義
[00:06:24.000 --> 00:06:28.000]  行不義壓制真理的人
[00:06:28.000 --> 00:06:29.000]  新漢語譯做什麼呢
[00:06:29.000 --> 00:06:32.000]  是以不義壓制真理的人
[00:06:32.000 --> 00:06:35.000]  那種不乾不義
[00:06:35.000 --> 00:06:37.000]  不乾是什麼意思
[00:06:37.000 --> 00:06:41.000]  不乾就是不敬畏神
[00:06:41.000 --> 00:06:42.000]  不當神是神
[00:06:42.000 --> 00:06:44.000]  當神是母道
[00:06:44.000 --> 00:06:46.000]  因為不乾
[00:06:46.000 --> 00:06:47.000]  人要踢走上帝
[00:06:47.000 --> 00:06:49.000]  就可以任意妄為
[00:06:49.000 --> 00:06:52.000]  就產生種種的不義
[00:06:52.000 --> 00:06:56.000]  不義是因為不乾而來的
[00:06:56.000 --> 00:06:59.000]  那你說不乾不義是什麼表現呢
[00:06:59.000 --> 00:07:03.000]  就是行不義壓制真理
[00:07:03.000 --> 00:07:05.000]  大家覺不覺得
[00:07:05.000 --> 00:07:08.000]  這個說話其實很荒謬
[00:07:08.000 --> 00:07:12.000]  人的大膽叛逆
[00:07:12.000 --> 00:07:14.000]  居然瘋狂到
[00:07:14.000 --> 00:07:16.000]  以為可以用自己的不義
[00:07:16.000 --> 00:07:19.000]  去壓制神的真理
[00:07:19.000 --> 00:07:22.000]  壓制是一種什麼情況
[00:07:22.000 --> 00:07:24.000]  是有權的
[00:07:24.000 --> 00:07:26.000]  在高高的位置上
[00:07:26.000 --> 00:07:27.000]  才可以做的事
[00:07:27.000 --> 00:07:31.000]  至少是人以為自己有力量
[00:07:31.000 --> 00:07:34.000]  可以對抗上帝
[00:07:34.000 --> 00:07:37.000]  這一幅是什麼圖畫呢
[00:07:37.000 --> 00:07:39.000]  其實詩篇第二篇
[00:07:39.000 --> 00:07:42.000]  已經勾畫了這個情景
[00:07:42.000 --> 00:07:43.000]  詩篇第二篇
[00:07:43.000 --> 00:07:44.000]  我們一起讀一讀
[00:07:44.000 --> 00:07:45.000]  好不好
[00:07:45.000 --> 00:07:49.000]  世上君王一齊起來
[00:07:49.000 --> 00:07:52.000]  臣宰一同相宜
[00:07:52.000 --> 00:07:54.000]  要敵黨而和華
[00:07:54.000 --> 00:07:56.000]  並他的受高者
[00:07:56.000 --> 00:08:00.000]  那坐在天上的必發笑
[00:08:00.000 --> 00:08:02.000]  主必恥笑他們
[00:08:02.000 --> 00:08:06.000]  那時他要在怒中責備他們
[00:08:06.000 --> 00:08:11.000]  在烈怒中驚嚇他們
[00:08:11.000 --> 00:08:14.000]  這一幅是什麼圖畫呢
[00:08:14.000 --> 00:08:20.000]  上帝不會因為人對抗他
[00:08:20.000 --> 00:08:23.000]  不會因為人一起合力
[00:08:23.000 --> 00:08:24.000]  就算是君王
[00:08:24.000 --> 00:08:26.000]  地上最有權力的人
[00:08:26.000 --> 00:08:28.000]  去否定他
[00:08:28.000 --> 00:08:30.000]  他就失去了他的榮耀和權力
[00:08:30.000 --> 00:08:32.000]  他是不會的
[00:08:32.000 --> 00:08:34.000]  他在天上
[00:08:34.000 --> 00:08:38.000]  將他的烈怒彰顯出來
[00:08:38.000 --> 00:08:40.000]  你說神為什麼會這麼生氣
[00:08:40.000 --> 00:08:45.000]  有什麼值得神這麼生氣
[00:08:45.000 --> 00:08:47.000]  就因為神的事情
[00:08:47.000 --> 00:08:49.000]  已經告訴別人
[00:08:49.000 --> 00:08:51.000]  你也明知故犯
[00:08:51.000 --> 00:08:54.000]  顯明其實是一種形容詞
[00:08:54.000 --> 00:08:56.000]  如果你看新漢業譯本
[00:08:56.000 --> 00:08:58.000]  譯作人所能夠知道的事情
[00:08:58.000 --> 00:09:03.000]  在他們心裡都是明顯的
[00:09:03.000 --> 00:09:07.000]  就是說人應該心知肚明
[00:09:07.000 --> 00:09:08.000]  為什麼
[00:09:08.000 --> 00:09:12.000]  因為神主動已經向他們顯明
[00:09:12.000 --> 00:09:16.000]  你說神顯明
[00:09:16.000 --> 00:09:17.000]  就算神顯明
[00:09:17.000 --> 00:09:20.000]  人能否收到呢
[00:09:20.000 --> 00:09:22.000]  你說人能否收到呢
[00:09:22.000 --> 00:09:25.000]  其實神在創造人的時候
[00:09:25.000 --> 00:09:28.000]  已經在人的心裡做了功夫
[00:09:28.000 --> 00:09:30.000]  又是心裡
[00:09:30.000 --> 00:09:34.000]  人應該有能力去領悟上帝的事情
[00:09:34.000 --> 00:09:35.000]  記不記得
[00:09:35.000 --> 00:09:37.000]  傳道書跟他們說什麼
[00:09:37.000 --> 00:09:40.000]  說神早晚把國安歧視成為美好
[00:09:40.000 --> 00:09:45.000]  又將永恆安放在世人的心裡
[00:09:45.000 --> 00:09:50.000]  然而上帝始終作為人不能測透
[00:09:50.000 --> 00:09:52.000]  沒錯
[00:09:52.000 --> 00:09:54.000]  在永恆神的面前
[00:09:54.000 --> 00:09:56.000]  人是渺小不堪的
[00:09:56.000 --> 00:10:00.000]  人的智慧是沒有能力測透神的作為
[00:10:00.000 --> 00:10:02.000]  但是
[00:10:02.000 --> 00:10:06.000]  神已經把榮耀的觀念和訴求
[00:10:06.000 --> 00:10:09.000]  放在人的心裡
[00:10:09.000 --> 00:10:14.000]  人是有追尋永恆神的意識
[00:10:14.000 --> 00:10:20.000]  是有辨別到創造主的能力
[00:10:20.000 --> 00:10:24.000]  你說神顯明
[00:10:24.000 --> 00:10:26.000]  神的事情在人的智慧
[00:10:26.000 --> 00:10:28.000]  那神有什麼事情呢
[00:10:28.000 --> 00:10:29.000]  第十節
[00:10:29.000 --> 00:10:30.000]  又是因為
[00:10:30.000 --> 00:10:32.000]  其實有「加」這個字
[00:10:32.000 --> 00:10:35.000]  中文聖經沒有譯出來
