
[00:00:00.000 --> 00:00:02.500]  各位弟兄姐妹,早上平安!
[00:00:02.500 --> 00:00:06.660]  網絡上的弟兄姐妹朋友們很高興再次能夠進到你的家中,
[00:00:06.660 --> 00:00:11.040]  和你一同清白詔明我們的祖,一同來分享祖的話語。
[00:00:11.040 --> 00:00:13.840]  人人都需要被鼓勵,
[00:00:13.840 --> 00:00:18.820]  不論是朋友之間、同工之間,或者夫妻之間,
[00:00:18.820 --> 00:00:22.320]  一句鼓勵的話能夠給對方打氣,
[00:00:22.320 --> 00:00:26.120]  能夠讓對方有繼續努力的一個動力。
[00:00:26.120 --> 00:00:28.920]  所以保祿在《格林多前書》第十四章第二節告訴我們說,
[00:00:28.920 --> 00:00:31.420]  我們要做先知講道,
[00:00:31.420 --> 00:00:37.460]  是向人說的,要有造就、安慰和勸勉的話,
[00:00:37.460 --> 00:00:40.940]  不管對方是否明白你的意思。
[00:00:40.940 --> 00:00:44.340]  有一天,老張趕着去上班,
[00:00:44.340 --> 00:00:50.080]  在手機下壓了一張他老婆留下來的小紙條。
[00:00:50.080 --> 00:00:53.640]  他打開一看,老婆上面寫着說,
[00:00:53.640 --> 00:00:56.380]  "老公,加油!"
[00:00:56.380 --> 00:01:00.920]  老張看了以後,心中非常感動,淚流滿面。
[00:01:00.920 --> 00:01:06.860]  心裏想,老夫老妻了,還這麼勵志,這麼貼心,
[00:01:06.860 --> 00:01:10.200]  心中就默默地發誓,我一定會努力的。
[00:01:10.200 --> 00:01:15.140]  沒想到,汽車開了十分鐘以後,沒有油了。
[00:01:15.140 --> 00:01:20.540]  高中排名的人說,要加油!
[00:01:20.540 --> 00:01:26.980]  是的,要加油,2021年即將成爲過去。
[00:01:26.980 --> 00:01:32.020]  我們本來以爲這個疫情也很快隨着2021年就要過去,
[00:01:32.020 --> 00:01:35.060]  沒想到忽然間來了一個Omicron,
[00:01:35.060 --> 00:01:40.560]  可弄得我們大家又開始緊張,開始害怕起來。
[00:01:40.560 --> 00:01:44.040]  真的不知道該如何是好。
[00:01:44.040 --> 00:01:47.900]  再加上最近不斷我們聽到有搶劫案、
[00:01:47.900 --> 00:01:50.280]  槍殺案、汽車爆竊案,
[00:01:50.280 --> 00:01:54.240]  我們好像行走在這種黑暗中的人,
[00:01:54.240 --> 00:01:57.280]  連出去買個聖誕禮物我們都要多方考慮,
[00:01:57.280 --> 00:02:03.620]  還好我們凌涼書房有全面九折。
[00:02:03.620 --> 00:02:05.220]  該怎麼辦呢?
[00:02:05.220 --> 00:02:10.820]  感謝在每一組,聖誕節不到兩個禮拜就已經臨到我們了,阿們。
[00:02:10.820 --> 00:02:16.200]  聖誕節乃是普天同慶,普世荒騰的大好的日子,
[00:02:16.200 --> 00:02:20.640]  乃是告訴我們神爲了愛我們,把祂的獨生愛子賜給我們,
[00:02:20.640 --> 00:02:23.940]  好讓我們不自滅亡,反得永生。
[00:02:23.940 --> 00:02:26.240]  因此在這個聖誕的季節裏面,
[00:02:26.240 --> 00:02:29.140]  想跟大家分享聖誕節真正的意義,
[00:02:29.140 --> 00:02:30.980]  我們從三方面來思想。
[00:02:30.980 --> 00:02:35.780]  先來看看馬太福音第四章第十四節,還有第十六節跟十七節,
[00:02:35.780 --> 00:02:39.720]  這是要應驗先知以賽亞的話,
[00:02:39.720 --> 00:02:42.860]  那坐在黑暗裏的百姓看見了大光,
[00:02:42.860 --> 00:02:47.320]  坐在死因之地的人有光,發現照着他們。
[00:02:47.320 --> 00:02:54.600]  從那時候耶穌就傳起道來說:"天國盡了,你們當悔改。"
[00:02:54.600 --> 00:03:01.000]  這段話乃是作者馬太記載耶穌基督勝過魔鬼豬般的試探以後,
[00:03:01.000 --> 00:03:06.820]  當他出來公開傳道的時候,引用了舊約以賽亞先知這段話,
[00:03:06.820 --> 00:03:10.020]  乃是說這位道成肉身的耶穌基督,
[00:03:10.020 --> 00:03:16.160]  就是舊約所講的大光已經臨到我們了。
[00:03:16.160 --> 00:03:19.280]  所以早在耶穌基督誕生之前的七百年前,
[00:03:19.280 --> 00:03:23.020]  在以賽亞書第九章第二節我們看看,就有同樣的一句話,
[00:03:23.020 --> 00:03:27.180]  他說:"在黑暗中行走的百姓看見了大光,
[00:03:27.180 --> 00:03:32.960]  住在死因之地的人有光,照耀他們。"
[00:03:32.960 --> 00:03:38.260]  聖誕節就是有大光照耀我們的時候。
[00:03:38.260 --> 00:03:40.060]  聖誕節到底是什麼意義呢?
[00:03:40.060 --> 00:03:44.320]  首先聖誕節告訴我們說,耶穌是黑暗中的大光。
[00:03:44.320 --> 00:03:48.580]  告訴旁邊的人說,耶穌是黑暗中的大光。
[00:03:48.580 --> 00:03:53.520]  耶穌是黑暗中的大光,所以你可以不再害怕了。
[00:03:53.520 --> 00:03:58.320]  耶穌是黑暗中的大光,你可以不再害怕了。
[00:03:58.320 --> 00:04:00.320]  什麼是黑暗呢?
[00:04:00.320 --> 00:04:03.220]  黑暗就是沒有光嘛,簡單來說。
[00:04:03.220 --> 00:04:05.320]  沒有光,你就什麼都看不見。
[00:04:05.320 --> 00:04:09.620]  你看不見你要走的方向,你看不見你要做的事情,
[00:04:09.620 --> 00:04:12.920]  沒有光就是黑暗。
[00:04:12.920 --> 00:04:17.520]  當我們在黑暗中行走的時候,常常會有這種害怕的感覺。
[00:04:17.520 --> 00:04:21.320]  不知道你有沒有經歷在黑暗中行走?
[00:04:21.320 --> 00:04:24.420]  記得我小的時候,在鄉下長大,
[00:04:24.420 --> 00:04:27.720]  小的時候比較調皮,媽媽要我去參加教會的聚會。
[00:04:27.720 --> 00:04:31.420]  教會離開我們家大概有三里之遠,
[00:04:31.420 --> 00:04:34.020]  她說參加教會的聚會你不會學壞嘛。
[00:04:34.020 --> 00:04:36.320]  所以離開家大概有三里這麼遠。
[00:04:36.320 --> 00:04:40.120]  但是教會的背後有一大片的墳場,
[00:04:40.120 --> 00:04:43.520]  所以記得晚上當我參加教會的聚會完了以後,
[00:04:43.520 --> 00:04:46.120]  我就騎着腳踏車要回家的時候,
[00:04:46.120 --> 00:04:48.320]  必須要經過這個墳場纔到我的家。
[00:04:48.320 --> 00:04:51.320]  你可以想象嗎?墳場一片烏漆抹黑的,
[00:04:51.320 --> 00:04:52.920]  一點燈光都沒有。
[00:04:52.920 --> 00:04:55.420]  哇,這時候這個少年人騎着腳踏車,
[00:04:55.420 --> 00:04:59.920]  一看到墳場在前面馬上超速地騎,
[00:04:59.920 --> 00:05:03.920]  特別快快快騎,趕快超過大概有一百米的墳場,
[00:05:03.920 --> 00:05:05.920]  到那個地方還鬆一口氣說,
[00:05:05.920 --> 00:05:08.920]  哇,終於過了墳場,可以到家了。
[00:05:08.920 --> 00:05:10.420]  爲什麼會害怕呢?
[00:05:10.420 --> 00:05:13.420]  當時因爲還沒有信耶穌嘛,又比較調皮,
[00:05:13.420 --> 00:05:14.920]  所以害怕黑暗。
[00:05:14.920 --> 00:05:17.920]  後來信了耶穌以後,就不再怕黑暗了。
[00:05:17.920 --> 00:05:22.920]  爲什麼?因爲有耶穌在我心,你就不害怕了。阿們。
[00:05:22.920 --> 00:05:24.920]  所以有耶穌,你心中就有平安。
[00:05:24.920 --> 00:05:29.920]  那高中白眠的時候,有耶穌,你心中就有平安。
[00:05:29.920 --> 00:05:32.420]  有耶穌,我們心中就有平安。
[00:05:32.420 --> 00:05:37.420]  特別是現在疫情還是沒有結束,沒完沒了的時候,
[00:05:37.420 --> 00:05:41.420]  大家心中裏面都充滿了恐懼、害怕。
[00:05:41.420 --> 00:05:44.920]  我們需要的不單只是衣食住行而已,
[00:05:44.920 --> 00:05:47.920]  更需要是真正的平安。
[00:05:47.920 --> 00:05:51.420]  所以聖誕節,天父非常明白我們人的需要。
[00:05:51.420 --> 00:05:57.420]  當耶穌當時在馬槽裏向牧羊人來朝拜他的時候,
[00:05:57.420 --> 00:06:03.420]  神就透過第一次天使、天君報告、報加恩的好消息說什麼呢?
[00:06:03.420 --> 00:06:06.920]  我們來看看《路加福音》第二章第十三節、第十四節。
[00:06:06.920 --> 00:06:10.420]  忽然有一大隊天兵同那天使讚美神說,
[00:06:10.420 --> 00:06:13.420]  "在至高之處,榮耀歸於神;
[00:06:13.420 --> 00:06:18.420]  在地上平安,歸於他所喜悅的人。"
[00:06:18.420 --> 00:06:23.420]  在至高之處,神的榮耀,神偉大奇妙的智慧,
[00:06:23.420 --> 00:06:28.420]  成就了道成肉身的耶穌誕生在卑微的馬槽裏。
[00:06:28.420 --> 00:06:32.420]  那請問地上什麼?地上的什麼?
[00:06:32.420 --> 00:06:33.420]  平安。
[00:06:33.420 --> 00:06:35.420]  賜給誰呢?
[00:06:35.420 --> 00:06:37.420]  他所喜悅的人。
[00:06:37.420 --> 00:06:40.420]  誰是他所喜悅的人?
[00:06:40.420 --> 00:06:42.420]  告訴我們,就是你啦!
[00:06:42.420 --> 00:06:46.420]  就是那些認識耶穌、相信、接受耶穌的人,
[00:06:46.420 --> 00:06:50.420]  在地上平安賜給我們每一個人。
[00:06:50.420 --> 00:06:52.420]  這纔是天大的好消息!
[00:06:52.420 --> 00:06:57.420]  當你有耶穌的時候,你心中就會有平安。
[00:06:57.420 --> 00:06:59.420]  不必要再害怕了。
[00:06:59.420 --> 00:07:00.420]  爲什麼呢?
[00:07:00.420 --> 00:07:03.420]  因爲耶穌在你心,你就永遠有平安。
[00:07:03.420 --> 00:07:06.420]  耶穌在你的船上,你的船永遠不會沉。
[00:07:06.420 --> 00:07:08.420]  無論風浪有多大,
[00:07:08.420 --> 00:07:11.420]  有耶穌同在的地方,就會有平安。
[00:07:11.420 --> 00:07:12.420]  阿們!
[00:07:12.420 --> 00:07:15.420]  黑暗不但是讓我們感覺到害怕,
[00:07:15.420 --> 00:07:18.420]  黑暗也代表罪惡,
[00:07:18.420 --> 00:07:21.420]  也代表仇敵魔鬼撒旦的工作。
[00:07:21.420 --> 00:07:23.420]  當我們的始祖亞當夏娃犯罪以後,
[00:07:23.420 --> 00:07:25.420]  我們都死在過犯的罪惡當中,
[00:07:25.420 --> 00:07:29.420]  因此魔鬼它千方百計地來試探我們,
[00:07:29.420 --> 00:07:31.420]  引誘我們犯罪。
[00:07:31.420 --> 00:07:33.420]  因此我們不小心的時候,
[00:07:33.420 --> 00:07:36.420]  我們就這樣跌入試探裏面,就犯罪了。
[00:07:36.420 --> 00:07:39.420]  我們沒有辦法自己勝過這個罪惡。
[00:07:39.420 --> 00:07:41.420]  所以耶穌丟了來的時候,
[00:07:41.420 --> 00:07:42.420]  不但祂爲我們誕生,
[00:07:42.420 --> 00:07:44.420]  祂爲我們死在十字架上,
[00:07:44.420 --> 00:07:47.420]  第三天從死裏復活敗壞的斬死羣的魔鬼,
[00:07:47.420 --> 00:07:52.420]  因此有耶穌,你就可以勝過罪惡。
[00:07:52.420 --> 00:07:57.420]  他在旁邊說,有耶穌,你就可以勝過罪惡。
[00:07:57.420 --> 00:08:00.420]  有耶穌,你就可以勝過罪惡。
[00:08:00.420 --> 00:08:02.420]  靠我們自己,我們知道我們真的是不行。
[00:08:02.420 --> 00:08:04.420]  很多時候我們面對試探的時候,
[00:08:04.420 --> 00:08:06.420]  我們真的無法抗拒這個試探,
[00:08:06.420 --> 00:08:08.420]  我們就很容易跌入試探裏面,
[00:08:08.420 --> 00:08:14.420]  但是有耶穌,你就可以勝過這個罪惡,勝過這個試探。
[00:08:14.420 --> 00:08:17.420]  所以耶穌基督很清楚知道這一點。
[00:08:17.420 --> 00:08:19.420]  所以在約翰福音第八章第十二節,
[00:08:19.420 --> 00:08:20.420]  耶穌基督說什麼?
[00:08:20.420 --> 00:08:21.420]  耶穌又對衆人說,
[00:08:21.420 --> 00:08:23.420]  "我是世界的光,
[00:08:23.420 --> 00:08:26.420]  跟從我的就不在黑暗裏行走,
[00:08:26.420 --> 00:08:30.420]  必要得着什麼?生命的光。"
[00:08:30.420 --> 00:08:32.420]  耶穌說,我不但是這個大光,
[00:08:32.420 --> 00:08:34.420]  黑暗中行走的人看見的大光,
[00:08:34.420 --> 00:08:37.420]  我也是世界的光。
[00:08:37.420 --> 00:08:38.420]  祂還向世人邀請說,
[00:08:38.420 --> 00:08:40.420]  "跟從我的人,
[00:08:40.420 --> 00:08:42.420]  你就不在黑暗裏面行走了,
[00:08:42.420 --> 00:08:45.420]  必要得着什麼?生命的光。"
[00:08:45.420 --> 00:08:46.420]  約翰福音第一章告訴我們,
[00:08:46.420 --> 00:08:49.420]  生命的光就成爲我們心中裏面的光。
[00:08:49.420 --> 00:08:52.420]  有光,你就看得見了。
[00:08:52.420 --> 00:08:54.420]  有光,你就看得見魔鬼給你的試探,
