
[00:00:00.000 --> 00:00:06.000]  上個禮拜我們來看羅亞與神同行的經文和訊息
[00:00:06.000 --> 00:00:08.000]  今天我們繼續來看
[00:00:08.000 --> 00:00:12.000]  我們先看看經文的記載
[00:00:12.000 --> 00:00:16.000]  我們由第七節到第九節
[00:00:16.000 --> 00:00:20.000]  我們請大家同聲再讀出這幾節的經文
[00:00:20.000 --> 00:00:22.000]  請讀
[00:00:30.000 --> 00:00:37.000]  「走獸,並昆蟲,以及空中的飛鳥,都從地上除滅。
[00:00:37.000 --> 00:00:45.000]  因為我做他們後悔了,唯有羅亞在耶和華眼前蒙恩。
[00:00:45.000 --> 00:00:51.000]  羅亞的後代記載下面,羅亞是個異人,
[00:00:51.000 --> 00:00:59.000]  在當時的世代是個完全人。羅亞與上帝同行。」
[00:00:59.000 --> 00:01:03.000]  聖經形容羅亞的時候有很多方面
[00:01:03.000 --> 00:01:05.000]  當然除了這幾節之外
[00:01:05.000 --> 00:01:08.000]  在我們講到的很多經文裏面
[00:01:08.000 --> 00:01:12.000]  我們也看見羅亞的見證
[00:01:12.000 --> 00:01:17.000]  當然羅亞方舟是我們非常熟悉的
[00:01:17.000 --> 00:01:21.000]  但是在剛才讀過的這幾節經文裏面
[00:01:21.000 --> 00:01:32.000]  聖經的作者聖靈透過他給羅亞一個記號
[00:01:32.000 --> 00:01:36.000]  或者一個代表性的形容
[00:01:36.000 --> 00:01:39.000]  他說羅亞與上帝同行
[00:01:39.000 --> 00:01:44.000]  所以我們看見聖經給他的記載很寶貴
[00:01:44.000 --> 00:01:45.000]  有很多方面
[00:01:45.000 --> 00:01:47.000]  但是當然這個焦點
[00:01:47.000 --> 00:01:49.000]  特別來到第九節結束的時候
[00:01:49.000 --> 00:01:52.000]  他給他一個註腳
[00:01:52.000 --> 00:01:54.000]  一個很寶貴的形容
[00:01:54.000 --> 00:01:57.000]  就是他與神同行
[00:01:57.000 --> 00:01:58.000]  所有這些一切
[00:01:58.000 --> 00:01:59.000]  羅亞的表現
[00:01:59.000 --> 00:02:01.000]  羅亞的見證
[00:02:01.000 --> 00:02:05.000]  都是基於他與上帝同行的結果
[00:02:05.000 --> 00:02:07.000]  我們上個星期
[00:02:07.000 --> 00:02:08.000]  如果大家還記得
[00:02:08.000 --> 00:02:11.000]  我們也提過這些經文
[00:02:11.000 --> 00:02:12.000]  一個重點
[00:02:12.000 --> 00:02:18.000]  我們看見羅亞在神的眼前蒙恩
[00:02:18.000 --> 00:02:22.000]  這是他與神同行的一個特徵
[00:02:22.000 --> 00:02:25.000]  就是他在上帝的面前蒙恩
[00:02:25.000 --> 00:02:29.000]  因為他決心來到普臣的喜悅
[00:02:29.000 --> 00:02:31.000]  他是一個蒙上帝恩典
[00:02:31.000 --> 00:02:33.000]  蒙他揀選的人
[00:02:33.000 --> 00:02:37.000]  他也走出蒙神恩典
[00:02:37.000 --> 00:02:40.000]  蒙神揀選的人生生活
[00:02:40.000 --> 00:02:45.000]  所以他好像在聖經裏面記載
[00:02:45.000 --> 00:02:49.000]  他能夠在眾多的世代邪惡當中
[00:02:49.000 --> 00:02:55.000]  他能夠很顯著地走出來
[00:02:55.000 --> 00:02:56.000]  作神的見證
[00:02:56.000 --> 00:02:59.000]  因為他在神的眼前蒙恩
[00:02:59.000 --> 00:03:01.000]  第二我們見到剛才的經文也記載
[00:03:01.000 --> 00:03:05.000]  他在當時的世代做完全的人
[00:03:05.000 --> 00:03:07.000]  先在神的眼前蒙恩
[00:03:07.000 --> 00:03:09.000]  結果就是他能夠活出一個
[00:03:09.000 --> 00:03:13.000]  在當時的生活周圍的群體當中
[00:03:13.000 --> 00:03:15.000]  他是一個異人
[00:03:15.000 --> 00:03:16.000]  一個完全人
[00:03:16.000 --> 00:03:18.000]  在當時的世代
[00:03:18.000 --> 00:03:21.000]  他能夠成為一個有見證的人
[00:03:21.000 --> 00:03:26.000]  能夠在神的眼前行走
[00:03:26.000 --> 00:03:30.000]  以致他有上帝敬畏的心
[00:03:30.000 --> 00:03:32.000]  走出來的生活
[00:03:32.000 --> 00:03:34.000]  在當時成為一個美好的見證
[00:03:34.000 --> 00:03:38.000]  成為一個完全人
[00:03:38.000 --> 00:03:40.000]  所以我們在上個星期提過這兩點
[00:03:40.000 --> 00:03:42.000]  今天我們繼續來看
[00:03:42.000 --> 00:03:48.000]  我們一定要講羅亞建方舟的事
[00:03:48.000 --> 00:03:51.000]  羅亞建方舟其實是一個
[00:03:51.000 --> 00:03:54.000]  為神作供的一個見證
[00:03:54.000 --> 00:03:56.000]  所以在第三點
[00:03:56.000 --> 00:03:58.000]  今天我們來思想的就是
[00:03:58.000 --> 00:04:00.000]  他與神同供
[00:04:00.000 --> 00:04:03.000]  他是用信心與神同供
[00:04:03.000 --> 00:04:06.000]  他不單止在神的眼前蒙恩
[00:04:06.000 --> 00:04:08.000]  在當時的世代做完全的人
[00:04:08.000 --> 00:04:10.000]  他與神同行
[00:04:10.000 --> 00:04:12.000]  然後與神同供
[00:04:12.000 --> 00:04:15.000]  他是用信心來為神作供
[00:04:15.000 --> 00:04:19.000]  用信心在當時的世代來侍奉神
[00:04:19.000 --> 00:04:20.000]  為什麼這樣說呢?
[00:04:20.000 --> 00:04:24.000]  因為希伯來書是這樣說羅亞的生平
[00:04:24.000 --> 00:04:26.000]  我們讀讀這節經文
[00:04:26.000 --> 00:04:28.000]  在希伯來書第十一章第七節
[00:04:28.000 --> 00:04:31.000]  請大家同聲讀出
[00:04:31.000 --> 00:04:33.000]  羅亞因著信
[00:04:33.000 --> 00:04:37.000]  既蒙上帝指示他未見的時
[00:04:37.000 --> 00:04:39.000]  動了敬畏的心
[00:04:39.000 --> 00:04:42.000]  預備了一隻方舟
[00:04:42.000 --> 00:04:45.000]  使他全家得救
[00:04:45.000 --> 00:04:49.000]  因此就定了那世代的罪
[00:04:49.000 --> 00:04:56.000]  自己也承受了那從信而來的義
[00:04:56.000 --> 00:04:59.000]  在這裡我們看見
[00:04:59.000 --> 00:05:01.000]  一節經文裏邊
[00:05:01.000 --> 00:05:04.000]  好幾次提到他的心靈
[00:05:04.000 --> 00:05:06.000]  他先有敬畏的心
[00:05:06.000 --> 00:05:10.000]  但是更加有兩個重複出現
[00:05:10.000 --> 00:05:11.000]  一頭一尾
[00:05:11.000 --> 00:05:14.000]  羅亞起方舟
[00:05:14.000 --> 00:05:17.000]  是因為他的信心
[00:05:17.000 --> 00:05:19.000]  因為他因著信
[00:05:19.000 --> 00:05:21.000]  他是因著信心
[00:05:21.000 --> 00:05:23.000]  信靠神
[00:05:23.000 --> 00:05:24.000]  這個指示
[00:05:24.000 --> 00:05:26.000]  信靠神的計劃
[00:05:26.000 --> 00:05:30.000]  信靠神給予他的力量
[00:05:30.000 --> 00:05:32.000]  所以他因著信
[00:05:32.000 --> 00:05:36.000]  蒙上帝指示一些他想不到的事
[00:05:36.000 --> 00:05:38.000]  未見過的事
[00:05:38.000 --> 00:05:41.000]  以致他來預備一隻方舟
[00:05:41.000 --> 00:05:43.000]  結果因著他的信
[00:05:43.000 --> 00:05:46.000]  帶來他全家得救
[00:05:46.000 --> 00:05:49.000]  帶來另一個結果
[00:05:49.000 --> 00:05:52.000]  因此就定了那世代的罪
[00:05:52.000 --> 00:05:55.000]  所以他是用信心所做的工作
[00:05:55.000 --> 00:05:57.000]  帶來的果效
[00:05:57.000 --> 00:06:01.000]  為什麼他能夠與神同工呢?
[00:06:01.000 --> 00:06:02.000]  因為他與神同行
[00:06:02.000 --> 00:06:05.000]  所以我們從以洛已經講過
[00:06:05.000 --> 00:06:07.000]  與神同行
[00:06:07.000 --> 00:06:09.000]  即是他能夠與神同心
[00:06:09.000 --> 00:06:11.000]  能夠了解上帝的心
[00:06:11.000 --> 00:06:12.000]  與神同行
[00:06:12.000 --> 00:06:14.000]  亦都與神同工
[00:06:14.000 --> 00:06:15.000]  來過他的生活
[00:06:15.000 --> 00:06:16.000]  來侍奉神
[00:06:16.000 --> 00:06:20.000]  來做神在那時世代要做的事
[00:06:20.000 --> 00:06:22.000]  所以這個叫與神同行
[00:06:22.000 --> 00:06:24.000]  所以我們見到羅亞
[00:06:24.000 --> 00:06:28.000]  他是用信心來與神同工
[00:06:28.000 --> 00:06:31.000]  用信心為神作供
[00:06:31.000 --> 00:06:33.000]  在上幾個月
[00:06:33.000 --> 00:06:36.000]  有一篇靈明日亮
[00:06:36.000 --> 00:06:38.000]  裡面有一個見證
[00:06:38.000 --> 00:06:42.000]  他講到有一個大學畢業生
[00:06:42.000 --> 00:06:44.000]  剛出來工作
[00:06:44.000 --> 00:06:46.000]  沒有什麼工作經驗
[00:06:46.000 --> 00:06:48.000]  但他是讀過科的
[00:06:48.000 --> 00:06:53.000]  所以他就去申請一間科技的顧問公司
[00:06:53.000 --> 00:06:55.000]  申請那個職位
[00:06:55.000 --> 00:06:59.000]  希望能夠入到這個科技的顧問公司
[00:06:59.000 --> 00:07:03.000]  我相信現在這些高科技公司
[00:07:03.000 --> 00:07:04.000]  很吃香
[00:07:04.000 --> 00:07:06.000]  他就很希望入去
[00:07:06.000 --> 00:07:08.000]  他學到的東西
[00:07:08.000 --> 00:07:09.000]  能夠可以用
[00:07:09.000 --> 00:07:12.000]  以及能夠在這個職業
[00:07:12.000 --> 00:07:18.000]  能夠建立到他未來的職業
[00:07:18.000 --> 00:07:20.000]  所以他就申請
[00:07:20.000 --> 00:07:22.000]  但他沒有工作經驗
[00:07:22.000 --> 00:07:25.000]  但他面試結果被取錄
[00:07:25.000 --> 00:07:27.000]  他開心到不得了
[00:07:27.000 --> 00:07:28.000]  後來他就問
[00:07:28.000 --> 00:07:29.000]  為什麼
[00:07:29.000 --> 00:07:31.000]  究竟什麼令到你選我
[00:07:31.000 --> 00:07:33.000]  又沒有什麼工作經驗
[00:07:33.000 --> 00:07:40.000]  又不是很出色的大學的銜頭
[00:07:40.000 --> 00:07:45.000]  結果請他的人就跟他說
[00:07:45.000 --> 00:07:47.000]  我們公司其實知道
[00:07:47.000 --> 00:07:51.000]  今天我們不是要很多工作經驗
[00:07:51.000 --> 00:07:54.000]  當然我們要有這些人
[00:07:54.000 --> 00:07:59.000]  但我們希望的就是個人的潛能
[00:07:59.000 --> 00:08:03.000]  更清楚的就是他一些個人的質素
[00:08:03.000 --> 00:08:04.000]  包括什麼呢
[00:08:04.000 --> 00:08:08.000]  包括他能夠有創意去解決問題
[00:08:08.000 --> 00:08:11.000]  當然這些科技公司要有創意
[00:08:11.000 --> 00:08:13.000]  還有他說很重要的
[00:08:13.000 --> 00:08:18.000]  就是他能夠有一個很道德的正確的判斷
[00:08:18.000 --> 00:08:20.000]  我們知道有很多這些科研公司
[00:08:20.000 --> 00:08:23.000]  很多時候被人攻擊
[00:08:23.000 --> 00:08:25.000]  或者出現問題
[00:08:25.000 --> 00:08:26.000]  就是他很多時候
[00:08:26.000 --> 00:08:28.000]  如果用得不對的時候
[00:08:28.000 --> 00:08:30.000]  可能有很多道德的問題
[00:08:30.000 --> 00:08:32.000]  可能是一些practice的問題
[00:08:32.000 --> 00:08:35.000]  可能是一些work ethics的問題等等
[00:08:35.000 --> 00:08:37.000]  所以他說我們很需要有些人
[00:08:37.000 --> 00:08:38.000]  有一個正確的判斷
[00:08:38.000 --> 00:08:40.000]  不只是為了希望達成目標
[00:08:40.000 --> 00:08:42.000]  什麼手段都可以
[00:08:42.000 --> 00:08:43.000]  不顧那些客戶
[00:08:43.000 --> 00:08:44.000]  不顧那些道德
[00:08:44.000 --> 00:08:51.000]  不顧那些我們行業裏面有形無形的條款
[00:08:51.000 --> 00:08:55.000]  我們覺得這個品格是很重要
[00:08:55.000 --> 00:08:57.000]  還有他說很重要的
[00:08:57.000 --> 00:09:00.000]  就是他能夠和一班團隊合作
[00:09:00.000 --> 00:09:04.000]  他能夠有一個不是個人主義
[00:09:04.000 --> 00:09:08.000]  他能夠和其他團隊合作
[00:09:08.000 --> 00:09:11.000]  因為事實上大公司很需要這些人
[00:09:11.000 --> 00:09:13.000]  不只是自己很厲害
[00:09:13.000 --> 00:09:16.000]  而是他能夠和別人去配合
[00:09:16.000 --> 00:09:18.000]  以致能夠成為一個好的團隊
[00:09:18.000 --> 00:09:20.000]  他說我們在你身上看見
[00:09:20.000 --> 00:09:21.000]  你有這些潛質
[00:09:21.000 --> 00:09:24.000]  所以我們就請了你
[00:09:24.000 --> 00:09:26.000]  所以他非常開心
[00:09:26.000 --> 00:09:29.000]  又想起原來真的
[00:09:29.000 --> 00:09:31.000]  有時候我們雖然沒有什麼經驗
[00:09:31.000 --> 00:09:32.000]  經驗可以累積的
[00:09:32.000 --> 00:09:34.000]  工作的技能可以學習的
[00:09:34.000 --> 00:09:36.000]  但是個人的質素
[00:09:36.000 --> 00:09:38.000]  品格的培養
[00:09:38.000 --> 00:09:43.000]  和這些的心態 正確的心態
[00:09:43.000 --> 00:09:45.000]  是一個更加重要的
[00:09:45.000 --> 00:09:49.000]  是個人的一些很優秀的條件
[00:09:49.000 --> 00:09:53.000]  也是公司或者整體的需要
[00:09:53.000 --> 00:09:57.000]  羅亞他其實沒有什麼履歷
[00:09:57.000 --> 00:10:02.000]  意思就是說他又不是竇木的
[00:10:02.000 --> 00:10:06.000]  方舟用什麼建的?
[00:10:06.000 --> 00:10:09.000]  那怎麼建方舟呢?
[00:10:09.000 --> 00:10:10.000]  用木建的
[00:10:10.000 --> 00:10:12.000]  因為是竇木的
[00:10:12.000 --> 00:10:15.000]  前陣子那個影音視團說
[00:10:15.000 --> 00:10:18.000]  發現有些方舟的殘骸
[00:10:18.000 --> 00:10:22.000]  不知道你們有沒有看過錄影介紹
[00:10:22.000 --> 00:10:24.000]  他們說進去後無論如何
[00:10:24.000 --> 00:10:26.000]  那個方舟還有很多爭議
[00:10:26.000 --> 00:10:28.000]  但機會很大
[00:10:28.000 --> 00:10:31.000]  發覺他們那些手藝
[00:10:31.000 --> 00:10:33.000]  入榫的
[00:10:33.000 --> 00:10:35.000]  當時沒有說用釘 鐵
[00:10:35.000 --> 00:10:39.000]  沒有說現在那麼多建屋的材料
[00:10:39.000 --> 00:10:41.000]  那些先進的方法
[00:10:41.000 --> 00:10:44.000]  古舊的無論是埃及
[00:10:44.000 --> 00:10:46.000]  無論是古老的國家
