
[00:00:00.000 --> 00:00:03.080]  聽嘉麗的見證
[00:00:03.080 --> 00:00:07.280]  和我上一次跟她做專訪的時候
[00:00:07.280 --> 00:00:12.000]  我想最觸動的也是她被人打過一次
[00:00:12.000 --> 00:00:17.840]  那可以說是一個很大的人生上的轉折
[00:00:17.840 --> 00:00:21.680]  聽的時候我又想起聖經詩篇23篇
[00:00:21.680 --> 00:00:22.320]  有一句
[00:00:22.320 --> 00:00:27.160]  他說「我雖然行過死刃的幽谷,也不怕遭害」
[00:00:28.800 --> 00:00:31.120]  在人生的歷程當中
[00:00:31.120 --> 00:00:34.880]  有些路好像一條幽谷一樣
[00:00:34.880 --> 00:00:38.480]  但那個路往往都是我們一個轉折點
[00:00:38.480 --> 00:00:40.720]  一個轉折點
[00:00:40.720 --> 00:00:46.360]  聽人生命的故事是最觸動人
[00:00:46.360 --> 00:00:49.320]  或者最容易記得的
[00:00:49.320 --> 00:00:54.440]  剛才有提過紅黑黃報道會
[00:00:54.440 --> 00:00:56.600]  上一個星期
[00:00:56.600 --> 00:01:00.920]  陳一華牧師來講到2017的福音盛會
[00:01:00.920 --> 00:01:06.200]  大家有沒有聽過
[00:01:06.200 --> 00:01:08.680]  其實在這些福音大會裏面
[00:01:08.680 --> 00:01:10.880]  有一個最著名的人物
[00:01:10.880 --> 00:01:12.160]  叫葛培禮
[00:01:12.160 --> 00:01:14.480]  有沒有聽過
[00:01:14.480 --> 00:01:16.920]  有沒有人聽過他講道
[00:01:16.920 --> 00:01:20.800]  那些都年紀不小了
[00:01:20.800 --> 00:01:24.280]  葛培禮最後一次來香港是1997年
[00:01:24.280 --> 00:01:26.280]  他總共來過香港五次
[00:01:26.280 --> 00:01:28.400]  第一次是1956年
[00:01:28.400 --> 00:01:30.360]  第二次是1963年
[00:01:30.360 --> 00:01:32.440]  第三次是1975年
[00:01:32.440 --> 00:01:34.360]  第四次是1990年
[00:01:34.360 --> 00:01:36.760]  第五次是1997年
[00:01:36.760 --> 00:01:42.360]  我在1975年聽過他
[00:01:42.360 --> 00:01:46.600]  而1990年他再來香港的時候
[00:01:46.600 --> 00:01:48.560]  我已經開始比較成熟了
[00:01:48.560 --> 00:01:50.320]  在教會侍奉
[00:01:50.320 --> 00:01:55.240]  他在九龍城浸信會
[00:01:55.240 --> 00:02:00.480]  有一場專門給教牧童工的聚會
[00:02:00.480 --> 00:02:02.000]  不在大球場
[00:02:02.000 --> 00:02:05.680]  我坐在中間
[00:02:05.680 --> 00:02:07.680]  他就進來了
[00:02:07.680 --> 00:02:10.840]  很近距離地接觸到
[00:02:10.840 --> 00:02:15.200]  或者見到這位素養
[00:02:15.200 --> 00:02:17.880]  很慕名的
[00:02:17.880 --> 00:02:22.120]  很欣賞的一位傳道人
[00:02:22.120 --> 00:02:25.360]  葛培禮就這樣走進來
[00:02:25.360 --> 00:02:26.720]  就像大家剛才聽到的
[00:02:26.720 --> 00:02:29.760]  凡嘉麗很近距離見到
[00:02:29.760 --> 00:02:31.080]  不是在電視機那裡見到
[00:02:31.080 --> 00:02:33.240]  不是在很遠的地方見到
[00:02:33.240 --> 00:02:35.760]  葛培禮真是很有風采的
[00:02:35.760 --> 00:02:38.720]  他差不多有六呎四吋高
[00:02:38.720 --> 00:02:42.960]  其實荷李活當時是想找他拍電影的
[00:02:42.960 --> 00:02:48.360]  認為他絕對有條件做一個很出色的演員
[00:02:48.360 --> 00:02:49.720]  後來他拒絕了
[00:02:49.720 --> 00:02:52.160]  他說我做報道家比較好
[00:02:52.160 --> 00:02:53.720]  他覺得是上帝揀選他
[00:02:53.720 --> 00:02:59.600]  他真是很有台型的
[00:02:59.600 --> 00:03:03.680]  我們就很近距離地聽他分享
[00:03:03.680 --> 00:03:06.720]  他是對教牧說的
[00:03:06.720 --> 00:03:09.000]  我已經忘記他說什麼了
[00:03:09.000 --> 00:03:15.240]  但只是感覺到他那種魅力、誠懇
[00:03:15.240 --> 00:03:16.560]  他每一次說完之後
[00:03:16.560 --> 00:03:20.280]  就有一個歌唱家、一個男低音唱
[00:03:20.280 --> 00:03:22.520]  多數唱Amazing Grace
[00:03:22.520 --> 00:03:23.880]  每次聽都很好聽
[00:03:23.880 --> 00:03:25.040]  他開報道會都是這樣
[00:03:25.040 --> 00:03:26.440]  他說完之後
[00:03:26.440 --> 00:03:30.000]  那位年紀比較大的歌唱家就會唱
[00:03:30.000 --> 00:03:36.320]  很吸引人、很感人
[00:03:36.320 --> 00:03:38.320]  那位歌唱家唱完之後
[00:03:38.320 --> 00:03:41.640]  當時就有一個亞洲人走出來
[00:03:41.640 --> 00:03:43.560]  亞洲人跟他有很大的差別
[00:03:43.560 --> 00:03:46.000]  因為葛培禮是六呎四吋高
[00:03:46.000 --> 00:03:49.600]  他只有五呎一、二吋高
[00:03:49.600 --> 00:03:53.960]  我還記得他很有風采
[00:03:53.960 --> 00:03:56.920]  所以身材不是那麼重要
[00:03:56.920 --> 00:03:59.480]  他說為什麼葛培禮那麼高呢?
[00:03:59.480 --> 00:04:01.640]  因為他小時候很矮
[00:04:01.640 --> 00:04:03.200]  老師經常打他屁股
[00:04:03.200 --> 00:04:05.040]  打一打他就高了
[00:04:05.040 --> 00:04:06.000]  我覺得他很乖
[00:04:06.000 --> 00:04:07.320]  老師說你真的很乖
[00:04:07.320 --> 00:04:10.720]  所以我就被他拍到變短了
[00:04:10.720 --> 00:04:14.080]  1990年到現在我還記得
[00:04:14.080 --> 00:04:16.760]  接著他就開始講故事了
[00:04:16.760 --> 00:04:19.760]  他是一個韓國的牧師
[00:04:19.760 --> 00:04:22.120]  他說在50年代的時候
[00:04:22.120 --> 00:04:23.600]  因為韓戰
[00:04:23.600 --> 00:04:25.680]  韓國很窮
[00:04:25.680 --> 00:04:27.320]  打完仗
[00:04:27.320 --> 00:04:30.960]  還有很多離散的家庭
[00:04:30.960 --> 00:04:33.640]  很多人流浪
[00:04:33.640 --> 00:04:38.480]  一個冬天有一個小孩子
[00:04:38.480 --> 00:04:41.400]  因為家裡沒有東西吃
[00:04:41.400 --> 00:04:45.880]  也好像流離失所那樣
[00:04:45.880 --> 00:04:48.440]  於是他就走出來
[00:04:48.440 --> 00:04:55.480]  在黑黑暗暗的街上流浪
[00:04:55.480 --> 00:04:57.840]  那一晚他也不知道怎麼過
[00:04:57.840 --> 00:05:00.200]  或者可能會凍死在街上
[00:05:00.200 --> 00:05:02.120]  很小的小朋友
[00:05:02.120 --> 00:05:04.680]  他就遇到一個警察
[00:05:04.680 --> 00:05:13.320]  警察就帶他去一個有美若燈光的地方
[00:05:13.320 --> 00:05:16.080]  看看可不可以幫到他
[00:05:16.080 --> 00:05:17.800]  當時他什麼都不知道
[00:05:17.800 --> 00:05:21.080]  只是一個小朋友
[00:05:21.080 --> 00:05:26.360]  去到的時候他看到這間屋有一個牌
[00:05:26.360 --> 00:05:28.600]  但他看到他不認識多少個字
[00:05:28.600 --> 00:05:30.720]  但他數目字都還認識
[00:05:30.720 --> 00:05:33.920]  他看到有316
[00:05:33.920 --> 00:05:35.600]  即是316
[00:05:35.600 --> 00:05:38.200]  這個是他記得的
[00:05:38.200 --> 00:05:40.520]  於是有人出來
[00:05:40.520 --> 00:05:44.000]  經過了一些簡單的交接之後
[00:05:44.000 --> 00:05:50.280]  這個小朋友就被人接了進去這間屋
[00:05:50.280 --> 00:05:55.600]  他不知道將會發生什麼事
[00:05:55.600 --> 00:05:56.560]  但在那個時候
[00:05:56.560 --> 00:06:01.240]  他就由一個很寒冷的環境那裡
[00:06:01.240 --> 00:06:04.600]  進入了一個房屋
[00:06:04.600 --> 00:06:08.680]  那裡有溫暖
[00:06:08.680 --> 00:06:10.840]  他由一個黑暗的街道那裡
[00:06:10.840 --> 00:06:13.360]  他進入了一個有燈光的地方
[00:06:13.360 --> 00:06:16.200]  他看到有陽光
[00:06:16.200 --> 00:06:19.440]  這個接待他進去的人
[00:06:19.440 --> 00:06:22.080]  很有經驗就安頓了他之後
[00:06:22.080 --> 00:06:27.200]  也知道他是一個流離失所的兒童
[00:06:27.200 --> 00:06:28.960]  而且很晚
[00:06:28.960 --> 00:06:31.600]  沒多久他就走出來
[00:06:31.600 --> 00:06:34.400]  拿了一碗麵給他
[00:06:34.400 --> 00:06:35.720]  竟然有東西吃
[00:06:35.720 --> 00:06:37.960]  這是什麼地方來的呢?
[00:06:37.960 --> 00:06:42.080]  跟剛才外面的環境好像是完全兩個世界
[00:06:42.080 --> 00:06:46.240]  小孩子就吃了一碗熱的麵
[00:06:46.240 --> 00:06:50.640]  他由飢餓得到飽足
[00:06:50.640 --> 00:06:52.720]  他很骯髒
[00:06:52.720 --> 00:06:55.560]  因為沒機會洗澡
[00:06:55.560 --> 00:06:57.280]  他吃完麵之後
[00:06:57.280 --> 00:06:59.720]  又帶他去一個地方那裡
[00:06:59.720 --> 00:07:00.360]  叫他去洗澡
[00:07:00.360 --> 00:07:03.720]  因為他太骯髒了
[00:07:03.720 --> 00:07:05.400]  他浸在熱水那裡
[00:07:05.400 --> 00:07:10.320]  他覺得自己好像在做夢
[00:07:10.320 --> 00:07:11.680]  幾個字之前
[00:07:11.680 --> 00:07:13.800]  他在街道那裡
[00:07:13.800 --> 00:07:17.240]  根本不知道怎樣經過了一個晚上
[00:07:17.240 --> 00:07:19.560]  又冷又黑又兇
[00:07:19.560 --> 00:07:24.080]  現在他又暖又有光明
[00:07:24.080 --> 00:07:25.440]  又吃了東西
[00:07:25.440 --> 00:07:28.960]  還可以洗澡
[00:07:28.960 --> 00:07:31.880]  實在太過不可思議了
[00:07:31.880 --> 00:07:35.240]  他洗完澡之後
[00:07:35.240 --> 00:07:36.600]  就帶他去一個地方
[00:07:36.600 --> 00:07:39.120]  那裡有其他的小朋友在那裡
[00:07:39.120 --> 00:07:41.560]  都睡著了
[00:07:41.560 --> 00:07:45.720]  竟然有一個很暖的被窩為他預備
[00:07:45.720 --> 00:07:48.640]  他竟然可以在那裡睡覺
[00:07:48.640 --> 00:07:50.480]  這是什麼地方來的呢?
[00:07:50.480 --> 00:07:52.880]  他從來都沒有想過
[00:07:52.880 --> 00:07:56.840]  他可以去到一個這樣的地方
[00:07:56.840 --> 00:08:02.720]  他由疲倦到可以得到安睡安息
[00:08:02.720 --> 00:08:05.200]  究竟是不是做夢呢?
[00:08:05.200 --> 00:08:06.160]  睡醒了的時候
[00:08:06.160 --> 00:08:09.320]  會不會一切都是不真實的呢?
[00:08:09.320 --> 00:08:12.320]  這個小朋友實在太累了
[00:08:12.320 --> 00:08:14.400]  都睡著了
[00:08:14.400 --> 00:08:18.040]  到他醒來的時候
[00:08:18.040 --> 00:08:21.480]  這個招呼他的人就帶他出來
[00:08:21.480 --> 00:08:23.680]  他看到很多其他的小朋友
[00:08:23.680 --> 00:08:26.240]  原來這個是一個收容所
[00:08:26.240 --> 00:08:30.000]  是專門接濟幫助那些
[00:08:30.000 --> 00:08:34.040]  像他那樣流散了的兒童
[00:08:34.040 --> 00:08:38.760]  是一個教會辦的收容所
[00:08:38.760 --> 00:08:41.600]  於是工作人員就跟他解釋
[00:08:41.600 --> 00:08:44.920]  這是什麼地方
[00:08:44.920 --> 00:08:48.680]  還有為什麼他們要幫他
[00:08:48.680 --> 00:08:50.560]  又告訴他
[00:08:50.560 --> 00:08:54.560]  原來他看到的三百六十一號
