
[00:00:00.000 --> 00:00:05.940]  很感恩今天可以一起和大家參與這個週末敬拜
[00:00:05.940 --> 00:00:08.500]  在開始之前我們一起有個簡單的禱告
[00:00:08.500 --> 00:00:11.100]  我們一起祈禱
[00:00:11.100 --> 00:00:13.380]  親愛的天父上帝 我感謝祢
[00:00:13.380 --> 00:00:16.280]  主讓我們來到祢的殿裡面去敬拜祢
[00:00:16.280 --> 00:00:18.580]  我們很期待見到祢
[00:00:18.580 --> 00:00:20.880]  很期待透過祢的說話
[00:00:20.880 --> 00:00:23.020]  讓我們的生命得以更新
[00:00:23.020 --> 00:00:25.780]  能夠有成長 能夠有改變
[00:00:25.780 --> 00:00:29.720]  主要是勸勉 安慰 督責 或者鼓勵
[00:00:29.720 --> 00:00:31.460]  我求祢對我們說話
[00:00:31.460 --> 00:00:34.260]  讓我們的生命在出了教堂之後
[00:00:34.260 --> 00:00:36.360]  是完全不一樣的
[00:00:36.360 --> 00:00:37.460]  主我感謝祢
[00:00:37.460 --> 00:00:39.240]  感謝祢聽我們的禱告
[00:00:39.240 --> 00:00:40.160]  我們這樣祈禱
[00:00:40.160 --> 00:00:43.000]  奉耶穌基督的名求 阿門
[00:00:43.000 --> 00:00:45.500]  今天我的講題叫做
[00:00:45.500 --> 00:00:48.040]  《多走一步舉手之路》
[00:00:48.040 --> 00:00:54.960]  經文記載《馬太福音》第25章31至45或46節
[00:00:54.960 --> 00:00:57.960]  今天我也會和大家讀一下經文
[00:00:57.960 --> 00:01:01.000]  不過我會在講章裡面
[00:01:01.000 --> 00:01:03.920]  即是說我在講章裡面
[00:01:03.920 --> 00:01:06.600]  和大家一起透過經文
[00:01:06.600 --> 00:01:09.120]  看看上帝對我們有什麼說話要說
[00:01:09.120 --> 00:01:12.280]  所以我未必刻意一次過讀出來
[00:01:12.280 --> 00:01:14.660]  那就要考驗一下大家是否留心了
[00:01:14.660 --> 00:01:17.160]  能否跟得上我的節奏
[00:01:17.160 --> 00:01:20.680]  開始之前我想用一個故事和大家分享
[00:01:20.680 --> 00:01:22.560]  話說有一個國王
[00:01:22.560 --> 00:01:24.680]  他有三個兒子
[00:01:24.680 --> 00:01:27.240]  這個國王年事已高
[00:01:27.240 --> 00:01:28.960]  準備退休
[00:01:28.960 --> 00:01:30.000]  他開始想
[00:01:30.000 --> 00:01:34.080]  我要將這個繼位傳給我的兒子
[00:01:34.080 --> 00:01:40.000]  不過他很想傳給一個有智慧又有人德的兒子
[00:01:40.000 --> 00:01:42.960]  於是他就想到一個辦法
[00:01:42.960 --> 00:01:46.720]  想出一條題目去考驗他們
[00:01:46.720 --> 00:01:49.560]  有一天他叫了他的兒子過來
[00:01:49.560 --> 00:01:50.920]  就和他們說
[00:01:50.920 --> 00:01:55.840]  現在我每人分給你們有一千個銀子
[00:01:55.840 --> 00:01:58.480]  現在就以一個月為期
[00:01:58.480 --> 00:02:00.960]  用你認為最有智慧的方法
[00:02:00.960 --> 00:02:03.920]  以這一千個銀子買回來的東西
[00:02:03.920 --> 00:02:07.320]  要塞滿你的房間
[00:02:07.320 --> 00:02:11.600]  於是這三個王子就在這個月裡面
[00:02:11.600 --> 00:02:15.080]  就要進行這個比試
[00:02:15.080 --> 00:02:17.360]  一個月過去
[00:02:17.360 --> 00:02:22.560]  大王子很有自信地帶著國王和他兩個弟弟
[00:02:22.560 --> 00:02:24.840]  來到自己的房間
[00:02:24.840 --> 00:02:27.200]  房間裡面他進也進不了
[00:02:27.200 --> 00:02:28.280]  為什麼呢
[00:02:28.280 --> 00:02:29.720]  充滿著棉花
[00:02:29.720 --> 00:02:31.960]  整個房間都是棉花
[00:02:31.960 --> 00:02:34.160]  他和他的國王父王說
[00:02:34.160 --> 00:02:35.320]  父王
[00:02:35.320 --> 00:02:37.200]  我將你給我的錢
[00:02:37.200 --> 00:02:39.280]  大量地買了棉花
[00:02:39.280 --> 00:02:41.280]  裝滿了自己的睡房
[00:02:41.280 --> 00:02:42.400]  你看看
[00:02:42.400 --> 00:02:44.440]  攝都攝不進
[00:02:44.440 --> 00:02:46.120]  不僅如此
[00:02:46.120 --> 00:02:48.360]  我還剩下一半錢給你
[00:02:48.360 --> 00:02:50.680]  我現在給你五百個銀子
[00:02:50.680 --> 00:02:53.760]  我花了五百個銀子而已
[00:02:53.760 --> 00:02:56.520]  哇 很有自信啊
[00:02:56.520 --> 00:02:58.920]  國王看一看之後
