
[00:00:00.000 --> 00:00:08.000]  今日是福音主日,我們稍後會看耶穌與撒瑪利亞婦人的經文
[00:00:08.000 --> 00:00:17.000]  我在你們當中一段日子,不知道大家有哪些人聽過我怎樣信耶穌
[00:00:17.000 --> 00:00:26.000]  也不是很多,可能我在某些場合說過,某些場合就沒有機會說
[00:00:26.000 --> 00:00:34.000]  我生長在一個沒有基督教背景的家庭,在新加坡
[00:00:34.000 --> 00:00:42.000]  我爸爸媽媽都是拜神,但他們都不太知道他們在拜什麼
[00:00:42.000 --> 00:00:51.000]  就這樣來到拜神,到我讀書的時候都很少接觸基督徒
[00:00:51.000 --> 00:01:01.000]  我記得在中學的時候,有一個班長是基督徒,但他很兇的
[00:01:01.000 --> 00:01:08.000]  我們都不喜歡他,因為班長要管人,我們不喜歡被人管
[00:01:08.000 --> 00:01:13.000]  但他又是基督徒,除此之外都沒有印象
[00:01:13.000 --> 00:01:19.000]  去到大學的時候,我想神真的安排了基督徒在我身旁左右
[00:01:19.000 --> 00:01:25.000]  我住在宿舍,在宿舍遇到兩個很特別的基督徒
[00:01:25.000 --> 00:01:31.000]  一個住在我對面,他是很積極的,積極到怎樣呢?
[00:01:31.000 --> 00:01:37.000]  他會將聖經的華語寫在A4紙上,一張一張
[00:01:37.000 --> 00:01:41.000]  貼在他的門,貼在外面的牆,貼在那裡
[00:01:41.000 --> 00:01:48.000]  我早上要出去刷牙的時候,一開門就看到很多經文
[00:01:48.000 --> 00:01:51.000]  很積極,積極到不得了
[00:01:51.000 --> 00:02:00.000]  我很討厭,很討厭我就會挑戰他,盡量勸他不要來信耶穌
[00:02:00.000 --> 00:02:07.000]  我發現我怎樣跟他說,他都有辦法回答我
[00:02:07.000 --> 00:02:13.000]  我本來想那些很厲害的問題,其實現在回看都是很無知的問題
[00:02:13.000 --> 00:02:16.000]  我以為很厲害的問題可以問到他
[00:02:16.000 --> 00:02:21.000]  他都有答案,而且有聖經的答案給我
[00:02:21.000 --> 00:02:29.000]  我知道我心裡不服,但是我知道一件事實就是他有答案
[00:02:29.000 --> 00:02:34.000]  而且他未必是錯的,只是我不能夠接受
[00:02:34.000 --> 00:02:39.000]  另外一個基督徒也很特別,他沒有這麼積極
[00:02:39.000 --> 00:02:44.000]  沒有將聖經字貼在自己的門牆
[00:02:44.000 --> 00:02:50.000]  除非這位朋友交給他,叫他貼,他就貼在那裡
[00:02:50.000 --> 00:02:55.000]  比較少的,可能有四五張,這個有二十多張貼在那裡
[00:02:55.000 --> 00:02:57.000]  另外一個朋友是怎樣的呢?
[00:02:57.000 --> 00:03:04.000]  他是很低調的,但是每到晚上十點半,我就知道他在做同一件事
[00:03:04.000 --> 00:03:09.000]  十點半的時候,我就會聽到吉他的聲音
[00:03:09.000 --> 00:03:15.000]  Praise the Lord, Praise the Lord,在那裡讚美神
[00:03:15.000 --> 00:03:20.000]  他給我的感覺都很吸引,很平安,很寧靜
[00:03:20.000 --> 00:03:27.000]  後來我就發覺他真的很低調,因為原來他是我們大學第一名的網球手
[00:03:27.000 --> 00:03:34.000]  經常都穿得很低調,人家穿很漂亮的運動衣服,他又穿一件有洞的T恤
[00:03:34.000 --> 00:03:40.000]  而且又很厲害的,原來在法律系裡面是高材生
[00:03:40.000 --> 00:03:48.000]  有一次我過了很久,幾個月之後才發現原來他真的很厲害
[00:03:48.000 --> 00:03:54.000]  我們讀書的時候以前都很敷衍的,但是到考試的時候很緊張在那裡預備
[00:03:54.000 --> 00:03:57.000]  準備緊張的時候就到處問,你預備了沒有?
[00:03:57.000 --> 00:04:06.000]  慢慢再問,不只是預備了,他還在準備第三次他的考試
[00:04:06.000 --> 00:04:10.000]  這兩個基督徒給我很深刻的印象
[00:04:10.000 --> 00:04:19.000]  還有一個天主教徒,天主教徒不是很分教會那些
[00:04:19.000 --> 00:04:24.000]  但是上帝都藉著他來跟我說我多無知
[00:04:24.000 --> 00:04:32.000]  當時我以為人只需要給時間用科學再研究下去
[00:04:32.000 --> 00:04:40.000]  就能夠解釋世界的一切,人怎樣來等等
[00:04:40.000 --> 00:04:46.000]  但是天主教徒上帝用他的口跟我說,你知不知道
[00:04:46.000 --> 00:04:53.000]  我想你的問題都是,其實他很厲害的,但是他用很簡單的方法問我
[00:04:53.000 --> 00:05:00.000]  你知不知道生命我給你多少年都好,怎樣來發明創造或者去發現都好
[00:05:00.000 --> 00:05:10.000]  你怎樣解釋生命的第一因,有感情的,有意志的,第一個生命第一因
[00:05:10.000 --> 00:05:16.000]  我真的發覺我碰到一個問題是,真的科學未必解決得到的
[00:05:16.000 --> 00:05:25.000]  慢慢慢慢我就跟基督徒朋友聊天,有一天住在我對面的這個
[00:05:25.000 --> 00:05:32.000]  他可能是在罵,夠了,夠了,我不斷挑戰他,有時聊到晚上兩三點
[00:05:32.000 --> 00:05:37.000]  他就說,不如你自己看聖經吧,他就借了我一本聖經
[00:05:37.000 --> 00:05:43.000]  但是他給我一個條件,你看聖經不要有主觀的意見
[00:05:43.000 --> 00:05:47.000]  你可不可以客觀一點,不要有任何定論,你這樣看
[00:05:47.000 --> 00:05:52.000]  我覺得他這個挑戰很公平,我就接受了這個挑戰
[00:05:52.000 --> 00:05:59.000]  回到我的房間,自己就看聖經,不知怎樣開始,就第一本書開始,重世紀
[00:05:59.000 --> 00:06:06.000]  這個神的話語真的很奇怪,一讀起初神創造天地
[00:06:06.000 --> 00:06:13.000]  他好像有一個力量讓我知道這個世界是有神的
[00:06:13.000 --> 00:06:19.000]  這個世界是神存在的,這個世界不會無端端在這裡
[00:06:19.000 --> 00:06:24.000]  神的話語很特別,吸引我繼續看下去
[00:06:24.000 --> 00:06:29.000]  有一次我就慢慢覺得這個世界有神,我就很掙扎
[00:06:29.000 --> 00:06:38.000]  我當時很無知,我以為基督教是西方的宗教
[00:06:38.000 --> 00:06:45.000]  當時我都是大學生,知識不夠全面,我以為基督教是西方的宗教
[00:06:45.000 --> 00:06:52.000]  我們是華人,我們有我們的滿天神法,我們有我們的傳統,我們有尊嚴
[00:06:52.000 --> 00:07:02.000]  第二個困難是什麼呢?我媽媽這麼辛苦把我送入大學,我一出來就變成一個基督徒
[00:07:02.000 --> 00:07:08.000]  很傷她的心,很背叛我們自己家裡的傳統
[00:07:08.000 --> 00:07:16.000]  這兩個問題困擾我,有一晚我就在我的房間做了一件事
[00:07:16.000 --> 00:07:23.000]  我突然間想,我可以和神說話,如果祂是神
[00:07:23.000 --> 00:07:34.000]  我就開始說,神啊,如果祢是真的,祢一定知道我現在和祢說話
[00:07:34.000 --> 00:07:41.000]  祢一定知道我在想什麼,祢一定有祢的方法讓我來認識祢
[00:07:41.000 --> 00:07:47.000]  祢就用祢的方法讓我來認識祢,我就說了這幾句話
[00:07:47.000 --> 00:07:55.000]  一說完,兩個星期之後,大學就叫我們做一個功課
[00:07:55.000 --> 00:08:04.000]  功課是什麼呢?叫我們寫一篇文章,研究Christianity in China
[00:08:04.000 --> 00:08:14.000]  在中國的基督教,我的困難是,這是西方的,這是中國的,要放在一起看
[00:08:14.000 --> 00:08:21.000]  以前讀書就比較懶惰,但那次就特別勤力,跑去圖書館找一些書
[00:08:21.000 --> 00:08:27.000]  平時因為不是很勤力,找一下就很累了,坐在書架上
[00:08:27.000 --> 00:08:34.000]  一轉身就看到一本書,它的名字就是Christianity in China,在中國的基督教
[00:08:34.000 --> 00:08:38.000]  馬上借了,跑回宿舍,馬上看了
[00:08:38.000 --> 00:08:43.000]  開始看的時候就發覺,記載了一件很簡單的事情
[00:08:43.000 --> 00:08:47.000]  就是講到中國有一個地方長年下雪
[00:08:47.000 --> 00:08:52.000]  下雪的時候有一個農夫看到一個地方是雪沒有遮蓋的
[00:08:52.000 --> 00:09:00.000]  很好奇就去找,找到裡面有一本十字架,在上面的聖經
[00:09:00.000 --> 00:09:09.000]  簡單的故事,突然之間不知為什麼,好像我所了解的基督教,好像變成很真實
[00:09:09.000 --> 00:09:14.000]  我就覺得耶穌真的是拯救我們的生命,我真是一個罪人,我真是需要拯救
[00:09:14.000 --> 00:09:24.000]  我不知道為什麼,突然之間不斷流眼淚,我就跪下,不斷重複一句話,就是耶穌救我,耶穌救我,耶穌救我
[00:09:24.000 --> 00:09:32.000]  接著我就好像跪下跟神說,神啊,我的媽咪怎樣?我的家人怎樣?
[00:09:32.000 --> 00:09:38.000]  如果我信主不行的,好像有一個意念在我心裡跟我說話
[00:09:38.000 --> 00:09:47.000]  祂說,你既然知道我是神,你既然知道我是好的,如果你不信,你家人怎樣信呢?
[00:09:47.000 --> 00:09:52.000]  就這麼簡單解了我的結,我就突然之間整個人鬆了
[00:09:52.000 --> 00:09:59.000]  接著我就檢查一下,我的門有沒有關,因為不敢讓同學看到我在這裡哭
[00:09:59.000 --> 00:10:07.000]  原來關了,第二天有同學來邀請我去報道會,我就去參加報道會
[00:10:07.000 --> 00:10:13.000]  那一晚就決志信主了,決志信主,感謝上帝,祂這樣帶領我了善主
[00:10:13.000 --> 00:10:18.000]  之後那個同學又來找我,過了兩個星期之後,他就跟我說
[00:10:18.000 --> 00:10:26.000]  你知不知道,我兩個星期前在圖書館禱告的時候,發生了一件很特別的事
[00:10:26.000 --> 00:10:33.000]  我就問他,發生什麼事?他就跟我說,我看到你,我禱告的時候
[00:10:33.000 --> 00:10:40.000]  我看見你跪下在你宿舍的房間裡流眼淚,接受耶穌基督
[00:10:40.000 --> 00:10:46.000]  我心想,原來關了,而且在400米這麼遠的地方
[00:10:46.000 --> 00:10:53.000]  我就很尷尬地跟他說,你太累了,你太累了
[00:10:53.000 --> 00:10:58.000]  之後我就慢慢看聖經,我就看新約,看到很多神蹟奇事
[00:10:58.000 --> 00:11:04.000]  我就發覺,這個上帝,如果是奇妙的上帝,什麼都可以發生
[00:11:04.000 --> 00:11:11.000]  我就走回去跟這個同學說,你所見到的,那一晚的確是發生在我的房間裡
[00:11:11.000 --> 00:11:19.000]  我想說這位神是很奇妙的上帝,他在不同人的生命裡的經歷都不同
[00:11:19.000 --> 00:11:24.000]  信主是不一定要這樣戲劇性的,信主有很多不同的方法
[00:11:24.000 --> 00:11:30.000]  有些人一出生就已經在基督教家庭了,就這樣自然來信了,很幸福的
[00:11:30.000 --> 00:11:34.000]  小時候已經有爸爸媽媽跟我們講聖經,就這樣信了
[00:11:34.000 --> 00:11:38.000]  有些人一聽明白,就馬上相信上帝預備了心
[00:11:38.000 --> 00:11:43.000]  我有時都問上帝,你給我這個經歷是做什麼呢?
[00:11:43.000 --> 00:11:50.000]  我想上帝,我慢慢都意會到,上帝知道我在基督教信仰的成長都有軟弱的時候
[00:11:50.000 --> 00:11:58.000]  祂如果要呼著我來全時間服侍祂,祂知道我需要祂的經歷,讓我知道祂是有真有活的
[00:11:58.000 --> 00:12:07.000]  叫我在侍奉的路上,繼續能夠堅定,繼續能夠跟別人說這位上帝是有真有活的上帝
[00:12:07.000 --> 00:12:11.000]  感謝上帝我今天能夠站在這裡,是因為祂救了我
[00:12:11.000 --> 00:12:14.000]  不是我有任何好處,是上帝自己救了我
[00:12:14.000 --> 00:12:20.000]  今天我很想和大家講什麼叫做真正拜神的人
[00:12:20.000 --> 00:12:31.000]  這段經文大家很熟悉,就是耶穌去到這個地方,特意在撒瑪利亞附近遇到一個婦人
[00:12:31.000 --> 00:12:37.000]  這個女人不應該和她說話,和她說話的時候,這個女人覺得很奇怪
[00:12:37.000 --> 00:12:41.000]  她覺得奇怪有兩個原因,第一,她是一個女人
[00:12:41.000 --> 00:12:51.000]  第二,她是一個撒瑪利亞人,猶太人和撒瑪利亞人當時是勢敵,所以不應該有來往
[00:12:51.000 --> 00:12:56.000]  耶穌不單止和她說話,還要向她要水來喝
[00:12:56.000 --> 00:13:07.000]  這個女人之後和耶穌聊天下去就發覺,原來耶穌不簡單,是能夠知道她生命所發生的一切事情
[00:13:07.000 --> 00:13:16.000]  這個女人本來是過著不光彩的生活,所以她趕時間來拿水,要避開人群
[00:13:16.000 --> 00:13:23.000]  耶穌知道她的生命是不道德的,她當時已經有五個老公的描述
