
[00:00:00.000 --> 00:00:03.320]  我們嘗試看今天的主題
[00:00:03.320 --> 00:00:04.440]  「蒙福的家」
[00:00:04.440 --> 00:00:08.000]  我是盼望透過詩篇128篇
[00:00:08.000 --> 00:00:10.280]  雖然短短只是六節聖經
[00:00:10.280 --> 00:00:12.000]  但我希望在當中
[00:00:12.000 --> 00:00:15.920]  和大家來看和思想
[00:00:15.920 --> 00:00:18.320]  究竟我們今天在神的家
[00:00:18.320 --> 00:00:20.040]  在我們原生的家
[00:00:20.040 --> 00:00:22.160]  我們應該怎樣來生活
[00:00:22.160 --> 00:00:26.080]  先看看有一張照片
[00:00:26.080 --> 00:00:30.120]  我們在那裏看一看
[00:00:30.120 --> 00:00:37.720]  這張照片是一個35歲的美國男子
[00:00:37.720 --> 00:00:41.880]  左邊是他減肥之前
[00:00:41.880 --> 00:00:45.480]  你猜猜他有多重
[00:00:45.480 --> 00:00:46.960]  不止300磅
[00:00:46.960 --> 00:00:49.680]  他當時是460磅
[00:00:49.680 --> 00:00:53.000]  他每天至少喝兩公升的汽水
[00:00:53.000 --> 00:00:55.720]  吸食三包煙
[00:00:55.720 --> 00:00:58.440]  他的BMI是高達60
[00:00:58.440 --> 00:01:00.520]  是嚴重的超重
[00:01:00.520 --> 00:01:02.760]  但他決心要減肥
[00:01:02.760 --> 00:01:04.960]  改善他的飲食習慣之餘
[00:01:04.960 --> 00:01:05.960]  戒煙
[00:01:05.960 --> 00:01:09.080]  戒掉碳酸飲料
[00:01:09.080 --> 00:01:11.720]  和少吸收糖分
[00:01:11.720 --> 00:01:15.600]  加上他很恆心去做運動
[00:01:15.600 --> 00:01:19.120]  而且進行胃曉道手術
[00:01:19.120 --> 00:01:24.160]  在半年之內他成功減去293磅
[00:01:24.160 --> 00:01:26.480]  右邊是他
[00:01:26.480 --> 00:01:31.680]  你看見這簡直是不可能的事
[00:01:31.680 --> 00:01:33.440]  後來記者問他
[00:01:33.440 --> 00:01:37.440]  你為何有這麼大的勇氣和決心要減肥
[00:01:37.440 --> 00:01:41.320]  除了要顧及自己的健康之外
[00:01:41.320 --> 00:01:43.560]  他給他甚麼答案呢
[00:01:43.560 --> 00:01:46.120]  是因為愛
[00:01:46.120 --> 00:01:48.920]  因為他很希望努力生存
[00:01:48.920 --> 00:01:50.360]  可以活下去
[00:01:50.360 --> 00:01:53.760]  享受和家人共聚的時光
[00:01:53.760 --> 00:01:56.640]  我覺得這一份推動力
[00:01:56.640 --> 00:01:58.560]  正是我們今天每一個人
[00:01:58.560 --> 00:02:01.400]  在我們的內心應該有的
[00:02:01.400 --> 00:02:05.640]  不要有時覺得年長的父母
[00:02:05.640 --> 00:02:07.760]  不理會你 囉嗦
[00:02:07.760 --> 00:02:11.440]  兒子 出門多穿件衣服
[00:02:11.440 --> 00:02:13.120]  特別是這一段時間
[00:02:13.120 --> 00:02:14.840]  炸暖還寒
[00:02:14.840 --> 00:02:18.080]  所以很多人中招又會感冒
[00:02:18.080 --> 00:02:20.160]  這種虛寒問暖
[00:02:20.160 --> 00:02:22.480]  其實是一種情
[00:02:22.480 --> 00:02:25.480]  你不要嫌父母囉嗦
[00:02:25.480 --> 00:02:27.600]  我們需要行孝的時候
[00:02:27.600 --> 00:02:29.800]  是在父母在生的時候
[00:02:29.800 --> 00:02:31.680]  千萬不要等他們不在
[00:02:31.680 --> 00:02:34.480]  你才哭哭啼啼
[00:02:34.480 --> 00:02:40.080]  我們今天需要學習愛的功課
[00:02:40.080 --> 00:02:42.120]  其實上帝給我們
[00:02:42.120 --> 00:02:44.320]  每一個人有這個原生家庭
[00:02:44.320 --> 00:02:47.720]  我覺得是一個很大的恩典
[00:02:47.720 --> 00:02:50.360]  為何這樣說呢
[00:02:50.360 --> 00:02:51.920]  我們得著救恩
[00:02:51.920 --> 00:02:54.480]  是免費的 白白的
[00:02:54.480 --> 00:02:58.000]  但在哪個原生家庭出生呢
[00:02:58.000 --> 00:03:00.000]  是否你去選擇的
[00:03:00.000 --> 00:03:01.280]  不是的
[00:03:01.280 --> 00:03:02.240]  不是的時候
[00:03:02.240 --> 00:03:04.960]  那你說我沒有選擇
[00:03:04.960 --> 00:03:05.840]  我沒有選擇
[00:03:05.840 --> 00:03:08.280]  那你生在那個家庭的時候
[00:03:08.280 --> 00:03:11.840]  原來今天成為你這個人
[00:03:11.840 --> 00:03:15.080]  是和你原生家庭息息相關
[00:03:15.080 --> 00:03:16.640]  由你小時候
[00:03:16.640 --> 00:03:18.800]  小朋友到現在
[00:03:18.800 --> 00:03:20.600]  原來你的父母
[00:03:20.600 --> 00:03:23.720]  你的兄弟姊妹
[00:03:23.720 --> 00:03:25.120]  和你的近親
[00:03:25.120 --> 00:03:27.120]  那些表兄弟姊妹
[00:03:27.120 --> 00:03:29.520]  原來是塑造我們這個人的
[00:03:29.520 --> 00:03:31.120]  你試想一下
[00:03:31.120 --> 00:03:34.120]  你今天有沒有去
[00:03:34.120 --> 00:03:36.360]  除了感謝上帝給你救恩之外
[00:03:36.360 --> 00:03:39.040]  你也要感謝你的父母
[00:03:39.040 --> 00:03:42.440]  在這裡我讀一段文字給大家
[00:03:42.440 --> 00:03:45.800]  最近我看Dallas Wheeler
[00:03:45.800 --> 00:03:47.120]  是一個很著名的
[00:03:47.120 --> 00:03:50.640]  講門訓的哲學家
[00:03:50.640 --> 00:03:52.080]  他已經去世
[00:03:52.080 --> 00:03:53.720]  在主懷已經安息了
[00:03:53.720 --> 00:03:57.440]  但他是全世界所有研究門訓的人
[00:03:57.440 --> 00:04:01.160]  都很敬仰的一位大師
[00:04:01.160 --> 00:04:03.840]  這位基督教的哲學家
[00:04:03.840 --> 00:04:05.200]  他怎樣說呢
[00:04:05.200 --> 00:04:06.000]  他說
[00:04:06.000 --> 00:04:08.560]  We have to be grateful to God
[00:04:08.560 --> 00:04:10.360]  for who we are
[00:04:10.360 --> 00:04:12.160]  and we cannot be thankful
[00:04:12.160 --> 00:04:13.560]  for who we are
[00:04:13.560 --> 00:04:16.560]  without being thankful for our parents
[00:04:16.560 --> 00:04:19.160]  through whom our life came
[00:04:19.160 --> 00:04:21.840]  They are part of our identity
[00:04:21.840 --> 00:04:24.920]  and to reject and be angry with them
[00:04:24.920 --> 00:04:29.680]  is to reject and be angry with ourselves
[00:04:29.680 --> 00:04:33.120]  如果你今天不能夠接納你的父母
[00:04:33.120 --> 00:04:35.640]  其實你是不能夠接納你自己
[00:04:35.640 --> 00:04:38.040]  一個不能夠接納自己的人
[00:04:38.040 --> 00:04:40.720]  是會變成一個不健康的人
[00:04:40.720 --> 00:04:42.080]  他接著說
[00:04:42.080 --> 00:04:45.920]  We cannot reject ourselves and love God
[00:04:45.920 --> 00:04:48.080]  如果你今天說我要愛神愛人
[00:04:48.080 --> 00:04:50.040]  嘩!在這裡不斷說
[00:04:50.040 --> 00:04:51.560]  但你原生的家庭
[00:04:51.560 --> 00:04:53.040]  你的父母
[00:04:53.040 --> 00:04:54.760]  你的親兄弟姐妹
[00:04:54.760 --> 00:04:57.040]  你都不能夠相愛
[00:04:57.040 --> 00:04:59.360]  那你不要在這裡大聲疾呼
[00:04:59.360 --> 00:05:01.720]  你應該要重新反省
[00:05:01.720 --> 00:05:03.400]  這個很重要
[00:05:03.400 --> 00:05:08.600]  愛是上帝放在我們每一個人的生命的深處
[00:05:08.600 --> 00:05:11.240]  而上帝給我們每一個人都有一個原生家庭
[00:05:11.240 --> 00:05:12.440]  就是要我們學習
[00:05:12.440 --> 00:05:16.080]  在這個環境裡要被栽培
[00:05:16.080 --> 00:05:18.400]  要成長
[00:05:18.400 --> 00:05:21.080]  地鐵有一句說話說得很清楚
[00:05:21.080 --> 00:05:23.960]  贏了一場架輸了一個家
[00:05:23.960 --> 00:05:26.240]  是沒有意思的
[00:05:26.240 --> 00:05:29.280]  我們需要有交流
[00:05:29.280 --> 00:05:30.840]  在一個家裡
[00:05:30.840 --> 00:05:33.120]  大家學習彼此尊重
[00:05:33.120 --> 00:05:37.800]  和互相有商有量
[00:05:37.800 --> 00:05:39.320]  去年
[00:05:39.320 --> 00:05:43.680]  廣福家有一年一度的聖誕節
[00:05:43.680 --> 00:05:46.160]  每年我們的佈置都會輪流
[00:05:46.160 --> 00:05:48.000]  找不同的團契
[00:05:48.000 --> 00:05:51.040]  我忘記了去年是找哪個團契
[00:05:51.040 --> 00:05:53.960]  但去年都是佈置得很漂亮
[00:05:53.960 --> 00:05:55.320]  其實每一年
[00:05:55.320 --> 00:05:57.320]  我都不覺得有什麼問題
[00:05:57.320 --> 00:06:01.120]  因為真的每年都是這麼漂亮
[00:06:01.120 --> 00:06:03.520]  你不覺得嗎?
[00:06:03.520 --> 00:06:04.520]  其實是的
[00:06:04.520 --> 00:06:05.760]  真的很好
[00:06:05.760 --> 00:06:07.280]  但是
[00:06:07.280 --> 00:06:10.720]  我去年留意到我們除了有標準
[00:06:10.720 --> 00:06:12.800]  有那些聖誕樹
[00:06:12.800 --> 00:06:15.360]  去年是弄了一個鹿出來
[00:06:15.360 --> 00:06:16.880]  那些鹿
[00:06:16.880 --> 00:06:17.960]  然後有些燈
[00:06:17.960 --> 00:06:19.640]  記不記得
[00:06:19.640 --> 00:06:21.680]  有一天
