
[00:00:00.000 --> 00:00:02.360]  有一個電腦遊戲
[00:00:02.360 --> 00:00:05.480]  它的名字叫光明之子
[00:00:05.480 --> 00:00:10.080]  它是在一個栩栩如生的童話故事裡面
[00:00:10.080 --> 00:00:12.000]  一個畫面
[00:00:12.000 --> 00:00:15.280]  那景緻也非常的美麗
[00:00:15.280 --> 00:00:18.720]  一個探索之旅
[00:00:18.720 --> 00:00:21.520]  就是你要跟這個女英雌
[00:00:21.520 --> 00:00:23.760]  女英雄Aurora
[00:00:23.760 --> 00:00:25.920]  要跟她去一起
[00:00:25.920 --> 00:00:30.240]  從這個夜之女神
[00:00:30.240 --> 00:00:32.200]  The Queen of the Light
[00:00:32.200 --> 00:00:35.640]  手中要把那個永恆之光
[00:00:35.640 --> 00:00:37.040]  要搶救出來
[00:00:37.040 --> 00:00:39.120]  要搶回來
[00:00:39.120 --> 00:00:40.520]  而這永恆之光
[00:00:40.520 --> 00:00:44.880]  就是星星 月亮 太陽
[00:00:44.880 --> 00:00:48.080]  一九六幾年的時候
[00:00:48.080 --> 00:00:50.400]  有一部電影叫星星 月亮 太陽
[00:00:50.400 --> 00:00:51.680]  是不是
[00:00:51.680 --> 00:00:54.400]  星星就是一個鄉下姑娘
[00:00:54.400 --> 00:00:57.400]  她跟這個男主角徐堅白
[00:00:57.400 --> 00:00:59.000]  就是張揚演的
[00:00:59.000 --> 00:01:00.880]  星星就是游敏
[00:01:00.880 --> 00:01:02.640]  非常楚楚動人
[00:01:02.640 --> 00:01:04.400]  體弱多病的
[00:01:04.400 --> 00:01:07.960]  兩個人是從小是青梅竹馬
[00:01:07.960 --> 00:01:09.560]  這個月亮呢
[00:01:09.560 --> 00:01:11.680]  是葛蘭演的
[00:01:11.680 --> 00:01:15.440]  她是溫柔大方的富家千金
[00:01:15.440 --> 00:01:20.400]  她跟這個徐堅白有訂了親
[00:01:20.400 --> 00:01:22.400]  是她的表妹
[00:01:22.400 --> 00:01:25.000]  那麼太陽呢就是一個
[00:01:25.000 --> 00:01:30.440]  剛強剛毅鍛鍊的一個愛國的大學生
[00:01:30.440 --> 00:01:33.640]  他是太陽 是葉峰演的
[00:01:33.640 --> 00:01:38.800]  那麼中間他們的多角的關係
[00:01:38.800 --> 00:01:41.080]  得得失失的
[00:01:41.080 --> 00:01:43.880]  非常有意思的一部電影
[00:01:43.880 --> 00:01:47.680]  雖然我那個時候還很小
[00:01:47.680 --> 00:01:49.560]  看不怎麼懂
[00:01:49.560 --> 00:01:51.160]  但是我進去看
[00:01:51.160 --> 00:01:55.440]  也看了我嚎啕大哭
[00:01:55.440 --> 00:01:58.280]  感謝神 讚美神
[00:01:58.280 --> 00:02:00.240]  今天我們讀的光明之子
[00:02:00.240 --> 00:02:04.200]  是從以夫所述第五章這邊出來的
[00:02:04.200 --> 00:02:09.480]  所以我們也把光明之子這個經節打出來好不好
[00:02:09.480 --> 00:02:11.000]  他這裡說
[00:02:11.000 --> 00:02:15.080]  所以你們該效法神
[00:02:15.080 --> 00:02:19.280]  好像蒙慈愛的兒女一樣
[00:02:19.280 --> 00:02:21.600]  你知道嗎 他為什麼說所以呢
[00:02:21.600 --> 00:02:23.280]  因為第四章
[00:02:23.280 --> 00:02:26.000]  他一直在講說我們
[00:02:26.000 --> 00:02:28.200]  要怎麼樣脫去舊人穿上新人
[00:02:28.200 --> 00:02:31.280]  我們舊人是怎麼樣的敗壞
[00:02:31.280 --> 00:02:33.520]  全然的敗壞
[00:02:33.520 --> 00:02:38.280]  所以我們心裡面有許多的苦毒腦恨憤怒擾攘毀謗
[00:02:38.280 --> 00:02:40.240]  並一切的惡毒
[00:02:40.240 --> 00:02:41.960]  這是我們的舊人
[00:02:41.960 --> 00:02:43.360]  好像黑暗之子
[00:02:43.360 --> 00:02:45.000]  好像悖逆之子
[00:02:45.000 --> 00:02:46.160]  但是他說
[00:02:46.160 --> 00:02:48.960]  我們蒙慈愛的兒女
[00:02:48.960 --> 00:02:52.600]  我們要成為光明之子
[00:02:52.600 --> 00:02:55.080]  中國有一句土話說
[00:02:55.080 --> 00:02:57.720]  龍生龍 鳳生鳳
[00:02:57.720 --> 00:03:00.160]  老鼠的兒子會打洞
[00:03:00.160 --> 00:03:04.440]  所以光明會生兒子女兒也不稀奇了
[00:03:04.440 --> 00:03:07.600]  黑暗會有兒女也不稀奇了
[00:03:07.600 --> 00:03:13.080]  悖逆會有兒女也就不足以為怪了
[00:03:13.080 --> 00:03:14.720]  其實呢
[00:03:14.720 --> 00:03:18.000]  我們也真正不是什麼黑暗之子
[00:03:18.000 --> 00:03:21.840]  雖然我有的時候想起來
[00:03:21.840 --> 00:03:24.040]  再根據我今天講的
[00:03:24.040 --> 00:03:29.240]  我就會發現我真的是以前是黑暗之子
[00:03:29.240 --> 00:03:33.760]  我們雖然自己以為自己不錯了不起
[00:03:33.760 --> 00:03:36.080]  但是
[00:03:36.080 --> 00:03:38.320]  經上面說
[00:03:38.320 --> 00:03:43.040]  黑夜深了
[00:03:43.040 --> 00:03:45.680]  白晝要來臨了
[00:03:45.680 --> 00:03:47.880]  黑暗要過去了
[00:03:47.880 --> 00:03:50.120]  光明要再現
[00:03:50.120 --> 00:03:55.280]  所以我們真正是黑暗之子
[00:03:55.280 --> 00:03:56.440]  但是呢
[00:03:56.440 --> 00:04:00.480]  我們也都是灰暗之子
[00:04:00.480 --> 00:04:02.920]  因為如果說你說這是黑暗
[00:04:02.920 --> 00:04:04.360]  這是光明
[00:04:04.360 --> 00:04:09.000]  中間其實還有一個灰暗
[00:04:09.000 --> 00:04:11.480]  就是不是漆黑
[00:04:11.480 --> 00:04:14.040]  而是又不是很光明
[00:04:14.040 --> 00:04:17.440]  中間有一個灰暗的一個地帶
[00:04:17.440 --> 00:04:21.520]  大部分我們都是如此
[00:04:21.520 --> 00:04:23.840]  我們不信主之前
[00:04:23.840 --> 00:04:26.080]  也有良善
[00:04:26.080 --> 00:04:29.720]  我們不信主之前也很謙卑
[00:04:29.720 --> 00:04:33.880]  我們信主之後也可能驕傲
[00:04:33.880 --> 00:04:38.040]  我們信主之後也可能很凶悍
[00:04:38.040 --> 00:04:40.360]  所以真正講
[00:04:40.360 --> 00:04:43.560]  我們處於一個光景是不是黑暗
[00:04:43.560 --> 00:04:45.400]  也不是光明
[00:04:45.400 --> 00:04:50.360]  但是神說他要我們成為光明之子
[00:04:50.360 --> 00:04:51.840]  是的
[00:04:51.840 --> 00:04:55.680]  按照聖經這裡說
[00:04:55.680 --> 00:05:01.600]  他在以夫所書第五章第八節
[00:05:01.600 --> 00:05:03.280]  他前面說
[00:05:03.280 --> 00:05:06.800]  他說從前你們是曖昧的
[00:05:06.800 --> 00:05:08.080]  曖昧的
[00:05:08.080 --> 00:05:10.040]  曖昧的意思就是說
[00:05:10.040 --> 00:05:11.440]  黑暗昏掉
[00:05:11.440 --> 00:05:13.600]  昏著的
[00:05:13.600 --> 00:05:16.080]  意思是說我們在黑暗中
[00:05:16.080 --> 00:05:18.160]  我們在死淫之地
[00:05:18.160 --> 00:05:20.040]  所以我們是曖昧的
[00:05:20.040 --> 00:05:22.800]  我們是黑暗之中的
[00:05:22.800 --> 00:05:26.200]  以夫所書第二章第二節他說
[00:05:26.200 --> 00:05:29.640]  那時你們在其中行事為人
[00:05:29.640 --> 00:05:31.880]  隨從今世的風俗
[00:05:31.880 --> 00:05:35.120]  順服空圈掌權者的首領
[00:05:35.120 --> 00:05:40.440]  就是現今在悖逆之子心中運行的邪靈
[00:05:40.440 --> 00:05:44.440]  然後跟著以夫所書第五章第八節
[00:05:44.440 --> 00:05:46.120]  他說現在
[00:05:46.120 --> 00:05:49.280]  但如今在主裡面是光明的
[00:05:49.280 --> 00:05:50.840]  行事為人
[00:05:50.840 --> 00:05:54.120]  就當像光明的子女
[00:05:54.120 --> 00:05:56.800]  所以我們就轉過來了
[00:05:56.800 --> 00:06:00.920]  我們就不再是在黑暗中行走了
[00:06:00.920 --> 00:06:03.000]  為什麼說我們行事為人
[00:06:03.000 --> 00:06:05.520]  隨從今世的風俗
[00:06:05.520 --> 00:06:09.840]  順服空中掌權者的首領
[00:06:09.840 --> 00:06:12.720]  就是悖逆之子呢
[00:06:12.720 --> 00:06:15.680]  因為你這樣子想
[00:06:15.680 --> 00:06:18.840]  以前我們還不認識主的時候
[00:06:18.840 --> 00:06:21.560]  你相信你有罪嗎
[00:06:21.560 --> 00:06:25.440]  你知道你是悖逆之子嗎
[00:06:25.440 --> 00:06:30.120]  你承認你是生活在死淫幼骨之地
[00:06:30.120 --> 00:06:32.480]  在黑暗中嗎
[00:06:32.480 --> 00:06:34.400]  我以前也不相信
[00:06:34.400 --> 00:06:37.000]  甚至於有的時候跟人家傳福音
[00:06:37.000 --> 00:06:40.040]  有人說我一聽到你說我有罪
[00:06:40.040 --> 00:06:41.360]  我就生氣
[00:06:41.360 --> 00:06:43.520]  我有什麼罪呢
[00:06:43.520 --> 00:06:46.240]  但是我再怎麼想
[00:06:46.240 --> 00:06:50.440]  我就拿我自己為例子好了
[00:06:50.440 --> 00:06:53.960]  我以前有些事情
[00:06:53.960 --> 00:06:56.400]  世人都這麼做
[00:06:56.400 --> 00:06:59.360]  甚至於有很多事情
[00:06:59.360 --> 00:07:01.760]  我根本不需要人教我
[00:07:01.760 --> 00:07:04.000]  壞的事情我都會
[00:07:04.000 --> 00:07:05.400]  對不對
[00:07:05.400 --> 00:07:09.520]  撒謊你會不會啊
[00:07:09.520 --> 00:07:12.680]  以前還看一些不正當的書籍等等
[00:07:12.680 --> 00:07:14.120]  都會
[00:07:14.120 --> 00:07:15.880]  沒有人教我啊
[00:07:15.880 --> 00:07:18.960]  我父母親都一再說
[00:07:18.960 --> 00:07:20.600]  你好好讀書啊
[00:07:20.600 --> 00:07:22.040]  不正經的人不要交往
[00:07:22.040 --> 00:07:24.120]  不好的事情不要做
[00:07:24.120 --> 00:07:26.440]  但是都做了
[00:07:26.440 --> 00:07:28.200]  也沒有人要教我
[00:07:28.200 --> 00:07:29.640]  甚至於人家還阻止我
[00:07:29.640 --> 00:07:33.720]  甚至於循循善誘叫我不要這麼做
[00:07:33.720 --> 00:07:35.920]  所以這就是我們講的
[00:07:35.920 --> 00:07:40.240]  我們是帶著罪心原罪來的
[00:07:40.240 --> 00:07:42.920]  沒有人教你你都會的
[00:07:42.920 --> 00:07:45.720]  我記得我那個小孫女兒
[00:07:45.720 --> 00:07:47.800]  她還很小的時候
[00:07:47.800 --> 00:07:51.320]  大概兩三歲的時候
[00:07:51.320 --> 00:07:54.480]  我們家客廳有一個大電視
[00:07:54.480 --> 00:07:56.560]  有一天我就忽然發現
[00:07:56.560 --> 00:07:59.200]  她頭伸到電視後面去了
[00:07:59.200 --> 00:08:00.880]  半天不出來
[00:08:00.880 --> 00:08:02.440]  我說伊蓮你在幹什麼
[00:08:02.440 --> 00:08:07.960]  嘴巴一把糖 躲到後頭去吃去了
[00:08:07.960 --> 00:08:09.560]  你說嘛 先起
[00:08:09.560 --> 00:08:12.760]  他媽媽還跟我說 阿公啊 你不可以給他吃糖啊
[00:08:12.760 --> 00:08:15.240]  我就不給他吃糖
[00:08:15.240 --> 00:08:17.960]  那麼小孩子也很有意思
[00:08:17.960 --> 00:08:21.000]  有一個小短文是這麼說
[00:08:21.000 --> 00:08:25.040]  說爸爸跟媽媽有什麼差別 你知道嗎
[00:08:25.040 --> 00:08:28.760]  他說媽媽為你做這個 為你做那個 為你做什麼
[00:08:28.760 --> 00:08:30.360]  你問什麼都跑去媽媽
[00:08:30.360 --> 00:08:32.960]  然後跑去問爸爸的時候
[00:08:32.960 --> 00:08:37.360]  你就說 爸爸 我的媽媽在哪裡
[00:08:37.360 --> 00:08:42.160]  所以我看我這個小孩子或者我的孫子
[00:08:42.160 --> 00:08:43.760]  他們活的孫子
[00:08:43.760 --> 00:08:47.160]  當他們要做什麼事情的時候
[00:08:47.160 --> 00:08:48.960]  他都來問我
[00:08:48.960 --> 00:08:52.560]  因為他知道阿公好講話 爸爸好講話
[00:08:52.560 --> 00:08:56.360]  媽媽就難講 誰教他的啊
[00:08:56.360 --> 00:08:59.360]  那麼他喜歡吃糖 誰教他的啊
[00:08:59.360 --> 00:09:01.760]  感謝神 讚賞神
[00:09:01.760 --> 00:09:04.560]  神知道我們的這個性
[00:09:04.560 --> 00:09:07.760]  知道我們這個態度 我們的本性
